commit,batch,position,run,dirty_sync_ns,clean_sync_ns,unmount_ns
a91e89cd8,16,0,15,24235,801,16908
a91e89cd8,16,0,16,23025,636,17970
a91e89cd8,16,0,17,25548,608,16684
a91e89cd8,16,0,18,21902,557,16371
a91e89cd8,16,0,19,21670,645,14601
897d40a01,16,1,0,23774,781,16885
897d40a01,16,1,1,21510,653,15093
897d40a01,16,1,2,22911,766,16473
897d40a01,16,1,3,22442,686,16472
897d40a01,16,1,4,22168,595,15820
897d40a01,16,1,5,21542,708,14774
897d40a01,16,1,6,21437,779,15294
897d40a01,16,1,7,21798,630,15481
897d40a01,16,1,8,22096,680,16410
897d40a01,16,1,9,21779,619,16337
897d40a01,16,1,10,21128,934,14439
897d40a01,16,1,11,22413,790,15827
897d40a01,16,1,12,22656,735,16068
897d40a01,16,1,13,20940,670,14103
897d40a01,16,1,14,22193,543,14246
897d40a01,16,1,15,20451,721,15561
897d40a01,16,1,16,21979,674,15220
897d40a01,16,1,17,21670,817,15523
897d40a01,16,1,18,23848,600,15131
897d40a01,16,1,19,22420,757,16352
897d40a01,17,0,0,20640,806,14998
897d40a01,17,0,1,24043,776,16560
897d40a01,17,0,2,24624,901,17739
897d40a01,17,0,3,24329,730,25615
897d40a01,17,0,4,23411,822,16249
897d40a01,17,0,5,22324,765,15885
897d40a01,17,0,6,22208,872,14828
897d40a01,17,0,7,22610,794,16422
897d40a01,17,0,8,21194,705,14371
897d40a01,17,0,9,32376,691,17828
897d40a01,17,0,10,22527,725,17406
897d40a01,17,0,11,26502,748,21638
897d40a01,17,0,12,23072,742,16174
897d40a01,17,0,13,23930,661,16359
897d40a01,17,0,14,25990,648,19477
897d40a01,17,0,15,22324,603,15562
897d40a01,17,0,16,20899,736,14520
897d40a01,17,0,17,20621,590,14315
897d40a01,17,0,18,19954,521,13025
897d40a01,17,0,19,19339,602,13018
a91e89cd8,17,1,0,22749,725,15326
a91e89cd8,17,1,1,21522,739,16407
a91e89cd8,17,1,2,22832,678,14908
a91e89cd8,17,1,3,22597,577,15125
a91e89cd8,17,1,4,20999,636,14945
a91e89cd8,17,1,5,20726,634,15237
a91e89cd8,17,1,6,21213,645,16048
a91e89cd8,17,1,7,20958,679,15148
a91e89cd8,17,1,8,23624,740,16226
a91e89cd8,17,1,9,22607,734,15249
a91e89cd8,17,1,10,21909,673,16301
a91e89cd8,17,1,11,21976,685,15820
a91e89cd8,17,1,12,20495,611,15515
a91e89cd8,17,1,13,22142,786,15131
a91e89cd8,17,1,14,21559,609,15197
a91e89cd8,17,1,15,21304,620,15807
a91e89cd8,17,1,16,28017,644,14920
a91e89cd8,17,1,17,20222,559,14860
a91e89cd8,17,1,18,21662,682,14593
a91e89cd8,17,1,19,21822,615,14919
a91e89cd8,18,0,0,22284,605,16602
a91e89cd8,18,0,1,22375,484,16891
a91e89cd8,18,0,2,23184,686,15699
a91e89cd8,18,0,3,21467,729,15305
a91e89cd8,18,0,4,22440,748,15465
a91e89cd8,18,0,5,24758,636,15922
a91e89cd8,18,0,6,22173,688,16148
a91e89cd8,18,0,7,24661,729,16655
a91e89cd8,18,0,8,22382,512,14880
a91e89cd8,18,0,9,21073,705,15181
a91e89cd8,18,0,10,21703,672,15288
a91e89cd8,18,0,11,21123,707,14339
a91e89cd8,18,0,12,21589,780,15139
a91e89cd8,18,0,13,20974,911,15733
a91e89cd8,18,0,14,22543,692,15571
a91e89cd8,18,0,15,20950,725,23644
a91e89cd8,18,0,16,22546,777,14850
a91e89cd8,18,0,17,22266,737,15270
a91e89cd8,18,0,18,21836,799,15127
a91e89cd8,18,0,19,21256,716,15587
897d40a01,18,1,0,21733,603,15392
897d40a01,18,1,1,23258,673,15799
897d40a01,18,1,2,22986,753,15781
897d40a01,18,1,3,22265,834,16392
897d40a01,18,1,4,22581,825,14839
897d40a01,18,1,5,21713,684,14573
897d40a01,18,1,6,21787,715,15454
897d40a01,18,1,7,20747,702,15090
897d40a01,18,1,8,20414,1128,14185
897d40a01,18,1,9,21458,787,15308
897d40a01,18,1,10,21793,617,14836
897d40a01,18,1,11,19055,511,14795
897d40a01,18,1,12,20977,793,16188
897d40a01,18,1,13,22260,780,15295
897d40a01,18,1,14,23203,852,14984
897d40a01,18,1,15,23205,894,16746
897d40a01,18,1,16,21458,635,14607
897d40a01,18,1,17,23072,812,15927
897d40a01,18,1,18,21772,697,16145
897d40a01,18,1,19,21378,820,15483
897d40a01,19,0,0,22236,705,15630
897d40a01,19,0,1,21274,701,14869
897d40a01,19,0,2,21650,639,14748
897d40a01,19,0,3,22222,606,15751
897d40a01,19,0,4,22772,706,17239
897d40a01,19,0,5,21305,601,15287
897d40a01,19,0,6,22229,772,15560
897d40a01,19,0,7,20884,667,14961
897d40a01,19,0,8,22595,771,16798
897d40a01,19,0,9,20993,609,15470
897d40a01,19,0,10,19859,804,14565
897d40a01,19,0,11,21498,679,15275
897d40a01,19,0,12,20245,617,14698
897d40a01,19,0,13,22484,662,16312
897d40a01,19,0,14,22348,521,16190
897d40a01,19,0,15,23338,770,16893
897d40a01,19,0,16,22797,1206,15395
897d40a01,19,0,17,21082,612,14330
897d40a01,19,0,18,21108,683,14776
897d40a01,19,0,19,22862,564,14313
a91e89cd8,19,1,0,20965,587,15860
a91e89cd8,19,1,1,21059,720,15077
a91e89cd8,19,1,2,22373,676,15992
a91e89cd8,19,1,3,21711,590,23195
a91e89cd8,19,1,4,22026,635,15529
a91e89cd8,19,1,5,21197,701,14424
a91e89cd8,19,1,6,22588,636,16113
a91e89cd8,19,1,7,22088,635,16078
a91e89cd8,19,1,8,22848,715,16535
a91e89cd8,19,1,9,24022,638,15900
a91e89cd8,19,1,10,31939,698,16485
a91e89cd8,19,1,11,20370,750,14593
a91e89cd8,19,1,12,21151,693,16522
a91e89cd8,19,1,13,31458,846,16982
a91e89cd8,19,1,14,22897,649,15585
a91e89cd8,19,1,15,22310,717,14831
a91e89cd8,19,1,16,21541,600,15527
a91e89cd8,19,1,17,16476,316,11093
a91e89cd8,19,1,18,15385,333,10354
a91e89cd8,19,1,19,16021,340,19221
