sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,258568,258584,268116,9548,16,9532,45000,20000,20266,951,951,24734
2,358619,358636,365405,6786,17,6769,45000,20266,20543,992,992,24457
3,458666,458683,465446,6780,17,6763,45000,20543,20817,986,986,24183
4,558733,558749,565453,6720,16,6704,45000,20817,21088,979,979,23912
5,658779,658795,665463,6684,16,6668,45000,21088,21356,972,972,23644
6,758827,758843,765451,6624,16,6608,45000,21356,21620,965,965,23380
7,858873,858889,865441,6568,16,6552,45000,21620,21882,958,958,23118
8,958919,958936,965460,6541,17,6524,45000,21882,22141,951,951,22859
9,1058966,1058983,1065462,6496,17,6479,45000,22141,22397,944,944,22603
10,1159014,1159030,1165448,6434,16,6418,45000,22397,22649,937,937,22351
11,1259060,1259076,1265455,6395,16,6379,45000,22649,22899,931,931,22101
12,1359108,1359124,1365452,6344,16,6328,45000,22899,23147,924,924,21853
13,1459154,1459171,1465461,6307,17,6290,45000,23147,23391,917,917,21609
14,1559201,1559217,1565445,6244,16,6228,45000,23391,23632,911,911,21368
15,1659248,1659264,1665457,6209,16,6193,45000,23632,23871,905,905,21129
16,1759296,1759312,1765451,6155,16,6139,45000,23871,24107,898,898,20893
17,1859342,1859358,1865455,6113,16,6097,45000,24107,24340,892,892,20660
18,1959388,1959405,1965452,6064,17,6047,45000,24340,24571,886,886,20429
19,2059435,2059452,2065464,6029,17,6012,45000,24571,24799,879,879,20201
20,2159482,2159499,2165449,5967,17,5950,45000,24799,25024,873,873,19976
21,2259528,2259545,2265444,5916,17,5899,45000,25024,25247,867,867,19753
22,2359575,2359592,2365459,5884,17,5867,45000,25247,25467,861,861,19533
23,2459623,2459639,2465453,5830,16,5814,45000,25467,25685,856,856,19315
24,2559669,2559686,2565447,5778,17,5761,45000,25685,25900,850,850,19100
25,2659716,2659732,2665464,5748,16,5732,45000,25900,26113,844,844,18887
26,2759763,2759780,2765454,5691,17,5674,45000,26113,26323,838,838,18677
27,2859810,2859826,2865461,5651,16,5635,45000,26323,26531,833,833,18469
28,2959857,2959874,2965448,5591,17,5574,45000,26531,26736,827,827,18264
29,3059903,3059919,3065491,5588,16,5572,45000,26736,26940,822,822,18060
30,3159953,3159970,3165488,5535,17,5518,45000,26940,27140,816,816,17860
31,3260000,3260016,3265485,5485,16,5469,45000,27140,27339,811,811,17661
32,3360047,3360064,3365464,5417,17,5400,45000,27339,27535,806,806,17465
33,3460094,3460110,3465450,5356,16,5340,45000,27535,27729,801,801,17271
34,3560140,3560157,3565444,5304,17,5287,45000,27729,27921,795,795,17079
35,3660187,3660204,3665452,5265,17,5248,65000,27921,28169,1000,1000,36831
36,3760234,3760251,3765458,5224,17,5207,65000,28169,28417,1000,1000,36583
37,3860282,3860298,3865448,5166,16,5150,65000,28417,28663,1000,1000,36337
38,3960328,3960345,3965453,5125,17,5108,65000,28663,28908,1000,1000,36092
39,4060375,4060392,4065455,5080,17,5063,65000,28908,29153,1000,1000,35847
40,4160422,4160438,4165460,5038,16,5022,65000,29153,29396,1000,1000,35604
41,4260469,4260485,4265448,4979,16,4963,65000,29396,29638,1000,1000,35362
42,4360515,4360532,4365447,4932,17,4915,65000,29638,29880,1000,1000,35120
43,4460562,4460578,4465454,4892,16,4876,65000,29880,30120,1000,1000,34880
44,4560609,4560626,4565458,4849,17,4832,65000,30120,30360,1000,1000,34640
45,4660656,4660672,4665444,4788,16,4772,65000,30360,30598,1000,1000,34402
46,4760703,4760719,4765455,4752,16,4736,65000,30598,30836,1000,1000,34164
47,4860751,4860767,4865449,4698,16,4682,65000,30836,31073,1000,1000,33927
48,4960797,4960813,4965445,4648,16,4632,65000,31073,31308,1000,1000,33692
49,5060856,5060872,5065443,4587,16,4571,65000,31308,31543,1000,1000,33457
50,5160901,5160917,5165453,4552,16,4536,65000,31543,31777,1000,1000,33223
51,5260946,5260962,5265458,4512,16,4496,65000,31777,32010,1000,1000,32990
52,5360993,5361009,5365446,4453,16,4437,65000,32010,32242,1000,1000,32758
53,5461038,5461055,5465466,4428,17,4411,65000,32242,32473,1000,1000,32527
54,5561084,5561100,5565450,4366,16,4350,65000,32473,32703,1000,1000,32297
55,5661129,5661145,5665445,4316,16,4300,65000,32703,32932,1000,1000,32068
56,5761174,5761191,5765453,4279,17,4262,65000,32932,33160,1000,1000,31840
57,5861220,5861236,5865464,4244,16,4228,65000,33160,33388,1000,1000,31612
58,5961265,5961282,5965451,4186,17,4169,65000,33388,33614,1000,1000,31386
59,6061311,6061327,6065460,4149,16,4133,65000,33614,33840,1000,1000,31160
60,6161357,6161373,6165448,4091,16,4075,65000,33840,34064,1000,1000,30936
61,6261402,6261418,6265467,4065,16,4049,65000,34064,34288,1000,1000,30712
62,6361447,6361464,6365459,4012,17,3995,65000,34288,34511,1000,1000,30489
63,6461492,6461509,6465452,3960,17,3943,65000,34511,34733,1000,1000,30267
64,6561538,6561555,6565447,3909,17,3892,65000,34733,34954,1000,1000,30046
65,6661585,6661601,6665445,3860,16,3844,65000,34954,35174,1000,1000,29826
66,6761630,6761647,6765461,3831,17,3814,65000,35174,35394,1000,1000,29606
67,6861676,6861692,6865454,3778,16,3762,65000,35394,35612,1000,1000,29388
68,6961721,6961738,6965446,3725,17,3708,50000,35612,35771,792,792,14229
69,7061768,7061784,7065445,3677,16,3661,50000,35771,35926,778,778,14074
70,7161813,7161830,7165455,3642,17,3625,50000,35926,36079,773,773,13921
71,7261860,7261876,7265449,3589,16,3573,50000,36079,36230,769,769,13770
72,7361905,7361922,7365458,3553,17,3536,50000,36230,36379,765,765,13621
73,7461951,7461967,7465451,3500,16,3484,50000,36379,36527,761,761,13473
74,7561996,7562012,7565452,3456,16,3440,50000,36527,36672,757,757,13328
75,7662041,7662058,7665457,3416,17,3399,50000,36672,36817,754,754,13183
76,7762087,7762104,7765445,3358,17,3341,50000,36817,36960,750,750,13040
77,7862133,7862149,7865465,3332,16,3316,50000,36960,37101,746,746,12899
78,7962179,7962196,7965453,3274,17,3257,50000,37101,37240,742,742,12760
79,8062224,8062240,8065440,3216,16,3200,50000,37240,37378,738,738,12622
80,8162270,8162286,8165454,3184,16,3168,50000,37378,37514,735,735,12486
81,8262316,8262332,8265461,3145,16,3129,50000,37514,37649,731,731,12351
82,8362361,8362377,8365448,3087,16,3071,50000,37649,37782,727,727,12218
83,8462407,8462423,8465456,3049,16,3033,50000,37782,37913,724,724,12087
84,8562453,8562470,8565454,3001,17,2984,50000,37913,38043,721,721,11957
85,8662499,8662516,8665457,2958,17,2941,50000,38043,38172,717,717,11828
86,8762545,8762561,8765450,2905,16,2889,50000,38172,38299,714,714,11701
87,8862590,8862606,8865443,2853,16,2837,50000,38299,38425,710,710,11575
88,8962636,8962652,8965604,2968,16,2952,50000,38425,38549,707,707,11451
89,9062681,9062697,9065689,3008,16,2992,50000,38549,38672,704,704,11328
90,9162726,9162742,9165752,3026,16,3010,50000,38672,38793,700,700,11207
91,9262771,9262788,9265818,3047,17,3030,50000,38793,38913,697,697,11087
92,9362816,9362833,9365897,3081,17,3064,50000,38913,39032,694,694,10968
93,9462861,9462877,9465944,3083,16,3067,50000,39032,39149,691,691,10851
94,9562925,9562941,9566029,3104,16,3088,50000,39149,39265,688,688,10735
95,9662970,9662986,9666078,3108,16,3092,50000,39265,39380,685,685,10620
96,9763035,9763051,9766159,3124,16,3108,50000,39380,39493,681,681,10507
97,9863082,9863098,9866231,3149,16,3133,50000,39493,39605,678,678,10395
98,9963129,9963146,9966293,3164,17,3147,50000,39605,39716,675,675,10284
99,10063192,10063208,10066374,3182,16,3166,50000,39716,39825,672,672,10175
100,10163236,10163252,10184578,21342,16,21326,50000,39825,39933,670,670,10067
