sequence,input0_bits,input1_bits,input2_bits,input3_bits,output_bits,actuator_permille,wall_ns
1451,bcf47304,3ec00000,bc9374bc,3ec49ba6,3ec4b87b,384,143500
1452,bcf15619,3ec00000,bc9ba5e3,3ec49ba6,3ec4e8fb,385,143500
1453,bcee6320,3ec00000,bc9374bc,3ec51eb8,3ec4f617,385,144375
1454,bceb7026,3ec00000,bc9374bc,3ec51eb8,3ec50dae,385,144083
1455,bce87d2c,3ec00000,bc9374bc,3ec51eb8,3ec52546,385,144084
1456,bce58a33,3ec00000,bc9374bc,3ec51eb8,3ec53cde,385,143792
1457,bce29739,3ec00000,bc9374bc,3ec51eb8,3ec55476,385,143500
1458,bcdfce31,3ec00000,bc8b4396,3ec51eb8,3ec55327,385,144375
1459,bcdcdb38,3ec00000,bc9374bc,3ec51eb8,3ec58256,386,143792
1460,bcda1230,3ec00000,bc8b4396,3ec5a1cb,3ec58e22,386,144667
1461,bcd74928,3ec00000,bc8b4396,3ec5a1cb,3ec5a46a,386,143792
1462,bcd4562e,3ec00000,bc9374bc,3ec5a1cb,3ec5d399,386,144083
1463,bcd18d26,3ec00000,bc8b4396,3ec5a1cb,3ec5d24a,386,144666
1464,bccec41e,3ec00000,bc8b4396,3ec5a1cb,3ec5e893,387,144084
1465,bccbfb16,3ec00000,bc8b4396,3ec624dd,3ec60bf7,387,144375
1466,bcc95bff,3ec00000,bc83126f,3ec624dd,3ec60958,387,144084
1467,bcc692f7,3ec00000,bc8b4396,3ec624dd,3ec63738,387,142916
1468,bcc3f3e0,3ec00000,bc83126f,3ec624dd,3ec63499,387,144667
1469,bcc12ad8,3ec00000,bc8b4396,3ec624dd,3ec66279,387,143500
1470,bcbe8bc1,3ec00000,bc83126f,3ec624dd,3ec65fd9,387,143791
1471,bcbbecab,3ec00000,bc83126f,3ec624dd,3ec674d2,388,143500
1472,bcb94d94,3ec00000,bc83126f,3ec6a7f0,3ec696e6,388,144083
1473,bcb6ae7d,3ec00000,bc83126f,3ec6a7f0,3ec6abdf,388,144375
1474,bcb40f67,3ec00000,bc83126f,3ec6a7f0,3ec6c0d7,388,144083
1475,bcb17050,3ec00000,bc83126f,3ec6a7f0,3ec6d5d0,388,144083
1476,bcaefb2b,3ec00000,bc75c28f,3ec6a7f0,3ec6d1e1,388,143208
1477,bcac5c14,3ec00000,bc83126f,3ec6a7f0,3ec6fe72,389,144375
1478,bca9e6ef,3ec00000,bc75c28f,3ec72b02,3ec7079e,389,144667
1479,bca771c9,3ec00000,bc75c28f,3ec72b02,3ec71b47,389,143791
1480,bca4d2b3,3ec00000,bc83126f,3ec72b02,3ec747d8,389,143792
1481,bca25d8d,3ec00000,bc75c28f,3ec72b02,3ec743e9,389,144666
1482,bc9fe868,3ec00000,bc75c28f,3ec72b02,3ec75792,389,142916
1483,bc9d7343,3ec00000,bc75c28f,3ec72b02,3ec76b3b,389,143791
1484,bc9afe1e,3ec00000,bc75c28f,3ec72b02,3ec77ee5,390,143208
1485,bc98b2ea,3ec00000,bc656042,3ec7ae14,3ec786c2,390,143792
1486,bc963dc5,3ec00000,bc75c28f,3ec7ae14,3ec7b203,390,143500
1487,bc93f291,3ec00000,bc656042,3ec7ae14,3ec7acc5,390,144083
1488,bc917d6b,3ec00000,bc75c28f,3ec7ae14,3ec7d806,390,167708
1489,bc8f3238,3ec00000,bc656042,3ec7ae14,3ec7d2c8,390,164500
1490,bc8ce704,3ec00000,bc656042,3ec7ae14,3ec7e521,390,144375
1491,bc8a71de,3ec00000,bc75c28f,3ec7ae14,3ec81063,391,143208
1492,bc88509c,3ec00000,bc54fdf4,3ec83127,3ec7ff58,391,143208
1493,bc860568,3ec00000,bc656042,3ec83127,3ec82949,391,143208
1494,bc83ba34,3ec00000,bc656042,3ec83127,3ec83ba3,391,143208
1495,bc816f00,3ec00000,bc656042,3ec83127,3ec84dfc,391,144958
1496,bc7e4799,3ec00000,bc656042,3ec83127,3ec86056,391,144084
1497,bc7a0514,3ec00000,bc54fdf4,3ec83127,3ec859c8,391,144084
1498,bc756ead,3ec00000,bc656042,3ec83127,3ec883ba,392,143208
1499,bc712c28,3ec00000,bc54fdf4,3ec8b439,3ec88a48,392,143500
1500,bc6ce9a3,3ec00000,bc54fdf4,3ec8b439,3ec89b52,392,144959
1501,bc68a71e,3ec00000,bc54fdf4,3ec8b439,3ec8ac5c,392,144959
1502,bc646499,3ec00000,bc54fdf4,3ec8b439,3ec8bd66,392,144375
1503,bc602214,3ec00000,bc54fdf4,3ec8b439,3ec8ce70,392,144667
1504,bc5bdf8f,3ec00000,bc54fdf4,3ec8b439,3ec8df7a,392,144666
1505,bc579d0a,3ec00000,bc54fdf4,3ec8b439,3ec8f084,392,144375
1506,bc535a86,3ec00000,bc54fdf4,3ec8b439,3ec9018e,393,144083
1507,bc4f1801,3ec00000,bc54fdf4,3ec9374c,3ec91fb3,393,144375
1508,bc4b295f,3ec00000,bc449ba6,3ec9374c,3ec917d7,393,143792
1509,bc46e6da,3ec00000,bc54fdf4,3ec9374c,3ec94078,393,144375
1510,bc42f838,3ec00000,bc449ba6,3ec9374c,3ec9389c,393,144667
1511,bc3f0996,3ec00000,bc449ba6,3ec9374c,3ec94856,393,143792
1512,bc3ac711,3ec00000,bc54fdf4,3ec9374c,3ec970f7,393,143792
1513,bc36d86f,3ec00000,bc449ba6,3ec9374c,3ec9691b,393,143791
1514,bc32e9cd,3ec00000,bc449ba6,3ec9374c,3ec978d5,394,143500
1515,bc2efb2b,3ec00000,bc449ba6,3ec9ba5e,3ec995ac,394,144667
1516,bc2b0c89,3ec00000,bc449ba6,3ec9ba5e,3ec9a566,394,144375
1517,bc271de7,3ec00000,bc449ba6,3ec9ba5e,3ec9b521,394,143792
1518,bc238327,3ec00000,bc343958,3ec9ba5e,3ec9abf4,394,144083
1519,bc1f9485,3ec00000,bc449ba6,3ec9ba5e,3ec9d346,394,143208
1520,bc1ba5e3,3ec00000,bc449ba6,3ec9ba5e,3ec9e301,394,144667
1521,bc180b24,3ec00000,bc343958,3ec9ba5e,3ec9d9d4,394,144084
1522,bc141c82,3ec00000,bc449ba6,3ec9ba5e,3eca0126,395,143792
1523,bc1081c3,3ec00000,bc343958,3eca3d71,3eca0514,395,144958
1524,bc0ce704,3ec00000,bc343958,3eca3d71,3eca137f,395,143500
1525,bc094c44,3ec00000,bc343958,3eca3d71,3eca21ea,395,178792
1526,bc05b185,3ec00000,bc343958,3eca3d71,3eca3055,395,169750
1527,bc0216c6,3ec00000,bc343958,3eca3d71,3eca3ec0,395,142916
1528,bbfcf80e,3ec00000,bc343958,3eca3d71,3eca4d2b,395,144375
1529,bbf5c28f,3ec00000,bc343958,3eca3d71,3eca5b96,395,143208
1530,bbee8d11,3ec00000,bc343958,3eca3d71,3eca6a01,395,144083
1531,bbe75793,3ec00000,bc343958,3eca3d71,3eca786c,395,145542
1532,bbe02214,3ec00000,bc343958,3eca3d71,3eca86d7,396,144375
1533,bbd9945b,3ec00000,bc23d70a,3ecac083,3eca8977,396,143208
1534,bbd25edd,3ec00000,bc343958,3ecac083,3ecaaf7a,396,143208
1535,bbcbd124,3ec00000,bc23d70a,3ecac083,3ecaa4fd,396,143209
1536,bbc5436c,3ec00000,bc23d70a,3ecac083,3ecab219,396,143500
1537,bbbe0ded,3ec00000,bc343958,3ecac083,3ecad81c,396,145250
1538,bbb78034,3ec00000,bc23d70a,3ecac083,3ecacd9f,396,143500
1539,bbb0f27c,3ec00000,bc23d70a,3ecac083,3ecadabb,396,143792
1540,bba9bcfd,3ec00000,bc343958,3ecac083,3ecb00be,396,143500
1541,bba32f45,3ec00000,bc23d70a,3ecac083,3ecaf641,396,144375
1542,bb9ca18c,3ec00000,bc23d70a,3ecac083,3ecb035c,397,143500
1543,bb9613d3,3ec00000,bc23d70a,3ecb4396,3ecb1d93,397,144667
1544,bb902de0,3ec00000,bc1374bc,3ecb4396,3ecb11c7,397,144083
1545,bb89a027,3ec00000,bc23d70a,3ecb4396,3ecb367a,397,143500
1546,bb83126f,3ec00000,bc23d70a,3ecb4396,3ecb4396,397,143208
1547,bb7a58f7,3ec00000,bc1374bc,3ecb4396,3ecb37ca,397,144084
1548,bb6d3d86,3ec00000,bc23d70a,3ecb4396,3ecb5c7d,397,144083
1549,bb602214,3ec00000,bc23d70a,3ecb4396,3ecb6998,397,144375
1550,bb54562e,3ec00000,bc1374bc,3ecb4396,3ecb5dcc,397,144083
1551,bb473abd,3ec00000,bc23d70a,3ecb4396,3ecb8280,397,143208
1552,bb3b6ed6,3ec00000,bc1374bc,3ecb4396,3ecb76b4,397,144375
1553,bb2fa2f0,3ec00000,bc1374bc,3ecb4396,3ecb8280,397,144667
1554,bb22877f,3ec00000,bc23d70a,3ecb4396,3ecba733,398,143792
1555,bb16bb99,3ec00000,bc1374bc,3ecbc6a8,3ecba882,398,143208
1556,bb0aefb3,3ec00000,bc1374bc,3ecbc6a8,3ecbb44e,398,143791
1557,bafe4799,3ec00000,bc1374bc,3ecbc6a8,3ecbc01a,398,143792
1558,bae6afcd,3ec00000,bc1374bc,3ecbc6a8,3ecbcbe6,398,143792
1559,bacf1801,3ec00000,bc1374bc,3ecbc6a8,3ecbd7b1,398,143500
1560,bab78034,3ec00000,bc1374bc,3ecbc6a8,3ecbe37d,398,143208
1561,baa2877f,3ec00000,bc03126f,3ecbc6a8,3ecbd662,398,142625
1562,ba8aefb3,3ec00000,bc1374bc,3ecbc6a8,3ecbf9c6,398,143792
1563,ba66afcd,3ec00000,bc1374bc,3ecbc6a8,3ecc0592,398,143792
1564,ba378034,3ec00000,bc1374bc,3ecbc6a8,3ecc115d,399,143500
1565,ba0d8ec9,3ec00000,bc03126f,3ecc49ba,3ecc115e,399,142917
1566,b9bcbe62,3ec00000,bc1374bc,3ecc49ba,3ecc34c2,399,143209
1567,b951b717,3ec00000,bc03126f,3ecc49ba,3ecc27a6,399,143792
1568,b827c5ac,3ec00000,bc03126f,3ecc49ba,3ecc3222,399,143792
1569,3912ccf7,3ec00000,bc1374bc,3ecc49ba,3ecc6434,399,144375
1570,399d4952,3ec00000,bc03126f,3ecc49ba,3ecc67e0,399,144375
1571,39f12c28,3ec00000,bc03126f,3ecc49ba,3ecc8323,399,144083
1572,3a22877f,3ec00000,bc03126f,3ecc49ba,3ecc9e66,400,144084
1573,3a4c78ea,3ec00000,bc03126f,3ecccccd,3eccc6c5,400,143500
1574,3a766a55,3ec00000,bc03126f,3ecccccd,3ecce208,400,145542
1575,3a902de0,3ec00000,bc03126f,3ecccccd,3eccfd4b,400,144375
1576,3aa52696,3ec00000,bc03126f,3ecccccd,3ecd188f,401,143208
1577,3ab78034,3ec00000,bbe56042,3ecd4fdf,3ecd25ef,401,143500
1578,3ac9d9d3,3ec00000,bbe56042,3ecd4fdf,3ecd3dc9,401,143791
1579,3aded289,3ec00000,bc03126f,3ecd4fdf,3ecd70a4,401,143792
1580,3af12c28,3ec00000,bbe56042,3ecd4fdf,3ecd70e8,401,142916
1581,3b03126f,3ec00000,bc03126f,3ecd4fdf,3ecda3c2,402,143792
1582,3b0c3f3e,3ec00000,bbe56042,3ecdd2f2,3ecdb121,402,144083
1583,3b156c0d,3ec00000,bbe56042,3ecdd2f2,3ecdc8fc,402,143500
1584,3b1e98dd,3ec00000,bbe56042,3ecdd2f2,3ecde0d7,402,144375
1585,3b27c5ac,3ec00000,bbe56042,3ecdd2f2,3ecdf8b2,402,143792
1586,3b2fa2f0,3ec00000,bbc49ba6,3ecdd2f2,3ecdf58c,402,143791
1587,3b38cfc0,3ec00000,bbe56042,3ecdd2f2,3ece24ff,403,144375
1588,3b41fc8f,3ec00000,bbe56042,3ece5604,3ece49f6,403,143792
1589,3b4b295f,3ec00000,bbe56042,3ece5604,3ece61d1,403,143500
1590,3b5306a3,3ec00000,bbc49ba6,3ece5604,3ece5eab,403,144375
1591,3b5c3372,3ec00000,bbe56042,3ece5604,3ece8e1e,403,143208
1592,3b6410b6,3ec00000,bbc49ba6,3ece5604,3ece8af9,403,143792
1593,3b6d3d86,3ec00000,bbe56042,3ece5604,3eceba6c,404,144083
1594,3b751aca,3ec00000,bbc49ba6,3eced917,3ecec461,404,142917
1595,3b7cf80e,3ec00000,bbc49ba6,3eced917,3eced8d4,404,143500
1596,3b826aa9,3ec00000,bbc49ba6,3eced917,3eceed46,404,144084
1597,3b86594b,3ec00000,bbc49ba6,3eced917,3ecf01b9,404,143792
1598,3b8a47ed,3ec00000,bbc49ba6,3eced917,3ecf162b,404,144375
1599,3b8e368f,3ec00000,bbc49ba6,3eced917,3ecf2a9e,405,144375
1600,3b922531,3ec00000,bbc49ba6,3ecf5c29,3ecf4c2c,405,172667
1601,3b9613d3,3ec00000,bbc49ba6,3ecf5c29,3ecf609f,405,177042
1602,3b995aaf,3ec00000,bba3d70a,3ecf5c29,3ecf5a11,405,167416
1603,3b9d4952,3ec00000,bbc49ba6,3ecf5c29,3ecf861b,405,143791
1604,3ba137f4,3ec00000,bbc49ba6,3ecf5c29,3ecf9a8e,405,144083
1605,3ba47ed0,3ec00000,bba3d70a,3ecf5c29,3ecf9400,405,144083
1606,3ba86d72,3ec00000,bbc49ba6,3ecf5c29,3ecfc00a,406,144083
1607,3babb44e,3ec00000,bba3d70a,3ecfdf3b,3ecfc697,406,144375
1608,3baefb2b,3ec00000,bba3d70a,3ecfdf3b,3ecfd7a1,406,143791
1609,3bb2e9cd,3ec00000,bbc49ba6,3ecfdf3b,3ed003ac,406,144959
1610,3bb630a9,3ec00000,bba3d70a,3ecfdf3b,3ecffd1e,406,144958
1611,3bb97785,3ec00000,bba3d70a,3ecfdf3b,3ed00e28,406,143500
1612,3bbcbe62,3ec00000,bba3d70a,3ecfdf3b,3ed01f32,406,144959
1613,3bc0053e,3ec00000,bba3d70a,3ecfdf3b,3ed0303c,407,144375
1614,3bc34c1b,3ec00000,bba3d70a,3ed0624e,3ed04e61,407,144083
1615,3bc692f7,3ec00000,bba3d70a,3ed0624e,3ed05f6b,407,143792
1616,3bc9d9d3,3ec00000,bba3d70a,3ed0624e,3ed07075,407,143791
1617,3bcd20b0,3ec00000,bba3d70a,3ed0624e,3ed0817f,407,144375
1618,3bd0678c,3ec00000,bba3d70a,3ed0624e,3ed0928a,407,143500
1619,3bd306a3,3ec00000,bb83126f,3ed0624e,3ed08893,407,144959
1620,3bd64d7f,3ec00000,bba3d70a,3ed0624e,3ed0b135,408,144375
1621,3bd9945b,3ec00000,bba3d70a,3ed0e560,3ed0cf5b,408,144375
1622,3bdc3372,3ec00000,bb83126f,3ed0e560,3ed0c565,408,144375
1623,3bded289,3ec00000,bb83126f,3ed0e560,3ed0d307,408,144958
1624,3be21965,3ec00000,bba3d70a,3ed0e560,3ed0fba9,408,143500
1625,3be4b87c,3ec00000,bb83126f,3ed0e560,3ed0f1b2,408,144375
1626,3be75793,3ec00000,bb83126f,3ed0e560,3ed0ff54,408,143792
1627,3bea9e6f,3ec00000,bba3d70a,3ed0e560,3ed127f6,409,143208
1628,3bed3d86,3ec00000,bb83126f,3ed16873,3ed12b1b,409,144667
1629,3befdc9c,3ec00000,bb83126f,3ed16873,3ed138bc,409,144375
1630,3bf27bb3,3ec00000,bb83126f,3ed16873,3ed1465e,409,143500
1631,3bf51aca,3ec00000,bb83126f,3ed16873,3ed15400,409,143791
1632,3bf7b9e0,3ec00000,bb83126f,3ed16873,3ed161a1,409,144375
1633,3bfa58f7,3ec00000,bb83126f,3ed16873,3ed16f43,409,144375
1634,3bfcf80e,3ec00000,bb83126f,3ed16873,3ed17ce5,409,143792
1635,3bff9724,3ec00000,bb83126f,3ed16873,3ed18a86,409,143791
1636,3c011b1e,3ec00000,bb83126f,3ed16873,3ed19828,409,144667
1637,3c026aa9,3ec00000,bb83126f,3ed16873,3ed1a5ca,409,144375
1638,3c036651,3ec00000,bb449ba6,3ed16873,3ed1986b,409,143500
1639,3c04b5dd,3ec00000,bb83126f,3ed16873,3ed1bda5,410,144667
1640,3c060568,3ec00000,bb83126f,3ed1eb85,3ed1d862,410,143792
1641,3c0754f3,3ec00000,bb83126f,3ed1eb85,3ed1e604,410,143791
1642,3c08509c,3ec00000,bb449ba6,3ed1eb85,3ed1d8a5,410,144375
1643,3c09a027,3ec00000,bb83126f,3ed1eb85,3ed1fddf,410,143791
1644,3c0a9bd0,3ec00000,bb449ba6,3ed1eb85,3ed1f080,410,143500
1645,3c0beb5b,3ec00000,bb83126f,3ed1eb85,3ed215ba,410,143791
1646,3c0ce704,3ec00000,bb449ba6,3ed1eb85,3ed2085b,410,144375
1647,3c0e368f,3ec00000,bb83126f,3ed1eb85,3ed22d95,411,143208
1648,3c0f3238,3ec00000,bb449ba6,3ed26e98,3ed22d51,411,144375
1649,3c102de0,3ec00000,bb449ba6,3ed26e98,3ed2378a,411,144083
1650,3c112989,3ec00000,bb449ba6,3ed26e98,3ed241c3,411,144666
1651,3c122531,3ec00000,bb449ba6,3ed26e98,3ed24bfd,411,144083
1652,3c1320da,3ec00000,bb449ba6,3ed26e98,3ed25636,411,144083
1653,3c147065,3ec00000,bb83126f,3ed26e98,3ed27b70,411,143209
1654,3c156c0d,3ec00000,bb449ba6,3ed26e98,3ed26e11,411,144667
1655,3c1667b6,3ec00000,bb449ba6,3ed26e98,3ed2784a,411,144083
1656,3c17635e,3ec00000,bb449ba6,3ed26e98,3ed28283,411,143791
1657,3c185f07,3ec00000,bb449ba6,3ed26e98,3ed28cbd,411,144375
1658,3c195aaf,3ec00000,bb449ba6,3ed26e98,3ed296f6,411,144667
1659,3c1a5658,3ec00000,bb449ba6,3ed26e98,3ed2a12f,411,144083
1660,3c1b5200,3ec00000,bb449ba6,3ed26e98,3ed2ab68,411,144667
1661,3c1c4da9,3ec00000,bb449ba6,3ed26e98,3ed2b5a2,412,144083
1662,3c1d4952,3ec00000,bb449ba6,3ed2f1aa,3ed2ccf7,412,143500
1663,3c1e44fa,3ec00000,bb449ba6,3ed2f1aa,3ed2d730,412,143208
1664,3c1eecc0,3ec00000,bb03126f,3ed2f1aa,3ed2c66a,412,143791
1665,3c1fe868,3ec00000,bb449ba6,3ed2f1aa,3ed2e83a,412,144666
1666,3c20e411,3ec00000,bb449ba6,3ed2f1aa,3ed2f273,412,143792
1667,3c218bd6,3ec00000,bb03126f,3ed2f1aa,3ed2e1ad,412,143791
1668,3c22877f,3ec00000,bb449ba6,3ed2f1aa,3ed3037d,412,167708
1669,3c238327,3ec00000,bb449ba6,3ed2f1aa,3ed30db7,412,166542
1670,3c242aed,3ec00000,bb03126f,3ed2f1aa,3ed2fcf0,412,143500
1671,3c252696,3ec00000,bb449ba6,3ed2f1aa,3ed31ec1,412,144375
1672,3c26223e,3ec00000,bb449ba6,3ed2f1aa,3ed328fa,412,144083
1673,3c26ca04,3ec00000,bb03126f,3ed2f1aa,3ed31834,412,142916
1674,3c27c5ac,3ec00000,bb449ba6,3ed2f1aa,3ed33a04,413,144083
1675,3c286d72,3ec00000,bb03126f,3ed374bc,3ed33659,413,144959
1676,3c291538,3ec00000,bb03126f,3ed374bc,3ed33d2a,413,144083
1677,3c2a10e0,3ec00000,bb449ba6,3ed374bc,3ed35efa,413,144667
1678,3c2ab8a6,3ec00000,bb03126f,3ed374bc,3ed34e34,413,145833
1679,3c2b606b,3ec00000,bb03126f,3ed374bc,3ed35505,413,143500
1680,3c2c0831,3ec00000,bb03126f,3ed374bc,3ed35bd5,413,144375
1681,3c2d03da,3ec00000,bb449ba6,3ed374bc,3ed37da6,413,144375
1682,3c2dab9f,3ec00000,bb03126f,3ed374bc,3ed36ce0,413,143791
1683,3c2e5365,3ec00000,bb03126f,3ed374bc,3ed373b0,413,145250
1684,3c2efb2b,3ec00000,bb03126f,3ed374bc,3ed37a81,413,144375
1685,3c2ff6d3,3ec00000,bb449ba6,3ed374bc,3ed39c51,413,144083
1686,3c309e99,3ec00000,bb03126f,3ed374bc,3ed38b8b,413,143500
1687,3c31465f,3ec00000,bb03126f,3ed374bc,3ed3925c,413,144083
1688,3c31ee24,3ec00000,bb03126f,3ed374bc,3ed3992d,413,143500
1689,3c3295ea,3ec00000,bb03126f,3ed374bc,3ed39ffe,413,144083
1690,3c339192,3ec00000,bb449ba6,3ed374bc,3ed3c1ce,414,144083
1691,3c343958,3ec00000,bb03126f,3ed3f7cf,3ed3be24,414,144958
1692,3c348d3b,3ec00000,ba83126f,3ed3f7cf,3ed3a9f4,413,143792
1693,3c3588e3,3ec00000,bb449ba6,3ed374bc,3ed3d640,414,144083
1694,3c35dcc6,3ec00000,ba83126f,3ed3f7cf,3ed3b796,414,143792
1695,3c36848c,3ec00000,bb03126f,3ed3f7cf,3ed3d5ff,414,143792
1696,3c372c52,3ec00000,bb03126f,3ed3f7cf,3ed3dcd0,414,143792
1697,3c37d417,3ec00000,bb03126f,3ed3f7cf,3ed3e3a0,414,144083
1698,3c387bdd,3ec00000,bb03126f,3ed3f7cf,3ed3ea71,414,143500
1699,3c3923a3,3ec00000,bb03126f,3ed3f7cf,3ed3f142,414,145542
1700,3c397785,3ec00000,ba83126f,3ed3f7cf,3ed3dd13,414,143791
1701,3c3a1f4b,3ec00000,bb03126f,3ed3f7cf,3ed3fb7b,414,144375
1702,3c3ac711,3ec00000,bb03126f,3ed3f7cf,3ed4024c,414,143500
1703,3c3b6ed6,3ec00000,bb03126f,3ed3f7cf,3ed4091d,414,175584
1704,3c3c169c,3ec00000,bb03126f,3ed3f7cf,3ed40fee,414,179959
1705,3c3c6a7f,3ec00000,ba83126f,3ed3f7cf,3ed3fbbe,414,168875
1706,3c3d1245,3ec00000,bb03126f,3ed3f7cf,3ed41a27,414,144375
1707,3c3dba0a,3ec00000,bb03126f,3ed3f7cf,3ed420f8,414,143791
1708,3c3e61d0,3ec00000,bb03126f,3ed3f7cf,3ed427c9,414,144084
1709,3c3f0996,3ec00000,bb03126f,3ed3f7cf,3ed42e9a,414,145250
1710,3c3f5d79,3ec00000,ba83126f,3ed3f7cf,3ed41a6a,414,143208
1711,3c40053e,3ec00000,bb03126f,3ed3f7cf,3ed438d3,414,143792
1712,3c40ad04,3ec00000,bb03126f,3ed3f7cf,3ed43fa4,415,143500
1713,3c4100e7,3ec00000,ba83126f,3ed47ae1,3ed4388f,414,143500
1714,3c41a8ac,3ec00000,bb03126f,3ed3f7cf,3ed449dd,415,143791
1715,3c41fc8f,3ec00000,ba83126f,3ed47ae1,3ed442c8,415,143209
1716,3c42a455,3ec00000,bb03126f,3ed47ae1,3ed46131,415,143792
1717,3c42f838,3ec00000,ba83126f,3ed47ae1,3ed44d02,415,144667
1718,3c439ffd,3ec00000,bb03126f,3ed47ae1,3ed46b6a,415,143792
1719,3c43f3e0,3ec00000,ba83126f,3ed47ae1,3ed4573b,415,142917
1720,3c4447c3,3ec00000,ba83126f,3ed47ae1,3ed45aa3,415,143208
1721,3c44ef89,3ec00000,bb03126f,3ed47ae1,3ed4790c,415,142917
1722,3c45436c,3ec00000,ba83126f,3ed47ae1,3ed464dc,415,143500
1723,3c45eb31,3ec00000,bb03126f,3ed47ae1,3ed48345,415,143792
1724,3c463f14,3ec00000,ba83126f,3ed47ae1,3ed46f16,415,142917
1725,3c4692f7,3ec00000,ba83126f,3ed47ae1,3ed4727e,415,144375
1726,3c473abd,3ec00000,bb03126f,3ed47ae1,3ed490e7,415,143792
1727,3c478e9f,3ec00000,ba83126f,3ed47ae1,3ed47cb7,415,143500
1728,3c483665,3ec00000,bb03126f,3ed47ae1,3ed49b20,415,144083
1729,3c488a48,3ec00000,ba83126f,3ed47ae1,3ed486f1,415,144375
1730,3c48de2b,3ec00000,ba83126f,3ed47ae1,3ed48a59,415,144084
1731,3c4985f0,3ec00000,bb03126f,3ed47ae1,3ed4a8c2,415,144958
1732,3c49d9d3,3ec00000,ba83126f,3ed47ae1,3ed49492,415,144375
1733,3c4a2db6,3ec00000,ba83126f,3ed47ae1,3ed497fb,415,143792
1734,3c4ad57c,3ec00000,bb03126f,3ed47ae1,3ed4b664,415,143792
1735,3c4b295f,3ec00000,ba83126f,3ed47ae1,3ed4a234,415,144083
1736,3c4b7d41,3ec00000,ba83126f,3ed47ae1,3ed4a59c,415,143791
1737,3c4c2507,3ec00000,bb03126f,3ed47ae1,3ed4c405,416,144084
1738,3c4c78ea,3ec00000,ba83126f,3ed4fdf4,3ed4bcf1,416,143500
1739,3c4ccccd,3ec00000,ba83126f,3ed4fdf4,3ed4c059,416,142916
1740,3c4d20b0,3ec00000,ba83126f,3ed4fdf4,3ed4c3c1,416,143208
1741,3c4d7492,3ec00000,ba83126f,3ed4fdf4,3ed4c72a,416,144084
1742,3c4dc875,3ec00000,ba83126f,3ed4fdf4,3ed4ca92,416,143500
1743,3c4e1c58,3ec00000,ba83126f,3ed4fdf4,3ed4cdfb,416,144375
1744,3c4e703b,3ec00000,ba83126f,3ed4fdf4,3ed4d163,416,143208
1745,3c4ec41e,3ec00000,ba83126f,3ed4fdf4,3ed4d4cb,416,143209
1746,3c4f1801,3ec00000,ba83126f,3ed4fdf4,3ed4d834,416,144084
1747,3c4f6be3,3ec00000,ba83126f,3ed4fdf4,3ed4db9c,416,144375
1748,3c4fbfc6,3ec00000,ba83126f,3ed4fdf4,3ed4df05,416,144083
1749,3c5013a9,3ec00000,ba83126f,3ed4fdf4,3ed4e26d,416,143500
1750,3c50678c,3ec00000,ba83126f,3ed4fdf4,3ed4e5d6,416,144083
1751,3c50bb6f,3ec00000,ba83126f,3ed4fdf4,3ed4e93e,416,143500
1752,3c510f52,3ec00000,ba83126f,3ed4fdf4,3ed4eca6,416,143208
1753,3c516335,3ec00000,ba83126f,3ed4fdf4,3ed4f00f,416,144083
1754,3c51b717,3ec00000,ba83126f,3ed4fdf4,3ed4f377,416,144083
1755,3c51b717,3ec00000,00000000,3ed4fdf4,3ed4dbdf,416,144959
1756,3c520afa,3ec00000,ba83126f,3ed4fdf4,3ed4f6e0,416,143209
1757,3c525edd,3ec00000,ba83126f,3ed4fdf4,3ed4fa48,416,143208
1758,3c52b2c0,3ec00000,ba83126f,3ed4fdf4,3ed4fdb1,416,143500
1759,3c5306a3,3ec00000,ba83126f,3ed4fdf4,3ed50119,416,144667
1760,3c535a86,3ec00000,ba83126f,3ed4fdf4,3ed50481,416,143791
1761,3c53ae68,3ec00000,ba83126f,3ed4fdf4,3ed507ea,416,144375
1762,3c54024b,3ec00000,ba83126f,3ed4fdf4,3ed50b52,416,144375
1763,3c54562e,3ec00000,ba83126f,3ed4fdf4,3ed50ebb,416,144375
1764,3c54aa11,3ec00000,ba83126f,3ed4fdf4,3ed51223,416,143792
1765,3c54fdf4,3ec00000,ba83126f,3ed4fdf4,3ed5158b,416,143500
1766,3c5551d7,3ec00000,ba83126f,3ed4fdf4,3ed518f4,416,143209
1767,3c55a5b9,3ec00000,ba83126f,3ed4fdf4,3ed51c5c,416,143208
1768,3c55f99c,3ec00000,ba83126f,3ed4fdf4,3ed51fc5,416,143209
1769,3c564d7f,3ec00000,ba83126f,3ed4fdf4,3ed5232d,416,143208
1770,3c564d7f,3ec00000,00000000,3ed4fdf4,3ed50b95,416,144084
1771,3c56a162,3ec00000,ba83126f,3ed4fdf4,3ed52695,416,143208
1772,3c56f545,3ec00000,ba83126f,3ed4fdf4,3ed529fe,416,143500
1773,3c574928,3ec00000,ba83126f,3ed4fdf4,3ed52d66,416,143500
1774,3c579d0a,3ec00000,ba83126f,3ed4fdf4,3ed530cf,416,143500
1775,3c57f0ed,3ec00000,ba83126f,3ed4fdf4,3ed53437,416,143500
1776,3c5844d0,3ec00000,ba83126f,3ed4fdf4,3ed5379f,416,143791
1777,3c5898b3,3ec00000,ba83126f,3ed4fdf4,3ed53b08,416,144083
