sequence,input0_bits,input1_bits,input2_bits,input3_bits,output_bits,actuator_permille,wall_ns
1116,3d0adaba,3f100000,3b83126f,3f220c4a,3f2205bb,633,144959
1117,3d0a86d7,3f100000,3b83126f,3f220c4a,3f21feea,633,143209
1118,3d0a32f4,3f100000,3b83126f,3f220c4a,3f21f81a,633,143500
1119,3d09df11,3f100000,3b83126f,3f220c4a,3f21f149,633,144084
1120,3d098b2f,3f100000,3b83126f,3f220c4a,3f21ea78,632,144083
1121,3d09374c,3f100000,3b83126f,3f21cac1,3f21dd19,632,142917
1122,3d08f862,3f100000,3b449ba6,3f21cac1,3f21e3c8,632,143208
1123,3d08a47f,3f100000,3b83126f,3f21cac1,3f21d12c,632,143792
1124,3d086595,3f100000,3b449ba6,3f21cac1,3f21d7db,632,166834
1125,3d0811b2,3f100000,3b83126f,3f21cac1,3f21c53e,632,166833
1126,3d07bdcf,3f100000,3b83126f,3f21cac1,3f21be6d,632,143209
1127,3d077ee5,3f100000,3b449ba6,3f21cac1,3f21c51d,632,143500
1128,3d072b02,3f100000,3b83126f,3f21cac1,3f21b280,632,143500
1129,3d06ec18,3f100000,3b449ba6,3f21cac1,3f21b92f,632,143792
1130,3d069835,3f100000,3b83126f,3f21cac1,3f21a692,631,142625
1131,3d06594b,3f100000,3b449ba6,3f218937,3f21a6b4,631,143208
1132,3d061a61,3f100000,3b449ba6,3f218937,3f21a197,631,143500
1133,3d05c67e,3f100000,3b83126f,3f218937,3f218efa,631,142625
1134,3d058794,3f100000,3b449ba6,3f218937,3f2195aa,631,143792
1135,3d0548aa,3f100000,3b449ba6,3f218937,3f21908d,631,144958
1136,3d0509c0,3f100000,3b449ba6,3f218937,3f218b71,631,143792
1137,3d04cad5,3f100000,3b449ba6,3f218937,3f218654,631,143792
1138,3d0476f3,3f100000,3b83126f,3f218937,3f2173b7,631,143792
1139,3d043809,3f100000,3b449ba6,3f218937,3f217a66,631,144375
1140,3d03f91e,3f100000,3b449ba6,3f218937,3f21754a,631,144083
1141,3d03ba34,3f100000,3b449ba6,3f218937,3f21702d,631,143500
1142,3d037b4a,3f100000,3b449ba6,3f218937,3f216b11,631,143208
1143,3d033c60,3f100000,3b449ba6,3f218937,3f2165f4,630,143792
1144,3d02fd76,3f100000,3b449ba6,3f2147ae,3f215a4a,630,144083
1145,3d02be8c,3f100000,3b449ba6,3f2147ae,3f21552e,630,143208
1146,3d027fa2,3f100000,3b449ba6,3f2147ae,3f215011,630,143500
1147,3d0255b0,3f100000,3b03126f,3f2147ae,3f215875,630,143500
1148,3d0216c6,3f100000,3b449ba6,3f2147ae,3f21478c,630,143792
1149,3d01d7dc,3f100000,3b449ba6,3f2147ae,3f21426f,630,144375
1150,3d0198f2,3f100000,3b449ba6,3f2147ae,3f213d53,630,143500
1151,3d016f00,3f100000,3b03126f,3f2147ae,3f2145b6,630,143500
1152,3d013016,3f100000,3b449ba6,3f2147ae,3f2134ce,630,142625
1153,3d00f12c,3f100000,3b449ba6,3f2147ae,3f212fb1,630,143208
1154,3d00b242,3f100000,3b449ba6,3f2147ae,3f212a95,630,144958
1155,3d008851,3f100000,3b03126f,3f2147ae,3f2132f8,630,143792
1156,3d004966,3f100000,3b449ba6,3f2147ae,3f21220f,629,143208
1157,3d001f75,3f100000,3b03126f,3f210625,3f2123e5,629,143208
1158,3cffc116,3f100000,3b449ba6,3f210625,3f2112fc,629,143500
1159,3cff6d33,3f100000,3b03126f,3f210625,3f211b60,629,143500
1160,3cff1950,3f100000,3b03126f,3f210625,3f2117f8,629,172958
1161,3cfe9b7c,3f100000,3b449ba6,3f210625,3f21070f,629,175875
1162,3cfe4799,3f100000,3b03126f,3f210625,3f210f73,629,172375
1163,3cfdf3b6,3f100000,3b03126f,3f210625,3f210c0a,629,144666
1164,3cfd75e2,3f100000,3b449ba6,3f210625,3f20fb22,629,143792
1165,3cfd21ff,3f100000,3b03126f,3f210625,3f210385,629,142334
1166,3cfcce1c,3f100000,3b03126f,3f210625,3f21001d,629,142625
1167,3cfc5048,3f100000,3b449ba6,3f210625,3f20ef34,629,144959
1168,3cfbfc65,3f100000,3b03126f,3f210625,3f20f798,629,142917
1169,3cfba882,3f100000,3b03126f,3f210625,3f20f42f,629,144084
1170,3cfb54a0,3f100000,3b03126f,3f210625,3f20f0c7,629,143208
1171,3cfad6cb,3f100000,3b449ba6,3f210625,3f20dfde,628,143792
1172,3cfa82e8,3f100000,3b03126f,3f20c49c,3f20e1b4,628,143500
1173,3cfa2f06,3f100000,3b03126f,3f20c49c,3f20de4b,628,143792
1174,3cf9db23,3f100000,3b03126f,3f20c49c,3f20dae3,628,143792
1175,3cf9b131,3f100000,3a83126f,3f20c49c,3f20e4fb,628,143792
1176,3cf95d4f,3f100000,3b03126f,3f20c49c,3f20d5c6,628,143792
1177,3cf9096c,3f100000,3b03126f,3f20c49c,3f20d25e,628,142625
1178,3cf8b589,3f100000,3b03126f,3f20c49c,3f20cef5,628,143792
1179,3cf861a6,3f100000,3b03126f,3f20c49c,3f20cb8d,628,143791
1180,3cf80dc3,3f100000,3b03126f,3f20c49c,3f20c825,628,145250
1181,3cf7b9e0,3f100000,3b03126f,3f20c49c,3f20c4bc,628,143792
1182,3cf765fe,3f100000,3b03126f,3f20c49c,3f20c154,628,144375
1183,3cf7121b,3f100000,3b03126f,3f20c49c,3f20bdeb,628,143500
1184,3cf6be38,3f100000,3b03126f,3f20c49c,3f20ba83,628,144083
1185,3cf69446,3f100000,3a83126f,3f20c49c,3f20c49b,628,144667
1186,3cf64064,3f100000,3b03126f,3f20c49c,3f20b566,628,143500
1187,3cf5ec81,3f100000,3b03126f,3f20c49c,3f20b1fe,628,143500
1188,3cf5989e,3f100000,3b03126f,3f20c49c,3f20ae96,628,142917
1189,3cf544bb,3f100000,3b03126f,3f20c49c,3f20ab2d,628,143500
1190,3cf4f0d8,3f100000,3b03126f,3f20c49c,3f20a7c5,628,144666
1191,3cf49cf5,3f100000,3b03126f,3f20c49c,3f20a45c,628,143500
1192,3cf47304,3f100000,3a83126f,3f20c49c,3f20ae74,628,144083
1193,3cf41f21,3f100000,3b03126f,3f20c49c,3f209f40,627,144083
1194,3cf3cb3e,3f100000,3b03126f,3f208312,3f209549,627,143208
1195,3cf3a14d,3f100000,3a83126f,3f208312,3f209f61,627,143792
1196,3cf34d6a,3f100000,3b03126f,3f208312,3f20902d,627,143791
1197,3cf32379,3f100000,3a83126f,3f208312,3f209a44,627,143209
1198,3cf2cf96,3f100000,3b03126f,3f208312,3f208b10,627,144375
1199,3cf2a5a4,3f100000,3a83126f,3f208312,3f209528,627,143791
1200,3cf251c2,3f100000,3b03126f,3f208312,3f2085f3,627,144375
1201,be8a771d,3ec00000,3a83126f,3f208312,3e91d14e,285,144667
1202,be8980b2,3ec00000,bdc08312,3e91eb85,3e898b2f,269,143500
1203,be887d2c,3ec00000,bdcac083,3e89ba5e,3e89b131,269,143209
1204,be877c46,3ec00000,bdc8b439,3e89ba5e,3e8a1a0c,270,142625
1205,be867dfe,3ec00000,bdc6a7f0,3e8a3d71,3e8a8eb5,271,143208
1206,be857fb7,3ec00000,bdc6a7f0,3e8ac083,3e8b1af4,272,143500
1207,be84840e,3ec00000,bdc49ba6,3e8b4396,3e8b8e4c,273,143792
1208,be838b05,3ec00000,bdc28f5c,3e8bc6a8,3e8c0054,273,145250
1209,be8291fb,3ec00000,bdc28f5c,3e8bc6a8,3e8c7cd9,274,143208
1210,be819b91,3ec00000,bdc08312,3e8c49ba,3e8ced91,275,143500
1211,be80a527,3ec00000,bdc08312,3e8ccccd,3e8d75e2,276,143208
1212,be7f62b7,3ec00000,bdbe76c9,3e8d4fdf,3e8de54b,277,142917
1213,be7d805e,3ec00000,bdbc6a7f,3e8dd2f2,3e8e5365,278,143791
1214,be7b9e06,3ec00000,bdbc6a7f,3e8e5604,3e8ed917,279,143792
1215,be79c0ec,3ec00000,bdba5e35,3e8ed917,3e8f45e1,280,143500
1216,be77e910,3ec00000,bdb851ec,3e8f5c29,3e8fb15c,281,143209
1217,be761134,3ec00000,bdb851ec,3e8fdf3b,3e90346e,282,143500
1218,be743e96,3ec00000,bdb645a2,3e90624e,3e909e99,282,142917
1219,be726bf8,3ec00000,bdb645a2,3e90624e,3e911341,283,143791
1220,be709e99,3ec00000,bdb43958,3e90e560,3e917c1b,284,143792
1221,be6ed677,3ec00000,bdb22d0e,3e916873,3e91e3a8,285,144084
1222,be6d0e56,3ec00000,bdb22d0e,3e91eb85,3e9262cc,286,144375
1223,be6b4b73,3ec00000,bdb020c5,3e926e98,3e92c908,287,144083
1224,be698890,3ec00000,bdb020c5,3e92f1aa,3e9346dc,288,143792
1225,be67caea,3ec00000,bdae147b,3e9374bc,3e93abca,288,144666
1226,be660d45,3ec00000,bdae147b,3e9374bc,3e941b33,289,143791
1227,be6454de,3ec00000,bdac0831,3e93f7cf,3e947ed0,290,144375
1228,be62a1b6,3ec00000,bda9fbe7,3e947ae1,3e94e11e,291,143500
1229,be60ee8d,3ec00000,bda9fbe7,3e94fdf4,3e955b03,292,142917
1230,be5f40a3,3ec00000,bda7ef9e,3e958106,3e95bc02,292,143500
1231,be5d92b8,3ec00000,bda7ef9e,3e958106,3e96277c,293,143500
1232,be5bea0c,3ec00000,bda5e354,3e960419,3e96872b,294,144375
1233,be5a415f,3ec00000,bda5e354,3e96872b,3e96fe72,295,144083
1234,be589df1,3ec00000,bda3d70a,3e970a3d,3e975cd1,296,144083
1235,be56ffc1,3ec00000,bda1cac1,3e978d50,3e97b9e0,296,143500
1236,be556191,3ec00000,bda1cac1,3e978d50,3e98216c,297,143208
1237,be53c361,3ec00000,bda1cac1,3e981062,3e989614,298,143500
1238,be522a6f,3ec00000,bd9fbe77,3e989375,3e98f1d5,299,170042
1239,be5096bc,3ec00000,bd9db22d,3e991687,3e994c45,299,169459
1240,be4f0308,3ec00000,bd9db22d,3e991687,3e99b132,300,143792
1241,be4d7492,3ec00000,bd9ba5e3,3e99999a,3e9a0a53,301,154875
1242,be4be61d,3ec00000,bd9ba5e3,3e9a1cac,3e9a7b0b,302,143791
1243,be4a5ce6,3ec00000,bd99999a,3e9a9fbe,3e9ad2dd,302,143500
1244,be48d3ae,3ec00000,bd99999a,3e9a9fbe,3e9b352b,303,143791
1245,be474a77,3ec00000,bd99999a,3e9b22d1,3e9ba494,304,142916
1246,be45c67e,3ec00000,bd978d50,3e9ba5e3,3e9bfb16,305,145250
1247,be4447c3,3ec00000,bd958106,3e9c28f6,3e9c5048,305,142916
1248,be42c908,3ec00000,bd958106,3e9c28f6,3e9caff7,306,144083
1249,be414f8b,3ec00000,bd9374bc,3e9cac08,3e9d03da,307,144375
1250,be3fd60f,3ec00000,bd9374bc,3e9d2f1b,3e9d6f54,307,144084
1251,be3e61d0,3ec00000,bd916873,3e9d2f1b,3e9db4cc,308,144375
1252,be3ced91,3ec00000,bd916873,3e9db22d,3e9e1ef8,309,144375
1253,be3b7953,3ec00000,bd916873,3e9e353f,3e9e8923,310,143791
1254,be3a0a52,3ec00000,bd8f5c29,3e9eb852,3e9eda66,310,144667
1255,be38a090,3ec00000,bd8d4fdf,3e9eb852,3e9f1d3f,311,144375
1256,be3736ce,3ec00000,bd8d4fdf,3e9f3b64,3e9f84cb,312,143792
1257,be35cd0c,3ec00000,bd8d4fdf,3e9fbe77,3e9fec57,312,144084
1258,be346888,3ec00000,bd8b4396,3e9fbe77,3ea02de0,313,143791
1259,be330942,3ec00000,bd89374c,3ea04189,3ea07b35,313,144375
1260,be31a4be,3ec00000,bd8b4396,3ea04189,3ea0ebee,314,143792
1261,be304ab6,3ec00000,bd872b02,3ea0c49c,3ea1205c,315,143791
1262,be2eeb70,3ec00000,bd89374c,3ea147ae,3ea19ce0,316,144375
1263,be2d96a7,3ec00000,bd851eb8,3ea1cac1,3ea1cfff,316,143500
1264,be2c3c9f,3ec00000,bd872b02,3ea1cac1,3ea23e19,317,143792
1265,be2ae7d5,3ec00000,bd851eb8,3ea24dd3,3ea288cf,317,143208
1266,be29984a,3ec00000,bd83126f,3ea24dd3,3ea2c51a,318,144375
1267,be2848bf,3ec00000,bd83126f,3ea2d0e5,3ea32618,319,144083
1268,be26f933,3ec00000,bd83126f,3ea353f8,3ea38716,319,143792
1269,be25aee6,3ec00000,bd810625,3ea353f8,3ea3c211,320,143791
1270,be246499,3ec00000,bd810625,3ea3d70a,3ea421c0,321,144084
1271,be231f8a,3ec00000,bd7df3b6,3ea45a1d,3ea46887,321,143208
1272,be21da7b,3ec00000,bd7df3b6,3ea45a1d,3ea4b9cb,322,144083
1273,be20956c,3ec00000,bd7df3b6,3ea4dd2f,3ea5182b,322,144083
1274,be1f559b,3ec00000,bd79db23,3ea4dd2f,3ea55088,323,144084
1275,be1e1b09,3ec00000,bd75c28f,3ea56042,3ea594af,323,143500
1276,be1cdb38,3ec00000,bd79db23,3ea56042,3ea5fc3b,324,144375
1277,be1ba0a5,3ec00000,bd75c28f,3ea5e354,3ea64064,325,144083
1278,be1a6b51,3ec00000,bd71a9fc,3ea66666,3ea6833c,325,143209
1279,be1935fc,3ec00000,bd71a9fc,3ea66666,3ea6d092,326,144375
1280,be1800a8,3ec00000,bd71a9fc,3ea6e979,3ea72b02,327,143792
1281,be16d091,3ec00000,bd6d9168,3ea76c8b,3ea76c8b,327,144667
1282,be15a07b,3ec00000,bd6d9168,3ea76c8b,3ea7b891,328,143792
1283,be1475a3,3ec00000,bd6978d5,3ea7ef9e,3ea7f8ca,328,144375
1284,be13458d,3ec00000,bd6d9168,3ea7ef9e,3ea85c67,329,144959
1285,be121ff3,3ec00000,bd656042,3ea872b0,3ea883bb,329,145250
1286,be10f51b,3ec00000,bd6978d5,3ea872b0,3ea8e608,330,144375
1287,be0fcf81,3ec00000,bd656042,3ea8f5c3,3ea924f2,330,145250
1288,be0eaf25,3ec00000,bd6147ae,3ea8f5c3,3ea95571,331,144084
1289,be0d8ec9,3ec00000,bd6147ae,3ea978d5,3ea9aaa4,331,144083
1290,be0c6e6e,3ec00000,bd6147ae,3ea978d5,3ea9f2bb,332,144375
1291,be0b4e12,3ec00000,bd6147ae,3ea9fbe7,3eaa47ed,333,144666
1292,be0a32f4,3ec00000,bd5d2f1b,3eaa7efa,3eaa8439,333,144084
1293,be0917d7,3ec00000,bd5d2f1b,3eaa7efa,3eaacb00,334,144958
1294,be0801f7,3ec00000,bd591687,3eab020c,3eab05fb,334,145542
1295,be06ec18,3ec00000,bd591687,3eab020c,3eab4b72,335,143791
1296,be05db77,3ec00000,bd54fdf4,3eab851f,3eab8520,335,144667
1297,be04c597,3ec00000,bd591687,3eab851f,3eabe22f,336,143208
1298,be03b4f6,3ec00000,bd54fdf4,3eac0831,3eac1bdb,336,143500
1299,be02a993,3ec00000,bd50e560,3eac0831,3eac471c,336,143500
1300,be0198f2,3ec00000,bd54fdf4,3eac0831,3eaca2dc,337,143791
1301,be008d8f,3ec00000,bd50e560,3eac8b44,3eacdb38,338,144667
1302,bdff0ed4,3ec00000,bd4ccccd,3ead0e56,3ead1245,338,143500
1303,bdfd028a,3ec00000,bd4ccccd,3ead0e56,3ead53ce,339,144084
1304,bdfaf640,3ec00000,bd4ccccd,3ead9168,3eada272,339,168584
1305,bdf8e9f7,3ec00000,bd4ccccd,3ead9168,3eade3fc,340,164208
1306,bdf6e829,3ec00000,bd48b439,3eae147b,3eae19b9,340,143792
1307,bdf4e65c,3ec00000,bd48b439,3eae147b,3eae59f3,341,144083
1308,bdf2ef0b,3ec00000,bd449ba6,3eae978d,3eae8e60,341,143208
1309,bdf0f7ba,3ec00000,bd449ba6,3eae978d,3eaecd4a,341,144375
1310,bdeef5ed,3ec00000,bd48b439,3eae978d,3eaf251c,342,143791
1311,bded0918,3ec00000,bd408312,3eaf1aa0,3eaf40a3,342,143791
1312,bdeb11c7,3ec00000,bd449ba6,3eaf1aa0,3eaf9725,343,143500
1313,bde92f6f,3ec00000,bd3c6a7f,3eaf9db2,3eafb15c,343,144375
1314,bde7429a,3ec00000,bd408312,3eaf9db2,3eb0068d,344,144958
1315,bde56042,3ec00000,bd3c6a7f,3eb020c5,3eb0385d,344,144375
1316,bde37de9,3ec00000,bd3c6a7f,3eb020c5,3eb074a8,345,144375
1317,bde19b91,3ec00000,bd3c6a7f,3eb0a3d7,3eb0be0e,345,144083
1318,bddfb939,3ec00000,bd3c6a7f,3eb0a3d7,3eb0fa59,346,145250
1319,bddde15d,3ec00000,bd3851ec,3eb126e9,3eb12ad8,346,144375
1320,bddc13fd,3ec00000,bd343958,3eb126e9,3eb14cec,346,144667
1321,bdda3c21,3ec00000,bd3851ec,3eb126e9,3eb19f7f,347,144083
1322,bdd86ec1,3ec00000,bd343958,3eb1a9fc,3eb1ceaf,347,144083
1323,bdd6a162,3ec00000,bd343958,3eb1a9fc,3eb2085b,348,143792
1324,bdd4d402,3ec00000,bd343958,3eb22d0e,3eb24f22,348,144083
1325,bdd3111f,3ec00000,bd3020c5,3eb22d0e,3eb26fe7,349,145542
1326,bdd14e3c,3ec00000,bd3020c5,3eb2b021,3eb2b55f,349,144083
1327,bdcf8b59,3ec00000,bd3020c5,3eb2b021,3eb2edbb,349,143792
1328,bdcdd2f2,3ec00000,bd2c0831,3eb2b021,3eb30d31,350,144084
1329,bdcc1a8b,3ec00000,bd2c0831,3eb33333,3eb35159,350,144083
1330,bdca6224,3ec00000,bd2c0831,3eb33333,3eb38866,351,144667
1331,bdc8a9bd,3ec00000,bd2c0831,3eb3b646,3eb3cc8f,351,144375
1332,bdc6fbd2,3ec00000,bd27ef9e,3eb3b646,3eb3eab4,351,144083
1333,bdc54de8,3ec00000,bd27ef9e,3eb3b646,3eb42072,352,143792
1334,bdc39ffd,3ec00000,bd27ef9e,3eb43958,3eb4634a,352,144083
1335,bdc1fc8f,3ec00000,bd23d70a,3eb43958,3eb48020,353,143209
1336,bdc05921,3ec00000,bd23d70a,3eb4bc6a,3eb4c1a8,353,144959
1337,bdbeb5b3,3ec00000,bd23d70a,3eb4bc6a,3eb4f616,353,143792
1338,bdbd1245,3ec00000,bd23d70a,3eb4bc6a,3eb52a84,354,143209
1339,bdbb7953,3ec00000,bd1fbe77,3eb53f7d,3eb55326,354,144666
1340,bdb9d5e5,3ec00000,bd23d70a,3eb53f7d,3eb59f2c,355,173250
1341,bdb8476f,3ec00000,bd1ba5e3,3eb5c28f,3eb5aee6,355,179958
1342,bdb6ae7d,3ec00000,bd1fbe77,3eb5c28f,3eb5f99c,355,170334
1343,bdb52008,3ec00000,bd1ba5e3,3eb5c28f,3eb613d3,356,143792
1344,bdb39192,3ec00000,bd1ba5e3,3eb645a2,3eb652bd,356,144083
1345,bdb2031d,3ec00000,bd1ba5e3,3eb645a2,3eb6848c,356,145250
1346,bdb074a7,3ec00000,bd1ba5e3,3eb645a2,3eb6b65b,357,144959
1347,bdaef0ae,3ec00000,bd178d50,3eb6c8b4,3eb6dc5e,357,144959
1348,bdad6cb5,3ec00000,bd178d50,3eb6c8b4,3eb70cdd,358,144959
1349,bdabe8bc,3ec00000,bd178d50,3eb74bc7,3eb74a78,358,144083
1350,bdaa64c3,3ec00000,bd178d50,3eb74bc7,3eb77af7,358,143500
1351,bda8eb46,3ec00000,bd1374bc,3eb74bc7,3eb7928f,359,142917
1352,bda771c9,3ec00000,bd1374bc,3eb7ced9,3eb7ced9,359,144083
1353,bda5f84d,3ec00000,bd1374bc,3eb7ced9,3eb7fe09,359,144667
1354,bda47ed0,3ec00000,bd1374bc,3eb7ced9,3eb82d38,360,144084
1355,bda30fd0,3ec00000,bd0f5c29,3eb851ec,3eb8509c,360,144375
1356,bda1a0cf,3ec00000,bd0f5c29,3eb851ec,3eb87e7d,360,143500
1357,bda031cf,3ec00000,bd0f5c29,3eb851ec,3eb8ac5d,361,143500
1358,bd9ecd4b,3ec00000,bd0b4396,3eb8d4fe,3eb8ce70,361,144084
1359,bd9d5e4a,3ec00000,bd0f5c29,3eb8d4fe,3eb913e8,361,143792
1360,bd9bf9c6,3ec00000,bd0b4396,3eb8d4fe,3eb928e1,362,145541
1361,bd9a9542,3ec00000,bd0b4396,3eb95810,3eb9628c,362,143791
1362,bd9930be,3ec00000,bd0b4396,3eb95810,3eb98f1d,362,143209
1363,bd97d6b6,3ec00000,bd072b02,3eb95810,3eb9a2c6,363,143500
1364,bd967232,3ec00000,bd0b4396,3eb9db23,3eb9f40a,363,143500
1365,bd95182b,3ec00000,bd072b02,3eb9db23,3eba07b3,363,144375
1366,bd93be23,3ec00000,bd072b02,3eb9db23,3eba32f4,364,143209
1367,bd926e98,3ec00000,bd03126f,3eba5e35,3eba526a,364,143208
1368,bd911f0c,3ec00000,bd03126f,3eba5e35,3eba7c5b,364,144083
1369,bd8fc505,3ec00000,bd072b02,3eba5e35,3ebabf33,365,144375
1370,bd8e7579,3ec00000,bd03126f,3ebae148,3ebadea9,365,144375
1371,bd8d306a,3ec00000,bcfdf3b6,3ebae148,3ebaefb3,365,143791
1372,bd8be0df,3ec00000,bd03126f,3ebae148,3ebb313d,366,143208
1373,bd8a9bd0,3ec00000,bcfdf3b6,3ebb645a,3ebb4f61,366,142916
1374,bd8956c1,3ec00000,bcfdf3b6,3ebb645a,3ebb7803,366,142917
1375,bd8811b2,3ec00000,bcfdf3b6,3ebb645a,3ebba0a5,366,143792
1376,bd86cca3,3ec00000,bcfdf3b6,3ebb645a,3ebbc947,367,142916
1377,bd859210,3ec00000,bcf5c28f,3ebbe76d,3ebbe61d,367,144084
1378,bd844d01,3ec00000,bcfdf3b6,3ebbe76d,3ebc2657,367,142917
1379,bd83126f,3ec00000,bcf5c28f,3ebbe76d,3ebc3612,368,143500
1380,bd81e258,3ec00000,bced9168,3ebc6a7f,3ebc5198,368,142625
1381,bd80a7c6,3ec00000,bcf5c28f,3ebc6a7f,3ebc9082,368,143792
1382,bd7eda66,3ec00000,bcf5c28f,3ebc6a7f,3ebcb7d4,369,143209
1383,bd7c7a3a,3ec00000,bced9168,3ebced91,3ebcd35b,369,143500
1384,bd7a1a0d,3ec00000,bced9168,3ebced91,3ebcf95e,369,143500
1385,bd77b9e0,3ec00000,bced9168,3ebced91,3ebd1f60,369,144083
1386,bd756ead,3ec00000,bce56042,3ebced91,3ebd2c7c,369,143500
1387,bd730e80,3ec00000,bced9168,3ebced91,3ebd6a16,370,143500
1388,bd70c34c,3ec00000,bce56042,3ebd70a4,3ebd844d,370,144084
1389,bd6e6320,3ec00000,bced9168,3ebd70a4,3ebdc1e7,371,143500
1390,bd6c2ce4,3ec00000,bcdd2f1b,3ebdf3b6,3ebdc337,371,143500
1391,bd69e1b1,3ec00000,bce56042,3ebdf3b6,3ebdff81,371,143792
1392,bd67ab75,3ec00000,bcdd2f1b,3ebdf3b6,3ebe0b4e,371,143500
1393,bd656042,3ec00000,bce56042,3ebdf3b6,3ebe4798,372,143208
1394,bd632a06,3ec00000,bcdd2f1b,3ebe76c9,3ebe6081,372,143791
1395,bd60f3cb,3ec00000,bcdd2f1b,3ebe76c9,3ebe83e5,372,144375
1396,bd5ebd90,3ec00000,bcdd2f1b,3ebe76c9,3ebea749,372,144084
1397,bd5c9c4e,3ec00000,bcd4fdf4,3ebe76c9,3ebeb1c5,372,143208
1398,bd5a6613,3ec00000,bcdd2f1b,3ebe76c9,3ebeecc0,373,144084
1399,bd5844d0,3ec00000,bcd4fdf4,3ebef9db,3ebf0458,373,143209
1400,bd56238e,3ec00000,bcd4fdf4,3ebef9db,3ebf266c,373,142916
1401,bd54024b,3ec00000,bcd4fdf4,3ebef9db,3ebf4880,374,144084
1402,bd51e109,3ec00000,bcd4fdf4,3ebf7cee,3ebf77b0,374,144666
1403,bd4fbfc6,3ec00000,bcd4fdf4,3ebf7cee,3ebf99c4,374,143500
1404,bd4db37d,3ec00000,bccccccd,3ebf7cee,3ebfa2f1,374,143791
1405,bd4ba733,3ec00000,bccccccd,3ebf7cee,3ebfc3b5,375,143500
1406,bd499ae9,3ec00000,bccccccd,3ec00000,3ebff195,375,144083
1407,bd478e9f,3ec00000,bccccccd,3ec00000,3ec0125a,375,144666
1408,bd458256,3ec00000,bccccccd,3ec00000,3ec0331e,375,143500
1409,bd438b05,3ec00000,bcc49ba6,3ec00000,3ec03afb,375,143209
1410,bd417ebb,3ec00000,bccccccd,3ec00000,3ec07358,376,144083
1411,bd3f876a,3ec00000,bcc49ba6,3ec08312,3ec08851,376,143208
1412,bd3d9019,3ec00000,bcc49ba6,3ec08312,3ec0a7c6,376,143500
1413,bd3b98c8,3ec00000,bcc49ba6,3ec08312,3ec0c73b,377,145250
1414,bd39a177,3ec00000,bcc49ba6,3ec10625,3ec0f3cb,377,144375
1415,bd37bf1f,3ec00000,bcbc6a7f,3ec10625,3ec0fa59,377,143500
1416,bd35c7ce,3ec00000,bcc49ba6,3ec10625,3ec13166,377,142917
1417,bd33e575,3ec00000,bcbc6a7f,3ec10625,3ec137f3,377,143209
1418,bd32031d,3ec00000,bcbc6a7f,3ec10625,3ec15619,378,144375
1419,bd3020c5,3ec00000,bcbc6a7f,3ec18937,3ec1815a,378,144083
1420,bd2e3e6c,3ec00000,bcbc6a7f,3ec18937,3ec19f80,378,143500
1421,bd2c5c14,3ec00000,bcbc6a7f,3ec18937,3ec1bda5,378,170917
1422,bd2a8eb4,3ec00000,bcb43958,3ec18937,3ec1c2e4,378,171792
1423,bd28ac5c,3ec00000,bcbc6a7f,3ec18937,3ec1f8a1,379,146709
1424,bd26defc,3ec00000,bcb43958,3ec20c4a,3ec20afb,379,144084
1425,bd25119d,3ec00000,bcb43958,3ec20c4a,3ec227d1,379,143792
1426,bd23443d,3ec00000,bcb43958,3ec20c4a,3ec244a7,379,143208
1427,bd2176de,3ec00000,bcb43958,3ec20c4a,3ec2617d,380,143208
1428,bd1fbe77,3ec00000,bcac0831,3ec28f5c,3ec27286,380,143209
1429,bd1e0610,3ec00000,bcac0831,3ec28f5c,3ec28e0d,380,143792
1430,bd1c38b0,3ec00000,bcb43958,3ec28f5c,3ec2c27b,380,143500
1431,bd1a8049,3ec00000,bcac0831,3ec28f5c,3ec2c669,380,144083
1432,bd18c7e3,3ec00000,bcac0831,3ec28f5c,3ec2e1ef,381,144084
1433,bd170f7c,3ec00000,bcac0831,3ec3126f,3ec30a92,381,143209
1434,bd155715,3ec00000,bcac0831,3ec3126f,3ec32618,381,144375
1435,bd13b3a7,3ec00000,bca3d70a,3ec3126f,3ec328b7,381,143792
1436,bd11fb40,3ec00000,bcac0831,3ec3126f,3ec35bd5,382,144083
1437,bd1057d1,3ec00000,bca3d70a,3ec39581,3ec36b8f,382,143209
1438,bd0eb463,3ec00000,bca3d70a,3ec39581,3ec385c6,382,143791
1439,bd0d10f5,3ec00000,bca3d70a,3ec39581,3ec39ffd,382,144084
1440,bd0b6d87,3ec00000,bca3d70a,3ec39581,3ec3ba34,382,144667
1441,bd09ca19,3ec00000,bca3d70a,3ec39581,3ec3d46b,382,142917
1442,bd0826ab,3ec00000,bca3d70a,3ec39581,3ec3eea2,383,143791
1443,bd069835,3ec00000,bc9ba5e3,3ec41893,3ec3fd0d,383,143500
1444,bd0509c0,3ec00000,bc9ba5e3,3ec41893,3ec415f4,383,144667
1445,bd036651,3ec00000,bca3d70a,3ec41893,3ec447c3,383,144667
1446,bd01d7dc,3ec00000,bc9ba5e3,3ec41893,3ec44913,383,144084
1447,bd004966,3ec00000,bc9ba5e3,3ec41893,3ec461fa,384,144958
1448,bcfd75e2,3ec00000,bc9ba5e3,3ec49ba6,3ec487fc,384,144083
1449,bcfa82e8,3ec00000,bc9374bc,3ec49ba6,3ec487fc,384,144667
1450,bcf765fe,3ec00000,bc9ba5e3,3ec49ba6,3ec4b87c,384,144375
