sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,5401,5770,113843,108442,369,108073,45000,20000,20266,951,951,24734
2,114372,114388,121760,7388,16,7372,45000,20266,20543,992,992,24457
3,214808,214825,221819,7011,17,6994,45000,20543,20817,986,986,24183
4,314854,314871,321813,6959,17,6942,45000,20817,21088,979,979,23912
5,414902,414919,421816,6914,17,6897,45000,21088,21356,972,972,23644
6,514950,514967,521803,6853,17,6836,45000,21356,21620,965,965,23380
7,614998,615014,621817,6819,16,6803,45000,21620,21882,958,958,23118
8,715046,715063,721815,6769,17,6752,45000,21882,22141,951,951,22859
9,815092,815109,821803,6711,17,6694,45000,22141,22397,944,944,22603
10,915141,915157,921812,6671,16,6655,45000,22397,22649,937,937,22351
11,1015188,1015205,1021819,6631,17,6614,45000,22649,22899,931,931,22101
12,1115235,1115251,1121805,6570,16,6554,45000,22899,23147,924,924,21853
13,1215283,1215300,1221801,6518,17,6501,45000,23147,23391,917,917,21609
14,1315331,1315348,1321815,6484,17,6467,45000,23391,23632,911,911,21368
15,1415379,1415396,1421816,6437,17,6420,45000,23632,23871,905,905,21129
16,1515427,1515443,1521805,6378,16,6362,45000,23871,24107,898,898,20893
17,1615474,1615491,1621821,6347,17,6330,45000,24107,24340,892,892,20660
18,1715523,1715540,1721810,6287,17,6270,45000,24340,24571,886,886,20429
19,1815570,1815587,1821804,6234,17,6217,45000,24571,24799,879,879,20201
20,1915618,1915635,1921813,6195,17,6178,45000,24799,25024,873,873,19976
21,2015665,2015682,2021811,6146,17,6129,45000,25024,25247,867,867,19753
22,2115713,2115729,2121806,6093,16,6077,45000,25247,25467,861,861,19533
23,2215761,2215777,2221813,6052,16,6036,45000,25467,25685,856,856,19315
24,2315809,2315825,2321809,6000,16,5984,45000,25685,25900,850,850,19100
25,2415856,2415872,2421820,5964,16,5948,45000,25900,26113,844,844,18887
26,2515904,2515921,2521808,5904,17,5887,45000,26113,26323,838,838,18677
27,2615951,2615967,2621815,5864,16,5848,45000,26323,26531,833,833,18469
28,2715999,2716016,2721816,5817,17,5800,45000,26531,26736,827,827,18264
29,2816046,2816062,2821810,5764,16,5748,45000,26736,26940,822,822,18060
30,2916093,2916110,2921818,5725,17,5708,45000,26940,27140,816,816,17860
31,3016141,3016158,3021804,5663,17,5646,45000,27140,27339,811,811,17661
32,3116188,3116205,3121857,5669,17,5652,45000,27339,27535,806,806,17465
33,3216236,3216253,3221852,5616,17,5599,45000,27535,27729,801,801,17271
34,3316284,3316301,3321843,5559,17,5542,45000,27729,27921,795,795,17079
35,3416331,3416348,3421810,5479,17,5462,45000,27921,28110,790,790,16890
36,3516378,3516395,3521803,5425,17,5408,45000,28110,28298,785,785,16702
37,3616426,3616443,3621811,5385,17,5368,45000,28298,28483,780,780,16517
38,3716474,3716491,3721813,5339,17,5322,45000,28483,28666,775,775,16334
39,3816521,3816538,3821816,5295,17,5278,45000,28666,28847,770,770,16153
40,3916569,3916586,3921805,5236,17,5219,45000,28847,29026,766,766,15974
41,4016617,4016634,4021808,5191,17,5174,45000,29026,29203,761,761,15797
42,4116665,4116682,4121816,5151,17,5134,45000,29203,29378,756,756,15622
43,4216713,4216730,4221805,5092,17,5075,45000,29378,29551,752,752,15449
44,4316760,4316777,4321810,5050,17,5033,45000,29551,29722,747,747,15278
45,4416809,4416825,4421812,5003,16,4987,45000,29722,29891,742,742,15109
46,4516856,4516873,4521809,4953,17,4936,45000,29891,30058,738,738,14942
47,4616903,4616920,4621803,4900,17,4883,45000,30058,30223,733,733,14777
48,4716951,4716968,4721819,4868,17,4851,45000,30223,30386,729,729,14614
49,4817000,4817017,4821812,4812,17,4795,45000,30386,30548,725,725,14452
50,4917047,4917064,4921816,4769,17,4752,45000,30548,30707,720,720,14293
51,5017095,5017112,5021803,4708,17,4691,45000,30707,30865,716,716,14135
52,5117142,5117158,5121814,4672,16,4656,45000,30865,31021,712,712,13979
53,5217190,5217207,5221817,4627,17,4610,45000,31021,31175,708,708,13825
54,5317237,5317254,5321804,4567,17,4550,45000,31175,31327,704,704,13673
55,5417298,5417315,5421819,4521,17,4504,45000,31327,31478,700,700,13522
56,5517344,5517361,5521812,4468,17,4451,45000,31478,31627,696,696,13373
57,5617391,5617407,5621803,4412,16,4396,45000,31627,31774,692,692,13226
58,5717437,5717454,5721802,4365,17,4348,45000,31774,31920,688,688,13080
59,5817483,5817500,5821826,4343,17,4326,45000,31920,32063,684,684,12937
60,5917530,5917547,5921812,4282,17,4265,45000,32063,32206,680,680,12794
61,6017576,6017593,6021808,4232,17,4215,45000,32206,32346,676,676,12654
62,6117623,6117640,6121798,4175,17,4158,45000,32346,32485,673,673,12515
63,6217669,6217686,6221824,4155,17,4138,45000,32485,32622,669,669,12378
64,6317733,6317749,6321826,4093,16,4077,45000,32622,32758,665,665,12242
65,6417778,6417795,6421813,4035,17,4018,45000,32758,32893,662,662,12107
66,6517825,6517842,6521820,3995,17,3978,45000,32893,33025,658,658,11975
67,6617872,6617888,6621808,3936,16,3920,45000,33025,33156,655,655,11844
68,6717918,6717935,6721812,3894,17,3877,45000,33156,33286,651,651,11714
69,6817965,6817981,6821810,3845,16,3829,45000,33286,33414,648,648,11586
70,6918011,6918027,6921817,3806,16,3790,45000,33414,33541,644,644,11459
71,7018058,7018075,7021804,3746,17,3729,45000,33541,33666,641,641,11334
72,7118104,7118121,7121809,3705,17,3688,45000,33666,33790,638,638,11210
