workload,variant,commit,batch,run,write_ns,read_ns,sync_ns,dirty_sync_ns,clean_sync_ns,unmount_ns
sequential,baseline,e5f6e295a,8,18,6283235,6773602,16807,,,
sequential,baseline,e5f6e295a,8,19,6449179,6710633,17665,,,
sequential,baseline,e5f6e295a,9,0,8144195,8120339,24902,,,
sequential,baseline,e5f6e295a,9,1,8218830,8395129,24956,,,
sequential,baseline,e5f6e295a,9,2,8161846,7660295,24904,,,
sequential,baseline,e5f6e295a,9,3,8324863,7813048,24942,,,
sequential,baseline,e5f6e295a,9,4,8195429,8250872,25305,,,
sequential,baseline,e5f6e295a,9,5,8241767,7621079,26244,,,
sequential,baseline,e5f6e295a,9,6,8294566,8064278,25844,,,
sequential,baseline,e5f6e295a,9,7,8133208,7628757,23386,,,
sequential,baseline,e5f6e295a,9,8,8709061,7974047,24904,,,
sequential,baseline,e5f6e295a,9,9,8520016,8275754,25670,,,
sequential,baseline,e5f6e295a,9,10,8520394,7729180,24754,,,
sequential,baseline,e5f6e295a,9,11,8343886,8234383,25176,,,
sequential,baseline,e5f6e295a,9,12,9076119,8911279,36687,,,
sequential,baseline,e5f6e295a,9,13,7356886,7947696,19340,,,
sequential,baseline,e5f6e295a,9,14,7060638,8178753,34170,,,
sequential,baseline,e5f6e295a,9,15,7204069,7357907,18595,,,
sequential,baseline,e5f6e295a,9,16,6699615,6628928,16974,,,
sequential,baseline,e5f6e295a,9,17,6638656,6552659,18170,,,
sequential,baseline,e5f6e295a,9,18,6372830,6800361,18735,,,
sequential,baseline,e5f6e295a,9,19,6512199,6862776,22835,,,
sequential,implementation,67249506b,0,0,6324128,6530434,18098,,,
sequential,implementation,67249506b,0,1,6420161,6557441,17583,,,
sequential,implementation,67249506b,0,2,6333698,6512038,19568,,,
sequential,implementation,67249506b,0,3,6358161,6618003,19872,,,
sequential,implementation,67249506b,0,4,6364139,6690935,19263,,,
sequential,implementation,67249506b,0,5,6391977,6650662,17883,,,
sequential,implementation,67249506b,0,6,6365464,7309791,18585,,,
sequential,implementation,67249506b,0,7,6360240,6624530,18867,,,
sequential,implementation,67249506b,0,8,6372549,6599939,18780,,,
sequential,implementation,67249506b,0,9,6494174,6760961,19632,,,
sequential,implementation,67249506b,0,10,6377048,6887350,19311,,,
sequential,implementation,67249506b,0,11,6338941,7503080,17880,,,
sequential,implementation,67249506b,0,12,6692979,7006985,20035,,,
sequential,implementation,67249506b,0,13,6356460,7177128,18959,,,
sequential,implementation,67249506b,0,14,6434513,7149808,18968,,,
sequential,implementation,67249506b,0,15,6399701,6067894,17914,,,
sequential,implementation,67249506b,0,16,6730192,8387666,23870,,,
sequential,implementation,67249506b,0,17,7171633,6767433,17689,,,
sequential,implementation,67249506b,0,18,6698970,7697882,22511,,,
sequential,implementation,67249506b,0,19,6691600,6923677,23072,,,
sequential,implementation,67249506b,1,0,6315240,6437896,17412,,,
sequential,implementation,67249506b,1,1,6309299,6193318,18407,,,
sequential,implementation,67249506b,1,2,6310636,6061831,16908,,,
sequential,implementation,67249506b,1,3,6374607,6098619,19036,,,
sequential,implementation,67249506b,1,4,6312815,6075711,16837,,,
sequential,implementation,67249506b,1,5,6304844,6054141,17055,,,
sequential,implementation,67249506b,1,6,6329840,6030533,19638,,,
sequential,implementation,67249506b,1,7,6309737,6416073,19713,,,
sequential,implementation,67249506b,1,8,6310599,6606004,17344,,,
sequential,implementation,67249506b,1,9,6287260,6066212,17560,,,
sequential,implementation,67249506b,1,10,6367998,6024264,17522,,,
sequential,implementation,67249506b,1,11,6313155,6141359,17456,,,
sequential,implementation,67249506b,1,12,6344479,6064142,17246,,,
sequential,implementation,67249506b,1,13,6215485,6174100,17448,,,
sequential,implementation,67249506b,1,14,6228596,6046852,17286,,,
sequential,implementation,67249506b,1,15,6455622,6157962,17298,,,
sequential,implementation,67249506b,1,16,6217636,6615246,17305,,,
sequential,implementation,67249506b,1,17,6245062,6368414,17724,,,
sequential,implementation,67249506b,1,18,6239220,6043590,17710,,,
sequential,implementation,67249506b,1,19,6295953,6092239,18292,,,
sequential,implementation,67249506b,2,0,6311572,6117308,18477,,,
sequential,implementation,67249506b,2,1,6354716,6966606,18862,,,
sequential,implementation,67249506b,2,2,6311682,6449379,19743,,,
sequential,implementation,67249506b,2,3,6545889,6126569,19831,,,
sequential,implementation,67249506b,2,4,6301783,6361377,17050,,,
sequential,implementation,67249506b,2,5,6413339,6464591,20325,,,
sequential,implementation,67249506b,2,6,6341841,6148850,18885,,,
sequential,implementation,67249506b,2,7,6897120,6994822,24360,,,
sequential,implementation,67249506b,2,8,7299711,6978344,18409,,,
sequential,implementation,67249506b,2,9,6802690,7748674,18781,,,
sequential,implementation,67249506b,2,10,6757296,7377096,48169,,,
sequential,implementation,67249506b,2,11,6410805,6277355,18531,,,
sequential,implementation,67249506b,2,12,6331629,6789216,33790,,,
sequential,implementation,67249506b,2,13,7595639,7725635,18951,,,
sequential,implementation,67249506b,2,14,6489515,6130270,19112,,,
sequential,implementation,67249506b,2,15,6524864,6160142,18496,,,
sequential,implementation,67249506b,2,16,6331574,6110068,18769,,,
sequential,implementation,67249506b,2,17,6312974,6353560,16961,,,
sequential,implementation,67249506b,2,18,6316397,6447428,25613,,,
sequential,implementation,67249506b,2,19,6358003,6767028,17646,,,
sequential,implementation,67249506b,3,0,6418867,6866288,17566,,,
sequential,implementation,67249506b,3,1,6436821,7054282,18362,,,
sequential,implementation,67249506b,3,2,6628311,6392814,18036,,,
sequential,implementation,67249506b,3,3,6341887,6077379,17977,,,
sequential,implementation,67249506b,3,4,6475651,7497464,20325,,,
sequential,implementation,67249506b,3,5,6789835,6358839,18952,,,
sequential,implementation,67249506b,3,6,6384486,6293155,18379,,,
sequential,implementation,67249506b,3,7,6673624,6849865,25675,,,
sequential,implementation,67249506b,3,8,6710626,7161927,18627,,,
sequential,implementation,67249506b,3,9,6611132,6279731,17902,,,
sequential,implementation,67249506b,3,10,6899827,6683169,18257,,,
sequential,implementation,67249506b,3,11,7368830,7812742,18508,,,
sequential,implementation,67249506b,3,12,7161937,8488607,20007,,,
sequential,implementation,67249506b,3,13,6903307,6804939,18374,,,
sequential,implementation,67249506b,3,14,6708843,7417269,19048,,,
sequential,implementation,67249506b,3,15,7578245,6603688,18432,,,
sequential,implementation,67249506b,3,16,6667932,6895531,19181,,,
sequential,implementation,67249506b,3,17,6540727,6329900,18334,,,
sequential,implementation,67249506b,3,18,6635275,6681253,18999,,,
sequential,implementation,67249506b,3,19,6626469,6526748,39927,,,
sequential,implementation,67249506b,4,0,6318730,6224435,17095,,,
sequential,implementation,67249506b,4,1,6306278,6390083,17265,,,
sequential,implementation,67249506b,4,2,6347809,6392709,18019,,,
sequential,implementation,67249506b,4,3,6385769,6672235,18299,,,
sequential,implementation,67249506b,4,4,6308248,6751136,17423,,,
sequential,implementation,67249506b,4,5,6464874,8204686,18792,,,
sequential,implementation,67249506b,4,6,6653363,6474324,17078,,,
sequential,implementation,67249506b,4,7,6436512,6235285,17740,,,
sequential,implementation,67249506b,4,8,6371802,6376387,17254,,,
sequential,implementation,67249506b,4,9,6316574,6336671,17979,,,
sequential,implementation,67249506b,4,10,6357400,6240120,18568,,,
sequential,implementation,67249506b,4,11,6303222,6280367,17043,,,
sequential,implementation,67249506b,4,12,6348579,6629509,17461,,,
sequential,implementation,67249506b,4,13,6538330,6916238,17588,,,
sequential,implementation,67249506b,4,14,6299001,6740300,16741,,,
sequential,implementation,67249506b,4,15,6333745,6427197,16711,,,
sequential,implementation,67249506b,4,16,6355966,6262744,17202,,,
sequential,implementation,67249506b,4,17,6363002,6264925,17796,,,
sequential,implementation,67249506b,4,18,6367305,6183718,16862,,,
sequential,implementation,67249506b,4,19,7278368,7904598,24712,,,
sequential,implementation,67249506b,5,0,6818364,7829447,18241,,,
