commit,batch,position,run,dirty_sync_ns,clean_sync_ns,unmount_ns
a91e89cd8,15,1,9,9059,256,6127
a91e89cd8,15,1,10,8215,228,5596
a91e89cd8,15,1,11,8425,230,5810
a91e89cd8,15,1,12,8307,216,5637
a91e89cd8,15,1,13,7956,201,5302
a91e89cd8,15,1,14,24445,232,5792
a91e89cd8,15,1,15,8365,236,5921
a91e89cd8,15,1,16,7925,255,5135
a91e89cd8,15,1,17,8445,259,5722
a91e89cd8,15,1,18,8188,198,5659
a91e89cd8,15,1,19,8345,208,5651
a91e89cd8,16,0,0,8298,186,5601
a91e89cd8,16,0,1,8422,211,5959
a91e89cd8,16,0,2,8273,232,6019
a91e89cd8,16,0,3,8210,210,5939
a91e89cd8,16,0,4,8863,208,5798
a91e89cd8,16,0,5,8382,253,7959
a91e89cd8,16,0,6,8386,231,5509
a91e89cd8,16,0,7,8603,253,5698
a91e89cd8,16,0,8,7890,199,5523
a91e89cd8,16,0,9,8587,243,5862
a91e89cd8,16,0,10,8151,248,5405
a91e89cd8,16,0,11,8050,224,5581
a91e89cd8,16,0,12,8211,255,5751
a91e89cd8,16,0,13,8092,202,5525
a91e89cd8,16,0,14,8127,223,5490
a91e89cd8,16,0,15,8530,233,6179
a91e89cd8,16,0,16,10512,348,6784
a91e89cd8,16,0,17,7935,193,5531
a91e89cd8,16,0,18,8336,199,5684
a91e89cd8,16,0,19,8207,193,5230
aaf882ecf,16,1,0,10437,241,6706
aaf882ecf,16,1,1,12308,280,8436
aaf882ecf,16,1,2,18167,500,12511
aaf882ecf,16,1,3,14058,320,9380
aaf882ecf,16,1,4,12918,316,8479
aaf882ecf,16,1,5,11599,249,8347
aaf882ecf,16,1,6,9972,296,6307
aaf882ecf,16,1,7,8561,241,5619
aaf882ecf,16,1,8,9976,182,6759
aaf882ecf,16,1,9,8917,193,5609
aaf882ecf,16,1,10,8537,188,5604
aaf882ecf,16,1,11,8683,251,5457
aaf882ecf,16,1,12,8716,285,6266
aaf882ecf,16,1,13,8678,184,5453
aaf882ecf,16,1,14,8526,236,5656
aaf882ecf,16,1,15,9518,250,6251
aaf882ecf,16,1,16,8881,187,5737
aaf882ecf,16,1,17,9464,253,6421
aaf882ecf,16,1,18,8642,249,5823
aaf882ecf,16,1,19,9112,186,5552
aaf882ecf,17,0,0,7747,176,5274
aaf882ecf,17,0,1,8410,217,5629
aaf882ecf,17,0,2,8734,197,7023
aaf882ecf,17,0,3,8612,198,7341
aaf882ecf,17,0,4,8372,209,6084
aaf882ecf,17,0,5,8317,219,5451
aaf882ecf,17,0,6,7996,211,5523
aaf882ecf,17,0,7,8681,171,5525
aaf882ecf,17,0,8,8065,175,5772
aaf882ecf,17,0,9,8635,235,6104
aaf882ecf,17,0,10,9098,299,6413
aaf882ecf,17,0,11,10113,267,6890
aaf882ecf,17,0,12,9113,248,23488
aaf882ecf,17,0,13,9536,198,6371
aaf882ecf,17,0,14,11245,330,7589
aaf882ecf,17,0,15,13003,277,8680
aaf882ecf,17,0,16,10155,285,6993
aaf882ecf,17,0,17,10828,263,7132
aaf882ecf,17,0,18,12442,290,8582
aaf882ecf,17,0,19,13830,310,8829
a91e89cd8,17,1,0,9245,172,6616
a91e89cd8,17,1,1,11884,242,8596
a91e89cd8,17,1,2,9515,232,6740
a91e89cd8,17,1,3,10786,260,7093
a91e89cd8,17,1,4,14807,249,10183
a91e89cd8,17,1,5,13332,234,9143
a91e89cd8,17,1,6,13997,281,9417
a91e89cd8,17,1,7,28278,560,15342
a91e89cd8,17,1,8,15453,206,11243
a91e89cd8,17,1,9,13927,302,8925
a91e89cd8,17,1,10,14318,310,9173
a91e89cd8,17,1,11,18033,392,13413
a91e89cd8,17,1,12,12393,198,8171
a91e89cd8,17,1,13,17817,459,12716
a91e89cd8,17,1,14,17530,358,12456
a91e89cd8,17,1,15,17111,275,11662
a91e89cd8,17,1,16,19864,397,13683
a91e89cd8,17,1,17,17429,418,11942
a91e89cd8,17,1,18,9263,232,6183
a91e89cd8,17,1,19,17704,463,13364
a91e89cd8,18,0,0,15772,396,11548
a91e89cd8,18,0,1,9072,204,5898
a91e89cd8,18,0,2,14863,248,9184
a91e89cd8,18,0,3,16521,216,12042
a91e89cd8,18,0,4,19422,367,13176
a91e89cd8,18,0,5,14521,231,8698
a91e89cd8,18,0,6,13641,234,10331
a91e89cd8,18,0,7,12674,263,8139
a91e89cd8,18,0,8,11842,484,7167
a91e89cd8,18,0,9,13504,295,9331
a91e89cd8,18,0,10,14363,232,8782
a91e89cd8,18,0,11,13401,261,9284
a91e89cd8,18,0,12,13049,263,10769
a91e89cd8,18,0,13,13549,308,9311
a91e89cd8,18,0,14,11378,201,7647
a91e89cd8,18,0,15,15812,274,10734
a91e89cd8,18,0,16,16884,248,11037
a91e89cd8,18,0,17,15830,234,10346
a91e89cd8,18,0,18,15470,264,10933
a91e89cd8,18,0,19,13872,220,9499
aaf882ecf,18,1,0,18356,385,13511
aaf882ecf,18,1,1,15171,220,10140
aaf882ecf,18,1,2,15614,260,10201
aaf882ecf,18,1,3,9005,189,6371
aaf882ecf,18,1,4,9117,215,5851
aaf882ecf,18,1,5,15007,253,9510
aaf882ecf,18,1,6,17685,324,10949
aaf882ecf,18,1,7,14539,314,9081
aaf882ecf,18,1,8,14808,245,10212
aaf882ecf,18,1,9,12605,302,9940
aaf882ecf,18,1,10,13693,489,9638
aaf882ecf,18,1,11,14724,211,9668
aaf882ecf,18,1,12,14949,301,9008
aaf882ecf,18,1,13,16417,207,10236
aaf882ecf,18,1,14,13541,176,8703
aaf882ecf,18,1,15,14578,230,11118
aaf882ecf,18,1,16,14354,235,9274
aaf882ecf,18,1,17,14826,258,9749
aaf882ecf,18,1,18,14141,284,9515
aaf882ecf,18,1,19,14336,267,10253
aaf882ecf,19,0,0,14075,311,9218
aaf882ecf,19,0,1,14326,283,9992
aaf882ecf,19,0,2,15881,315,10127
aaf882ecf,19,0,3,15007,316,9946
aaf882ecf,19,0,4,14387,271,9711
aaf882ecf,19,0,5,13477,251,8170
aaf882ecf,19,0,6,11270,218,7087
aaf882ecf,19,0,7,14948,205,9478
aaf882ecf,19,0,8,14363,230,9182
aaf882ecf,19,0,9,15472,282,10568
aaf882ecf,19,0,10,13209,241,9385
aaf882ecf,19,0,11,14356,247,9186
aaf882ecf,19,0,12,8655,229,6196
aaf882ecf,19,0,13,18352,430,12614
aaf882ecf,19,0,14,13498,240,9104
aaf882ecf,19,0,15,13736,258,8562
aaf882ecf,19,0,16,13367,225,9864
aaf882ecf,19,0,17,12865,246,10066
aaf882ecf,19,0,18,12458,239,8455
aaf882ecf,19,0,19,8846,231,6016
a91e89cd8,19,1,0,12533,229,8744
a91e89cd8,19,1,1,9185,214,6990
a91e89cd8,19,1,2,11879,213,8218
a91e89cd8,19,1,3,12623,193,8247
a91e89cd8,19,1,4,12093,234,8542
a91e89cd8,19,1,5,11921,226,7440
a91e89cd8,19,1,6,10338,210,7249
a91e89cd8,19,1,7,12011,231,8523
a91e89cd8,19,1,8,12337,309,9524
a91e89cd8,19,1,9,13538,328,9396
a91e89cd8,19,1,10,11515,205,8983
a91e89cd8,19,1,11,12726,265,9529
a91e89cd8,19,1,12,14685,212,9379
a91e89cd8,19,1,13,13135,231,8545
a91e89cd8,19,1,14,13773,286,9891
a91e89cd8,19,1,15,13747,308,9573
a91e89cd8,19,1,16,13945,315,9240
a91e89cd8,19,1,17,13375,280,9025
a91e89cd8,19,1,18,12648,238,9966
a91e89cd8,19,1,19,13507,197,8806
