sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,5401,5417,109495,104094,16,104078,45000,20000,20140,500,500,24860
2,110022,110037,122112,12090,15,12075,45000,20140,20279,500,500,24721
3,210424,210441,222016,11592,17,11575,45000,20279,20418,500,500,24582
4,310470,310486,322111,11641,16,11625,45000,20418,20557,500,500,24443
5,410516,410532,422121,11605,16,11589,45000,20557,20694,500,500,24306
6,510561,510577,522141,11580,16,11564,45000,20694,20832,500,500,24168
7,610606,610622,622144,11538,16,11522,45000,20832,20968,500,500,24032
8,710651,710668,722145,11494,17,11477,45000,20968,21104,500,500,23896
9,810697,810713,822140,11443,16,11427,45000,21104,21240,500,500,23760
10,910742,910758,922133,11391,16,11375,45000,21240,21375,500,500,23625
11,1010787,1010803,1022126,11339,16,11323,45000,21375,21510,500,500,23490
12,1110832,1110848,1122123,11291,16,11275,45000,21510,21644,500,500,23356
13,1210878,1210893,1222124,11246,15,11231,45000,21644,21777,500,500,23223
14,1310923,1310939,1322128,11205,16,11189,45000,21777,21910,500,500,23090
15,1410969,1410985,1422124,11155,16,11139,45000,21910,22042,500,500,22958
16,1511014,1511029,1522124,11110,15,11095,45000,22042,22174,500,500,22826
17,1611059,1611075,1622133,11074,16,11058,45000,22174,22305,500,500,22695
18,1711105,1711122,1722125,11020,17,11003,45000,22305,22436,500,500,22564
19,1811152,1811168,1822123,10971,16,10955,45000,22436,22566,500,500,22434
20,1911199,1911215,1922123,10924,16,10908,45000,22566,22696,500,500,22304
21,2011246,2011262,2022125,10879,16,10863,45000,22696,22825,500,500,22175
22,2111293,2111309,2122127,10834,16,10818,45000,22825,22954,500,500,22046
23,2211339,2211355,2222126,10787,16,10771,45000,22954,23082,500,500,21918
24,2311386,2311402,2322132,10746,16,10730,45000,23082,23210,500,500,21790
25,2411433,2411449,2422126,10693,16,10677,45000,23210,23337,500,500,21663
26,2511480,2511496,2522121,10641,16,10625,45000,23337,23464,500,500,21536
27,2611527,2611543,2622121,10594,16,10578,45000,23464,23590,500,500,21410
28,2711574,2711590,2722132,10558,16,10542,45000,23590,23715,500,500,21285
29,2811621,2811637,2822126,10505,16,10489,45000,23715,23841,500,500,21159
30,2911668,2911684,2922122,10454,16,10438,45000,23841,23965,500,500,21035
31,3011715,3011731,3022123,10408,16,10392,45000,23965,24089,500,500,20911
32,3111762,3111778,3122154,10392,16,10376,45000,24089,24213,500,500,20787
33,3211810,3211826,3222147,10337,16,10321,45000,24213,24336,500,500,20664
34,3311857,3311873,3322152,10295,16,10279,45000,24336,24459,500,500,20541
35,3411904,3411920,3422107,10203,16,10187,45000,24459,24581,500,500,20419
36,3511972,3511988,3522127,10155,16,10139,45000,24581,24703,500,500,20297
37,3612019,3612035,3622116,10097,16,10081,45000,24703,24824,500,500,20176
38,3712066,3712082,3722131,10065,16,10049,45000,24824,24945,500,500,20055
39,3812112,3812128,3822123,10011,16,9995,45000,24945,25065,500,500,19935
40,3912159,3912175,3922123,9964,16,9948,45000,25065,25185,500,500,19815
41,4012206,4012222,4022128,9922,16,9906,45000,25185,25304,500,500,19696
42,4112271,4112288,4122128,9857,17,9840,45000,25304,25423,500,500,19577
