sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,5212,5555,22166,16954,343,16611,45000,20000,20266,951,951,24734
2,105598,105615,108300,2702,17,2685,45000,20266,20543,992,992,24457
3,205642,205659,217380,11738,17,11721,45000,20543,20817,986,986,24183
4,305688,305705,317403,11715,17,11698,45000,20817,21088,979,979,23912
5,405734,405766,529228,123494,32,123462,45000,21088,21356,972,972,23644
6,529253,529269,537364,8111,16,8095,45000,21356,21620,965,965,23380
7,629302,629319,637396,8094,17,8077,45000,21620,21882,958,958,23118
8,729367,729383,737391,8024,16,8008,45000,21882,22141,951,951,22859
9,829413,829429,837386,7973,16,7957,45000,22141,22397,944,944,22603
10,929460,929476,1048760,119300,16,119284,45000,22397,22649,937,937,22351
11,1048785,1048800,1051889,3104,15,3089,45000,22649,22899,931,931,22101
12,1148833,1148849,1157336,8503,16,8487,45000,22899,23147,924,924,21853
13,1248880,1248897,1257415,8535,17,8518,45000,23147,23391,917,917,21609
14,1348927,1348944,1357390,8463,17,8446,45000,23391,23632,911,911,21368
15,1448973,1448989,1568746,119773,16,119757,45000,23632,23871,905,905,21129
16,1568770,1568785,1571892,3122,15,3107,45000,23871,24107,898,898,20893
17,1668818,1668835,1677344,8526,17,8509,45000,24107,24340,892,892,20660
18,1768866,1768882,1777388,8522,16,8506,45000,24340,24571,886,886,20429
19,1868915,1868932,1877394,8479,17,8462,45000,24571,24799,879,879,20201
20,1968962,1968979,2088753,119791,17,119774,45000,24799,25024,873,873,19976
21,2088778,2088793,2091886,3108,15,3093,45000,25024,25247,867,867,19753
22,2188826,2188842,2197345,8519,16,8503,45000,25247,25467,861,861,19533
23,2288873,2288890,2297395,8522,17,8505,45000,25467,25685,856,856,19315
24,2388920,2388937,2397390,8470,17,8453,45000,25685,25900,850,850,19100
25,2488966,2488983,2608754,119788,17,119771,45000,25900,26113,844,844,18887
26,2608778,2608794,2611890,3112,16,3096,45000,26113,26323,838,838,18677
27,2708826,2708843,2717344,8518,17,8501,45000,26323,26531,833,833,18469
28,2808873,2808890,2817390,8517,17,8500,45000,26531,26736,827,827,18264
29,2908923,2908940,2917425,8502,17,8485,45000,26736,26940,822,822,18060
30,3008970,3008987,3128813,119843,17,119826,45000,26940,27140,816,816,17860
31,3128838,3128853,3131912,3074,15,3059,45000,27140,27339,811,811,17661
32,3228885,3228901,3237344,8459,16,8443,45000,27339,27535,806,806,17465
33,3328932,3328949,3337391,8459,17,8442,45000,27535,27729,801,801,17271
34,3428980,3428996,3437396,8416,16,8400,45000,27729,27921,795,795,17079
35,3529026,3529043,3648756,119730,17,119713,65000,27921,28169,1000,1000,36831
36,3648780,3648796,3651890,3110,16,3094,65000,28169,28417,1000,1000,36583
37,3748829,3748845,3757336,8507,16,8491,65000,28417,28663,1000,1000,36337
38,3848876,3848893,3857415,8539,17,8522,65000,28663,28908,1000,1000,36092
39,3948923,3948939,3957400,8477,16,8461,65000,28908,29153,1000,1000,35847
40,4048969,4048986,4168745,119776,17,119759,65000,29153,29396,1000,1000,35604
41,4168770,4168785,4171890,3120,15,3105,65000,29396,29638,1000,1000,35362
42,4268818,4268834,4277343,8525,16,8509,65000,29638,29880,1000,1000,35120
43,4368865,4368882,4377389,8524,17,8507,65000,29880,30120,1000,1000,34880
44,4468914,4468931,4477393,8479,17,8462,65000,30120,30360,1000,1000,34640
45,4568960,4568977,4688755,119795,17,119778,65000,30360,30598,1000,1000,34402
46,4688779,4688795,4691886,3107,16,3091,65000,30598,30836,1000,1000,34164
47,4788828,4788844,4797343,8515,16,8499,65000,30836,31073,1000,1000,33927
48,4888874,4888891,4897393,8519,17,8502,65000,31073,31308,1000,1000,33692
49,4988921,4988938,4997390,8469,17,8452,65000,31308,31543,1000,1000,33457
50,5088968,5088984,5208773,119805,16,119789,65000,31543,31777,1000,1000,33223
51,5208797,5208813,5211910,3113,16,3097,65000,31777,32010,1000,1000,32990
52,5308845,5308862,5317340,8495,17,8478,65000,32010,32242,1000,1000,32758
53,5408892,5408909,5417387,8495,17,8478,65000,32242,32473,1000,1000,32527
54,5508940,5508957,5517408,8468,17,8451,65000,32473,32703,1000,1000,32297
55,5608988,5609005,5728776,119788,17,119771,65000,32703,32932,1000,1000,32068
56,5728801,5728816,5731914,3113,15,3098,65000,32932,33160,1000,1000,31840
57,5828849,5828865,5837337,8488,16,8472,65000,33160,33388,1000,1000,31612
58,5928896,5928912,5937426,8530,16,8514,65000,33388,33614,1000,1000,31386
59,6028942,6028959,6037400,8458,17,8441,65000,33614,33840,1000,1000,31160
60,6128990,6129006,6248776,119786,16,119770,65000,33840,34064,1000,1000,30936
61,6248800,6248816,6251910,3110,16,3094,65000,34064,34288,1000,1000,30712
62,6348848,6348865,6357337,8489,17,8472,65000,34288,34511,1000,1000,30489
63,6448895,6448912,6457416,8521,17,8504,65000,34511,34733,1000,1000,30267
64,6548943,6548960,6557391,8448,17,8431,65000,34733,34954,1000,1000,30046
65,6648990,6649006,6768767,119777,16,119761,65000,34954,35174,1000,1000,29826
66,6768791,6768807,6771912,3121,16,3105,65000,35174,35394,1000,1000,29606
67,6868840,6868857,6877344,8504,17,8487,65000,35394,35612,1000,1000,29388
68,6968887,6968904,6977388,8501,17,8484,50000,35612,35771,792,792,14229
69,7068938,7068954,7077394,8456,16,8440,50000,35771,35926,778,778,14074
70,7168984,7169001,7288775,119791,17,119774,50000,35926,36079,773,773,13921
71,7288800,7288815,7291906,3106,15,3091,50000,36079,36230,769,769,13770
72,7388847,7388864,7397340,8493,17,8476,50000,36230,36379,765,765,13621
73,7488895,7488911,7497413,8518,16,8502,50000,36379,36527,761,761,13473
74,7588942,7588959,7597390,8448,17,8431,50000,36527,36672,757,757,13328
75,7688989,7689005,7808773,119784,16,119768,50000,36672,36817,754,754,13183
76,7808797,7808812,7811910,3113,15,3098,50000,36817,36960,750,750,13040
77,7908845,7908862,7917341,8496,17,8479,50000,36960,37101,746,746,12899
78,8008893,8008909,8017389,8496,16,8480,50000,37101,37240,742,742,12760
79,8108940,8108957,8117395,8455,17,8438,50000,37240,37378,738,738,12622
80,8208987,8209003,8328771,119784,16,119768,50000,37378,37514,735,735,12486
81,8328795,8328811,8331904,3109,16,3093,50000,37514,37649,731,731,12351
82,8428843,8428860,8437352,8509,17,8492,50000,37649,37782,727,727,12218
83,8528891,8528907,8537397,8506,16,8490,50000,37782,37913,724,724,12087
84,8628940,8628957,8637394,8454,17,8437,50000,37913,38043,721,721,11957
85,8728987,8729003,8848771,119784,16,119768,50000,38043,38172,717,717,11828
86,8848795,8848810,8851918,3123,15,3108,50000,38172,38299,714,714,11701
87,8948843,8948860,8957353,8510,17,8493,50000,38299,38425,710,710,11575
88,9048890,9048907,9057397,8507,17,8490,50000,38425,38549,707,707,11451
89,9148940,9148956,9157392,8452,16,8436,50000,38549,38672,704,704,11328
90,9248987,9249003,9368767,119780,16,119764,50000,38672,38793,700,700,11207
91,9368791,9368807,9371911,3120,16,3104,50000,38793,38913,697,697,11087
92,9468840,9468856,9477345,8505,16,8489,50000,38913,39032,694,694,10968
93,9568888,9568904,9577388,8500,16,8484,50000,39032,39149,691,691,10851
94,9668937,9668954,9677392,8455,17,8438,50000,39149,39265,688,688,10735
95,9768984,9769001,9888775,119791,17,119774,50000,39265,39380,685,685,10620
96,9888799,9888815,9891905,3106,16,3090,50000,39380,39493,681,681,10507
97,9988847,9988864,9997341,8494,17,8477,50000,39493,39605,678,678,10395
98,10088895,10088911,10097413,8518,16,8502,50000,39605,39716,675,675,10284
99,10188941,10188958,10197389,8448,17,8431,50000,39716,39825,672,672,10175
100,10288988,10289005,10408776,119788,17,119771,50000,39825,39933,670,670,10067
