sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,5218,5561,21593,16375,343,16032,45000,20000,20266,951,951,24734
2,105604,105621,117161,11557,17,11540,45000,20266,20543,992,992,24457
3,205649,205665,217286,11637,16,11621,45000,20543,20817,986,986,24183
4,305694,305711,317343,11649,17,11632,45000,20817,21088,979,979,23912
5,405740,405756,528116,122376,16,122360,45000,21088,21356,972,972,23644
6,528140,528156,531279,3139,16,3123,45000,21356,21620,965,965,23380
7,628189,628205,637723,9534,16,9518,45000,21620,21882,958,958,23118
8,728235,728251,737758,9523,16,9507,45000,21882,22141,951,951,22859
9,828283,828300,837751,9468,17,9451,45000,22141,22397,944,944,22603
10,928329,928345,1049094,120765,16,120749,45000,22397,22649,937,937,22351
11,1049119,1049135,1057757,8638,16,8622,45000,22649,22899,931,931,22101
12,1149167,1149183,1157751,8584,16,8568,45000,22899,23147,924,924,21853
13,1249214,1249230,1257760,8546,16,8530,45000,23147,23391,917,917,21609
14,1349260,1349277,1357756,8496,17,8479,45000,23391,23632,911,911,21368
15,1449306,1449323,1569089,119783,17,119766,45000,23632,23871,905,905,21129
16,1569115,1569130,1577765,8650,15,8635,45000,23871,24107,898,898,20893
17,1669163,1669179,1677753,8590,16,8574,45000,24107,24340,892,892,20660
18,1769209,1769225,1777757,8548,16,8532,45000,24340,24571,886,886,20429
19,1869254,1869271,1877762,8508,17,8491,45000,24571,24799,879,879,20201
20,1969300,1969317,2089091,119791,17,119774,45000,24799,25024,873,873,19976
21,2089117,2089133,2097761,8644,16,8628,45000,25024,25247,867,867,19753
22,2189165,2189181,2197764,8599,16,8583,45000,25247,25467,861,861,19533
23,2289211,2289228,2297757,8546,17,8529,45000,25467,25685,856,856,19315
24,2389258,2389274,2397755,8497,16,8481,45000,25685,25900,850,850,19100
25,2489303,2489320,2609099,119796,17,119779,45000,25900,26113,844,844,18887
26,2609125,2609140,2617765,8640,15,8625,45000,26113,26323,838,838,18677
27,2709172,2709189,2717759,8587,17,8570,45000,26323,26531,833,833,18469
28,2809219,2809235,2817756,8537,16,8521,45000,26531,26736,827,827,18264
29,2909265,2909281,2917789,8524,16,8508,45000,26736,26940,822,822,18060
30,3009313,3009330,3129117,119804,17,119787,45000,26940,27140,816,816,17860
31,3129142,3129158,3137770,8628,16,8612,45000,27140,27339,811,811,17661
32,3229191,3229207,3237738,8547,16,8531,45000,27339,27535,806,806,17465
33,3329237,3329253,3337752,8515,16,8499,45000,27535,27729,801,801,17271
34,3429283,3429300,3437753,8470,17,8453,45000,27729,27921,795,795,17079
35,3529329,3529345,3649093,119764,16,119748,65000,27921,28169,1000,1000,36831
36,3649118,3649134,3657761,8643,16,8627,65000,28169,28417,1000,1000,36583
37,3749167,3749183,3757752,8585,16,8569,65000,28417,28663,1000,1000,36337
38,3849213,3849229,3857760,8547,16,8531,65000,28663,28908,1000,1000,36092
39,3949258,3949275,3957754,8496,17,8479,65000,28908,29153,1000,1000,35847
40,4049305,4049322,4169089,119784,17,119767,65000,29153,29396,1000,1000,35604
41,4169114,4169130,4177765,8651,16,8635,65000,29396,29638,1000,1000,35362
42,4269161,4269178,4277751,8590,17,8573,65000,29638,29880,1000,1000,35120
43,4369207,4369223,4377756,8549,16,8533,65000,29880,30120,1000,1000,34880
44,4469253,4469270,4477760,8507,17,8490,65000,30120,30360,1000,1000,34640
45,4569299,4569316,4689091,119792,17,119775,65000,30360,30598,1000,1000,34402
46,4689116,4689132,4697758,8642,16,8626,65000,30598,30836,1000,1000,34164
47,4789164,4789180,4797758,8594,16,8578,65000,30836,31073,1000,1000,33927
48,4889210,4889226,4897760,8550,16,8534,65000,31073,31308,1000,1000,33692
49,4989257,4989273,4997753,8496,16,8480,65000,31308,31543,1000,1000,33457
50,5089302,5089318,5209116,119814,16,119798,65000,31543,31777,1000,1000,33223
51,5209141,5209157,5217764,8623,16,8607,65000,31777,32010,1000,1000,32990
52,5309189,5309205,5317750,8561,16,8545,65000,32010,32242,1000,1000,32758
53,5409235,5409252,5417755,8520,17,8503,65000,32242,32473,1000,1000,32527
54,5509280,5509297,5517764,8484,17,8467,65000,32473,32703,1000,1000,32297
55,5609327,5609343,5729115,119788,16,119772,65000,32703,32932,1000,1000,32068
56,5729140,5729156,5737759,8619,16,8603,65000,32932,33160,1000,1000,31840
57,5829188,5829205,5837755,8567,17,8550,65000,33160,33388,1000,1000,31612
58,5929235,5929252,5937766,8531,17,8514,65000,33388,33614,1000,1000,31386
59,6029281,6029297,6037759,8478,16,8462,65000,33614,33840,1000,1000,31160
60,6129327,6129343,6249115,119788,16,119772,65000,33840,34064,1000,1000,30936
61,6249141,6249156,6257757,8616,15,8601,65000,34064,34288,1000,1000,30712
62,6349189,6349205,6357753,8564,16,8548,65000,34288,34511,1000,1000,30489
63,6449235,6449252,6457762,8527,17,8510,65000,34511,34733,1000,1000,30267
