sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,1586,19599,129328,127742,18013,109729,45000,20000,20266,951,951,24734
2,129898,130127,139348,9450,229,9221,45000,20266,20543,992,992,24457
3,229961,230176,239451,9490,215,9275,45000,20543,20817,986,986,24183
4,330016,330225,339449,9433,209,9224,45000,20817,21088,979,979,23912
5,430070,430279,439443,9373,209,9164,45000,21088,21356,972,972,23644
6,530123,530327,539440,9317,204,9113,45000,21356,21620,965,965,23380
7,630175,630377,639451,9276,202,9074,45000,21620,21882,958,958,23118
8,730229,730431,739448,9219,202,9017,45000,21882,22141,951,951,22859
9,830282,830487,839443,9161,205,8956,45000,22141,22397,944,944,22603
10,930335,930537,939453,9118,202,8916,45000,22397,22649,937,937,22351
11,1030389,1030592,1039449,9060,203,8857,45000,22649,22899,931,931,22101
12,1130442,1130644,1139448,9006,202,8804,45000,22899,23147,924,924,21853
13,1230496,1230698,1239443,8947,202,8745,45000,23147,23391,917,917,21609
14,1330549,1330751,1339449,8900,202,8698,45000,23391,23632,911,911,21368
15,1430603,1430804,1439449,8846,201,8645,45000,23632,23871,905,905,21129
16,1530656,1530857,1539444,8788,201,8587,45000,23871,24107,898,898,20893
17,1630710,1630913,1639454,8744,203,8541,45000,24107,24340,892,892,20660
18,1730763,1730965,1739449,8686,202,8484,45000,24340,24571,886,886,20429
19,1830817,1831017,1839449,8632,200,8432,45000,24571,24799,879,879,20201
20,1930870,1931071,1939438,8568,201,8367,45000,24799,25024,873,873,19976
21,2030924,2031124,2039453,8529,200,8329,45000,25024,25247,867,867,19753
22,2130978,2131179,2139448,8470,201,8269,45000,25247,25467,861,861,19533
23,2231032,2231233,2239447,8415,201,8214,45000,25467,25685,856,856,19315
24,2331086,2331287,2339453,8367,201,8166,45000,25685,25900,850,850,19100
25,2431139,2431340,2439448,8309,201,8108,45000,25900,26113,844,844,18887
26,2531192,2531392,2539448,8256,200,8056,45000,26113,26323,838,838,18677
27,2631245,2631446,2639442,8197,201,7996,45000,26323,26531,833,833,18469
28,2731298,2731498,2739452,8154,200,7954,45000,26531,26736,827,827,18264
29,2831351,2831552,2839449,8098,201,7897,45000,26736,26940,822,822,18060
30,2931404,2931605,2939444,8040,201,7839,45000,26940,27140,816,816,17860
31,3031458,3031658,3039444,7986,200,7786,45000,27140,27339,811,811,17661
32,3131512,3131713,3139477,7965,201,7764,45000,27339,27535,806,806,17465
33,3231588,3231791,3239476,7888,203,7685,45000,27535,27729,801,801,17271
34,3331642,3331842,3339470,7828,200,7628,45000,27729,27921,795,795,17079
35,3431695,3431896,3439448,7753,201,7552,45000,27921,28110,790,790,16890
36,3531748,3531950,3539444,7696,202,7494,45000,28110,28298,785,785,16702
37,3631802,3632003,3639443,7641,201,7440,45000,28298,28483,780,780,16517
38,3731875,3732076,3739449,7574,201,7373,45000,28483,28666,775,775,16334
39,3831930,3832132,3839447,7517,202,7315,45000,28666,28847,770,770,16153
40,3931983,3932184,3939443,7460,201,7259,45000,28847,29026,766,766,15974
41,4032037,4032249,4039450,7413,212,7201,45000,29026,29203,761,761,15797
42,4132090,4132293,4139447,7357,203,7154,45000,29203,29378,756,756,15622
43,4232143,4232344,4239447,7304,201,7103,45000,29378,29551,752,752,15449
44,4332196,4332397,4339444,7248,201,7047,45000,29551,29722,747,747,15278
45,4432249,4432451,4439449,7200,202,6998,45000,29722,29891,742,742,15109
46,4532303,4532503,4539447,7144,200,6944,45000,29891,30058,738,738,14942
47,4632357,4632557,4639447,7090,200,6890,45000,30058,30223,733,733,14777
48,4732410,4732611,4739450,7040,201,6839,45000,30223,30386,729,729,14614
49,4832464,4832663,4839450,6986,199,6787,45000,30386,30548,725,725,14452
50,4932517,4932718,4939446,6929,201,6728,45000,30548,30707,720,720,14293
51,5032570,5032771,5039440,6870,201,6669,45000,30707,30865,716,716,14135
52,5132624,5132824,5139449,6825,200,6625,45000,30865,31021,712,712,13979
53,5232677,5232878,5239449,6772,201,6571,45000,31021,31175,708,708,13825
54,5332730,5332931,5339443,6713,201,6512,45000,31175,31327,704,704,13673
55,5432783,5432983,5439452,6669,200,6469,45000,31327,31478,700,700,13522
56,5532837,5533038,5539450,6613,201,6412,45000,31478,31627,696,696,13373
57,5632891,5633091,5639445,6554,200,6354,45000,31627,31774,692,692,13226
58,5732944,5733145,5739441,6497,201,6296,45000,31774,31920,688,688,13080
59,5832997,5833198,5839455,6458,201,6257,45000,31920,32063,684,684,12937
60,5933051,5933253,5939445,6394,202,6192,45000,32063,32206,680,680,12794
61,6033104,6033303,6039448,6344,199,6145,45000,32206,32346,676,676,12654
62,6133157,6133358,6139443,6286,201,6085,45000,32346,32485,673,673,12515
63,6233210,6233411,6239467,6257,201,6056,45000,32485,32622,669,669,12378
64,6333284,6333485,6339454,6170,201,5969,45000,32622,32758,665,665,12242
65,6433338,6433540,6439453,6115,202,5913,45000,32758,32893,662,662,12107
66,6533391,6533592,6539445,6054,201,5853,45000,32893,33025,658,658,11975
67,6633444,6633646,6639442,5998,202,5796,45000,33025,33156,655,655,11844
68,6733498,6733699,6739446,5948,201,5747,45000,33156,33286,651,651,11714
69,6833552,6833753,6839447,5895,201,5694,45000,33286,33414,648,648,11586
70,6933606,6933807,6939445,5839,201,5638,45000,33414,33541,644,644,11459
71,7033659,7033860,7039447,5788,201,5587,45000,33541,33666,641,641,11334
72,7133713,7133915,7139451,5738,202,5536,45000,33666,33790,638,638,11210
73,7233766,7233967,7239448,5682,201,5481,45000,33790,33913,634,634,11087
74,7333820,7334020,7339445,5625,200,5425,45000,33913,34034,631,631,10966
75,7433873,7434074,7439442,5569,201,5368,45000,34034,34153,628,628,10847
76,7533927,7534128,7539446,5519,201,5318,45000,34153,34272,625,625,10728
77,7633980,7634180,7639448,5468,200,5268,45000,34272,34389,621,621,10611
78,7734033,7734234,7739440,5407,201,5206,45000,34389,34504,618,618,10496
