sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,1302,24331,141756,140454,23029,117425,45000,20000,20266,951,951,24734
2,142310,144442,151443,9133,2132,7001,45000,20266,20543,991,991,24457
3,242368,244370,251500,9132,2002,7130,45000,20543,20817,986,986,24183
4,342419,344314,351494,9075,1895,7180,45000,20817,21087,979,979,23913
5,442469,444329,451485,9016,1860,7156,45000,21087,21355,972,972,23645
6,542519,544310,551469,8950,1791,7159,45000,21355,21620,965,965,23380
7,642567,644331,651494,8927,1764,7163,45000,21620,21882,958,958,23118
8,742619,744382,751482,8863,1763,7100,45000,21882,22141,951,951,22859
9,842668,844438,851482,8814,1770,7044,45000,22141,22396,944,944,22604
10,942718,944503,951486,8768,1785,6983,45000,22396,22649,938,938,22351
11,1042786,1044575,1051488,8702,1789,6913,45000,22649,22899,931,931,22101
12,1142835,1144632,1151481,8646,1797,6849,45000,22899,23147,924,924,21853
13,1242883,1244680,1251477,8594,1797,6797,45000,23147,23391,917,917,21609
14,1342933,1344728,1351493,8560,1795,6765,45000,23391,23632,911,911,21368
15,1442984,1444776,1451494,8510,1792,6718,45000,23632,23871,904,904,21129
16,1543033,1544821,1551482,8449,1788,6661,45000,23871,24107,898,898,20893
17,1643082,1644876,1651501,8419,1794,6625,45000,24107,24340,892,892,20660
18,1743132,1744920,1751490,8358,1788,6570,45000,24340,24571,885,885,20429
19,1843181,1844979,1851483,8302,1798,6504,45000,24571,24798,879,879,20202
20,1943231,1945017,1951476,8245,1786,6459,45000,24798,25024,874,874,19976
21,2043279,2045066,2051495,8216,1787,6429,45000,25024,25247,867,867,19753
22,2143331,2145118,2151495,8164,1787,6377,45000,25247,25467,861,861,19533
23,2243380,2245159,2251483,8103,1779,6324,45000,25467,25684,855,855,19316
24,2343430,2345189,2351475,8045,1759,6286,45000,25684,25900,850,850,19100
25,2443478,2445236,2451488,8010,1758,6252,45000,25900,26112,844,844,18888
26,2543528,2545289,2551483,7955,1761,6194,45000,26112,26322,838,838,18678
27,2643577,2645332,2651479,7902,1755,6147,45000,26322,26530,833,833,18470
28,2743626,2745387,2751501,7875,1761,6114,45000,26530,26736,827,827,18264
29,2843675,2845432,2851493,7818,1757,6061,45000,26736,26939,822,822,18061
30,2943724,2945480,2951483,7759,1756,6003,45000,26939,27140,816,816,17860
31,3043774,3045535,3051479,7705,1761,5944,45000,27140,27338,811,811,17662
32,3143823,3145584,3151522,7699,1761,5938,45000,27338,27535,806,806,17465
33,3243895,3245657,3251515,7620,1762,5858,45000,27535,27728,800,800,17272
34,3343944,3345701,3351522,7578,1757,5821,45000,27728,27920,795,795,17080
35,3443993,3445747,3451490,7497,1754,5743,45000,27920,28110,790,790,16890
36,3544042,3545795,3551480,7438,1753,5685,45000,28110,28297,785,785,16703
37,3644091,3645843,3651492,7401,1752,5649,45000,28297,28482,780,780,16518
38,3744141,3745891,3751487,7346,1750,5596,45000,28482,28665,775,775,16335
39,3844190,3845942,3851484,7294,1752,5542,45000,28665,28847,771,771,16153
40,3944239,3945989,3951493,7254,1750,5504,45000,28847,29025,765,765,15975
41,4044289,4046038,4051487,7198,1749,5449,45000,29025,29202,761,761,15798
42,4144338,4146085,4151487,7149,1747,5402,45000,29202,29377,756,756,15623
43,4244387,4246132,4251493,7106,1745,5361,45000,29377,29550,751,751,15450
44,4344437,4346172,4351480,7043,1735,5308,45000,29550,29721,747,747,15279
45,4444500,4446216,4451490,6990,1716,5274,45000,29721,29890,742,742,15110
46,4544534,4546250,4551490,6956,1716,5240,45000,29890,30057,738,738,14943
47,4644582,4646299,4651480,6898,1717,5181,45000,30057,30222,733,733,14778
48,4744632,4746351,4751486,6854,1719,5135,45000,30222,30385,729,729,14615
49,4844680,4846398,4851485,6805,1718,5087,45000,30385,30547,725,725,14453
50,4944729,4946445,4951486,6757,1716,5041,45000,30547,30706,720,720,14294
51,5044778,5046499,5051480,6702,1721,4981,45000,30706,30864,716,716,14136
52,5144827,5146546,5151488,6661,1719,4942,45000,30864,31020,712,712,13980
53,5244876,5246591,5251485,6609,1715,4894,45000,31020,31174,708,708,13826
54,5344925,5346640,5351481,6556,1715,4841,45000,31174,31326,704,704,13674
55,5444973,5446691,5451476,6503,1718,4785,45000,31326,31477,700,700,13523
56,5545022,5546740,5551490,6468,1718,4750,45000,31477,31626,696,696,13374
57,5645071,5646792,5651492,6421,1721,4700,45000,31626,31773,692,692,13227
58,5745120,5746836,5751479,6359,1716,4643,45000,31773,31919,688,688,13081
59,5845169,5846888,5851498,6329,1719,4610,45000,31919,32062,684,684,12938
60,5945218,5946934,5951488,6270,1716,4554,45000,32062,32205,680,680,12795
61,6045269,6046987,6051486,6217,1718,4499,45000,32205,32345,676,676,12655
62,6145321,6147048,6151478,6157,1727,4430,45000,32345,32484,673,673,12516
63,6245371,6247090,6251499,6128,1719,4409,45000,32484,32622,669,669,12378
64,6345422,6347139,6351504,6082,1717,4365,45000,32622,32757,665,665,12243
65,6445472,6447194,6451489,6017,1722,4295,45000,32757,32892,662,662,12108
66,6545522,6547247,6551483,5961,1725,4236,45000,32892,33024,658,658,11976
67,6645573,6647295,6651481,5908,1722,4186,45000,33024,33156,655,655,11844
68,6745625,6747348,6751473,5848,1723,4125,45000,33156,33285,651,651,11715
69,6845675,6847393,6851490,5815,1718,4097,45000,33285,33413,647,647,11587
