sequence,input0_bits,input1_bits,input2_bits,input3_bits,output_bits,actuator_permille,wall_ns,device_us
1707,3c3e61d0,3ec00000,bb03126f,3ed3f7cf,3ed42000,414,1680291,1594
1708,3c3f0996,3ec00000,bb03126f,3ed3f7cf,3ed42000,414,1684667,1598
1709,3c3f5d79,3ec00000,ba83126f,3ed3f7cf,3ed42000,414,1683500,1596
1710,3c40053e,3ec00000,bb03126f,3ed3f7cf,3ed44000,415,1681166,1594
1711,3c40ad04,3ec00000,bb03126f,3ed47ae1,3ed44000,415,1687000,1599
1712,3c4100e7,3ec00000,ba83126f,3ed47ae1,3ed44000,415,1684375,1597
1713,3c4154ca,3ec00000,ba83126f,3ed47ae1,3ed44000,415,1683500,1596
1714,3c41fc8f,3ec00000,bb03126f,3ed47ae1,3ed46000,415,1683209,1596
1715,3c425072,3ec00000,ba83126f,3ed47ae1,3ed44000,415,1683500,1596
1716,3c42f838,3ec00000,bb03126f,3ed47ae1,3ed46000,415,1681167,1595
1717,3c434c1b,3ec00000,ba83126f,3ed47ae1,3ed44000,415,1683500,1596
1718,3c43f3e0,3ec00000,bb03126f,3ed47ae1,3ed46000,415,1684375,1597
1719,3c4447c3,3ec00000,ba83126f,3ed47ae1,3ed46000,415,1680875,1593
1720,3c449ba6,3ec00000,ba83126f,3ed47ae1,3ed46000,415,1686416,1598
1721,3c45436c,3ec00000,bb03126f,3ed47ae1,3ed48000,415,1689625,1603
1722,3c45974e,3ec00000,ba83126f,3ed47ae1,3ed46000,415,1710916,1598
1723,3c463f14,3ec00000,bb03126f,3ed47ae1,3ed48000,415,1719958,1630
1724,3c4692f7,3ec00000,ba83126f,3ed47ae1,3ed46000,415,1723750,1634
1725,3c46e6da,3ec00000,ba83126f,3ed47ae1,3ed46000,415,1729000,1639
1726,3c478e9f,3ec00000,bb03126f,3ed47ae1,3ed48000,415,1732208,1643
1727,3c47e282,3ec00000,ba83126f,3ed47ae1,3ed48000,415,1731333,1642
1728,3c483665,3ec00000,ba83126f,3ed47ae1,3ed48000,415,1730167,1641
1729,3c48de2b,3ec00000,bb03126f,3ed47ae1,3ed4a000,415,1727834,1638
1730,3c49320e,3ec00000,ba83126f,3ed47ae1,3ed48000,415,1725791,1636
1731,3c4985f0,3ec00000,ba83126f,3ed47ae1,3ed48000,415,1735708,1648
1732,3c4a2db6,3ec00000,bb03126f,3ed47ae1,3ed4a000,415,1729292,1641
1733,3c4a8199,3ec00000,ba83126f,3ed47ae1,3ed4a000,415,1731042,1643
1734,3c4ad57c,3ec00000,ba83126f,3ed47ae1,3ed4a000,415,1731625,1644
1735,3c4b7d41,3ec00000,bb03126f,3ed47ae1,3ed4c000,416,1729875,1641
1736,3c4bd124,3ec00000,ba83126f,3ed4fdf4,3ed4c000,416,1732208,1645
1737,3c4c2507,3ec00000,ba83126f,3ed4fdf4,3ed4c000,416,1726083,1638
1738,3c4c78ea,3ec00000,ba83126f,3ed4fdf4,3ed4c000,416,1728709,1642
1739,3c4ccccd,3ec00000,ba83126f,3ed4fdf4,3ed4c000,416,1728125,1641
1740,3c4d20b0,3ec00000,ba83126f,3ed4fdf4,3ed4c000,416,1731917,1645
1741,3c4d7492,3ec00000,ba83126f,3ed4fdf4,3ed4c000,416,1738625,1651
1742,3c4dc875,3ec00000,ba83126f,3ed4fdf4,3ed4c000,416,1728416,1640
1743,3c4e1c58,3ec00000,ba83126f,3ed4fdf4,3ed4c000,416,1728416,1641
1744,3c4e703b,3ec00000,ba83126f,3ed4fdf4,3ed4c000,416,1729583,1642
1745,3c4ec41e,3ec00000,ba83126f,3ed4fdf4,3ed4c000,416,1731042,1643
1746,3c4f1801,3ec00000,ba83126f,3ed4fdf4,3ed4e000,416,1726666,1638
1747,3c4f6be3,3ec00000,ba83126f,3ed4fdf4,3ed4e000,416,1723167,1636
1748,3c4fbfc6,3ec00000,ba83126f,3ed4fdf4,3ed4e000,416,1726375,1638
1749,3c5013a9,3ec00000,ba83126f,3ed4fdf4,3ed4e000,416,1715875,1629
1750,3c50678c,3ec00000,ba83126f,3ed4fdf4,3ed4e000,416,1724917,1637
1751,3c50bb6f,3ec00000,ba83126f,3ed4fdf4,3ed4e000,416,1726958,1639
1752,3c510f52,3ec00000,ba83126f,3ed4fdf4,3ed4e000,416,1722000,1635
1753,3c516335,3ec00000,ba83126f,3ed4fdf4,3ed4e000,416,1714125,1627
1754,3c51b717,3ec00000,ba83126f,3ed4fdf4,3ed4e000,416,1741542,1625
1755,3c520afa,3ec00000,ba83126f,3ed4fdf4,3ed50000,416,1744167,1629
1756,3c525edd,3ec00000,ba83126f,3ed4fdf4,3ed50000,416,1721708,1631
1757,3c52b2c0,3ec00000,ba83126f,3ed4fdf4,3ed50000,416,1728125,1638
1758,3c5306a3,3ec00000,ba83126f,3ed4fdf4,3ed50000,416,1727542,1637
1759,3c535a86,3ec00000,ba83126f,3ed4fdf4,3ed50000,416,1726375,1637
1760,3c53ae68,3ec00000,ba83126f,3ed4fdf4,3ed50000,416,1724041,1635
1761,3c53ae68,3ec00000,00000000,3ed4fdf4,3ed4e000,416,1724916,1635
1762,3c54024b,3ec00000,ba83126f,3ed4fdf4,3ed50000,416,1724917,1636
1763,3c54562e,3ec00000,ba83126f,3ed4fdf4,3ed50000,416,1726375,1639
1764,3c54aa11,3ec00000,ba83126f,3ed4fdf4,3ed50000,416,1725208,1638
1765,3c54fdf4,3ec00000,ba83126f,3ed4fdf4,3ed50000,416,1722292,1635
1766,3c5551d7,3ec00000,ba83126f,3ed4fdf4,3ed52000,416,1726666,1638
1767,3c55a5b9,3ec00000,ba83126f,3ed4fdf4,3ed52000,416,1722875,1635
1768,3c55f99c,3ec00000,ba83126f,3ed4fdf4,3ed52000,416,1722000,1633
1769,3c564d7f,3ec00000,ba83126f,3ed4fdf4,3ed52000,416,1726958,1639
1770,3c56a162,3ec00000,ba83126f,3ed4fdf4,3ed52000,416,1724041,1637
1771,3c56f545,3ec00000,ba83126f,3ed4fdf4,3ed52000,416,1731042,1642
1772,3c574928,3ec00000,ba83126f,3ed4fdf4,3ed52000,416,1727250,1639
1773,3c574928,3ec00000,00000000,3ed4fdf4,3ed50000,416,1729000,1642
1774,3c579d0a,3ec00000,ba83126f,3ed4fdf4,3ed52000,416,1727250,1639
1775,3c57f0ed,3ec00000,ba83126f,3ed4fdf4,3ed52000,416,1749125,1640
1776,3c5844d0,3ec00000,ba83126f,3ed4fdf4,3ed54000,417,1757583,1667
1777,3c5898b3,3ec00000,ba83126f,3ed58106,3ed54000,417,1753791,1664
1778,3c5898b3,3ec00000,00000000,3ed58106,3ed52000,416,1755833,1667
1779,3c58ec96,3ec00000,ba83126f,3ed4fdf4,3ed54000,417,1757000,1667
1780,3c594079,3ec00000,ba83126f,3ed58106,3ed54000,417,1752917,1663
1781,3c594079,3ec00000,00000000,3ed58106,3ed54000,417,1756125,1666
1782,3c59945b,3ec00000,ba83126f,3ed58106,3ed54000,417,1751167,1663
1783,3c59e83e,3ec00000,ba83126f,3ed58106,3ed54000,417,1755542,1667
1784,3c59e83e,3ec00000,00000000,3ed58106,3ed54000,417,1752625,1665
1785,3c5a3c21,3ec00000,ba83126f,3ed58106,3ed56000,417,1749125,1661
1786,3c5a3c21,3ec00000,00000000,3ed58106,3ed54000,417,1750291,1662
1787,3c5a9004,3ec00000,ba83126f,3ed58106,3ed56000,417,1744166,1637
1788,3c5a9004,3ec00000,00000000,3ed58106,3ed54000,417,1726667,1639
1789,3c5ae3e7,3ec00000,ba83126f,3ed58106,3ed56000,417,1719959,1633
1790,3c5b37ca,3ec00000,ba83126f,3ed58106,3ed56000,417,1720250,1632
1791,3c5b37ca,3ec00000,00000000,3ed58106,3ed54000,417,1721709,1634
1792,3c5b8bac,3ec00000,ba83126f,3ed58106,3ed56000,417,1724917,1637
1793,3c5b8bac,3ec00000,00000000,3ed58106,3ed54000,417,1719959,1633
1794,3c5bdf8f,3ec00000,ba83126f,3ed58106,3ed56000,417,1724333,1637
1795,3c5bdf8f,3ec00000,00000000,3ed58106,3ed54000,417,1719666,1631
1796,3c5c3372,3ec00000,ba83126f,3ed58106,3ed56000,417,1720542,1633
1797,3c5c3372,3ec00000,00000000,3ed58106,3ed54000,417,1718208,1630
1798,3c5c8755,3ec00000,ba83126f,3ed58106,3ed56000,417,1721417,1633
1799,3c5cdb38,3ec00000,ba83126f,3ed58106,3ed56000,417,1719667,1632
1800,3c5cdb38,3ec00000,00000000,3ed58106,3ed56000,417,1719959,1632
