sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,1585,19594,125519,123934,18009,105925,45000,20000,20266,951,951,24734
2,126085,126313,139407,13322,228,13094,45000,20266,20543,992,992,24457
3,226146,226359,229783,3637,213,3424,45000,20543,20817,986,986,24183
4,326199,326405,329886,3687,206,3481,45000,20817,21088,979,979,23912
5,426269,426475,429926,3657,206,3451,45000,21088,21356,972,972,23644
6,526341,526543,530019,3678,202,3476,45000,21356,21620,965,965,23380
7,626408,626611,630035,3627,203,3424,45000,21620,21882,958,958,23118
8,726461,726662,730031,3570,201,3369,45000,21882,22141,951,951,22859
9,826513,826718,830027,3514,205,3309,45000,22141,22397,944,944,22603
10,926566,926767,930038,3472,201,3271,45000,22397,22649,937,937,22351
11,1026619,1026820,1030027,3408,201,3207,45000,22649,22899,931,931,22101
12,1126671,1126873,1130028,3357,202,3155,45000,22899,23147,924,924,21853
13,1226722,1226924,1230024,3302,202,3100,45000,23147,23391,917,917,21609
14,1326775,1326976,1330030,3255,201,3054,45000,23391,23632,911,911,21368
15,1426827,1427027,1430032,3205,200,3005,45000,23632,23871,905,905,21129
16,1526878,1527079,1530029,3151,201,2950,45000,23871,24107,898,898,20893
17,1626930,1627134,1630033,3103,204,2899,45000,24107,24340,892,892,20660
18,1726982,1727183,1729042,2060,201,1859,45000,24340,24571,886,886,20429
19,1827034,1827236,1829153,2119,202,1917,45000,24571,24799,879,879,20201
20,1927087,1927289,1939311,12224,202,12022,45000,24799,25024,873,873,19976
21,2027139,2027340,2039009,11870,201,11669,45000,25024,25247,867,867,19753
22,2127190,2127392,2139060,11870,202,11668,45000,25247,25467,861,861,19533
23,2227243,2227444,2239103,11860,201,11659,45000,25467,25685,856,856,19315
24,2327314,2327516,2339193,11879,202,11677,45000,25685,25900,850,850,19100
25,2427366,2427567,2439234,11868,201,11667,45000,25900,26113,844,844,18887
26,2527440,2527641,2539331,11891,201,11690,45000,26113,26323,838,838,18677
27,2627492,2627693,2639356,11864,201,11663,45000,26323,26531,833,833,18469
28,2727564,2727785,2739464,11900,221,11679,45000,26531,26736,827,827,18264
29,2827617,2827843,2839493,11876,226,11650,45000,26736,26940,822,822,18060
30,2927689,2927912,2939558,11869,223,11646,45000,26940,27140,816,816,17860
31,3027744,3027961,3039610,11866,217,11649,45000,27140,27339,811,811,17661
