# source_id	url	sha256	transform
kitti-inference-vid	https://github.com/ultralytics/assets/releases/download/v0.0.0/kitti-inference-vid.mp4	1d5c8727af3f41c1082914110dc632f4d2a5f7ab114da8e682e185bb9363aabb	identity
solutions-ci-demo-roi	https://github.com/ultralytics/assets/releases/download/v0.0.0/solutions_ci_demo.mp4	a8b0df3073740f808aa0aca3cff7787140837bfa24e01c934ba2cca474fd03cc	crop=320:180:100:90,scale=640:360
