sequence,timestamp_ns,deadline_ns,actual_ns,jitter_ns
263,2640437632,2657010272,2657447904,437632
264,2650209104,2667010272,2667219376,209104
265,2660424912,2677010272,2677435184,424912
266,2670616720,2687010272,2687626992,616720
267,2680201520,2697010272,2697211792,201520
268,2690397888,2707010272,2707408160,397888
269,2700216032,2717010272,2717226304,216032
270,2710271280,2727010272,2727281552,271280
271,2720186048,2737010272,2737196320,186048
272,2730459456,2747010272,2747469728,459456
273,2740458832,2757010272,2757469104,458832
274,2750195824,2767010272,2767206096,195824
275,2760431264,2777010272,2777441536,431264
276,2770422576,2787010272,2787432848,422576
277,2780222160,2797010272,2797232432,222160
278,2790234864,2807010272,2807245136,234864
279,2800465232,2817010272,2817475504,465232
280,2810427056,2827010272,2827437328,427056
281,2820190240,2837010272,2837200512,190240
282,2830300128,2847010272,2847310400,300128
283,2840283968,2857010272,2857294240,283968
284,2850169632,2867010272,2867179904,169632
285,2860339392,2877010272,2877349664,339392
286,2870280912,2887010272,2887291184,280912
287,2880220256,2897010272,2897230528,220256
288,2890404432,2907010272,2907414704,404432
289,2900442976,2917010272,2917453248,442976
290,2910300384,2927010272,2927310656,300384
291,2920176592,2937010272,2937186864,176592
292,2930447760,2947010272,2947458032,447760
293,2940440896,2957010272,2957451168,440896
294,2950166832,2967010272,2967177104,166832
295,2960417408,2977010272,2977427680,417408
296,2970425600,2987010272,2987435872,425600
297,2980203216,2997010272,2997213488,203216
298,2990421104,3007010272,3007431376,421104
299,3000528432,3017010272,3017538704,528432
