sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,237433,237450,246735,9302,17,9285,45000,20000,20266,951,951,24734
2,337483,337499,343453,5970,16,5954,45000,20266,20543,992,992,24457
3,437528,437544,443495,5967,16,5951,45000,20543,20817,986,986,24183
4,537579,537595,543501,5922,16,5906,45000,20817,21088,979,979,23912
5,637625,637642,643507,5882,17,5865,45000,21088,21356,972,972,23644
6,737673,737690,743496,5823,17,5806,45000,21356,21620,965,965,23380
7,837720,837736,843489,5769,16,5753,45000,21620,21882,958,958,23118
8,937768,937784,943504,5736,16,5720,45000,21882,22141,951,951,22859
9,1037816,1037832,1043498,5682,16,5666,45000,22141,22397,944,944,22603
10,1137863,1137880,1143501,5638,17,5621,45000,22397,22649,937,937,22351
11,1237911,1237928,1243498,5587,17,5570,45000,22649,22899,931,931,22101
12,1337958,1337975,1343500,5542,17,5525,45000,22899,23147,924,924,21853
13,1438006,1438023,1443496,5490,17,5473,45000,23147,23391,917,917,21609
14,1538053,1538069,1543504,5451,16,5435,45000,23391,23632,911,911,21368
15,1638101,1638118,1643505,5404,17,5387,45000,23632,23871,905,905,21129
16,1738148,1738164,1743506,5358,16,5342,45000,23871,24107,898,898,20893
17,1838195,1838211,1843495,5300,16,5284,45000,24107,24340,892,892,20660
18,1938241,1938258,1943500,5259,17,5242,45000,24340,24571,886,886,20429
19,2038289,2038306,2043500,5211,17,5194,45000,24571,24799,879,879,20201
20,2138336,2138353,2143505,5169,17,5152,45000,24799,25024,873,873,19976
21,2238384,2238401,2243494,5110,17,5093,45000,25024,25247,867,867,19753
22,2338431,2338448,2343504,5073,17,5056,45000,25247,25467,861,861,19533
23,2438480,2438496,2443499,5019,16,5003,45000,25467,25685,856,856,19315
24,2538526,2538543,2543493,4967,17,4950,45000,25685,25900,850,850,19100
25,2638574,2638591,2643498,4924,17,4907,45000,25900,26113,844,844,18887
26,2738622,2738639,2743502,4880,17,4863,45000,26113,26323,838,838,18677
27,2838669,2838686,2843505,4836,17,4819,45000,26323,26531,833,833,18469
28,2938717,2938733,2943497,4780,16,4764,45000,26531,26736,827,827,18264
29,3038764,3038780,3043538,4774,16,4758,45000,26736,26940,822,822,18060
30,3138832,3138849,3143535,4703,17,4686,45000,26940,27140,816,816,17860
31,3238879,3238896,3243532,4653,17,4636,45000,27140,27339,811,811,17661
32,3338927,3338943,3343508,4581,16,4565,45000,27339,27535,806,806,17465
33,3438973,3438990,3443501,4528,17,4511,45000,27535,27729,801,801,17271
34,3539020,3539037,3543492,4472,17,4455,45000,27729,27921,795,795,17079
35,3639068,3639085,3643493,4425,17,4408,65000,27921,28169,1000,1000,36831
36,3739115,3739132,3743497,4382,17,4365,65000,28169,28417,1000,1000,36583
37,3839162,3839179,3843495,4333,17,4316,65000,28417,28663,1000,1000,36337
38,3939209,3939226,3943502,4293,17,4276,65000,28663,28908,1000,1000,36092
39,4039258,4039275,4043498,4240,17,4223,65000,28908,29153,1000,1000,35847
40,4139304,4139321,4143497,4193,17,4176,65000,29153,29396,1000,1000,35604
41,4239352,4239368,4243493,4141,16,4125,65000,29396,29638,1000,1000,35362
42,4339399,4339416,4343498,4099,17,4082,65000,29638,29880,1000,1000,35120
43,4439446,4439463,4443505,4059,17,4042,65000,29880,30120,1000,1000,34880
44,4539493,4539510,4543494,4001,17,3984,65000,30120,30360,1000,1000,34640
45,4639540,4639557,4643504,3964,17,3947,65000,30360,30598,1000,1000,34402
46,4739589,4739605,4743501,3912,16,3896,65000,30598,30836,1000,1000,34164
47,4839636,4839652,4843505,3869,16,3853,65000,30836,31073,1000,1000,33927
48,4939683,4939700,4943496,3813,17,3796,65000,31073,31308,1000,1000,33692
49,5039730,5039747,5043497,3767,17,3750,65000,31308,31543,1000,1000,33457
50,5139778,5139795,5143500,3722,17,3705,65000,31543,31777,1000,1000,33223
51,5239825,5239842,5243504,3679,17,3662,65000,31777,32010,1000,1000,32990
52,5339873,5339890,5343492,3619,17,3602,65000,32010,32242,1000,1000,32758
53,5439920,5439936,5443503,3583,16,3567,65000,32242,32473,1000,1000,32527
54,5539968,5539984,5543505,3537,16,3521,65000,32473,32703,1000,1000,32297
55,5640015,5640031,5643493,3478,16,3462,65000,32703,32932,1000,1000,32068
56,5740062,5740079,5743498,3436,17,3419,65000,32932,33160,1000,1000,31840
57,5840110,5840127,5843502,3392,17,3375,65000,33160,33388,1000,1000,31612
58,5940157,5940174,5943506,3349,17,3332,65000,33388,33614,1000,1000,31386
59,6040205,6040222,6043501,3296,17,3279,65000,33614,33840,1000,1000,31160
60,6140252,6140286,6143500,3248,34,3214,65000,33840,34064,1000,1000,30936
61,6240301,6240317,6243509,3208,16,3192,65000,34064,34288,1000,1000,30712
