sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,258269,258286,267722,9453,17,9436,45000,20000,20266,951,951,24734
2,358316,358333,365666,7350,17,7333,45000,20266,20543,992,992,24457
3,458361,458377,465703,7342,16,7326,45000,20543,20817,986,986,24183
4,558407,558424,565707,7300,17,7283,45000,20817,21088,979,979,23912
5,658452,658469,665703,7251,17,7234,45000,21088,21356,972,972,23644
6,758497,758514,765701,7204,17,7187,45000,21356,21620,965,965,23380
7,858542,858559,865696,7154,17,7137,45000,21620,21882,958,958,23118
8,958587,958603,965709,7122,16,7106,45000,21882,22141,951,951,22859
9,1058632,1058649,1065701,7069,17,7052,45000,22141,22397,944,944,22603
10,1158677,1158694,1165701,7024,17,7007,45000,22397,22649,937,937,22351
11,1258722,1258739,1265707,6985,17,6968,45000,22649,22899,931,931,22101
12,1358768,1358784,1365700,6932,16,6916,45000,22899,23147,924,924,21853
13,1458813,1458830,1465704,6891,17,6874,45000,23147,23391,917,917,21609
14,1558858,1558875,1565692,6834,17,6817,45000,23391,23632,911,911,21368
15,1658903,1658919,1665706,6803,16,6787,45000,23632,23871,905,905,21129
16,1758948,1758965,1765702,6754,17,6737,45000,23871,24107,898,898,20893
17,1858993,1859010,1865699,6706,17,6689,45000,24107,24340,892,892,20660
18,1959038,1959055,1965709,6671,17,6654,45000,24340,24571,886,886,20429
19,2059084,2059100,2065702,6618,16,6602,45000,24571,24799,879,879,20201
20,2159129,2159145,2165702,6573,16,6557,45000,24799,25024,873,873,19976
21,2259173,2259190,2265698,6525,17,6508,45000,25024,25247,867,867,19753
22,2359218,2359235,2365706,6488,17,6471,45000,25247,25467,861,861,19533
23,2459264,2459281,2465702,6438,17,6421,45000,25467,25685,856,856,19315
24,2559309,2559326,2565699,6390,17,6373,45000,25685,25900,850,850,19100
25,2659354,2659370,2665709,6355,16,6339,45000,25900,26113,844,844,18887
26,2759400,2759416,2765703,6303,16,6287,45000,26113,26323,838,838,18677
27,2859445,2859461,2865702,6257,16,6241,45000,26323,26531,833,833,18469
28,2959489,2959506,2965701,6212,17,6195,45000,26531,26736,827,827,18264
29,3059535,3059551,3065735,6200,16,6184,45000,26736,26940,822,822,18060
30,3159582,3159599,3165728,6146,17,6129,45000,26940,27140,816,816,17860
31,3259627,3259644,3265728,6101,17,6084,45000,27140,27339,811,811,17661
32,3359673,3359689,3365701,6028,16,6012,45000,27339,27535,806,806,17465
33,3459717,3459734,3465701,5984,17,5967,45000,27535,27729,801,801,17271
34,3559762,3559779,3565704,5942,17,5925,45000,27729,27921,795,795,17079
35,3659807,3659823,3665700,5893,16,5877,65000,27921,28169,1000,1000,36831
