sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,5309,5657,30323,25014,348,24666,45000,20000,25585,951,951,19415
2,105718,105735,112953,7235,17,7218,45000,25585,25563,0,0,19437
3,205765,205782,212976,7211,17,7194,45000,25563,25768,811,811,19232
4,305813,305830,312973,7160,17,7143,45000,25768,25981,845,845,19019
5,405859,405876,412981,7122,17,7105,45000,25981,26193,842,842,18807
6,505907,505924,512970,7063,17,7046,45000,26193,26403,836,836,18597
7,605953,605970,612964,7011,17,6994,45000,26403,26610,831,831,18390
8,706001,706017,712988,6987,16,6971,45000,26610,26814,825,825,18186
9,806049,806066,812974,6925,17,6908,45000,26814,27016,820,820,17984
10,906096,906112,912965,6869,16,6853,45000,27016,27216,814,814,17784
11,1006142,1006159,1012976,6834,17,6817,45000,27216,27414,809,809,17586
12,1106190,1106207,1112982,6792,17,6775,45000,27414,27609,804,804,17391
13,1206236,1206272,1212969,6733,36,6697,45000,27609,27803,799,799,17197
14,1306283,1306299,1312967,6684,16,6668,45000,27803,27994,793,793,17006
15,1406329,1406345,1412986,6657,16,6641,45000,27994,28182,788,788,16818
16,1506375,1506391,1512973,6598,16,6582,45000,28182,28369,783,783,16631
17,1606420,1606437,1612968,6548,17,6531,45000,28369,28553,778,778,16447
18,1706467,1706484,1712974,6507,17,6490,45000,28553,28736,774,774,16264
19,1806513,1806530,1812976,6463,17,6446,45000,28736,28916,769,769,16084
20,1906559,1906576,1912969,6410,17,6393,45000,28916,29094,764,764,15906
21,2006606,2006623,2012965,6359,17,6342,45000,29094,29270,759,759,15730
22,2106652,2106669,2112988,6336,17,6319,45000,29270,29444,754,754,15556
23,2206699,2206715,2212974,6275,16,6259,45000,29444,29617,750,750,15383
24,2306745,2306761,2312968,6223,16,6207,45000,29617,29787,745,745,15213
25,2406791,2406808,2412987,6196,17,6179,45000,29787,29955,741,741,15045
26,2506838,2506855,2512976,6138,17,6121,45000,29955,30121,736,736,14879
27,2606884,2606901,2612969,6085,17,6068,45000,30121,30286,732,732,14714
28,2706930,2706947,2712966,6036,17,6019,45000,30286,30448,727,727,14552
29,2806976,2806993,2813011,6035,17,6018,45000,30448,30609,723,723,14391
30,2907025,2907042,2913016,5991,17,5974,45000,30609,30768,719,719,14232
31,3007072,3007089,3013007,5935,17,5918,45000,30768,30925,715,715,14075
32,3107118,3107135,3112990,5872,17,5855,45000,30925,31080,710,710,13920
33,3207165,3207181,3212972,5807,16,5791,45000,31080,31233,706,706,13767
34,3307210,3307227,3312965,5755,17,5738,45000,31233,31385,702,702,13615
35,3407257,3407275,3412976,5719,18,5701,65000,31385,31619,1000,1000,33381
36,3507305,3507321,3512981,5676,16,5660,65000,31619,31853,1000,1000,33147
37,3607351,3607368,3612967,5616,17,5599,65000,31853,32086,1000,1000,32914
38,3707397,3707414,3712975,5578,17,5561,65000,32086,32317,1000,1000,32683
39,3807443,3807460,3812974,5531,17,5514,65000,32317,32548,1000,1000,32452
40,3907489,3907506,3912979,5490,17,5473,65000,32548,32778,1000,1000,32222
41,4007536,4007553,4012970,5434,17,5417,65000,32778,33007,1000,1000,31993
42,4107582,4107598,4112983,5401,16,5385,65000,33007,33235,1000,1000,31765
43,4207628,4207645,4212973,5345,17,5328,65000,33235,33462,1000,1000,31538
44,4307674,4307691,4312970,5296,17,5279,65000,33462,33688,1000,1000,31312
45,4407720,4407737,4412959,5239,17,5222,65000,33688,33913,1000,1000,31087
46,4507767,4507784,4512977,5210,17,5193,65000,33913,34137,1000,1000,30863
47,4607814,4607831,4612972,5158,17,5141,65000,34137,34361,1000,1000,30639
48,4707860,4707877,4712978,5118,17,5101,65000,34361,34583,1000,1000,30417
49,4807907,4807924,4812972,5065,17,5048,65000,34583,34805,1000,1000,30195
50,4907953,4907970,4912981,5028,17,5011,65000,34805,35026,1000,1000,29974
51,5007999,5008016,5012970,4971,17,4954,65000,35026,35246,1000,1000,29754
52,5108045,5108062,5112977,4932,17,4915,65000,35246,35465,1000,1000,29535
53,5208092,5208109,5212974,4882,17,4865,65000,35465,35683,1000,1000,29317
54,5308139,5308156,5312970,4831,17,4814,65000,35683,35900,1000,1000,29100
55,5408186,5408203,5412966,4780,17,4763,65000,35900,36117,1000,1000,28883
56,5508233,5508249,5512977,4744,16,4728,65000,36117,36332,1000,1000,28668
57,5608279,5608296,5612985,4706,17,4689,65000,36332,36547,1000,1000,28453
58,5708325,5708342,5712973,4648,17,4631,65000,36547,36761,1000,1000,28239
59,5808371,5808388,5812968,4597,17,4580,65000,36761,36974,1000,1000,28026
60,5908417,5908434,5912976,4559,17,4542,65000,36974,37186,1000,1000,27814
61,6008464,6008480,6012987,4523,16,4507,65000,37186,37397,1000,1000,27603
62,6108510,6108526,6112983,4473,16,4457,65000,37397,37607,1000,1000,27393
63,6208557,6208573,6212973,4416,16,4400,65000,37607,37817,1000,1000,27183
64,6308604,6308620,6312982,4378,16,4362,65000,37817,38026,1000,1000,26974
65,6408650,6408667,6412970,4320,17,4303,65000,38026,38234,1000,1000,26766
66,6508697,6508714,6512971,4274,17,4257,65000,38234,38441,1000,1000,26559
67,6608744,6608760,6612975,4231,16,4215,65000,38441,38647,1000,1000,26353
68,6708790,6708807,6712979,4189,17,4172,50000,38647,38773,716,716,11227
69,6808837,6808854,6812967,4130,17,4113,50000,38773,38893,698,698,11107
70,6908883,6908900,6912979,4096,17,4079,50000,38893,39012,694,694,10988
71,7008930,7008947,7012982,4052,17,4035,50000,39012,39129,691,691,10871
72,7108976,7108993,7112967,3991,17,3974,50000,39129,39245,688,688,10755
73,7209023,7209039,7212974,3951,16,3935,50000,39245,39360,685,685,10640
74,7309069,7309086,7312975,3906,17,3889,50000,39360,39474,682,682,10526
75,7409115,7409132,7412978,3863,17,3846,50000,39474,39586,679,679,10414
76,7509161,7509178,7512967,3806,17,3789,50000,39586,39697,676,676,10303
77,7609207,7609224,7612985,3778,17,3761,50000,39697,39807,673,673,10193
78,7709254,7709271,7712973,3719,17,3702,50000,39807,39915,670,670,10085
79,7809300,7809317,7812966,3666,17,3649,50000,39915,40022,667,667,9978
80,7909347,7909364,7915713,6366,17,6349,50000,40022,40128,664,664,9872
81,8009394,8009410,8012929,3535,16,3519,50000,40128,40232,661,661,9768
82,8109440,8109457,8112971,3531,17,3514,50000,40232,40336,659,659,9664
83,8209490,8209506,8212966,3476,16,3460,50000,40336,40438,656,656,9562
84,8309536,8309553,8312977,3441,17,3424,50000,40438,40539,653,653,9461
85,8409583,8409599,8412981,3398,16,3382,50000,40539,40640,651,651,9360
86,8509629,8509646,8512967,3338,17,3321,50000,40640,40738,648,648,9262
87,8609676,8609693,8612984,3308,17,3291,50000,40738,40836,645,645,9164
88,8709723,8709739,8712979,3256,16,3240,50000,40836,40933,643,643,9067
89,8809770,8809786,8812983,3213,16,3197,50000,40933,41028,640,640,8972
90,8909816,8909833,8912972,3156,17,3139,50000,41028,41123,638,638,8877
91,9009862,9009879,9012966,3104,17,3087,50000,41123,41216,635,635,8784
92,9109909,9109925,9112977,3068,16,3052,50000,41216,41309,633,633,8691
93,9209956,9209972,9212981,3025,16,3009,50000,41309,41400,630,630,8600
94,9310002,9310018,9312973,2971,16,2955,50000,41400,41490,628,628,8510
95,9410048,9410065,9412969,2921,17,2904,50000,41490,41579,625,625,8421
96,9510095,9510112,9512967,2872,17,2855,50000,41579,41667,623,623,8333
97,9610141,9610157,9612970,2829,16,2813,50000,41667,41754,621,621,8246
98,9710187,9710204,9713144,2957,17,2940,50000,41754,41840,618,618,8160
99,9810233,9810250,9813224,2991,17,2974,50000,41840,41925,616,616,8075
100,9910279,9910295,9919164,8885,16,8869,50000,41925,42010,614,614,7990
