sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,9118,9466,135742,126624,348,126276,45000,20000,20266,951,951,24734
2,139379,139395,144834,5455,16,5439,45000,20266,20543,992,992,24457
3,239776,239793,244883,5107,17,5090,45000,20543,20817,986,986,24183
4,339822,339839,344878,5056,17,5039,45000,20817,21088,979,979,23912
5,439869,439886,444873,5004,17,4987,45000,21088,21356,972,972,23644
6,539917,539933,544880,4963,16,4947,45000,21356,21620,965,965,23380
7,639965,639982,644882,4917,17,4900,45000,21620,21882,958,958,23118
8,740012,740028,744875,4863,16,4847,65000,21882,22155,1000,1000,42845
9,840058,840075,844867,4809,17,4792,65000,22155,22426,1000,1000,42574
10,940106,940123,944880,4774,17,4757,65000,22426,22696,1000,1000,42304
11,1040153,1040170,1044887,4734,17,4717,65000,22696,22965,1000,1000,42035
12,1140199,1140216,1144875,4676,17,4659,65000,22965,23234,1000,1000,41766
13,1240259,1240275,1244879,4620,16,4604,65000,23234,23501,1000,1000,41499
14,1340305,1340322,1344882,4577,17,4560,65000,23501,23767,1000,1000,41233
15,1440352,1440368,1444884,4532,16,4516,50000,23767,24032,1000,1000,25968
16,1540398,1540415,1544874,4476,17,4459,50000,24032,24295,1000,1000,25705
17,1640444,1640461,1644866,4422,17,4405,50000,24295,24558,1000,1000,25442
18,1740490,1740507,1744881,4391,17,4374,50000,24558,24820,1000,1000,25180
19,1840536,1840552,1844882,4346,16,4330,50000,24820,25081,1000,1000,24919
20,1940582,1940599,1944870,4288,17,4271,50000,25081,25340,1000,1000,24660
