sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,1584,19606,121362,119778,18022,101756,45000,20000,20266,951,951,24734
2,121929,122182,129280,7351,253,7098,45000,20266,20543,992,992,24457
3,221993,222209,229391,7398,216,7182,45000,20543,20817,986,986,24183
4,322063,322272,329438,7375,209,7166,45000,20817,21088,979,979,23912
5,422149,422357,429517,7368,208,7160,45000,21088,21356,972,972,23644
6,522236,522439,529580,7344,203,7141,45000,21356,21620,965,965,23380
7,622326,622528,629646,7320,202,7118,45000,21620,21882,958,958,23118
8,722416,722619,729722,7306,203,7103,45000,21882,22141,951,951,22859
9,822506,822711,829739,7233,205,7028,45000,22141,22397,944,944,22603
10,922559,922761,929748,7189,202,6987,45000,22397,22649,937,937,22351
11,1022611,1022812,1029739,7128,201,6927,45000,22649,22899,931,931,22101
12,1122663,1122864,1129743,7080,201,6879,45000,22899,23147,924,924,21853
13,1222715,1222916,1229733,7018,201,6817,45000,23147,23391,917,917,21609
14,1322767,1322969,1329745,6978,202,6776,45000,23391,23632,911,911,21368
15,1422820,1423020,1429742,6922,200,6722,45000,23632,23871,905,905,21129
16,1522872,1523073,1529740,6868,201,6667,45000,23871,24107,898,898,20893
17,1622924,1623127,1629745,6821,203,6618,45000,24107,24340,892,892,20660
18,1722977,1723177,1729745,6768,200,6568,45000,24340,24571,886,886,20429
19,1823029,1823229,1829739,6710,200,6510,45000,24571,24799,879,879,20201
20,1923081,1923281,1929737,6656,200,6456,45000,24799,25024,873,873,19976
21,2023133,2023335,2029743,6610,202,6408,45000,25024,25247,867,867,19753
22,2123185,2123386,2129744,6559,201,6358,45000,25247,25467,861,861,19533
23,2223237,2223438,2229738,6501,201,6300,45000,25467,25685,856,856,19315
24,2323289,2323489,2329749,6460,200,6260,45000,25685,25900,850,850,19100
25,2423342,2423543,2429738,6396,201,6195,45000,25900,26113,844,844,18887
26,2523393,2523595,2529741,6348,202,6146,45000,26113,26323,838,838,18677
27,2623446,2623646,2629739,6293,200,6093,45000,26323,26531,833,833,18469
28,2723498,2723698,2729751,6253,200,6053,45000,26531,26736,827,827,18264
