sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,5390,5406,109825,104435,16,104419,45000,20000,20140,500,500,24860
2,110359,110374,121974,11615,15,11600,45000,20140,20279,500,500,24721
3,210778,210794,222028,11250,16,11234,45000,20279,20418,500,500,24582
4,310824,310840,322023,11199,16,11183,45000,20418,20557,500,500,24443
5,410870,410887,422018,11148,17,11131,45000,20557,20694,500,500,24306
6,510918,510934,522008,11090,16,11074,45000,20694,20832,500,500,24168
7,610965,610981,622027,11062,16,11046,45000,20832,20968,500,500,24032
8,711012,711028,722031,11019,16,11003,45000,20968,21104,500,500,23896
9,811058,811074,822015,10957,16,10941,45000,21104,21240,500,500,23760
10,911104,911121,922025,10921,17,10904,45000,21240,21375,500,500,23625
11,1011153,1011169,1022031,10878,16,10862,45000,21375,21510,500,500,23490
12,1111200,1111217,1122019,10819,17,10802,45000,21510,21644,500,500,23356
13,1211248,1211265,1222010,10762,17,10745,45000,21644,21777,500,500,23223
14,1311296,1311312,1322029,10733,16,10717,45000,21777,21910,500,500,23090
15,1411344,1411360,1422030,10686,16,10670,45000,21910,22042,500,500,22958
16,1511392,1511408,1522017,10625,16,10609,45000,22042,22174,500,500,22826
17,1611440,1611456,1622025,10585,16,10569,45000,22174,22305,500,500,22695
18,1711487,1711504,1722031,10544,17,10527,45000,22305,22436,500,500,22564
19,1811535,1811551,1822018,10483,16,10467,45000,22436,22566,500,500,22434
20,1911583,1911599,1922014,10431,16,10415,45000,22566,22696,500,500,22304
21,2011630,2011646,2022036,10406,16,10390,45000,22696,22825,500,500,22175
22,2111678,2111694,2122021,10343,16,10327,45000,22825,22954,500,500,22046
23,2211726,2211742,2222016,10290,16,10274,45000,22954,23082,500,500,21918
24,2311773,2311790,2322034,10261,17,10244,45000,23082,23210,500,500,21790
25,2411821,2411837,2422024,10203,16,10187,45000,23210,23337,500,500,21663
26,2511868,2511884,2522030,10162,16,10146,45000,23337,23464,500,500,21536
27,2611916,2611932,2622018,10102,16,10086,45000,23464,23590,500,500,21410
28,2711963,2711979,2722030,10067,16,10051,45000,23590,23715,500,500,21285
29,2812011,2812027,2822024,10013,16,9997,45000,23715,23841,500,500,21159
30,2912059,2912075,2922029,9970,16,9954,45000,23841,23965,500,500,21035
31,3012107,3012123,3022017,9910,16,9894,45000,23965,24089,500,500,20911
32,3112154,3112171,3122067,9913,17,9896,45000,24089,24213,500,500,20787
33,3212202,3212218,3222062,9860,16,9844,45000,24213,24336,500,500,20664
34,3312250,3312266,3322058,9808,16,9792,45000,24336,24459,500,500,20541
35,3412298,3412314,3422032,9734,16,9718,45000,24459,24581,500,500,20419
36,3512358,3512374,3522017,9659,16,9643,45000,24581,24703,500,500,20297
37,3612407,3612423,3622025,9618,16,9602,45000,24703,24824,500,500,20176
38,3712455,3712471,3722023,9568,16,9552,45000,24824,24945,500,500,20055
39,3812502,3812518,3822018,9516,16,9500,45000,24945,25065,500,500,19935
40,3912549,3912566,3922025,9476,17,9459,45000,25065,25185,500,500,19815
41,4012597,4012614,4022021,9424,17,9407,45000,25185,25304,500,500,19696
42,4112644,4112661,4122032,9388,17,9371,45000,25304,25423,500,500,19577
43,4212692,4212709,4222020,9328,17,9311,45000,25423,25541,500,500,19459
44,4312739,4312756,4322012,9273,17,9256,45000,25541,25659,500,500,19341
45,4412787,4412803,4422028,9241,16,9225,45000,25659,25776,500,500,19224
46,4512835,4512851,4522026,9191,16,9175,45000,25776,25893,500,500,19107
47,4612883,4612899,4622017,9134,16,9118,45000,25893,26009,500,500,18991
48,4712931,4712947,4722029,9098,16,9082,45000,26009,26125,500,500,18875
49,4812979,4812995,4822024,9045,16,9029,45000,26125,26241,500,500,18759
50,4913026,4913042,4922028,9002,16,8986,45000,26241,26356,500,500,18644
51,5013074,5013090,5022016,8942,16,8926,45000,26356,26470,500,500,18530
52,5113120,5113136,5122024,8904,16,8888,45000,26470,26585,500,500,18415
53,5213168,5213184,5222020,8852,16,8836,45000,26585,26698,500,500,18302
54,5313214,5313231,5322018,8804,17,8787,45000,26698,26811,500,500,18189
55,5413262,5413278,5422032,8770,16,8754,45000,26811,26924,500,500,18076
56,5513310,5513326,5522024,8714,16,8698,45000,26924,27037,500,500,17963
57,5613358,5613374,5622016,8658,16,8642,45000,27037,27148,500,500,17852
58,5713404,5713421,5722026,8622,17,8605,45000,27148,27260,500,500,17740
59,5813453,5813469,5822030,8577,16,8561,45000,27260,27371,500,500,17629
60,5913500,5913517,5922023,8523,17,8506,45000,27371,27481,500,500,17519
61,6013548,6013564,6022018,8470,16,8454,45000,27481,27591,500,500,17409
62,6113596,6113613,6122015,8419,17,8402,45000,27591,27701,500,500,17299
63,6213644,6213661,6222045,8401,17,8384,45000,27701,27810,500,500,17190
64,6313709,6313725,6322030,8321,16,8305,45000,27810,27919,500,500,17081
65,6413757,6413773,6422024,8267,16,8251,45000,27919,28027,500,500,16973
66,6513804,6513820,6522032,8228,16,8212,45000,28027,28135,500,500,16865
67,6613852,6613868,6622019,8167,16,8151,45000,28135,28243,500,500,16757
68,6713899,6713915,6722016,8117,16,8101,45000,28243,28350,500,500,16650
69,6813947,6813963,6822034,8087,16,8071,45000,28350,28456,500,500,16544
70,6913996,6914012,6922021,8025,16,8009,45000,28456,28562,500,500,16438
71,7014044,7014060,7022015,7971,16,7955,45000,28562,28668,500,500,16332
72,7114092,7114108,7122032,7940,16,7924,45000,28668,28773,500,500,16227
73,7214140,7214156,7222022,7882,16,7866,45000,28773,28878,500,500,16122
74,7314187,7314203,7322028,7841,16,7825,45000,28878,28983,500,500,16017
75,7414235,7414251,7422018,7783,16,7767,45000,28983,29087,500,500,15913
76,7514282,7514298,7522027,7745,16,7729,45000,29087,29191,500,500,15809
77,7614331,7614347,7622021,7690,16,7674,45000,29191,29294,500,500,15706
78,7714378,7714394,7722014,7636,16,7620,45000,29294,29397,500,500,15603
79,7814426,7814442,7822023,7597,16,7581,45000,29397,29499,500,500,15501
80,7914474,7914490,7922030,7556,16,7540,45000,29499,29601,500,500,15399
81,8014521,8014538,8022018,7497,17,7480,45000,29601,29703,500,500,15297
82,8114570,8114586,8122026,7456,16,7440,45000,29703,29804,500,500,15196
83,8214618,8214634,8222023,7405,16,7389,45000,29804,29905,500,500,15095
84,8314665,8314681,8322020,7355,16,7339,45000,29905,30005,500,500,14995
85,8414714,8414730,8422016,7302,16,7286,45000,30005,30105,500,500,14895
86,8514761,8514777,8522021,7260,16,7244,45000,30105,30205,500,500,14795
87,8614809,8614825,8622022,7213,16,7197,45000,30205,30304,500,500,14696
88,8714857,8714873,8722029,7172,16,7156,45000,30304,30403,500,500,14597
89,8814905,8814921,8822017,7112,16,7096,45000,30403,30501,500,500,14499
90,8914952,8914968,8922039,7087,16,7071,45000,30501,30599,500,500,14401
91,9015001,9015017,9022028,7027,16,7011,45000,30599,30697,500,500,14303
92,9115048,9115064,9122032,6984,16,6968,45000,30697,30794,500,500,14206
93,9215096,9215112,9222020,6924,16,6908,45000,30794,30891,500,500,14109
94,9315143,9315159,9322014,6871,16,6855,45000,30891,30987,500,500,14013
95,9415191,9415207,9422037,6846,16,6830,45000,30987,31083,500,500,13917
96,9515240,9515256,9522030,6790,16,6774,45000,31083,31179,500,500,13821
97,9615287,9615303,9622031,6744,16,6728,45000,31179,31274,500,500,13726
98,9715335,9715352,9722019,6684,17,6667,45000,31274,31369,500,500,13631
99,9815383,9815399,9822015,6632,16,6616,45000,31369,31463,500,500,13537
100,9915431,9915447,9924868,9437,16,9421,45000,31463,31558,500,500,13442
101,10015480,10015496,10021972,6492,16,6476,45000,31558,31651,500,500,13349
102,10115529,10115545,10122018,6489,16,6473,45000,31651,31745,500,500,13255
103,10215578,10215594,10222022,6444,16,6428,45000,31745,31838,500,500,13162
104,10315626,10315642,10322022,6396,16,6380,45000,31838,31930,500,500,13070
105,10415673,10415689,10422027,6354,16,6338,45000,31930,32023,500,500,12977
106,10515722,10515738,10522014,6292,16,6276,45000,32023,32115,500,500,12885
107,10615769,10615785,10622025,6256,16,6240,45000,32115,32206,500,500,12794
108,10715818,10715834,10722020,6202,16,6186,45000,32206,32297,500,500,12703
109,10815865,10815881,10822028,6163,16,6147,45000,32297,32388,500,500,12612
110,10915913,10915929,10922023,6110,16,6094,45000,32388,32479,500,500,12521
111,11015960,11015976,11022020,6060,16,6044,45000,32479,32569,500,500,12431
112,11116007,11116023,11122017,6010,16,5994,45000,32569,32658,500,500,12342
113,11216054,11216070,11222026,5972,16,5956,45000,32658,32748,500,500,12252
114,11316121,11316137,11322023,5902,16,5886,45000,32748,32837,500,500,12163
115,11416168,11416184,11422018,5850,16,5834,45000,32837,32925,500,500,12075
116,11516215,11516232,11522026,5811,17,5794,45000,32925,33014,500,500,11986
117,11616264,11616279,11622021,5757,15,5742,45000,33014,33102,500,500,11898
118,11716310,11716327,11722022,5712,17,5695,45000,33102,33189,500,500,11811
119,11816358,11816374,11822027,5669,16,5653,45000,33189,33277,500,500,11723
120,11916406,11916422,11922015,5609,16,5593,45000,33277,33363,500,500,11637
121,12016454,12016470,12022042,5588,16,5572,45000,33363,33450,500,500,11550
122,12116518,12116534,12122029,5511,16,5495,45000,33450,33536,500,500,11464
123,12216565,12216581,12222035,5470,16,5454,45000,33536,33622,500,500,11378
124,12316614,12316630,12322024,5410,16,5394,45000,33622,33708,500,500,11292
125,12416660,12416676,12422025,5365,16,5349,45000,33708,33793,500,500,11207
126,12516708,12516724,12522024,5316,16,5300,45000,33793,33878,500,500,11122
127,12616755,12616771,12622034,5279,16,5263,45000,33878,33962,500,500,11038
128,12716804,12716820,12722024,5220,16,5204,45000,33962,34046,500,500,10954
129,12816851,12816867,12822028,5177,16,5161,45000,34046,34130,500,500,10870
130,12916899,12916915,12922015,5116,16,5100,45000,34130,34213,500,500,10787
131,13016960,13016976,13022024,5064,16,5048,45000,34213,34297,500,500,10703
132,13117006,13117022,13122018,5012,16,4996,45000,34297,34379,500,500,10621
133,13217052,13217068,13222014,4962,16,4946,45000,34379,34462,500,500,10538
134,13317098,13317115,13322023,4925,17,4908,45000,34462,34544,500,500,10456
135,13417145,13417161,13422030,4885,16,4869,45000,34544,34626,500,500,10374
136,13517192,13517208,13522018,4826,16,4810,45000,34626,34707,500,500,10293
