sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,5404,5789,110839,105435,385,105050,45000,20000,20266,951,951,24734
2,111375,111391,122168,10793,16,10777,45000,20266,20543,992,992,24457
3,211785,211802,222263,10478,17,10461,45000,20543,20817,986,986,24183
4,311832,311848,322358,10526,16,10510,45000,20817,21088,979,979,23912
5,411880,411896,422425,10545,16,10529,45000,21088,21356,972,972,23644
6,511926,511943,521515,9589,17,9572,45000,21356,21620,965,965,23380
7,611973,611990,621637,9664,17,9647,45000,21620,21882,958,958,23118
8,712020,712037,721566,9546,17,9529,45000,21882,22141,951,951,22859
9,812067,812084,821573,9506,17,9489,45000,22141,22397,944,944,22603
10,912115,912132,921590,9475,17,9458,45000,22397,22649,937,937,22351
11,1012162,1012179,1021582,9420,17,9403,45000,22649,22899,931,931,22101
12,1112209,1112226,1121586,9377,17,9360,45000,22899,23147,924,924,21853
13,1212257,1212274,1221574,9317,17,9300,45000,23147,23391,917,917,21609
14,1312304,1312320,1321592,9288,16,9272,45000,23391,23632,911,911,21368
15,1412352,1412369,1421578,9226,17,9209,45000,23632,23871,905,905,21129
16,1512400,1512417,1521577,9177,17,9160,45000,23871,24107,898,898,20893
17,1612447,1612464,1621573,9126,17,9109,45000,24107,24340,892,892,20660
18,1712495,1712512,1721579,9084,17,9067,45000,24340,24571,886,886,20429
19,1812542,1812559,1821585,9043,17,9026,45000,24571,24799,879,879,20201
20,1912589,1912606,1921573,8984,17,8967,45000,24799,25024,873,873,19976
21,2012637,2012653,2021593,8956,16,8940,45000,25024,25247,867,867,19753
22,2112685,2112701,2121579,8894,16,8878,45000,25247,25467,861,861,19533
23,2212732,2212749,2221573,8841,17,8824,45000,25467,25685,856,856,19315
24,2312780,2312797,2321591,8811,17,8794,45000,25685,25900,850,850,19100
25,2412828,2412845,2421580,8752,17,8735,45000,25900,26113,844,844,18887
26,2512875,2512892,2521573,8698,17,8681,45000,26113,26323,838,838,18677
27,2612923,2612940,2621571,8648,17,8631,45000,26323,26531,833,833,18469
28,2712971,2712988,2721596,8625,17,8608,45000,26531,26736,827,827,18264
29,2813020,2813037,2821582,8562,17,8545,45000,26736,26940,822,822,18060
30,2913067,2913084,2921584,8517,17,8500,45000,26940,27140,816,816,17860
31,3013116,3013133,3021572,8456,17,8439,45000,27140,27339,811,811,17661
32,3113163,3113180,3121623,8460,17,8443,45000,27339,27535,806,806,17465
33,3213213,3213230,3221620,8407,17,8390,45000,27535,27729,801,801,17271
34,3313261,3313277,3321612,8351,16,8335,45000,27729,27921,795,795,17079
35,3413308,3413325,3421578,8270,17,8253,45000,27921,28110,790,790,16890
36,3513355,3513372,3521575,8220,17,8203,45000,28110,28298,785,785,16702
37,3613403,3613419,3621579,8176,16,8160,45000,28298,28483,780,780,16517
38,3713451,3713467,3721578,8127,16,8111,45000,28483,28666,775,775,16334
39,3813498,3813515,3821574,8076,17,8059,45000,28666,28847,770,770,16153
40,3913546,3913562,3921571,8025,16,8009,45000,28847,29026,766,766,15974
41,4013593,4013609,4021578,7985,16,7969,45000,29026,29203,761,761,15797
42,4113641,4113657,4121586,7945,16,7929,45000,29203,29378,756,756,15622
43,4213689,4213706,4221574,7885,17,7868,45000,29378,29551,752,752,15449
44,4313736,4313753,4321568,7832,17,7815,45000,29551,29722,747,747,15278
45,4413783,4413800,4421585,7802,17,7785,45000,29722,29891,742,742,15109
46,4513831,4513847,4521587,7756,16,7740,45000,29891,30058,738,738,14942
47,4613879,4613895,4621572,7693,16,7677,45000,30058,30223,733,733,14777
48,4713926,4713943,4721579,7653,17,7636,45000,30223,30386,729,729,14614
49,4813974,4813991,4821587,7613,17,7596,45000,30386,30548,725,725,14452
50,4914021,4914038,4921576,7555,17,7538,45000,30548,30707,720,720,14293
51,5014069,5014086,5021569,7500,17,7483,45000,30707,30865,716,716,14135
52,5114116,5114133,5121583,7467,17,7450,45000,30865,31021,712,712,13979
53,5214166,5214183,5221588,7422,17,7405,45000,31021,31175,708,708,13825
54,5314213,5314230,5321573,7360,17,7343,45000,31175,31327,704,704,13673
55,5414261,5414278,5421579,7318,17,7301,45000,31327,31478,700,700,13522
56,5514308,5514325,5521587,7279,17,7262,45000,31478,31627,696,696,13373
57,5614358,5614374,5621574,7216,16,7200,45000,31627,31774,692,692,13226
58,5714405,5714422,5721569,7164,17,7147,45000,31774,31920,688,688,13080
59,5814453,5814470,5821587,7134,17,7117,45000,31920,32063,684,684,12937
60,5914501,5914518,5921591,7090,17,7073,45000,32063,32206,680,680,12794
61,6014548,6014565,6021577,7029,17,7012,45000,32206,32346,676,676,12654
62,6114595,6114612,6121574,6979,17,6962,45000,32346,32485,673,673,12515
63,6214643,6214659,6221590,6947,16,6931,45000,32485,32622,669,669,12378
64,6314691,6314708,6321584,6893,17,6876,45000,32622,32758,665,665,12242
65,6414739,6414755,6421592,6853,16,6837,45000,32758,32893,662,662,12107
66,6514787,6514804,6521580,6793,17,6776,45000,32893,33025,658,658,11975
67,6614834,6614851,6621574,6740,17,6723,45000,33025,33156,655,655,11844
