sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,1303,24348,139046,137743,23045,114698,45000,20000,20266,951,951,24734
2,139600,141733,151202,11602,2133,9469,45000,20266,20543,991,991,24457
3,239657,241685,251243,11586,2028,9558,45000,20543,20817,986,986,24183
4,339710,341632,351233,11523,1922,9601,45000,20817,21087,979,979,23913
5,439761,441649,451231,11470,1888,9582,45000,21087,21355,972,972,23645
6,539810,541631,551227,11417,1821,9596,45000,21355,21620,965,965,23380
7,639860,641652,651240,11380,1792,9588,45000,21620,21882,958,958,23118
8,739909,741699,751225,11316,1790,9526,45000,21882,22141,951,951,22859
9,839959,841750,851232,11273,1791,9482,45000,22141,22396,944,944,22604
10,940009,941805,951236,11227,1796,9431,45000,22396,22649,938,938,22351
11,1040060,1041854,1051236,11176,1794,9382,45000,22649,22899,931,931,22101
12,1140110,1141910,1151228,11118,1800,9318,45000,22899,23147,924,924,21853
13,1240159,1241963,1251233,11074,1804,9270,45000,23147,23391,917,917,21609
14,1340209,1342008,1351241,11032,1799,9233,45000,23391,23632,911,911,21368
15,1440258,1442052,1450267,10009,1794,8215,45000,23632,23871,904,904,21129
16,1540308,1542102,1550334,10026,1794,8232,45000,23871,24107,898,898,20893
17,1640358,1642156,1650265,9907,1798,8109,45000,24107,24340,892,892,20660
18,1740431,1742224,1750261,9830,1793,8037,45000,24340,24571,885,885,20429
19,1840481,1842273,1850267,9786,1792,7994,45000,24571,24798,879,879,20202
20,1940532,1942313,1950254,9722,1781,7941,45000,24798,25024,874,874,19976
21,2040592,2042350,2050272,9680,1758,7922,45000,25024,25247,867,867,19753
22,2140646,2142406,2150265,9619,1760,7859,45000,25247,25467,861,861,19533
23,2240695,2242454,2250260,9565,1759,7806,45000,25467,25684,855,855,19316
24,2340744,2342505,2350269,9525,1761,7764,45000,25684,25900,850,850,19100
25,2440794,2442554,2450277,9483,1760,7723,45000,25900,26112,844,844,18888
26,2540843,2542600,2550265,9422,1757,7665,45000,26112,26322,838,838,18678
27,2640893,2642654,2650262,9369,1761,7608,45000,26322,26530,833,833,18470
28,2740942,2742700,2750291,9349,1758,7591,45000,26530,26736,827,827,18264
29,2841010,2842773,2850271,9261,1763,7498,45000,26736,26939,822,822,18061
30,2941059,2942818,2950262,9203,1759,7444,45000,26939,27140,816,816,17860
31,3041109,3042865,3050256,9147,1756,7391,45000,27140,27338,811,811,17662
32,3141158,3142918,3150306,9148,1760,7388,45000,27338,27535,806,806,17465
33,3241210,3242970,3250307,9097,1760,7337,45000,27535,27728,800,800,17272
34,3341261,3343010,3350294,9033,1749,7284,45000,27728,27920,795,795,17080
35,3441310,3443060,3450269,8959,1750,7209,45000,27920,28110,790,790,16890
36,3541359,3543112,3550260,8901,1753,7148,45000,28110,28297,785,785,16703
37,3641410,3643160,3650261,8851,1750,7101,45000,28297,28482,780,780,16518
38,3741460,3743204,3750279,8819,1744,7075,45000,28482,28665,775,775,16335
39,3841509,3843252,3850266,8757,1743,7014,45000,28665,28847,771,771,16153
40,3941558,3943294,3950262,8704,1736,6968,45000,28847,29025,765,765,15975
41,4041624,4043337,4050263,8639,1713,6926,45000,29025,29202,761,761,15798
42,4141657,4143374,4150268,8611,1717,6894,45000,29202,29377,756,756,15623
43,4241706,4243420,4250261,8555,1714,6841,45000,29377,29550,751,751,15450
44,4341755,4343468,4350257,8502,1713,6789,45000,29550,29721,747,747,15279
45,4441805,4443517,4450265,8460,1712,6748,45000,29721,29890,742,742,15110
46,4541854,4543568,4550267,8413,1714,6699,45000,29890,30057,738,738,14943
47,4641903,4643618,4650269,8366,1715,6651,45000,30057,30222,733,733,14778
48,4741953,4743671,4750264,8311,1718,6593,45000,30222,30385,729,729,14615
49,4842001,4843714,4850277,8276,1713,6563,45000,30385,30547,725,725,14453
50,4942051,4943766,4950266,8215,1715,6500,45000,30547,30706,720,720,14294
51,5042100,5043813,5050261,8161,1713,6448,45000,30706,30864,716,716,14136
52,5142149,5143865,5150270,8121,1716,6405,45000,30864,31020,712,712,13980
53,5242198,5243911,5250263,8065,1713,6352,45000,31020,31174,708,708,13826
54,5342247,5343958,5350263,8016,1711,6305,45000,31174,31326,704,704,13674
