policy,step,elapsed_ms,setpoint_milli_c,measured_milli_c,actuator_permille,error_milli_c
manual-fixed,1747,174800,50000,54850,500,-4850
manual-fixed,1748,174900,50000,54851,500,-4851
manual-fixed,1749,175000,50000,54851,500,-4851
manual-fixed,1750,175100,50000,54852,500,-4852
manual-fixed,1751,175200,50000,54853,500,-4853
manual-fixed,1752,175300,50000,54853,500,-4853
manual-fixed,1753,175400,50000,54854,500,-4854
manual-fixed,1754,175500,50000,54854,500,-4854
manual-fixed,1755,175600,50000,54855,500,-4855
manual-fixed,1756,175700,50000,54856,500,-4856
manual-fixed,1757,175800,50000,54856,500,-4856
manual-fixed,1758,175900,50000,54857,500,-4857
manual-fixed,1759,176000,50000,54857,500,-4857
manual-fixed,1760,176100,50000,54858,500,-4858
manual-fixed,1761,176200,50000,54858,500,-4858
manual-fixed,1762,176300,50000,54859,500,-4859
manual-fixed,1763,176400,50000,54860,500,-4860
manual-fixed,1764,176500,50000,54860,500,-4860
manual-fixed,1765,176600,50000,54861,500,-4861
manual-fixed,1766,176700,50000,54861,500,-4861
manual-fixed,1767,176800,50000,54862,500,-4862
manual-fixed,1768,176900,50000,54862,500,-4862
manual-fixed,1769,177000,50000,54863,500,-4863
manual-fixed,1770,177100,50000,54863,500,-4863
manual-fixed,1771,177200,50000,54864,500,-4864
manual-fixed,1772,177300,50000,54865,500,-4865
manual-fixed,1773,177400,50000,54865,500,-4865
manual-fixed,1774,177500,50000,54866,500,-4866
manual-fixed,1775,177600,50000,54866,500,-4866
manual-fixed,1776,177700,50000,54867,500,-4867
manual-fixed,1777,177800,50000,54867,500,-4867
manual-fixed,1778,177900,50000,54868,500,-4868
manual-fixed,1779,178000,50000,54868,500,-4868
manual-fixed,1780,178100,50000,54869,500,-4869
manual-fixed,1781,178200,50000,54869,500,-4869
manual-fixed,1782,178300,50000,54870,500,-4870
manual-fixed,1783,178400,50000,54870,500,-4870
manual-fixed,1784,178500,50000,54871,500,-4871
manual-fixed,1785,178600,50000,54871,500,-4871
manual-fixed,1786,178700,50000,54872,500,-4872
manual-fixed,1787,178800,50000,54872,500,-4872
manual-fixed,1788,178900,50000,54873,500,-4873
manual-fixed,1789,179000,50000,54873,500,-4873
manual-fixed,1790,179100,50000,54874,500,-4874
manual-fixed,1791,179200,50000,54875,500,-4875
manual-fixed,1792,179300,50000,54875,500,-4875
manual-fixed,1793,179400,50000,54876,500,-4876
manual-fixed,1794,179500,50000,54876,500,-4876
manual-fixed,1795,179600,50000,54877,500,-4877
manual-fixed,1796,179700,50000,54877,500,-4877
manual-fixed,1797,179800,50000,54877,500,-4877
manual-fixed,1798,179900,50000,54878,500,-4878
manual-fixed,1799,180000,50000,54878,500,-4878
neural,0,100,45000,20266,951,24734
neural,1,200,45000,20543,992,24457
neural,2,300,45000,20817,986,24183
neural,3,400,45000,21088,979,23912
neural,4,500,45000,21356,972,23644
neural,5,600,45000,21620,965,23380
neural,6,700,45000,21882,958,23118
neural,7,800,45000,22141,951,22859
neural,8,900,45000,22397,944,22603
neural,9,1000,45000,22649,937,22351
neural,10,1100,45000,22899,931,22101
neural,11,1200,45000,23147,924,21853
neural,12,1300,45000,23391,917,21609
neural,13,1400,45000,23632,911,21368
neural,14,1500,45000,23871,905,21129
neural,15,1600,45000,24107,898,20893
neural,16,1700,45000,24340,892,20660
neural,17,1800,45000,24571,886,20429
neural,18,1900,45000,24799,879,20201
neural,19,2000,45000,25024,873,19976
neural,20,2100,45000,25247,867,19753
neural,21,2200,45000,25467,861,19533
neural,22,2300,45000,25685,856,19315
neural,23,2400,45000,25900,850,19100
neural,24,2500,45000,26113,844,18887
neural,25,2600,45000,26323,838,18677
neural,26,2700,45000,26531,833,18469
neural,27,2800,45000,26736,827,18264
neural,28,2900,45000,26940,822,18060
neural,29,3000,45000,27140,816,17860
neural,30,3100,45000,27339,811,17661
neural,31,3200,45000,27535,806,17465
neural,32,3300,45000,27729,801,17271
neural,33,3400,45000,27921,795,17079
neural,34,3500,45000,28110,790,16890
neural,35,3600,45000,28298,785,16702
neural,36,3700,45000,28483,780,16517
neural,37,3800,45000,28666,775,16334
neural,38,3900,45000,28847,770,16153
neural,39,4000,45000,29026,766,15974
neural,40,4100,45000,29203,761,15797
neural,41,4200,45000,29378,756,15622
neural,42,4300,45000,29551,752,15449
neural,43,4400,45000,29722,747,15278
neural,44,4500,45000,29891,742,15109
neural,45,4600,45000,30058,738,14942
neural,46,4700,45000,30223,733,14777
neural,47,4800,45000,30386,729,14614
neural,48,4900,45000,30548,725,14452
neural,49,5000,45000,30707,720,14293
neural,50,5100,45000,30865,716,14135
neural,51,5200,45000,31021,712,13979
neural,52,5300,45000,31175,708,13825
neural,53,5400,45000,31327,704,13673
neural,54,5500,45000,31478,700,13522
neural,55,5600,45000,31627,696,13373
neural,56,5700,45000,31774,692,13226
neural,57,5800,45000,31920,688,13080
neural,58,5900,45000,32063,684,12937
neural,59,6000,45000,32206,680,12794
neural,60,6100,45000,32346,676,12654
neural,61,6200,45000,32485,673,12515
neural,62,6300,45000,32622,669,12378
neural,63,6400,45000,32758,665,12242
neural,64,6500,45000,32893,662,12107
neural,65,6600,45000,33025,658,11975
neural,66,6700,45000,33156,655,11844
neural,67,6800,45000,33286,651,11714
neural,68,6900,45000,33414,648,11586
neural,69,7000,45000,33541,644,11459
neural,70,7100,45000,33666,641,11334
neural,71,7200,45000,33790,638,11210
neural,72,7300,45000,33913,634,11087
neural,73,7400,45000,34034,631,10966
neural,74,7500,45000,34153,628,10847
neural,75,7600,45000,34272,625,10728
neural,76,7700,45000,34389,621,10611
neural,77,7800,45000,34504,618,10496
neural,78,7900,45000,34618,615,10382
neural,79,8000,45000,34731,612,10269
neural,80,8100,45000,34843,609,10157
neural,81,8200,45000,34953,606,10047
neural,82,8300,45000,35062,603,9938
neural,83,8400,45000,35170,600,9830
neural,84,8500,45000,35276,597,9724
neural,85,8600,45000,35382,595,9618
neural,86,8700,45000,35486,592,9514
neural,87,8800,45000,35589,589,9411
neural,88,8900,45000,35691,586,9309
neural,89,9000,45000,35792,584,9208
neural,90,9100,45000,35891,581,9109
neural,91,9200,45000,35989,578,9011
neural,92,9300,45000,36087,576,8913
neural,93,9400,45000,36183,573,8817
neural,94,9500,45000,36278,571,8722
neural,95,9600,45000,36372,568,8628
neural,96,9700,45000,36465,565,8535
neural,97,9800,45000,36556,563,8444
neural,98,9900,45000,36647,561,8353
neural,99,10000,45000,36737,558,8263
neural,100,10100,45000,36826,556,8174
neural,101,10200,45000,36913,553,8087
neural,102,10300,45000,37000,551,8000
neural,103,10400,45000,37085,549,7915
neural,104,10500,45000,37170,547,7830
neural,105,10600,45000,37254,544,7746
neural,106,10700,45000,37337,542,7663
neural,107,10800,45000,37419,540,7581
neural,108,10900,45000,37499,538,7501
neural,109,11000,45000,37580,536,7420
neural,110,11100,45000,37658,533,7342
neural,111,11200,45000,37737,531,7263
neural,112,11300,45000,37814,529,7186
neural,113,11400,45000,37890,527,7110
neural,114,11500,45000,37965,525,7035
neural,115,11600,45000,38040,523,6960
neural,116,11700,45000,38114,521,6886
neural,117,11800,45000,38187,519,6813
neural,118,11900,45000,38259,517,6741
neural,119,12000,45000,38330,515,6670
neural,120,12100,45000,38400,513,6600
neural,121,12200,45000,38470,512,6530
neural,122,12300,45000,38539,510,6461
neural,123,12400,45000,38607,508,6393
neural,124,12500,45000,38674,506,6326
neural,125,12600,45000,38741,504,6259
neural,126,12700,45000,38806,502,6194
neural,127,12800,45000,38871,501,6129
neural,128,12900,45000,38935,499,6065
neural,129,13000,45000,38999,497,6001
neural,130,13100,45000,39061,495,5939
neural,131,13200,45000,39124,494,5876
neural,132,13300,45000,39185,492,5815
neural,133,13400,45000,39246,491,5754
neural,134,13500,45000,39305,489,5695
neural,135,13600,45000,39365,488,5635
neural,136,13700,45000,39424,486,5576
neural,137,13800,45000,39481,484,5519
neural,138,13900,45000,39539,483,5461
neural,139,14000,45000,39595,481,5405
neural,140,14100,45000,39651,480,5349
neural,141,14200,45000,39706,478,5294
neural,142,14300,45000,39761,477,5239
neural,143,14400,45000,39815,475,5185
neural,144,14500,45000,39869,474,5131
neural,145,14600,45000,39921,472,5079
neural,146,14700,45000,39973,471,5027
neural,147,14800,45000,40025,470,4975
neural,148,14900,45000,40076,468,4924
neural,149,15000,45000,40127,467,4873
neural,150,15100,45000,40176,465,4824
neural,151,15200,45000,40225,464,4775
neural,152,15300,45000,40274,463,4726
neural,153,15400,45000,40322,462,4678
neural,154,15500,45000,40370,460,4630
neural,155,15600,45000,40417,459,4583
neural,156,15700,45000,40464,458,4536
neural,157,15800,45000,40510,457,4490
neural,158,15900,45000,40555,455,4445
neural,159,16000,45000,40600,454,4400
neural,160,16100,45000,40644,453,4356
neural,161,16200,45000,40688,452,4312
neural,162,16300,45000,40732,451,4268
neural,163,16400,45000,40775,449,4225
neural,164,16500,45000,40817,448,4183
neural,165,16600,45000,40859,447,4141
neural,166,16700,45000,40900,446,4100
neural,167,16800,45000,40941,445,4059
neural,168,16900,45000,40982,444,4018
neural,169,17000,45000,41022,443,3978
neural,170,17100,45000,41062,442,3938
neural,171,17200,45000,41101,441,3899
neural,172,17300,45000,41140,440,3860
neural,173,17400,45000,41178,439,3822
neural,174,17500,45000,41216,438,3784
neural,175,17600,45000,41254,437,3746
neural,176,17700,45000,41291,436,3709
neural,177,17800,45000,41327,435,3673
neural,178,17900,45000,41363,434,3637
neural,179,18000,45000,41399,433,3601
neural,180,18100,45000,41435,432,3565
neural,181,18200,45000,41470,431,3530
neural,182,18300,45000,41504,430,3496
neural,183,18400,45000,41538,429,3462
neural,184,18500,45000,41572,428,3428
neural,185,18600,45000,41605,427,3395
neural,186,18700,45000,41638,426,3362
neural,187,18800,45000,41670,425,3330
neural,188,18900,45000,41703,425,3297
neural,189,19000,45000,41735,424,3265
neural,190,19100,45000,41766,423,3234
neural,191,19200,45000,41797,422,3203
neural,192,19300,45000,41828,421,3172
neural,193,19400,45000,41858,420,3142
neural,194,19500,45000,41888,420,3112
neural,195,19600,45000,41918,419,3082
neural,196,19700,45000,41948,418,3052
neural,197,19800,45000,41977,417,3023
neural,198,19900,45000,42005,416,2995
neural,199,20000,45000,42034,416,2966
neural,200,20100,45000,42062,415,2938
neural,201,20200,45000,42089,414,2911
neural,202,20300,45000,42117,413,2883
neural,203,20400,45000,42143,412,2857
neural,204,20500,45000,42170,412,2830
neural,205,20600,45000,42197,411,2803
neural,206,20700,45000,42223,410,2777
neural,207,20800,45000,42249,410,2751
neural,208,20900,45000,42274,409,2726
neural,209,21000,45000,42300,409,2700
neural,210,21100,45000,42325,408,2675
neural,211,21200,45000,42349,407,2651
neural,212,21300,45000,42374,407,2626
neural,213,21400,45000,42398,406,2602
neural,214,21500,45000,42422,405,2578
neural,215,21600,45000,42445,404,2555
neural,216,21700,45000,42469,404,2531
neural,217,21800,45000,42492,403,2508
neural,218,21900,45000,42514,403,2486
neural,219,22000,45000,42537,402,2463
neural,220,22100,45000,42559,401,2441
neural,221,22200,45000,42581,401,2419
neural,222,22300,45000,42603,400,2397
neural,223,22400,45000,42624,400,2376
neural,224,22500,45000,42646,399,2354
neural,225,22600,45000,42666,398,2334
neural,226,22700,45000,42687,398,2313
neural,227,22800,45000,42708,397,2292
neural,228,22900,45000,42728,397,2272
neural,229,23000,45000,42748,396,2252
neural,230,23100,45000,42768,396,2232
neural,231,23200,45000,42787,395,2213
neural,232,23300,45000,42807,395,2193
neural,233,23400,45000,42826,394,2174
neural,234,23500,45000,42845,394,2155
neural,235,23600,45000,42864,393,2136
neural,236,23700,45000,42882,393,2118
neural,237,23800,45000,42900,392,2100
neural,238,23900,45000,42919,392,2081
neural,239,24000,45000,42936,391,2064
neural,240,24100,45000,42954,391,2046
neural,241,24200,45000,42971,390,2029
neural,242,24300,45000,42989,390,2011
neural,243,24400,45000,43006,389,1994
neural,244,24500,45000,43023,389,1977
neural,245,24600,45000,43039,388,1961
neural,246,24700,45000,43056,388,1944
neural,247,24800,45000,43072,388,1928
neural,248,24900,45000,43088,387,1912
neural,249,25000,45000,43104,387,1896
neural,250,25100,45000,43120,386,1880
neural,251,25200,45000,43135,386,1865
neural,252,25300,45000,43151,386,1849
neural,253,25400,45000,43166,385,1834
neural,254,25500,45000,43181,385,1819
neural,255,25600,45000,43196,384,1804
neural,256,25700,45000,43211,384,1789
neural,257,25800,45000,43225,383,1775
neural,258,25900,45000,43240,383,1760
neural,259,26000,45000,43254,383,1746
neural,260,26100,45000,43268,382,1732
neural,261,26200,45000,43282,382,1718
neural,262,26300,45000,43295,382,1705
neural,263,26400,45000,43309,381,1691
neural,264,26500,45000,43322,381,1678
neural,265,26600,45000,43336,381,1664
neural,266,26700,45000,43349,380,1651
neural,267,26800,45000,43362,380,1638
neural,268,26900,45000,43375,379,1625
neural,269,27000,45000,43387,379,1613
neural,270,27100,45000,43400,379,1600
neural,271,27200,45000,43412,378,1588
neural,272,27300,45000,43424,378,1576
neural,273,27400,45000,43436,378,1564
neural,274,27500,45000,43448,378,1552
neural,275,27600,45000,43460,377,1540
neural,276,27700,45000,43472,377,1528
neural,277,27800,45000,43484,377,1516
neural,278,27900,45000,43495,376,1505
neural,279,28000,45000,43506,376,1494
neural,280,28100,45000,43517,376,1483
neural,281,28200,45000,43528,375,1472
neural,282,28300,45000,43539,375,1461
neural,283,28400,45000,43550,375,1450
neural,284,28500,45000,43561,374,1439
neural,285,28600,45000,43571,374,1429
neural,286,28700,45000,43582,374,1418
neural,287,28800,45000,43592,374,1408
neural,288,28900,45000,43602,373,1398
neural,289,29000,45000,43612,373,1388
neural,290,29100,45000,43622,373,1378
neural,291,29200,45000,43632,373,1368
neural,292,29300,45000,43642,372,1358
neural,293,29400,45000,43651,372,1349
neural,294,29500,45000,43661,372,1339
neural,295,29600,45000,43670,371,1330
neural,296,29700,45000,43679,371,1321
neural,297,29800,45000,43688,371,1312
neural,298,29900,45000,43698,371,1302
neural,299,30000,45000,43706,370,1294
neural,300,30100,45000,43715,370,1285
neural,301,30200,45000,43724,370,1276
neural,302,30300,45000,43733,370,1267
neural,303,30400,45000,43741,370,1259
neural,304,30500,45000,43750,370,1250
neural,305,30600,45000,43758,369,1242
neural,306,30700,45000,43766,369,1234
neural,307,30800,45000,43775,369,1225
neural,308,30900,45000,43783,368,1217
neural,309,31000,45000,43791,368,1209
neural,310,31100,45000,43798,368,1202
neural,311,31200,45000,43806,368,1194
neural,312,31300,45000,43814,368,1186
neural,313,31400,45000,43822,367,1178
neural,314,31500,45000,43829,367,1171
neural,315,31600,45000,43837,367,1163
neural,316,31700,45000,43844,367,1156
neural,317,31800,45000,43851,367,1149
neural,318,31900,45000,43859,367,1141
neural,319,32000,45000,43866,366,1134
neural,320,32100,45000,43873,366,1127
neural,321,32200,45000,43880,366,1120
neural,322,32300,45000,43887,366,1113
neural,323,32400,45000,43894,366,1106
neural,324,32500,45000,43900,365,1100
neural,325,32600,45000,43907,365,1093
neural,326,32700,45000,43913,365,1087
neural,327,32800,45000,43920,365,1080
neural,328,32900,45000,43926,365,1074
neural,329,33000,45000,43933,365,1067
neural,330,33100,45000,43939,364,1061
neural,331,33200,45000,43945,364,1055
neural,332,33300,45000,43951,364,1049
neural,333,33400,45000,43958,364,1042
neural,334,33500,45000,43963,363,1037
neural,335,33600,45000,43969,364,1031
neural,336,33700,45000,43975,363,1025
neural,337,33800,45000,43981,363,1019
neural,338,33900,45000,43987,363,1013
neural,339,34000,45000,43992,363,1008
neural,340,34100,45000,43998,363,1002
neural,341,34200,45000,44004,363,996
neural,342,34300,45000,44009,362,991
neural,343,34400,45000,44014,362,986
neural,344,34500,45000,44020,362,980
neural,345,34600,45000,44025,362,975
neural,346,34700,45000,44030,362,970
neural,347,34800,45000,44035,362,965
neural,348,34900,45000,44041,362,959
neural,349,35000,45000,44046,361,954
neural,350,35100,45000,44050,361,950
neural,351,35200,45000,44055,361,945
neural,352,35300,45000,44060,361,940
neural,353,35400,45000,44065,361,935
neural,354,35500,45000,44070,361,930
neural,355,35600,45000,44075,361,925
neural,356,35700,45000,44079,361,921
neural,357,35800,45000,44084,361,916
neural,358,35900,45000,44089,360,911
neural,359,36000,45000,44093,360,907
neural,360,36100,45000,44098,360,902
neural,361,36200,45000,44102,360,898
neural,362,36300,45000,44106,360,894
neural,363,36400,45000,44111,360,889
neural,364,36500,45000,44115,359,885
neural,365,36600,45000,44119,359,881
neural,366,36700,45000,44123,359,877
neural,367,36800,45000,44127,359,873
neural,368,36900,45000,44131,359,869
neural,369,37000,45000,44135,359,865
neural,370,37100,45000,44139,359,861
neural,371,37200,45000,44143,359,857
neural,372,37300,45000,44147,359,853
neural,373,37400,45000,44151,359,849
neural,374,37500,45000,44155,359,845
neural,375,37600,45000,44158,358,842
neural,376,37700,45000,44162,358,838
neural,377,37800,45000,44166,358,834
neural,378,37900,45000,44169,358,831
neural,379,38000,45000,44173,358,827
neural,380,38100,45000,44176,358,824
neural,381,38200,45000,44180,358,820
neural,382,38300,45000,44183,358,817
neural,383,38400,45000,44187,358,813
neural,384,38500,45000,44190,357,810
neural,385,38600,45000,44193,357,807
neural,386,38700,45000,44196,357,804
neural,387,38800,45000,44200,357,800
neural,388,38900,45000,44203,357,797
neural,389,39000,45000,44206,357,794
neural,390,39100,45000,44209,357,791
neural,391,39200,45000,44212,357,788
neural,392,39300,45000,44215,357,785
neural,393,39400,45000,44218,357,782
neural,394,39500,45000,44221,357,779
neural,395,39600,45000,44224,357,776
neural,396,39700,45000,44228,357,772
neural,397,39800,45000,44230,356,770
neural,398,39900,45000,44233,357,767
neural,399,40000,45000,44236,356,764
neural,400,40100,45000,44239,356,761
neural,401,40200,45000,44242,356,758
neural,402,40300,45000,44244,356,756
neural,403,40400,45000,44247,356,753
neural,404,40500,45000,44250,356,750
neural,405,40600,45000,44252,356,748
neural,406,40700,45000,44255,356,745
neural,407,40800,45000,44258,356,742
neural,408,40900,45000,44260,356,740
neural,409,41000,45000,44263,356,737
neural,410,41100,45000,44265,355,735
neural,411,41200,45000,44268,355,732
neural,412,41300,45000,44270,355,730
neural,413,41400,45000,44272,355,728
neural,414,41500,45000,44275,355,725
neural,415,41600,45000,44277,355,723
neural,416,41700,45000,44279,355,721
neural,417,41800,45000,44281,355,719
neural,418,41900,45000,44284,355,716
neural,419,42000,45000,44286,355,714
neural,420,42100,45000,44288,355,712
neural,421,42200,45000,44291,355,709
neural,422,42300,45000,44293,355,707
neural,423,42400,45000,44295,355,705
neural,424,42500,45000,44297,355,703
neural,425,42600,45000,44299,355,701
neural,426,42700,45000,44302,355,698
neural,427,42800,45000,44304,354,696
neural,428,42900,45000,44305,354,695
neural,429,43000,45000,44308,355,692
neural,430,43100,45000,44310,354,690
neural,431,43200,45000,44311,354,689
neural,432,43300,45000,44313,354,687
neural,433,43400,45000,44315,354,685
neural,434,43500,45000,44317,354,683
neural,435,43600,45000,44319,354,681
neural,436,43700,45000,44321,354,679
neural,437,43800,45000,44323,354,677
neural,438,43900,45000,44324,354,676
neural,439,44000,45000,44326,354,674
neural,440,44100,45000,44328,354,672
neural,441,44200,45000,44330,354,670
neural,442,44300,45000,44332,354,668
neural,443,44400,45000,44333,354,667
neural,444,44500,45000,44335,354,665
neural,445,44600,45000,44337,354,663
neural,446,44700,45000,44339,354,661
neural,447,44800,45000,44340,353,660
neural,448,44900,45000,44342,354,658
neural,449,45000,45000,44343,353,657
neural,450,45100,45000,44345,353,655
neural,451,45200,45000,44346,353,654
neural,452,45300,45000,44348,353,652
neural,453,45400,45000,44349,353,651
neural,454,45500,45000,44351,353,649
neural,455,45600,45000,44352,353,648
neural,456,45700,45000,44354,353,646
neural,457,45800,45000,44355,353,645
neural,458,45900,45000,44356,353,644
neural,459,46000,45000,44358,353,642
neural,460,46100,45000,44359,353,641
neural,461,46200,45000,44361,353,639
neural,462,46300,45000,44362,353,638
neural,463,46400,45000,44363,353,637
neural,464,46500,45000,44365,353,635
neural,465,46600,45000,44366,353,634
neural,466,46700,45000,44368,353,632
neural,467,46800,45000,44369,353,631
neural,468,46900,45000,44370,353,630
neural,469,47000,45000,44372,353,628
neural,470,47100,45000,44373,353,627
neural,471,47200,45000,44374,353,626
neural,472,47300,45000,44376,353,624
neural,473,47400,45000,44377,352,623
neural,474,47500,45000,44378,352,622
neural,475,47600,45000,44379,352,621
neural,476,47700,45000,44380,352,620
neural,477,47800,45000,44381,352,619
neural,478,47900,45000,44382,352,618
neural,479,48000,45000,44383,352,617
neural,480,48100,45000,44384,352,616
neural,481,48200,45000,44385,352,615
neural,482,48300,45000,44386,352,614
neural,483,48400,45000,44387,352,613
neural,484,48500,45000,44388,352,612
neural,485,48600,45000,44389,352,611
neural,486,48700,45000,44390,352,610
neural,487,48800,45000,44391,352,609
neural,488,48900,45000,44392,352,608
neural,489,49000,45000,44393,352,607
neural,490,49100,45000,44394,352,606
neural,491,49200,45000,44395,352,605
neural,492,49300,45000,44396,352,604
neural,493,49400,45000,44397,352,603
neural,494,49500,45000,44398,352,602
neural,495,49600,45000,44399,352,601
neural,496,49700,45000,44400,352,600
neural,497,49800,45000,44401,352,599
neural,498,49900,45000,44402,352,598
neural,499,50000,45000,44403,352,597
neural,500,50100,45000,44404,352,596
neural,501,50200,45000,44405,352,595
neural,502,50300,45000,44406,352,594
neural,503,50400,45000,44407,352,593
neural,504,50500,45000,44408,352,592
neural,505,50600,45000,44408,352,592
neural,506,50700,45000,44409,352,591
neural,507,50800,45000,44410,352,590
neural,508,50900,45000,44411,352,589
neural,509,51000,45000,44412,352,588
neural,510,51100,45000,44413,352,587
neural,511,51200,45000,44414,352,586
neural,512,51300,45000,44415,352,585
neural,513,51400,45000,44416,351,584
neural,514,51500,45000,44416,351,584
neural,515,51600,45000,44417,352,583
neural,516,51700,45000,44418,351,582
neural,517,51800,45000,44418,351,582
neural,518,51900,45000,44419,351,581
neural,519,52000,45000,44419,351,581
neural,520,52100,45000,44420,351,580
neural,521,52200,45000,44421,351,579
neural,522,52300,45000,44421,351,579
neural,523,52400,45000,44422,351,578
neural,524,52500,45000,44422,351,578
neural,525,52600,45000,44423,351,577
neural,526,52700,45000,44424,351,576
neural,527,52800,45000,44424,351,576
neural,528,52900,45000,44425,351,575
neural,529,53000,45000,44425,351,575
neural,530,53100,45000,44426,351,574
neural,531,53200,45000,44427,351,573
neural,532,53300,45000,44427,351,573
neural,533,53400,45000,44428,351,572
neural,534,53500,45000,44428,351,572
neural,535,53600,45000,44429,351,571
neural,536,53700,45000,44429,351,571
neural,537,53800,45000,44430,351,570
neural,538,53900,45000,44431,351,569
neural,539,54000,45000,44431,351,569
neural,540,54100,45000,44432,351,568
neural,541,54200,45000,44432,351,568
neural,542,54300,45000,44433,351,567
neural,543,54400,45000,44433,351,567
neural,544,54500,45000,44434,351,566
neural,545,54600,45000,44434,351,566
neural,546,54700,45000,44435,351,565
neural,547,54800,45000,44435,351,565
neural,548,54900,45000,44436,351,564
neural,549,55000,45000,44437,351,563
neural,550,55100,45000,44437,351,563
neural,551,55200,45000,44438,351,562
neural,552,55300,45000,44438,351,562
neural,553,55400,45000,44439,351,561
neural,554,55500,45000,44439,351,561
neural,555,55600,45000,44440,351,560
neural,556,55700,45000,44440,351,560
neural,557,55800,45000,44441,351,559
neural,558,55900,45000,44441,351,559
neural,559,56000,45000,44442,351,558
neural,560,56100,45000,44442,351,558
neural,561,56200,45000,44443,351,557
neural,562,56300,45000,44443,351,557
neural,563,56400,45000,44444,351,556
neural,564,56500,45000,44444,351,556
neural,565,56600,45000,44445,351,555
neural,566,56700,45000,44445,351,555
neural,567,56800,45000,44446,351,554
neural,568,56900,45000,44446,351,554
neural,569,57000,45000,44447,351,553
neural,570,57100,45000,44447,351,553
neural,571,57200,45000,44448,351,552
neural,572,57300,45000,44448,351,552
neural,573,57400,45000,44449,351,551
neural,574,57500,45000,44449,350,551
neural,575,57600,45000,44449,351,551
neural,576,57700,45000,44450,351,550
neural,577,57800,45000,44450,350,550
neural,578,57900,45000,44451,351,549
neural,579,58000,45000,44451,350,549
neural,580,58100,45000,44451,351,549
neural,581,58200,45000,44452,351,548
neural,582,58300,45000,44452,350,548
neural,583,58400,45000,44452,350,548
neural,584,58500,45000,44452,350,548
neural,585,58600,45000,44453,350,547
neural,586,58700,45000,44453,350,547
neural,587,58800,45000,44453,350,547
neural,588,58900,45000,44453,350,547
neural,589,59000,45000,44453,350,547
neural,590,59100,45000,44453,350,547
neural,591,59200,45000,44454,350,546
neural,592,59300,45000,44454,350,546
neural,593,59400,45000,44454,350,546
neural,594,59500,45000,44454,350,546
neural,595,59600,45000,44454,350,546
neural,596,59700,45000,44455,350,545
neural,597,59800,45000,44455,350,545
neural,598,59900,45000,44455,350,545
neural,599,60000,45000,44455,350,545
neural,600,60100,65000,44637,1000,20363
neural,601,60200,65000,44819,1000,20181
neural,602,60300,65000,44999,1000,20001
neural,603,60400,65000,45179,1000,19821
neural,604,60500,65000,45359,1000,19641
neural,605,60600,65000,45537,1000,19463
neural,606,60700,65000,45715,1000,19285
neural,607,60800,65000,45892,1000,19108
neural,608,60900,65000,46069,1000,18931
neural,609,61000,65000,46244,1000,18756
neural,610,61100,65000,46419,1000,18581
neural,611,61200,65000,46594,1000,18406
neural,612,61300,65000,46767,1000,18233
neural,613,61400,65000,46940,1000,18060
neural,614,61500,65000,47113,1000,17887
neural,615,61600,65000,47284,1000,17716
neural,616,61700,65000,47455,1000,17545
neural,617,61800,65000,47625,1000,17375
neural,618,61900,65000,47795,1000,17205
neural,619,62000,65000,47964,1000,17036
neural,620,62100,65000,48132,1000,16868
neural,621,62200,65000,48299,1000,16701
neural,622,62300,65000,48466,1000,16534
neural,623,62400,65000,48632,1000,16368
neural,624,62500,65000,48798,1000,16202
neural,625,62600,65000,48962,1000,16038
neural,626,62700,65000,49127,1000,15873
neural,627,62800,65000,49290,1000,15710
neural,628,62900,65000,49453,1000,15547
neural,629,63000,65000,49615,1000,15385
neural,630,63100,65000,49776,997,15224
neural,631,63200,65000,49935,993,15065
neural,632,63300,65000,50092,989,14908
neural,633,63400,65000,50247,984,14753
neural,634,63500,65000,50400,980,14600
neural,635,63600,65000,50552,976,14448
neural,636,63700,65000,50702,972,14298
neural,637,63800,65000,50850,968,14150
neural,638,63900,65000,50997,964,14003
neural,639,64000,65000,51142,960,13858
neural,640,64100,65000,51285,956,13715
neural,641,64200,65000,51426,953,13574
neural,642,64300,65000,51566,949,13434
neural,643,64400,65000,51705,945,13295
neural,644,64500,65000,51841,941,13159
neural,645,64600,65000,51977,938,13023
neural,646,64700,65000,52110,934,12890
neural,647,64800,65000,52243,931,12757
neural,648,64900,65000,52373,927,12627
neural,649,65000,65000,52502,924,12498
neural,650,65100,65000,52630,920,12370
neural,651,65200,65000,52756,917,12244
neural,652,65300,65000,52881,914,12119
neural,653,65400,65000,53004,910,11996
neural,654,65500,65000,53126,907,11874
neural,655,65600,65000,53247,904,11753
neural,656,65700,65000,53366,900,11634
neural,657,65800,65000,53484,897,11516
neural,658,65900,65000,53600,894,11400
neural,659,66000,65000,53715,891,11285
neural,660,66100,65000,53829,888,11171
neural,661,66200,65000,53941,885,11059
neural,662,66300,65000,54053,882,10947
neural,663,66400,65000,54162,879,10838
neural,664,66500,65000,54271,876,10729
neural,665,66600,65000,54378,873,10622
neural,666,66700,65000,54485,870,10515
neural,667,66800,65000,54589,867,10411
neural,668,66900,65000,54693,865,10307
neural,669,67000,65000,54796,862,10204
neural,670,67100,65000,54897,859,10103
neural,671,67200,65000,54998,857,10002
neural,672,67300,65000,55097,854,9903
neural,673,67400,65000,55195,851,9805
neural,674,67500,65000,55291,849,9709
neural,675,67600,65000,55387,846,9613
neural,676,67700,65000,55482,844,9518
