policy,step,elapsed_ms,setpoint_milli_c,measured_milli_c,actuator_permille,error_milli_c
manual-fixed,591,59200,45000,51737,500,-6737
manual-fixed,592,59300,45000,51750,500,-6750
manual-fixed,593,59400,45000,51763,500,-6763
manual-fixed,594,59500,45000,51776,500,-6776
manual-fixed,595,59600,45000,51789,500,-6789
manual-fixed,596,59700,45000,51802,500,-6802
manual-fixed,597,59800,45000,51815,500,-6815
manual-fixed,598,59900,45000,51827,500,-6827
manual-fixed,599,60000,45000,51840,500,-6840
manual-fixed,600,60100,65000,51853,500,13147
manual-fixed,601,60200,65000,51865,500,13135
manual-fixed,602,60300,65000,51878,500,13122
manual-fixed,603,60400,65000,51890,500,13110
manual-fixed,604,60500,65000,51903,500,13097
manual-fixed,605,60600,65000,51915,500,13085
manual-fixed,606,60700,65000,51928,500,13072
manual-fixed,607,60800,65000,51940,500,13060
manual-fixed,608,60900,65000,51952,500,13048
manual-fixed,609,61000,65000,51964,500,13036
manual-fixed,610,61100,65000,51976,500,13024
manual-fixed,611,61200,65000,51989,500,13011
manual-fixed,612,61300,65000,52001,500,12999
manual-fixed,613,61400,65000,52013,500,12987
manual-fixed,614,61500,65000,52024,500,12976
manual-fixed,615,61600,65000,52036,500,12964
manual-fixed,616,61700,65000,52048,500,12952
manual-fixed,617,61800,65000,52060,500,12940
manual-fixed,618,61900,65000,52072,500,12928
manual-fixed,619,62000,65000,52084,500,12916
manual-fixed,620,62100,65000,52095,500,12905
manual-fixed,621,62200,65000,52107,500,12893
manual-fixed,622,62300,65000,52118,500,12882
manual-fixed,623,62400,65000,52130,500,12870
manual-fixed,624,62500,65000,52141,500,12859
manual-fixed,625,62600,65000,52153,500,12847
manual-fixed,626,62700,65000,52164,500,12836
manual-fixed,627,62800,65000,52176,500,12824
manual-fixed,628,62900,65000,52187,500,12813
manual-fixed,629,63000,65000,52198,500,12802
manual-fixed,630,63100,65000,52209,500,12791
manual-fixed,631,63200,65000,52220,500,12780
manual-fixed,632,63300,65000,52232,500,12768
manual-fixed,633,63400,65000,52243,500,12757
manual-fixed,634,63500,65000,52254,500,12746
manual-fixed,635,63600,65000,52265,500,12735
manual-fixed,636,63700,65000,52276,500,12724
manual-fixed,637,63800,65000,52287,500,12713
manual-fixed,638,63900,65000,52297,500,12703
manual-fixed,639,64000,65000,52308,500,12692
manual-fixed,640,64100,65000,52319,500,12681
manual-fixed,641,64200,65000,52330,500,12670
manual-fixed,642,64300,65000,52340,500,12660
manual-fixed,643,64400,65000,52351,500,12649
manual-fixed,644,64500,65000,52362,500,12638
manual-fixed,645,64600,65000,52372,500,12628
manual-fixed,646,64700,65000,52383,500,12617
manual-fixed,647,64800,65000,52393,500,12607
manual-fixed,648,64900,65000,52404,500,12596
manual-fixed,649,65000,65000,52414,500,12586
manual-fixed,650,65100,65000,52424,500,12576
manual-fixed,651,65200,65000,52435,500,12565
manual-fixed,652,65300,65000,52445,500,12555
manual-fixed,653,65400,65000,52455,500,12545
manual-fixed,654,65500,65000,52465,500,12535
manual-fixed,655,65600,65000,52475,500,12525
manual-fixed,656,65700,65000,52485,500,12515
manual-fixed,657,65800,65000,52496,500,12504
manual-fixed,658,65900,65000,52506,500,12494
manual-fixed,659,66000,65000,52516,500,12484
manual-fixed,660,66100,65000,52525,500,12475
manual-fixed,661,66200,65000,52535,500,12465
manual-fixed,662,66300,65000,52545,500,12455
manual-fixed,663,66400,65000,52555,500,12445
manual-fixed,664,66500,65000,52565,500,12435
manual-fixed,665,66600,65000,52575,500,12425
manual-fixed,666,66700,65000,52584,500,12416
manual-fixed,667,66800,65000,52594,500,12406
manual-fixed,668,66900,65000,52604,500,12396
manual-fixed,669,67000,65000,52613,500,12387
manual-fixed,670,67100,65000,52623,500,12377
manual-fixed,671,67200,65000,52632,500,12368
manual-fixed,672,67300,65000,52642,500,12358
manual-fixed,673,67400,65000,52651,500,12349
manual-fixed,674,67500,65000,52661,500,12339
manual-fixed,675,67600,65000,52670,500,12330
manual-fixed,676,67700,65000,52679,500,12321
manual-fixed,677,67800,65000,52688,500,12312
manual-fixed,678,67900,65000,52698,500,12302
manual-fixed,679,68000,65000,52707,500,12293
manual-fixed,680,68100,65000,52716,500,12284
manual-fixed,681,68200,65000,52725,500,12275
manual-fixed,682,68300,65000,52734,500,12266
manual-fixed,683,68400,65000,52743,500,12257
manual-fixed,684,68500,65000,52752,500,12248
manual-fixed,685,68600,65000,52761,500,12239
manual-fixed,686,68700,65000,52770,500,12230
manual-fixed,687,68800,65000,52779,500,12221
manual-fixed,688,68900,65000,52788,500,12212
manual-fixed,689,69000,65000,52797,500,12203
manual-fixed,690,69100,65000,52806,500,12194
manual-fixed,691,69200,65000,52815,500,12185
manual-fixed,692,69300,65000,52823,500,12177
manual-fixed,693,69400,65000,52832,500,12168
manual-fixed,694,69500,65000,52841,500,12159
manual-fixed,695,69600,65000,52849,500,12151
manual-fixed,696,69700,65000,52858,500,12142
manual-fixed,697,69800,65000,52867,500,12133
manual-fixed,698,69900,65000,52875,500,12125
manual-fixed,699,70000,65000,52884,500,12116
manual-fixed,700,70100,65000,52892,500,12108
manual-fixed,701,70200,65000,52900,500,12100
manual-fixed,702,70300,65000,52909,500,12091
manual-fixed,703,70400,65000,52917,500,12083
manual-fixed,704,70500,65000,52926,500,12074
manual-fixed,705,70600,65000,52934,500,12066
manual-fixed,706,70700,65000,52942,500,12058
manual-fixed,707,70800,65000,52950,500,12050
manual-fixed,708,70900,65000,52959,500,12041
manual-fixed,709,71000,65000,52967,500,12033
manual-fixed,710,71100,65000,52975,500,12025
manual-fixed,711,71200,65000,52983,500,12017
manual-fixed,712,71300,65000,52991,500,12009
manual-fixed,713,71400,65000,52999,500,12001
manual-fixed,714,71500,65000,53007,500,11993
manual-fixed,715,71600,65000,53015,500,11985
manual-fixed,716,71700,65000,53023,500,11977
manual-fixed,717,71800,65000,53031,500,11969
manual-fixed,718,71900,65000,53039,500,11961
manual-fixed,719,72000,65000,53047,500,11953
manual-fixed,720,72100,65000,53054,500,11946
manual-fixed,721,72200,65000,53062,500,11938
manual-fixed,722,72300,65000,53070,500,11930
manual-fixed,723,72400,65000,53078,500,11922
manual-fixed,724,72500,65000,53085,500,11915
manual-fixed,725,72600,65000,53093,500,11907
manual-fixed,726,72700,65000,53101,500,11899
manual-fixed,727,72800,65000,53108,500,11892
manual-fixed,728,72900,65000,53116,500,11884
manual-fixed,729,73000,65000,53123,500,11877
manual-fixed,730,73100,65000,53131,500,11869
manual-fixed,731,73200,65000,53138,500,11862
manual-fixed,732,73300,65000,53146,500,11854
manual-fixed,733,73400,65000,53153,500,11847
manual-fixed,734,73500,65000,53161,500,11839
manual-fixed,735,73600,65000,53168,500,11832
manual-fixed,736,73700,65000,53175,500,11825
manual-fixed,737,73800,65000,53183,500,11817
manual-fixed,738,73900,65000,53190,500,11810
manual-fixed,739,74000,65000,53197,500,11803
manual-fixed,740,74100,65000,53204,500,11796
manual-fixed,741,74200,65000,53211,500,11789
manual-fixed,742,74300,65000,53219,500,11781
manual-fixed,743,74400,65000,53226,500,11774
manual-fixed,744,74500,65000,53233,500,11767
manual-fixed,745,74600,65000,53240,500,11760
manual-fixed,746,74700,65000,53247,500,11753
manual-fixed,747,74800,65000,53254,500,11746
manual-fixed,748,74900,65000,53261,500,11739
manual-fixed,749,75000,65000,53268,500,11732
manual-fixed,750,75100,65000,53275,500,11725
manual-fixed,751,75200,65000,53282,500,11718
manual-fixed,752,75300,65000,53289,500,11711
manual-fixed,753,75400,65000,53295,500,11705
manual-fixed,754,75500,65000,53302,500,11698
manual-fixed,755,75600,65000,53309,500,11691
manual-fixed,756,75700,65000,53316,500,11684
manual-fixed,757,75800,65000,53323,500,11677
manual-fixed,758,75900,65000,53329,500,11671
manual-fixed,759,76000,65000,53336,500,11664
manual-fixed,760,76100,65000,53343,500,11657
manual-fixed,761,76200,65000,53349,500,11651
manual-fixed,762,76300,65000,53356,500,11644
manual-fixed,763,76400,65000,53362,500,11638
manual-fixed,764,76500,65000,53369,500,11631
manual-fixed,765,76600,65000,53376,500,11624
manual-fixed,766,76700,65000,53382,500,11618
manual-fixed,767,76800,65000,53388,500,11612
manual-fixed,768,76900,65000,53395,500,11605
manual-fixed,769,77000,65000,53401,500,11599
manual-fixed,770,77100,65000,53408,500,11592
manual-fixed,771,77200,65000,53414,500,11586
manual-fixed,772,77300,65000,53420,500,11580
manual-fixed,773,77400,65000,53427,500,11573
manual-fixed,774,77500,65000,53433,500,11567
manual-fixed,775,77600,65000,53439,500,11561
manual-fixed,776,77700,65000,53446,500,11554
manual-fixed,777,77800,65000,53452,500,11548
manual-fixed,778,77900,65000,53458,500,11542
manual-fixed,779,78000,65000,53464,500,11536
manual-fixed,780,78100,65000,53470,500,11530
manual-fixed,781,78200,65000,53476,500,11524
manual-fixed,782,78300,65000,53483,500,11517
manual-fixed,783,78400,65000,53489,500,11511
manual-fixed,784,78500,65000,53495,500,11505
manual-fixed,785,78600,65000,53501,500,11499
manual-fixed,786,78700,65000,53507,500,11493
manual-fixed,787,78800,65000,53513,500,11487
manual-fixed,788,78900,65000,53519,500,11481
manual-fixed,789,79000,65000,53524,500,11476
manual-fixed,790,79100,65000,53530,500,11470
manual-fixed,791,79200,65000,53536,500,11464
manual-fixed,792,79300,65000,53542,500,11458
manual-fixed,793,79400,65000,53548,500,11452
manual-fixed,794,79500,65000,53554,500,11446
manual-fixed,795,79600,65000,53560,500,11440
manual-fixed,796,79700,65000,53565,500,11435
manual-fixed,797,79800,65000,53571,500,11429
manual-fixed,798,79900,65000,53577,500,11423
manual-fixed,799,80000,65000,53582,500,11418
manual-fixed,800,80100,65000,53588,500,11412
manual-fixed,801,80200,65000,53594,500,11406
manual-fixed,802,80300,65000,53599,500,11401
manual-fixed,803,80400,65000,53605,500,11395
manual-fixed,804,80500,65000,53611,500,11389
manual-fixed,805,80600,65000,53616,500,11384
manual-fixed,806,80700,65000,53622,500,11378
manual-fixed,807,80800,65000,53627,500,11373
manual-fixed,808,80900,65000,53633,500,11367
manual-fixed,809,81000,65000,53638,500,11362
manual-fixed,810,81100,65000,53644,500,11356
manual-fixed,811,81200,65000,53649,500,11351
manual-fixed,812,81300,65000,53654,500,11346
manual-fixed,813,81400,65000,53660,500,11340
manual-fixed,814,81500,65000,53665,500,11335
manual-fixed,815,81600,65000,53671,500,11329
manual-fixed,816,81700,65000,53676,500,11324
manual-fixed,817,81800,65000,53681,500,11319
manual-fixed,818,81900,65000,53686,500,11314
manual-fixed,819,82000,65000,53692,500,11308
manual-fixed,820,82100,65000,53697,500,11303
manual-fixed,821,82200,65000,53702,500,11298
manual-fixed,822,82300,65000,53707,500,11293
manual-fixed,823,82400,65000,53712,500,11288
manual-fixed,824,82500,65000,53718,500,11282
manual-fixed,825,82600,65000,53723,500,11277
manual-fixed,826,82700,65000,53728,500,11272
manual-fixed,827,82800,65000,53733,500,11267
manual-fixed,828,82900,65000,53738,500,11262
manual-fixed,829,83000,65000,53743,500,11257
manual-fixed,830,83100,65000,53748,500,11252
manual-fixed,831,83200,65000,53753,500,11247
manual-fixed,832,83300,65000,53758,500,11242
manual-fixed,833,83400,65000,53763,500,11237
manual-fixed,834,83500,65000,53768,500,11232
manual-fixed,835,83600,65000,53773,500,11227
manual-fixed,836,83700,65000,53778,500,11222
manual-fixed,837,83800,65000,53783,500,11217
manual-fixed,838,83900,65000,53788,500,11212
manual-fixed,839,84000,65000,53792,500,11208
manual-fixed,840,84100,65000,53797,500,11203
manual-fixed,841,84200,65000,53802,500,11198
manual-fixed,842,84300,65000,53807,500,11193
manual-fixed,843,84400,65000,53812,500,11188
manual-fixed,844,84500,65000,53816,500,11184
manual-fixed,845,84600,65000,53821,500,11179
manual-fixed,846,84700,65000,53826,500,11174
manual-fixed,847,84800,65000,53831,500,11169
manual-fixed,848,84900,65000,53835,500,11165
manual-fixed,849,85000,65000,53840,500,11160
manual-fixed,850,85100,65000,53810,500,11190
manual-fixed,851,85200,65000,53779,500,11221
manual-fixed,852,85300,65000,53749,500,11251
manual-fixed,853,85400,65000,53719,500,11281
manual-fixed,854,85500,65000,53689,500,11311
manual-fixed,855,85600,65000,53660,500,11340
manual-fixed,856,85700,65000,53630,500,11370
manual-fixed,857,85800,65000,53600,500,11400
manual-fixed,858,85900,65000,53571,500,11429
manual-fixed,859,86000,65000,53542,500,11458
manual-fixed,860,86100,65000,53513,500,11487
manual-fixed,861,86200,65000,53483,500,11517
manual-fixed,862,86300,65000,53455,500,11545
manual-fixed,863,86400,65000,53426,500,11574
manual-fixed,864,86500,65000,53397,500,11603
manual-fixed,865,86600,65000,53368,500,11632
manual-fixed,866,86700,65000,53340,500,11660
manual-fixed,867,86800,65000,53312,500,11688
manual-fixed,868,86900,65000,53283,500,11717
manual-fixed,869,87000,65000,53255,500,11745
manual-fixed,870,87100,65000,53227,500,11773
manual-fixed,871,87200,65000,53199,500,11801
manual-fixed,872,87300,65000,53171,500,11829
manual-fixed,873,87400,65000,53144,500,11856
manual-fixed,874,87500,65000,53116,500,11884
manual-fixed,875,87600,65000,53089,500,11911
manual-fixed,876,87700,65000,53061,500,11939
manual-fixed,877,87800,65000,53034,500,11966
manual-fixed,878,87900,65000,53007,500,11993
manual-fixed,879,88000,65000,52980,500,12020
manual-fixed,880,88100,65000,52953,500,12047
manual-fixed,881,88200,65000,52926,500,12074
manual-fixed,882,88300,65000,52900,500,12100
manual-fixed,883,88400,65000,52873,500,12127
manual-fixed,884,88500,65000,52846,500,12154
manual-fixed,885,88600,65000,52820,500,12180
manual-fixed,886,88700,65000,52794,500,12206
manual-fixed,887,88800,65000,52768,500,12232
manual-fixed,888,88900,65000,52742,500,12258
manual-fixed,889,89000,65000,52716,500,12284
manual-fixed,890,89100,65000,52690,500,12310
manual-fixed,891,89200,65000,52664,500,12336
manual-fixed,892,89300,65000,52638,500,12362
manual-fixed,893,89400,65000,52613,500,12387
manual-fixed,894,89500,65000,52587,500,12413
manual-fixed,895,89600,65000,52562,500,12438
manual-fixed,896,89700,65000,52537,500,12463
manual-fixed,897,89800,65000,52512,500,12488
manual-fixed,898,89900,65000,52487,500,12513
manual-fixed,899,90000,65000,52462,500,12538
manual-fixed,900,90100,65000,52437,500,12563
manual-fixed,901,90200,65000,52412,500,12588
manual-fixed,902,90300,65000,52387,500,12613
manual-fixed,903,90400,65000,52363,500,12637
manual-fixed,904,90500,65000,52338,500,12662
manual-fixed,905,90600,65000,52314,500,12686
manual-fixed,906,90700,65000,52290,500,12710
manual-fixed,907,90800,65000,52266,500,12734
manual-fixed,908,90900,65000,52241,500,12759
manual-fixed,909,91000,65000,52218,500,12782
manual-fixed,910,91100,65000,52194,500,12806
manual-fixed,911,91200,65000,52170,500,12830
manual-fixed,912,91300,65000,52146,500,12854
manual-fixed,913,91400,65000,52123,500,12877
manual-fixed,914,91500,65000,52099,500,12901
manual-fixed,915,91600,65000,52076,500,12924
manual-fixed,916,91700,65000,52052,500,12948
manual-fixed,917,91800,65000,52029,500,12971
manual-fixed,918,91900,65000,52006,500,12994
manual-fixed,919,92000,65000,51983,500,13017
manual-fixed,920,92100,65000,51960,500,13040
manual-fixed,921,92200,65000,51937,500,13063
manual-fixed,922,92300,65000,51915,500,13085
manual-fixed,923,92400,65000,51892,500,13108
manual-fixed,924,92500,65000,51869,500,13131
manual-fixed,925,92600,65000,51847,500,13153
manual-fixed,926,92700,65000,51824,500,13176
manual-fixed,927,92800,65000,51802,500,13198
manual-fixed,928,92900,65000,51780,500,13220
manual-fixed,929,93000,65000,51758,500,13242
manual-fixed,930,93100,65000,51736,500,13264
manual-fixed,931,93200,65000,51714,500,13286
manual-fixed,932,93300,65000,51692,500,13308
manual-fixed,933,93400,65000,51670,500,13330
manual-fixed,934,93500,65000,51649,500,13351
manual-fixed,935,93600,65000,51627,500,13373
manual-fixed,936,93700,65000,51605,500,13395
manual-fixed,937,93800,65000,51584,500,13416
manual-fixed,938,93900,65000,51563,500,13437
manual-fixed,939,94000,65000,51541,500,13459
manual-fixed,940,94100,65000,51520,500,13480
manual-fixed,941,94200,65000,51499,500,13501
manual-fixed,942,94300,65000,51478,500,13522
manual-fixed,943,94400,65000,51457,500,13543
manual-fixed,944,94500,65000,51436,500,13564
manual-fixed,945,94600,65000,51416,500,13584
manual-fixed,946,94700,65000,51395,500,13605
manual-fixed,947,94800,65000,51374,500,13626
manual-fixed,948,94900,65000,51354,500,13646
manual-fixed,949,95000,65000,51334,500,13666
manual-fixed,950,95100,65000,51348,500,13652
manual-fixed,951,95200,65000,51363,500,13637
manual-fixed,952,95300,65000,51377,500,13623
manual-fixed,953,95400,65000,51392,500,13608
manual-fixed,954,95500,65000,51406,500,13594
manual-fixed,955,95600,65000,51421,500,13579
manual-fixed,956,95700,65000,51435,500,13565
manual-fixed,957,95800,65000,51449,500,13551
manual-fixed,958,95900,65000,51463,500,13537
manual-fixed,959,96000,65000,51478,500,13522
manual-fixed,960,96100,65000,51492,500,13508
manual-fixed,961,96200,65000,51506,500,13494
manual-fixed,962,96300,65000,51520,500,13480
manual-fixed,963,96400,65000,51534,500,13466
manual-fixed,964,96500,65000,51547,500,13453
manual-fixed,965,96600,65000,51561,500,13439
manual-fixed,966,96700,65000,51575,500,13425
manual-fixed,967,96800,65000,51589,500,13411
manual-fixed,968,96900,65000,51602,500,13398
manual-fixed,969,97000,65000,51616,500,13384
manual-fixed,970,97100,65000,51630,500,13370
manual-fixed,971,97200,65000,51643,500,13357
manual-fixed,972,97300,65000,51656,500,13344
manual-fixed,973,97400,65000,51670,500,13330
manual-fixed,974,97500,65000,51683,500,13317
manual-fixed,975,97600,65000,51696,500,13304
manual-fixed,976,97700,65000,51710,500,13290
manual-fixed,977,97800,65000,51723,500,13277
manual-fixed,978,97900,65000,51736,500,13264
manual-fixed,979,98000,65000,51749,500,13251
manual-fixed,980,98100,65000,51762,500,13238
manual-fixed,981,98200,65000,51775,500,13225
manual-fixed,982,98300,65000,51788,500,13212
manual-fixed,983,98400,65000,51801,500,13199
manual-fixed,984,98500,65000,51813,500,13187
manual-fixed,985,98600,65000,51826,500,13174
manual-fixed,986,98700,65000,51839,500,13161
manual-fixed,987,98800,65000,51852,500,13148
manual-fixed,988,98900,65000,51864,500,13136
manual-fixed,989,99000,65000,51877,500,13123
manual-fixed,990,99100,65000,51889,500,13111
manual-fixed,991,99200,65000,51902,500,13098
manual-fixed,992,99300,65000,51914,500,13086
manual-fixed,993,99400,65000,51926,500,13074
manual-fixed,994,99500,65000,51939,500,13061
manual-fixed,995,99600,65000,51951,500,13049
manual-fixed,996,99700,65000,51963,500,13037
manual-fixed,997,99800,65000,51975,500,13025
manual-fixed,998,99900,65000,51987,500,13013
manual-fixed,999,100000,65000,51999,500,13001
manual-fixed,1000,100100,65000,52011,500,12989
manual-fixed,1001,100200,65000,52023,500,12977
manual-fixed,1002,100300,65000,52035,500,12965
manual-fixed,1003,100400,65000,52047,500,12953
manual-fixed,1004,100500,65000,52059,500,12941
manual-fixed,1005,100600,65000,52071,500,12929
manual-fixed,1006,100700,65000,52082,500,12918
manual-fixed,1007,100800,65000,52094,500,12906
manual-fixed,1008,100900,65000,52106,500,12894
manual-fixed,1009,101000,65000,52117,500,12883
manual-fixed,1010,101100,65000,52129,500,12871
manual-fixed,1011,101200,65000,52140,500,12860
manual-fixed,1012,101300,65000,52152,500,12848
manual-fixed,1013,101400,65000,52163,500,12837
manual-fixed,1014,101500,65000,52174,500,12826
manual-fixed,1015,101600,65000,52186,500,12814
manual-fixed,1016,101700,65000,52197,500,12803
manual-fixed,1017,101800,65000,52208,500,12792
manual-fixed,1018,101900,65000,52219,500,12781
manual-fixed,1019,102000,65000,52231,500,12769
manual-fixed,1020,102100,65000,52242,500,12758
manual-fixed,1021,102200,65000,52253,500,12747
manual-fixed,1022,102300,65000,52264,500,12736
manual-fixed,1023,102400,65000,52275,500,12725
manual-fixed,1024,102500,65000,52285,500,12715
manual-fixed,1025,102600,65000,52296,500,12704
manual-fixed,1026,102700,65000,52307,500,12693
manual-fixed,1027,102800,65000,52318,500,12682
manual-fixed,1028,102900,65000,52329,500,12671
manual-fixed,1029,103000,65000,52339,500,12661
manual-fixed,1030,103100,65000,52350,500,12650
manual-fixed,1031,103200,65000,52361,500,12639
manual-fixed,1032,103300,65000,52371,500,12629
manual-fixed,1033,103400,65000,52382,500,12618
manual-fixed,1034,103500,65000,52392,500,12608
manual-fixed,1035,103600,65000,52403,500,12597
manual-fixed,1036,103700,65000,52413,500,12587
manual-fixed,1037,103800,65000,52423,500,12577
manual-fixed,1038,103900,65000,52434,500,12566
manual-fixed,1039,104000,65000,52444,500,12556
manual-fixed,1040,104100,65000,52454,500,12546
manual-fixed,1041,104200,65000,52464,500,12536
manual-fixed,1042,104300,65000,52474,500,12526
manual-fixed,1043,104400,65000,52485,500,12515
manual-fixed,1044,104500,65000,52495,500,12505
manual-fixed,1045,104600,65000,52505,500,12495
manual-fixed,1046,104700,65000,52515,500,12485
manual-fixed,1047,104800,65000,52525,500,12475
manual-fixed,1048,104900,65000,52534,500,12466
manual-fixed,1049,105000,65000,52544,500,12456
manual-fixed,1050,105100,65000,52554,500,12446
manual-fixed,1051,105200,65000,52564,500,12436
manual-fixed,1052,105300,65000,52574,500,12426
manual-fixed,1053,105400,65000,52583,500,12417
manual-fixed,1054,105500,65000,52593,500,12407
manual-fixed,1055,105600,65000,52603,500,12397
manual-fixed,1056,105700,65000,52612,500,12388
manual-fixed,1057,105800,65000,52622,500,12378
manual-fixed,1058,105900,65000,52631,500,12369
manual-fixed,1059,106000,65000,52641,500,12359
manual-fixed,1060,106100,65000,52650,500,12350
manual-fixed,1061,106200,65000,52660,500,12340
manual-fixed,1062,106300,65000,52669,500,12331
manual-fixed,1063,106400,65000,52678,500,12322
manual-fixed,1064,106500,65000,52688,500,12312
manual-fixed,1065,106600,65000,52697,500,12303
manual-fixed,1066,106700,65000,52706,500,12294
manual-fixed,1067,106800,65000,52715,500,12285
manual-fixed,1068,106900,65000,52724,500,12276
manual-fixed,1069,107000,65000,52733,500,12267
manual-fixed,1070,107100,65000,52743,500,12257
manual-fixed,1071,107200,65000,52752,500,12248
manual-fixed,1072,107300,65000,52761,500,12239
manual-fixed,1073,107400,65000,52770,500,12230
manual-fixed,1074,107500,65000,52778,500,12222
manual-fixed,1075,107600,65000,52787,500,12213
manual-fixed,1076,107700,65000,52796,500,12204
manual-fixed,1077,107800,65000,52805,500,12195
manual-fixed,1078,107900,65000,52814,500,12186
manual-fixed,1079,108000,65000,52823,500,12177
manual-fixed,1080,108100,65000,52831,500,12169
manual-fixed,1081,108200,65000,52840,500,12160
manual-fixed,1082,108300,65000,52849,500,12151
manual-fixed,1083,108400,65000,52857,500,12143
manual-fixed,1084,108500,65000,52866,500,12134
manual-fixed,1085,108600,65000,52874,500,12126
manual-fixed,1086,108700,65000,52883,500,12117
manual-fixed,1087,108800,65000,52891,500,12109
manual-fixed,1088,108900,65000,52900,500,12100
manual-fixed,1089,109000,65000,52908,500,12092
manual-fixed,1090,109100,65000,52916,500,12084
manual-fixed,1091,109200,65000,52925,500,12075
manual-fixed,1092,109300,65000,52933,500,12067
manual-fixed,1093,109400,65000,52941,500,12059
manual-fixed,1094,109500,65000,52950,500,12050
manual-fixed,1095,109600,65000,52958,500,12042
manual-fixed,1096,109700,65000,52966,500,12034
manual-fixed,1097,109800,65000,52974,500,12026
manual-fixed,1098,109900,65000,52982,500,12018
manual-fixed,1099,110000,65000,52990,500,12010
manual-fixed,1100,110100,65000,52998,500,12002
manual-fixed,1101,110200,65000,53006,500,11994
manual-fixed,1102,110300,65000,53014,500,11986
manual-fixed,1103,110400,65000,53022,500,11978
manual-fixed,1104,110500,65000,53030,500,11970
manual-fixed,1105,110600,65000,53038,500,11962
manual-fixed,1106,110700,65000,53046,500,11954
manual-fixed,1107,110800,65000,53054,500,11946
manual-fixed,1108,110900,65000,53061,500,11939
manual-fixed,1109,111000,65000,53069,500,11931
manual-fixed,1110,111100,65000,53077,500,11923
manual-fixed,1111,111200,65000,53085,500,11915
manual-fixed,1112,111300,65000,53092,500,11908
manual-fixed,1113,111400,65000,53100,500,11900
manual-fixed,1114,111500,65000,53108,500,11892
manual-fixed,1115,111600,65000,53115,500,11885
manual-fixed,1116,111700,65000,53123,500,11877
manual-fixed,1117,111800,65000,53130,500,11870
manual-fixed,1118,111900,65000,53138,500,11862
manual-fixed,1119,112000,65000,53145,500,11855
manual-fixed,1120,112100,65000,53152,500,11848
manual-fixed,1121,112200,65000,53160,500,11840
manual-fixed,1122,112300,65000,53167,500,11833
manual-fixed,1123,112400,65000,53175,500,11825
manual-fixed,1124,112500,65000,53182,500,11818
manual-fixed,1125,112600,65000,53189,500,11811
manual-fixed,1126,112700,65000,53196,500,11804
manual-fixed,1127,112800,65000,53204,500,11796
manual-fixed,1128,112900,65000,53211,500,11789
manual-fixed,1129,113000,65000,53218,500,11782
manual-fixed,1130,113100,65000,53225,500,11775
manual-fixed,1131,113200,65000,53232,500,11768
manual-fixed,1132,113300,65000,53239,500,11761
manual-fixed,1133,113400,65000,53246,500,11754
manual-fixed,1134,113500,65000,53253,500,11747
manual-fixed,1135,113600,65000,53260,500,11740
manual-fixed,1136,113700,65000,53267,500,11733
manual-fixed,1137,113800,65000,53274,500,11726
manual-fixed,1138,113900,65000,53281,500,11719
manual-fixed,1139,114000,65000,53288,500,11712
manual-fixed,1140,114100,65000,53295,500,11705
manual-fixed,1141,114200,65000,53302,500,11698
manual-fixed,1142,114300,65000,53308,500,11692
manual-fixed,1143,114400,65000,53315,500,11685
manual-fixed,1144,114500,65000,53322,500,11678
manual-fixed,1145,114600,65000,53329,500,11671
manual-fixed,1146,114700,65000,53335,500,11665
manual-fixed,1147,114800,65000,53342,500,11658
manual-fixed,1148,114900,65000,53349,500,11651
manual-fixed,1149,115000,65000,53355,500,11645
manual-fixed,1150,115100,65000,53362,500,11638
manual-fixed,1151,115200,65000,53368,500,11632
manual-fixed,1152,115300,65000,53375,500,11625
manual-fixed,1153,115400,65000,53381,500,11619
manual-fixed,1154,115500,65000,53388,500,11612
manual-fixed,1155,115600,65000,53394,500,11606
manual-fixed,1156,115700,65000,53401,500,11599
manual-fixed,1157,115800,65000,53407,500,11593
manual-fixed,1158,115900,65000,53413,500,11587
manual-fixed,1159,116000,65000,53420,500,11580
manual-fixed,1160,116100,65000,53426,500,11574
manual-fixed,1161,116200,65000,53432,500,11568
manual-fixed,1162,116300,65000,53439,500,11561
manual-fixed,1163,116400,65000,53445,500,11555
manual-fixed,1164,116500,65000,53451,500,11549
manual-fixed,1165,116600,65000,53457,500,11543
manual-fixed,1166,116700,65000,53464,500,11536
manual-fixed,1167,116800,65000,53470,500,11530
manual-fixed,1168,116900,65000,53476,500,11524
manual-fixed,1169,117000,65000,53482,500,11518
manual-fixed,1170,117100,65000,53488,500,11512
manual-fixed,1171,117200,65000,53494,500,11506
manual-fixed,1172,117300,65000,53500,500,11500
manual-fixed,1173,117400,65000,53506,500,11494
manual-fixed,1174,117500,65000,53512,500,11488
manual-fixed,1175,117600,65000,53518,500,11482
manual-fixed,1176,117700,65000,53524,500,11476
manual-fixed,1177,117800,65000,53530,500,11470
manual-fixed,1178,117900,65000,53536,500,11464
manual-fixed,1179,118000,65000,53542,500,11458
manual-fixed,1180,118100,65000,53547,500,11453
manual-fixed,1181,118200,65000,53553,500,11447
manual-fixed,1182,118300,65000,53559,500,11441
manual-fixed,1183,118400,65000,53565,500,11435
manual-fixed,1184,118500,65000,53570,500,11430
manual-fixed,1185,118600,65000,53576,500,11424
manual-fixed,1186,118700,65000,53582,500,11418
manual-fixed,1187,118800,65000,53588,500,11412
manual-fixed,1188,118900,65000,53593,500,11407
