sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,5391,5407,112259,106868,16,106852,45000,20000,20140,500,500,24860
2,112812,112828,121101,8289,16,8273,45000,20140,20279,500,500,24721
3,213215,213231,221193,7978,16,7962,45000,20279,20418,500,500,24582
4,313262,313278,321277,8015,16,7999,45000,20418,20557,500,500,24443
5,413310,413326,421341,8031,16,8015,45000,20557,20694,500,500,24306
6,513357,513373,521385,8028,16,8012,45000,20694,20832,500,500,24168
7,613404,613420,621473,8069,16,8053,45000,20832,20968,500,500,24032
8,713451,713467,721522,8071,16,8055,45000,20968,21104,500,500,23896
9,813518,813534,821602,8084,16,8068,45000,21104,21240,500,500,23760
10,913565,913581,921680,8115,16,8099,45000,21240,21375,500,500,23625
11,1013614,1013630,1021725,8111,16,8095,45000,21375,21510,500,500,23490
12,1113680,1113695,1121806,8126,15,8111,45000,21510,21644,500,500,23356
13,1213727,1213743,1221866,8139,16,8123,45000,21644,21777,500,500,23223
14,1313793,1313809,1321937,8144,16,8128,45000,21777,21910,500,500,23090
15,1413841,1413858,1422003,8162,17,8145,45000,21910,22042,500,500,22958
16,1513908,1513924,1522085,8177,16,8161,45000,22042,22174,500,500,22826
17,1613954,1613971,1622095,8141,17,8124,45000,22174,22305,500,500,22695
18,1714001,1714017,1722089,8088,16,8072,45000,22305,22436,500,500,22564
19,1814047,1814064,1822087,8040,17,8023,45000,22436,22566,500,500,22434
20,1914094,1914110,1922087,7993,16,7977,45000,22566,22696,500,500,22304
21,2014140,2014156,2022094,7954,16,7938,45000,22696,22825,500,500,22175
22,2114187,2114203,2122089,7902,16,7886,45000,22825,22954,500,500,22046
23,2214233,2214249,2222086,7853,16,7837,45000,22954,23082,500,500,21918
24,2314279,2314295,2322099,7820,16,7804,45000,23082,23210,500,500,21790
25,2414327,2414342,2422067,7740,15,7725,45000,23210,23337,500,500,21663
26,2514373,2514389,2522090,7717,16,7701,45000,23337,23464,500,500,21536
27,2614420,2614436,2622084,7664,16,7648,45000,23464,23590,500,500,21410
28,2714466,2714482,2722094,7628,16,7612,45000,23590,23715,500,500,21285
29,2814513,2814529,2822089,7576,16,7560,45000,23715,23841,500,500,21159
30,2914559,2914575,2922088,7529,16,7513,45000,23841,23965,500,500,21035
31,3014605,3014621,3022083,7478,16,7462,45000,23965,24089,500,500,20911
32,3114651,3114667,3122118,7467,16,7451,45000,24089,24213,500,500,20787
33,3214700,3214717,3222112,7412,17,7395,45000,24213,24336,500,500,20664
34,3314747,3314762,3322116,7369,15,7354,45000,24336,24459,500,500,20541
35,3414794,3414810,3422070,7276,16,7260,45000,24459,24581,500,500,20419
36,3514861,3514877,3522086,7225,16,7209,45000,24581,24703,500,500,20297
37,3614907,3614923,3622084,7177,16,7161,45000,24703,24824,500,500,20176
38,3714953,3714969,3722092,7139,16,7123,45000,24824,24945,500,500,20055
39,3815001,3815017,3822085,7084,16,7068,45000,24945,25065,500,500,19935
40,3915046,3915062,3922086,7040,16,7024,45000,25065,25185,500,500,19815
41,4015093,4015109,4022091,6998,16,6982,45000,25185,25304,500,500,19696
42,4115139,4115155,4122088,6949,16,6933,45000,25304,25423,500,500,19577
43,4215185,4215202,4222086,6901,17,6884,45000,25423,25541,500,500,19459
44,4315232,4315248,4322086,6854,16,6838,45000,25541,25659,500,500,19341
45,4415278,4415294,4422091,6813,16,6797,45000,25659,25776,500,500,19224
46,4515325,4515342,4522086,6761,17,6744,45000,25776,25893,500,500,19107
47,4615372,4615388,4622084,6712,16,6696,45000,25893,26009,500,500,18991
48,4715419,4715435,4722092,6673,16,6657,45000,26009,26125,500,500,18875
49,4815465,4815481,4822087,6622,16,6606,45000,26125,26241,500,500,18759
50,4915511,4915527,4922085,6574,16,6558,45000,26241,26356,500,500,18644
51,5015557,5015573,5022086,6529,16,6513,45000,26356,26470,500,500,18530
52,5115604,5115620,5122093,6489,16,6473,45000,26470,26585,500,500,18415
53,5215650,5215666,5222086,6436,16,6420,45000,26585,26698,500,500,18302
54,5315696,5315712,5322084,6388,16,6372,45000,26698,26811,500,500,18189
55,5415742,5415758,5422095,6353,16,6337,45000,26811,26924,500,500,18076
56,5515789,5515806,5522089,6300,17,6283,45000,26924,27037,500,500,17963
57,5615836,5615852,5622089,6253,16,6237,45000,27037,27148,500,500,17852
58,5715882,5715898,5722084,6202,16,6186,45000,27148,27260,500,500,17740
59,5815928,5815944,5822095,6167,16,6151,45000,27260,27371,500,500,17629
60,5915976,5915992,5922090,6114,16,6098,45000,27371,27481,500,500,17519
61,6016022,6016038,6022088,6066,16,6050,45000,27481,27591,500,500,17409
62,6116069,6116085,6122084,6015,16,5999,45000,27591,27701,500,500,17299
63,6216115,6216131,6222106,5991,16,5975,45000,27701,27810,500,500,17190
64,6316180,6316196,6322074,5894,16,5878,45000,27810,27919,500,500,17081
65,6416226,6416242,6422090,5864,16,5848,45000,27919,28027,500,500,16973
66,6516274,6516290,6522091,5817,16,5801,45000,28027,28135,500,500,16865
67,6616321,6616337,6622087,5766,16,5750,45000,28135,28243,500,500,16757
68,6716367,6716399,6722085,5718,32,5686,45000,28243,28350,500,500,16650
69,6816415,6816430,6822094,5679,15,5664,45000,28350,28456,500,500,16544
70,6916460,6916476,6922087,5627,16,5611,45000,28456,28562,500,500,16438
