sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,5395,5411,108292,102897,16,102881,45000,20000,20140,500,500,24860
2,108834,108850,122288,13454,16,13438,45000,20140,20279,500,500,24721
3,209250,209266,212381,3131,16,3115,45000,20279,20418,500,500,24582
4,309295,309311,312417,3122,16,3106,45000,20418,20557,500,500,24443
5,409341,409357,412407,3066,16,3050,45000,20557,20694,500,500,24306
6,509386,509402,512406,3020,16,3004,45000,20694,20832,500,500,24168
7,609431,609447,612416,2985,16,2969,45000,20832,20968,500,500,24032
8,709477,709493,712411,2934,16,2918,45000,20968,21104,500,500,23896
9,809522,809538,812415,2893,16,2877,45000,21104,21240,500,500,23760
10,909568,909584,912422,2854,16,2838,45000,21240,21375,500,500,23625
11,1009614,1009630,1011421,1807,16,1791,45000,21375,21510,500,500,23490
12,1109659,1109675,1111527,1868,16,1852,45000,21510,21644,500,500,23356
13,1209704,1209720,1221686,11982,16,11966,45000,21644,21777,500,500,23223
14,1309749,1309765,1321794,12045,16,12029,45000,21777,21910,500,500,23090
15,1409794,1409810,1421858,12064,16,12048,45000,21910,22042,500,500,22958
16,1509839,1509855,1521430,11591,16,11575,45000,22042,22174,500,500,22826
17,1609885,1609901,1621531,11646,16,11630,45000,22174,22305,500,500,22695
18,1709930,1709946,1721556,11626,16,11610,45000,22305,22436,500,500,22564
19,1809996,1810012,1821611,11615,16,11599,45000,22436,22566,500,500,22434
20,1910045,1910061,1921663,11618,16,11602,45000,22566,22696,500,500,22304
21,2010110,2010126,2021756,11646,16,11630,45000,22696,22825,500,500,22175
22,2110156,2110171,2121784,11628,15,11613,45000,22825,22954,500,500,22046
23,2210221,2210237,2221843,11622,16,11606,45000,22954,23082,500,500,21918
24,2310268,2310299,2321903,11635,31,11604,45000,23082,23210,500,500,21790
25,2410317,2410333,2421941,11624,16,11608,45000,23210,23337,500,500,21663
26,2510379,2510395,2521997,11618,16,11602,45000,23337,23464,500,500,21536
27,2610424,2610440,2622040,11616,16,11600,45000,23464,23590,500,500,21410
28,2710488,2710504,2722118,11630,16,11614,45000,23590,23715,500,500,21285
29,2810534,2810550,2822152,11618,16,11602,45000,23715,23841,500,500,21159
30,2910582,2910598,2922210,11628,16,11612,45000,23841,23965,500,500,21035
31,3010647,3010663,3022265,11618,16,11602,45000,23965,24089,500,500,20911
32,3110694,3110710,3122367,11673,16,11657,45000,24089,24213,500,500,20787
33,3210739,3210755,3222394,11655,16,11639,45000,24213,24336,500,500,20664
34,3310804,3310820,3322436,11632,16,11616,45000,24336,24459,500,500,20541
35,3410869,3410885,3422393,11524,16,11508,45000,24459,24581,500,500,20419
36,3510934,3510951,3522430,11496,17,11479,45000,24581,24703,500,500,20297
37,3610980,3610996,3622422,11442,16,11426,45000,24703,24824,500,500,20176
38,3711024,3711040,3722415,11391,16,11375,45000,24824,24945,500,500,20055
39,3811070,3811085,3822410,11340,15,11325,45000,24945,25065,500,500,19935
40,3911131,3911147,3922412,11281,16,11265,45000,25065,25185,500,500,19815
41,4011175,4011191,4022414,11239,16,11223,45000,25185,25304,500,500,19696
42,4111222,4111238,4122413,11191,16,11175,45000,25304,25423,500,500,19577
43,4211268,4211284,4222410,11142,16,11126,45000,25423,25541,500,500,19459
44,4311314,4311331,4322409,11095,17,11078,45000,25541,25659,500,500,19341
45,4411362,4411378,4422415,11053,16,11037,45000,25659,25776,500,500,19224
46,4511409,4511425,4522409,11000,16,10984,45000,25776,25893,500,500,19107
47,4611455,4611471,4622405,10950,16,10934,45000,25893,26009,500,500,18991
48,4711501,4711517,4722417,10916,16,10900,45000,26009,26125,500,500,18875
49,4811548,4811564,4822410,10862,16,10846,45000,26125,26241,500,500,18759
50,4911595,4911611,4922411,10816,16,10800,45000,26241,26356,500,500,18644
51,5011642,5011658,5022407,10765,16,10749,45000,26356,26470,500,500,18530
52,5111689,5111705,5122418,10729,16,10713,45000,26470,26585,500,500,18415
53,5211736,5211752,5222410,10674,16,10658,45000,26585,26698,500,500,18302
54,5311782,5311798,5322410,10628,16,10612,45000,26698,26811,500,500,18189
55,5411829,5411845,5422418,10589,16,10573,45000,26811,26924,500,500,18076
56,5511876,5511892,5522411,10535,16,10519,45000,26924,27037,500,500,17963
57,5611923,5611939,5622409,10486,16,10470,45000,27037,27148,500,500,17852
58,5711969,5711986,5722411,10442,17,10425,45000,27148,27260,500,500,17740
59,5812016,5812032,5822417,10401,16,10385,45000,27260,27371,500,500,17629
60,5912063,5912079,5922415,10352,16,10336,45000,27371,27481,500,500,17519
61,6012110,6012126,6022411,10301,16,10285,45000,27481,27591,500,500,17409
62,6112157,6112173,6122410,10253,16,10237,45000,27591,27701,500,500,17299
63,6212204,6212220,6222433,10229,16,10213,45000,27701,27810,500,500,17190
64,6312270,6312286,6322399,10129,16,10113,45000,27810,27919,500,500,17081
65,6412318,6412333,6422414,10096,15,10081,45000,27919,28027,500,500,16973
66,6512364,6512380,6522413,10049,16,10033,45000,28027,28135,500,500,16865
67,6612412,6612428,6622411,9999,16,9983,45000,28135,28243,500,500,16757
