sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,5397,5765,111905,106508,368,106140,45000,20000,20266,951,951,24734
2,112434,112451,118136,5702,17,5685,45000,20266,20543,992,992,24457
3,212841,212858,218241,5400,17,5383,45000,20543,20817,986,986,24183
4,312888,312905,318323,5435,17,5418,45000,20817,21088,979,979,23912
5,412935,412952,418388,5453,17,5436,45000,21088,21356,972,972,23644
6,512983,513000,518388,5405,17,5388,45000,21356,21620,965,965,23380
7,613031,613048,617445,4414,17,4397,45000,21620,21882,958,958,23118
8,713078,713095,717511,4433,17,4416,45000,21882,22141,951,951,22859
9,813126,813143,817447,4321,17,4304,45000,22141,22397,944,944,22603
10,913193,913210,917465,4272,17,4255,45000,22397,22649,937,937,22351
11,1013241,1013258,1017454,4213,17,4196,45000,22649,22899,931,931,22101
12,1113289,1113305,1117450,4161,16,4145,45000,22899,23147,924,924,21853
13,1213337,1213354,1217447,4110,17,4093,45000,23147,23391,917,917,21609
14,1313386,1313402,1317461,4075,16,4059,45000,23391,23632,911,911,21368
15,1413434,1413451,1417462,4028,17,4011,45000,23632,23871,905,905,21129
16,1513482,1513498,1517449,3967,16,3951,45000,23871,24107,898,898,20893
17,1613530,1613547,1617467,3937,17,3920,45000,24107,24340,892,892,20660
18,1713579,1713595,1717457,3878,16,3862,45000,24340,24571,886,886,20429
19,1813626,1813643,1817451,3825,17,3808,45000,24571,24799,879,879,20201
20,1913674,1913691,1917456,3782,17,3765,45000,24799,25024,873,873,19976
21,2013722,2013739,2017460,3738,17,3721,45000,25024,25247,867,867,19753
22,2113771,2113787,2117452,3681,16,3665,45000,25247,25467,861,861,19533
23,2213819,2213836,2217450,3631,17,3614,45000,25467,25685,856,856,19315
24,2313867,2313884,2317466,3599,17,3582,45000,25685,25900,850,850,19100
25,2413916,2413933,2417455,3539,17,3522,45000,25900,26113,844,844,18887
26,2513963,2513980,2517462,3499,17,3482,45000,26113,26323,838,838,18677
27,2614012,2614029,2617449,3437,17,3420,45000,26323,26531,833,833,18469
28,2714060,2714076,2717463,3403,16,3387,45000,26531,26736,827,827,18264
29,2814109,2814125,2817458,3349,16,3333,45000,26736,26940,822,822,18060
30,2914157,2914174,2917462,3305,17,3288,45000,26940,27140,816,816,17860
31,3014205,3014222,3017450,3245,17,3228,45000,27140,27339,811,811,17661
32,3114253,3114269,3117497,3244,16,3228,45000,27339,27535,806,806,17465
33,3214303,3214320,3217491,3188,17,3171,45000,27535,27729,801,801,17271
34,3314352,3314369,3317499,3147,17,3130,45000,27729,27921,795,795,17079
35,3414401,3414418,3417454,3053,17,3036,45000,27921,28110,790,790,16890
36,3514448,3514464,3517448,3000,16,2984,45000,28110,28298,785,785,16702
37,3614496,3614513,3617446,2950,17,2933,45000,28298,28483,780,780,16517
38,3714544,3714561,3717458,2914,17,2897,45000,28483,28666,775,775,16334
39,3814592,3814609,3817460,2868,17,2851,45000,28666,28847,770,770,16153
40,3914640,3914657,3917452,2812,17,2795,45000,28847,29026,766,766,15974
41,4014688,4014705,4017609,2921,17,2904,45000,29026,29203,761,761,15797
42,4114735,4114752,4117692,2957,17,2940,45000,29203,29378,756,756,15622
