sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,258524,258541,267493,8969,17,8952,45000,20000,20266,951,951,24734
2,358572,358589,365172,6600,17,6583,45000,20266,20543,992,992,24457
3,458616,458633,465207,6591,17,6574,45000,20543,20817,986,986,24183
4,558664,558680,565212,6548,16,6532,45000,20817,21088,979,979,23912
5,658709,658726,665209,6500,17,6483,45000,21088,21356,972,972,23644
6,758755,758771,765205,6450,16,6434,45000,21356,21620,965,965,23380
7,858799,858816,865203,6404,17,6387,45000,21620,21882,958,958,23118
8,958844,958861,965210,6366,17,6349,45000,21882,22141,951,951,22859
9,1058890,1058906,1065205,6315,16,6299,45000,22141,22397,944,944,22603
10,1158934,1158951,1165205,6271,17,6254,45000,22397,22649,937,937,22351
11,1258980,1258996,1265214,6234,16,6218,45000,22649,22899,931,931,22101
12,1359025,1359042,1365206,6181,17,6164,45000,22899,23147,924,924,21853
13,1459070,1459087,1465207,6137,17,6120,45000,23147,23391,917,917,21609
14,1559115,1559132,1565200,6085,17,6068,45000,23391,23632,911,911,21368
15,1659161,1659178,1665210,6049,17,6032,45000,23632,23871,905,905,21129
16,1759206,1759223,1765203,5997,17,5980,45000,23871,24107,898,898,20893
17,1859251,1859267,1865204,5953,16,5937,45000,24107,24340,892,892,20660
18,1959296,1959313,1965215,5919,17,5902,45000,24340,24571,886,886,20429
19,2059341,2059358,2065209,5868,17,5851,45000,24571,24799,879,879,20201
20,2159387,2159404,2165206,5819,17,5802,45000,24799,25024,873,873,19976
21,2259432,2259449,2265204,5772,17,5755,45000,25024,25247,867,867,19753
22,2359477,2359494,2365212,5735,17,5718,45000,25247,25467,861,861,19533
23,2459523,2459539,2465204,5681,16,5665,45000,25467,25685,856,856,19315
24,2559568,2559584,2565204,5636,16,5620,45000,25685,25900,850,850,19100
25,2659613,2659629,2665214,5601,16,5585,45000,25900,26113,844,844,18887
26,2759659,2759675,2765209,5550,16,5534,45000,26113,26323,838,838,18677
27,2859704,2859721,2865207,5503,17,5486,45000,26323,26531,833,833,18469
28,2959749,2959766,2965204,5455,17,5438,45000,26531,26736,827,827,18264
29,3059794,3059810,3065241,5447,16,5431,45000,26736,26940,822,822,18060
30,3159841,3159857,3165234,5393,16,5377,45000,26940,27140,816,816,17860
31,3259886,3259902,3265231,5345,16,5329,45000,27140,27339,811,811,17661
32,3359931,3359948,3365206,5275,17,5258,45000,27339,27535,806,806,17465
33,3459976,3459992,3465208,5232,16,5216,45000,27535,27729,801,801,17271
34,3560021,3560038,3565205,5184,17,5167,45000,27729,27921,795,795,17079
35,3660066,3660083,3665210,5144,17,5127,65000,27921,28169,1000,1000,36831
36,3760112,3760128,3765205,5093,16,5077,65000,28169,28417,1000,1000,36583
37,3860156,3860173,3865208,5052,17,5035,65000,28417,28663,1000,1000,36337
38,3960201,3960217,3965200,4999,16,4983,65000,28663,28908,1000,1000,36092
39,4060246,4060262,4065210,4964,16,4948,65000,28908,29153,1000,1000,35847
40,4160291,4160308,4165204,4913,17,4896,65000,29153,29396,1000,1000,35604
41,4260337,4260353,4265207,4870,16,4854,65000,29396,29638,1000,1000,35362
42,4360382,4360399,4365209,4827,17,4810,65000,29638,29880,1000,1000,35120
43,4460427,4460444,4465204,4777,17,4760,65000,29880,30120,1000,1000,34880
44,4560472,4560489,4565206,4734,17,4717,65000,30120,30360,1000,1000,34640
45,4660517,4660534,4665201,4684,17,4667,65000,30360,30598,1000,1000,34402
46,4760562,4760578,4765212,4650,16,4634,65000,30598,30836,1000,1000,34164
47,4860607,4860624,4865205,4598,17,4581,65000,30836,31073,1000,1000,33927
48,4960652,4960669,4965206,4554,17,4537,65000,31073,31308,1000,1000,33692
49,5060697,5060714,5065209,4512,17,4495,65000,31308,31543,1000,1000,33457
50,5160742,5160759,5165205,4463,17,4446,65000,31543,31777,1000,1000,33223
51,5260787,5260803,5265207,4420,16,4404,65000,31777,32010,1000,1000,32990
52,5360832,5360848,5365202,4370,16,4354,65000,32010,32242,1000,1000,32758
53,5460877,5460893,5465212,4335,16,4319,65000,32242,32473,1000,1000,32527
54,5560922,5560938,5565204,4282,16,4266,65000,32473,32703,1000,1000,32297
