sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,1303,24295,144729,143426,22992,120434,45000,20000,20266,951,951,24734
2,145283,147318,159427,14144,2035,12109,45000,20266,20543,991,991,24457
3,245343,247301,249920,4577,1958,2619,45000,20543,20817,986,986,24183
4,345393,347242,350021,4628,1849,2779,45000,20817,21087,979,979,23913
5,445444,447259,450088,4644,1815,2829,45000,21087,21355,972,972,23645
6,545495,547245,550136,4641,1750,2891,45000,21355,21620,965,965,23380
7,645546,647264,650225,4679,1718,2961,45000,21620,21882,958,958,23118
8,745599,747316,750291,4692,1717,2975,45000,21882,22141,951,951,22859
9,845670,847389,850376,4706,1719,2987,45000,22141,22396,944,944,22604
10,945720,947436,950452,4732,1716,3016,45000,22396,22649,938,938,22351
11,1045771,1047484,1050447,4676,1713,2963,45000,22649,22899,931,931,22101
12,1145821,1147541,1150446,4625,1720,2905,45000,22899,23147,924,924,21853
13,1245871,1247589,1250444,4573,1718,2855,45000,23147,23391,917,917,21609
14,1345921,1347635,1349447,3526,1714,1812,45000,23391,23632,911,911,21368
15,1445970,1447683,1459496,13526,1713,11813,45000,23632,23871,904,904,21129
16,1546021,1547743,1559504,13483,1722,11761,45000,23871,24107,898,898,20893
17,1646072,1647797,1659490,13418,1725,11693,45000,24107,24340,892,892,20660
18,1746122,1747845,1759493,13371,1723,11648,45000,24340,24571,885,885,20429
19,1846172,1847892,1859494,13322,1720,11602,45000,24571,24798,879,879,20202
20,1946223,1947941,1959483,13260,1718,11542,45000,24798,25024,874,874,19976
21,2046274,2047994,2059499,13225,1720,11505,45000,25024,25247,867,867,19753
22,2146324,2148050,2159479,13155,1726,11429,45000,25247,25467,861,861,19533
23,2246374,2248095,2259499,13125,1721,11404,45000,25467,25684,855,855,19316
24,2346426,2348145,2359478,13052,1719,11333,45000,25684,25900,850,850,19100
25,2446477,2448195,2459475,12998,1718,11280,45000,25900,26112,844,844,18888
26,2546527,2548246,2559471,12944,1719,11225,45000,26112,26322,838,838,18678
27,2646578,2648297,2659469,12891,1719,11172,45000,26322,26530,833,833,18470
28,2746629,2748346,2759489,12860,1717,11143,45000,26530,26736,827,827,18264
29,2846679,2848402,2859479,12800,1723,11077,45000,26736,26939,822,822,18061
30,2946731,2948451,2959471,12740,1720,11020,45000,26939,27140,816,816,17860
31,3046781,3048502,3059468,12687,1721,10966,45000,27140,27338,811,811,17662
32,3146832,3148553,3159522,12690,1721,10969,45000,27338,27535,806,806,17465
33,3246883,3248606,3259508,12625,1723,10902,45000,27535,27728,800,800,17272
34,3346933,3348651,3359503,12570,1718,10852,45000,27728,27920,795,795,17080
35,3446984,3448701,3459487,12503,1717,10786,45000,27920,28110,790,790,16890
36,3547035,3548748,3559471,12436,1713,10723,45000,28110,28297,785,785,16703
37,3647085,3648803,3659469,12384,1718,10666,45000,28297,28482,780,780,16518
38,3747136,3748852,3759470,12334,1716,10618,45000,28482,28665,775,775,16335
39,3847186,3848902,3859476,12290,1716,10574,45000,28665,28847,771,771,16153
40,3947237,3948954,3959480,12243,1717,10526,45000,28847,29025,765,765,15975
41,4047288,4049003,4059475,12187,1715,10472,45000,29025,29202,761,761,15798
42,4147338,4149061,4159476,12138,1723,10415,45000,29202,29377,756,756,15623
43,4247389,4249108,4259469,12080,1719,10361,45000,29377,29550,751,751,15450
44,4347439,4349157,4359466,12027,1718,10309,45000,29550,29721,747,747,15279
45,4447490,4449209,4459481,11991,1719,10272,45000,29721,29890,742,742,15110
46,4547541,4549257,4559475,11934,1716,10218,45000,29890,30057,738,738,14943
47,4647591,4649308,4659470,11879,1717,10162,45000,30057,30222,733,733,14778
48,4747643,4749357,4759470,11827,1714,10113,45000,30222,30385,729,729,14615
49,4847693,4849408,4859478,11785,1715,10070,45000,30385,30547,725,725,14453
50,4947743,4949457,4959470,11727,1714,10013,45000,30547,30706,720,720,14294
51,5047793,5049509,5059470,11677,1716,9961,45000,30706,30864,716,716,14136
52,5147844,5149563,5159465,11621,1719,9902,45000,30864,31020,712,712,13980
53,5247895,5249614,5259477,11582,1719,9863,45000,31020,31174,708,708,13826
54,5347946,5349662,5359482,11536,1716,9820,45000,31174,31326,704,704,13674
55,5447996,5449714,5459472,11476,1718,9758,45000,31326,31477,700,700,13523
56,5548046,5549796,5559477,11431,1750,9681,45000,31477,31626,696,696,13374
57,5648098,5649851,5659485,11387,1753,9634,45000,31626,31773,692,692,13227
58,5748149,5749903,5759471,11322,1754,9568,45000,31773,31919,688,688,13081
59,5848200,5849969,5859484,11284,1769,9515,45000,31919,32062,684,684,12938
60,5948250,5950018,5959478,11228,1768,9460,45000,32062,32205,680,680,12795
61,6048301,6050066,6059485,11184,1765,9419,45000,32205,32345,676,676,12655
62,6148352,6150122,6159476,11124,1770,9354,45000,32345,32484,673,673,12516
63,6248403,6250169,6259490,11087,1766,9321,45000,32484,32622,669,669,12378
64,6348453,6350215,6359485,11032,1762,9270,45000,32622,32757,665,665,12243
65,6448505,6450276,6459487,10982,1771,9211,45000,32757,32892,662,662,12108
66,6548556,6550326,6559481,10925,1770,9155,45000,32892,33024,658,658,11976
67,6648606,6650370,6659473,10867,1764,9103,45000,33024,33156,655,655,11844
68,6748658,6750425,6759468,10810,1767,9043,45000,33156,33285,651,651,11715
69,6848709,6850475,6859485,10776,1766,9010,45000,33285,33413,647,647,11587
70,6948760,6950527,6959478,10718,1767,8951,45000,33413,33540,644,644,11460
71,7048809,7050574,7059467,10658,1765,8893,45000,33540,33665,641,641,11335
72,7148859,7150631,7159478,10619,1772,8847,45000,33665,33789,638,638,11211
73,7248911,7250677,7259474,10563,1766,8797,45000,33789,33912,634,634,11088
74,7348961,7350729,7359471,10510,1768,8742,45000,33912,34033,631,631,10967
75,7449012,7450780,7459478,10466,1768,8698,45000,34033,34152,627,627,10848
76,7549063,7550831,7559481,10418,1768,8650,45000,34152,34270,625,625,10730
77,7649115,7650880,7659472,10357,1765,8592,45000,34270,34387,622,622,10613
78,7749166,7750933,7759471,10305,1767,8538,45000,34387,34503,618,618,10497
79,7849216,7850983,7859460,10244,1767,8477,45000,34503,34617,615,615,10383
80,7949266,7951032,7959478,10212,1766,8446,45000,34617,34730,612,612,10270
81,8049317,8051081,8059483,10166,1764,8402,45000,34730,34842,609,609,10158
82,8149367,8151129,8159470,10103,1762,8341,45000,34842,34952,606,606,10048
83,8249418,8251174,8259481,10063,1756,8307,45000,34952,35061,603,603,9939
84,8349469,8351233,8359486,10017,1764,8253,45000,35061,35169,600,600,9831
85,8449520,8451280,8459470,9950,1760,8190,45000,35169,35275,597,597,9725
86,8549571,8551327,8559481,9910,1756,8154,45000,35275,35381,595,595,9619
87,8649621,8651376,8659485,9864,1755,8109,45000,35381,35485,592,592,9515
88,8749673,8751425,8759474,9801,1752,8049,45000,35485,35588,589,589,9412
89,8849722,8851467,8859468,9746,1745,8001,45000,35588,35690,586,586,9310
