sequence,input0_bits,input1_bits,input2_bits,input3_bits,output_bits,actuator_permille,wall_ns,device_us
314,3cc25072,3ea00000,3c03126f,3ebc6a7f,3ebc2000,367,1676208,1589
315,3cc12ad8,3ea00000,3be56042,3ebbe76d,3ebc0000,367,1680291,1592
316,3cbfdb4d,3ea00000,3c03126f,3ebbe76d,3ebbe000,367,1672417,1585
317,3cbeb5b3,3ea00000,3be56042,3ebbe76d,3ebbe000,367,1677375,1590
318,3cbd9019,3ea00000,3be56042,3ebbe76d,3ebbc000,367,1673000,1585
319,3cbc408e,3ea00000,3c03126f,3ebbe76d,3ebba000,366,1678542,1591
320,3cbb1af4,3ea00000,3be56042,3ebb645a,3ebb8000,366,1673875,1586
321,3cb9f55a,3ea00000,3be56042,3ebb645a,3ebb6000,366,1678250,1591
322,3cb8cfc0,3ea00000,3be56042,3ebb645a,3ebb6000,366,1680000,1593
323,3cb7aa26,3ea00000,3be56042,3ebb645a,3ebb4000,366,1677375,1589
324,3cb6848c,3ea00000,3be56042,3ebb645a,3ebb2000,365,1673875,1587
325,3cb55ef2,3ea00000,3be56042,3ebae148,3ebb0000,365,1677667,1591
326,3cb46349,3ea00000,3bc49ba6,3ebae148,3ebb0000,365,1673875,1586
327,3cb33db0,3ea00000,3be56042,3ebae148,3ebae000,365,1680875,1594
328,3cb24207,3ea00000,3bc49ba6,3ebae148,3ebae000,365,1677375,1590
329,3cb11c6d,3ea00000,3be56042,3ebae148,3ebaa000,365,1677666,1590
330,3caff6d3,3ea00000,3be56042,3ebae148,3eba8000,364,1676208,1589
331,3caefb2b,3ea00000,3bc49ba6,3eba5e35,3eba8000,364,1678250,1591
332,3cadff82,3ea00000,3bc49ba6,3eba5e35,3eba8000,364,1679125,1592
333,3cad03da,3ea00000,3bc49ba6,3eba5e35,3eba6000,364,1676500,1589
334,3cac0831,3ea00000,3bc49ba6,3eba5e35,3eba4000,364,1676792,1589
335,3cab0c89,3ea00000,3bc49ba6,3eba5e35,3eba4000,364,1707708,1592
336,3caa10e0,3ea00000,3bc49ba6,3eba5e35,3eba2000,364,1706834,1616
337,3ca8eb46,3ea00000,3be56042,3eba5e35,3eb9e000,363,1716167,1627
338,3ca8198f,3ea00000,3ba3d70a,3eb9db23,3eba0000,363,1718792,1628
339,3ca71de7,3ea00000,3bc49ba6,3eb9db23,3eb9e000,363,1721125,1631
340,3ca6223e,3ea00000,3bc49ba6,3eb9db23,3eb9c000,363,1717334,1627
341,3ca55087,3ea00000,3ba3d70a,3eb9db23,3eb9c000,363,1717625,1628
342,3ca454de,3ea00000,3bc49ba6,3eb9db23,3eb9a000,363,1718500,1628
343,3ca35936,3ea00000,3bc49ba6,3eb9db23,3eb98000,362,1722000,1634
344,3ca2877f,3ea00000,3ba3d70a,3eb95810,3eb98000,362,1716167,1629
345,3ca1b5c8,3ea00000,3ba3d70a,3eb95810,3eb96000,362,1718208,1630
346,3ca0ba1f,3ea00000,3bc49ba6,3eb95810,3eb94000,362,1715584,1627
347,3c9fe868,3ea00000,3ba3d70a,3eb95810,3eb94000,362,1723166,1636
348,3c9f16b1,3ea00000,3ba3d70a,3eb95810,3eb94000,362,1740667,1629
349,3c9e1b09,3ea00000,3bc49ba6,3eb95810,3eb90000,361,1745625,1656
350,3c9d7343,3ea00000,3b83126f,3eb8d4fe,3eb92000,362,1750000,1661
351,3c9c779a,3ea00000,3bc49ba6,3eb95810,3eb8e000,361,1752917,1664
352,3c9ba5e3,3ea00000,3ba3d70a,3eb8d4fe,3eb8e000,361,1756417,1666
353,3c9afe1e,3ea00000,3b83126f,3eb8d4fe,3eb8e000,361,1751458,1662
354,3c9a2c67,3ea00000,3ba3d70a,3eb8d4fe,3eb8c000,361,1749708,1660
355,3c995aaf,3ea00000,3ba3d70a,3eb8d4fe,3eb8c000,361,1746500,1657
356,3c9888f8,3ea00000,3ba3d70a,3eb8d4fe,3eb8a000,361,1758167,1669
357,3c97b741,3ea00000,3ba3d70a,3eb8d4fe,3eb8a000,361,1756417,1668
358,3c96e58a,3ea00000,3ba3d70a,3eb8d4fe,3eb88000,360,1751458,1664
359,3c963dc5,3ea00000,3b83126f,3eb851ec,3eb88000,360,1754083,1665
360,3c956c0d,3ea00000,3ba3d70a,3eb851ec,3eb86000,360,1750000,1662
361,3c94c448,3ea00000,3b83126f,3eb851ec,3eb86000,360,1750875,1663
362,3c941c82,3ea00000,3b83126f,3eb851ec,3eb86000,360,1746208,1659
363,3c934acb,3ea00000,3ba3d70a,3eb851ec,3eb82000,360,1753209,1665
364,3c92a305,3ea00000,3b83126f,3eb851ec,3eb84000,360,1747084,1659
365,3c91d14e,3ea00000,3ba3d70a,3eb851ec,3eb80000,359,1750292,1662
366,3c912989,3ea00000,3b83126f,3eb7ced9,3eb80000,359,1738625,1650
367,3c9081c3,3ea00000,3b83126f,3eb7ced9,3eb80000,359,1741833,1653
368,3c8fd9fd,3ea00000,3b83126f,3eb7ced9,3eb7e000,359,1736292,1629
369,3c8f3238,3ea00000,3b83126f,3eb7ced9,3eb7e000,359,1721709,1634
370,3c8e8a72,3ea00000,3b83126f,3eb7ced9,3eb7c000,359,1713250,1625
371,3c8de2ac,3ea00000,3b83126f,3eb7ced9,3eb7c000,359,1715583,1628
372,3c8d3ae7,3ea00000,3b83126f,3eb7ced9,3eb7c000,359,1714417,1626
373,3c8c9321,3ea00000,3b83126f,3eb7ced9,3eb7a000,359,1712375,1625
374,3c8beb5b,3ea00000,3b83126f,3eb7ced9,3eb7a000,359,1707708,1620
375,3c8b4396,3ea00000,3b83126f,3eb7ced9,3eb78000,358,1710041,1622
376,3c8ac5c1,3ea00000,3b449ba6,3eb74bc7,3eb78000,358,1704792,1617
377,3c8a1dfc,3ea00000,3b83126f,3eb74bc7,3eb76000,358,1711500,1623
378,3c897636,3ea00000,3b83126f,3eb74bc7,3eb76000,358,1705375,1618
379,3c88f862,3ea00000,3b449ba6,3eb74bc7,3eb76000,358,1709750,1621
380,3c88509c,3ea00000,3b83126f,3eb74bc7,3eb74000,358,1699250,1611
381,3c87d2c8,3ea00000,3b449ba6,3eb74bc7,3eb74000,358,1701000,1596
382,3c872b02,3ea00000,3b83126f,3eb74bc7,3eb72000,358,1680000,1593
383,3c86ad2e,3ea00000,3b449ba6,3eb74bc7,3eb74000,358,1681167,1593
384,3c860568,3ea00000,3b83126f,3eb74bc7,3eb70000,357,1672709,1587
385,3c858794,3ea00000,3b449ba6,3eb6c8b4,3eb72000,358,1679125,1592
386,3c84dfce,3ea00000,3b83126f,3eb74bc7,3eb70000,357,1672708,1587
387,3c8461fa,3ea00000,3b449ba6,3eb6c8b4,3eb70000,357,1680584,1593
388,3c83e426,3ea00000,3b449ba6,3eb6c8b4,3eb6e000,357,1674750,1588
389,3c836651,3ea00000,3b449ba6,3eb6c8b4,3eb6e000,357,1681167,1593
390,3c82e87d,3ea00000,3b449ba6,3eb6c8b4,3eb6e000,357,1673583,1585
391,3c8240b8,3ea00000,3b83126f,3eb6c8b4,3eb6c000,357,1681458,1594
392,3c81c2e3,3ea00000,3b449ba6,3eb6c8b4,3eb6c000,357,1678834,1591
393,3c81450f,3ea00000,3b449ba6,3eb6c8b4,3eb6c000,357,1679417,1592
394,3c80c73b,3ea00000,3b449ba6,3eb6c8b4,3eb6a000,357,1675042,1588
395,3c804966,3ea00000,3b449ba6,3eb6c8b4,3eb6a000,357,1682333,1595
396,3c7f9724,3ea00000,3b449ba6,3eb6c8b4,3eb6a000,357,1676792,1590
397,3c7e9b7c,3ea00000,3b449ba6,3eb6c8b4,3eb68000,356,1678542,1591
398,3c7d9fd3,3ea00000,3b449ba6,3eb645a2,3eb68000,356,1672708,1585
399,3c7ca42b,3ea00000,3b449ba6,3eb645a2,3eb66000,356,1677959,1590
400,3c7ba882,3ea00000,3b449ba6,3eb645a2,3eb66000,356,1674166,1588
401,3c7b00bd,3ea00000,3b03126f,3eb645a2,3eb68000,356,1679417,1592
402,3c7a0514,3ea00000,3b449ba6,3eb645a2,3eb66000,356,1679125,1592
403,3c79096c,3ea00000,3b449ba6,3eb645a2,3eb64000,356,1676500,1589
404,3c780dc3,3ea00000,3b449ba6,3eb645a2,3eb64000,356,1675917,1589
405,3c7765fe,3ea00000,3b03126f,3eb645a2,3eb64000,356,1678541,1591
406,3c766a55,3ea00000,3b449ba6,3eb645a2,3eb62000,356,1673583,1586
407,3c756ead,3ea00000,3b449ba6,3eb645a2,3eb62000,356,1679417,1592
408,3c74c6e7,3ea00000,3b03126f,3eb645a2,3eb64000,356,1673292,1586
409,3c73cb3e,3ea00000,3b449ba6,3eb645a2,3eb62000,356,1677083,1590
410,3c72cf96,3ea00000,3b449ba6,3eb645a2,3eb60000,355,1673583,1586
411,3c7227d0,3ea00000,3b03126f,3eb5c28f,3eb60000,355,1678542,1592
412,3c71800a,3ea00000,3b03126f,3eb5c28f,3eb60000,355,1680583,1594
413,3c708462,3ea00000,3b449ba6,3eb5c28f,3eb5e000,355,1681167,1594
414,3c6fdc9c,3ea00000,3b03126f,3eb5c28f,3eb60000,355,1675917,1589
415,3c6f34d7,3ea00000,3b03126f,3eb5c28f,3eb5e000,355,1678250,1590
416,3c6e392e,3ea00000,3b449ba6,3eb5c28f,3eb5c000,355,1673000,1586
417,3c6d9168,3ea00000,3b03126f,3eb5c28f,3eb5e000,355,1677375,1590
418,3c6ce9a3,3ea00000,3b03126f,3eb5c28f,3eb5e000,355,1674166,1587
419,3c6bedfa,3ea00000,3b449ba6,3eb5c28f,3eb5c000,355,1680000,1592
420,3c6b4635,3ea00000,3b03126f,3eb5c28f,3eb5c000,355,1674166,1588
421,3c6a9e6f,3ea00000,3b03126f,3eb5c28f,3eb5c000,355,1679708,1593
422,3c69f6a9,3ea00000,3b03126f,3eb5c28f,3eb5c000,355,1680584,1593
423,3c68fb01,3ea00000,3b449ba6,3eb5c28f,3eb5a000,355,1677375,1590
424,3c68533b,3ea00000,3b03126f,3eb5c28f,3eb5a000,355,1676500,1590
425,3c67ab75,3ea00000,3b03126f,3eb5c28f,3eb5a000,355,1677666,1590
426,3c6703b0,3ea00000,3b03126f,3eb5c28f,3eb5a000,355,1674750,1588
427,3c660807,3ea00000,3b449ba6,3eb5c28f,3eb58000,354,1674459,1588
428,3c65b424,3ea00000,3a83126f,3eb53f7d,3eb5a000,355,1670958,1584
429,3c64b87c,3ea00000,3b449ba6,3eb5c28f,3eb56000,354,1681167,1593
430,3c6410b6,3ea00000,3b03126f,3eb53f7d,3eb56000,354,1674167,1587
431,3c6368f1,3ea00000,3b03126f,3eb53f7d,3eb56000,354,1677375,1590
432,3c63150e,3ea00000,3a83126f,3eb53f7d,3eb58000,354,1678541,1591
433,3c626d48,3ea00000,3b03126f,3eb53f7d,3eb56000,354,1678833,1592
434,3c61c582,3ea00000,3b03126f,3eb53f7d,3eb56000,354,1671542,1584
435,3c611dbd,3ea00000,3b03126f,3eb53f7d,3eb54000,354,1678541,1591
436,3c6075f7,3ea00000,3b03126f,3eb53f7d,3eb54000,354,1670666,1584
437,3c5fce31,3ea00000,3b03126f,3eb53f7d,3eb54000,354,1678542,1592
438,3c5f266c,3ea00000,3b03126f,3eb53f7d,3eb54000,354,1677958,1591
439,3c5e7ea6,3ea00000,3b03126f,3eb53f7d,3eb54000,354,1677666,1590
440,3c5e2ac3,3ea00000,3a83126f,3eb53f7d,3eb54000,354,1673583,1587
441,3c5d82fd,3ea00000,3b03126f,3eb53f7d,3eb52000,354,1677959,1591
442,3c5cdb38,3ea00000,3b03126f,3eb53f7d,3eb52000,354,1677959,1591
443,3c5c3372,3ea00000,3b03126f,3eb53f7d,3eb52000,354,1678250,1591
444,3c5b8bac,3ea00000,3b03126f,3eb53f7d,3eb52000,354,1673584,1587
445,3c5b37ca,3ea00000,3a83126f,3eb53f7d,3eb52000,354,1678542,1591
446,3c5a9004,3ea00000,3b03126f,3eb53f7d,3eb50000,354,1672125,1586
447,3c59e83e,3ea00000,3b03126f,3eb53f7d,3eb50000,354,1677958,1590
448,3c594079,3ea00000,3b03126f,3eb53f7d,3eb50000,354,1676500,1590
449,3c5898b3,3ea00000,3b03126f,3eb53f7d,3eb50000,354,1677958,1590
450,3c5844d0,3ea00000,3a83126f,3eb53f7d,3eb50000,354,1672708,1586
451,3c579d0a,3ea00000,3b03126f,3eb53f7d,3eb4e000,353,1711791,1592
452,3c56f545,3ea00000,3b03126f,3eb4bc6a,3eb4e000,353,1713542,1623
453,3c56a162,3ea00000,3a83126f,3eb4bc6a,3eb4e000,353,1729291,1640
454,3c564d7f,3ea00000,3a83126f,3eb4bc6a,3eb4e000,353,1725500,1635
455,3c55a5b9,3ea00000,3b03126f,3eb4bc6a,3eb4c000,353,1725209,1635
456,3c5551d7,3ea00000,3a83126f,3eb4bc6a,3eb4e000,353,1723167,1633
457,3c54aa11,3ea00000,3b03126f,3eb4bc6a,3eb4c000,353,1726958,1636
458,3c54562e,3ea00000,3a83126f,3eb4bc6a,3eb4e000,353,1715000,1625
459,3c53ae68,3ea00000,3b03126f,3eb4bc6a,3eb4c000,353,1725792,1638
460,3c535a86,3ea00000,3a83126f,3eb4bc6a,3eb4c000,353,1722584,1635
461,3c52b2c0,3ea00000,3b03126f,3eb4bc6a,3eb4a000,353,1724041,1636
462,3c525edd,3ea00000,3a83126f,3eb4bc6a,3eb4c000,353,1726666,1638
463,3c520afa,3ea00000,3a83126f,3eb4bc6a,3eb4c000,353,1728125,1640
464,3c516335,3ea00000,3b03126f,3eb4bc6a,3eb4a000,353,1723458,1636
465,3c510f52,3ea00000,3a83126f,3eb4bc6a,3eb4c000,353,1719375,1632
466,3c50678c,3ea00000,3b03126f,3eb4bc6a,3eb4a000,353,1722000,1635
467,3c5013a9,3ea00000,3a83126f,3eb4bc6a,3eb4a000,353,1725500,1638
468,3c4fbfc6,3ea00000,3a83126f,3eb4bc6a,3eb4a000,353,1722000,1635
469,3c4f1801,3ea00000,3b03126f,3eb4bc6a,3eb48000,353,1724916,1637
470,3c4ec41e,3ea00000,3a83126f,3eb4bc6a,3eb4a000,353,1721708,1634
471,3c4e703b,3ea00000,3a83126f,3eb4bc6a,3eb4a000,353,1725500,1638
472,3c4dc875,3ea00000,3b03126f,3eb4bc6a,3eb48000,353,1727250,1639
473,3c4d7492,3ea00000,3a83126f,3eb4bc6a,3eb48000,353,1723750,1636
474,3c4d20b0,3ea00000,3a83126f,3eb4bc6a,3eb48000,353,1717333,1630
475,3c4c78ea,3ea00000,3b03126f,3eb4bc6a,3eb46000,352,1723458,1636
476,3c4c2507,3ea00000,3a83126f,3eb43958,3eb48000,353,1719667,1632
477,3c4bd124,3ea00000,3a83126f,3eb4bc6a,3eb48000,353,1712375,1625
478,3c4b295f,3ea00000,3b03126f,3eb4bc6a,3eb46000,352,1718500,1631
479,3c4ad57c,3ea00000,3a83126f,3eb43958,3eb46000,352,1719667,1633
480,3c4a8199,3ea00000,3a83126f,3eb43958,3eb46000,352,1711500,1624
481,3c4a2db6,3ea00000,3a83126f,3eb43958,3eb46000,352,1709750,1622
482,3c49d9d3,3ea00000,3a83126f,3eb43958,3eb46000,352,1710333,1622
483,3c4985f0,3ea00000,3a83126f,3eb43958,3eb46000,352,1697500,1593
484,3c49320e,3ea00000,3a83126f,3eb43958,3eb46000,352,1673875,1586
485,3c48de2b,3ea00000,3a83126f,3eb43958,3eb44000,352,1677958,1590
486,3c488a48,3ea00000,3a83126f,3eb43958,3eb44000,352,1675042,1588
487,3c483665,3ea00000,3a83126f,3eb43958,3eb44000,352,1679125,1592
488,3c47e282,3ea00000,3a83126f,3eb43958,3eb44000,352,1674750,1588
489,3c478e9f,3ea00000,3a83126f,3eb43958,3eb44000,352,1679125,1592
490,3c473abd,3ea00000,3a83126f,3eb43958,3eb44000,352,1672417,1585
491,3c46e6da,3ea00000,3a83126f,3eb43958,3eb44000,352,1681167,1594
492,3c4692f7,3ea00000,3a83126f,3eb43958,3eb44000,352,1677375,1590
493,3c463f14,3ea00000,3a83126f,3eb43958,3eb44000,352,1677375,1591
494,3c45eb31,3ea00000,3a83126f,3eb43958,3eb44000,352,1676791,1589
495,3c45974e,3ea00000,3a83126f,3eb43958,3eb42000,352,1676208,1589
496,3c45436c,3ea00000,3a83126f,3eb43958,3eb42000,352,1677666,1591
497,3c44ef89,3ea00000,3a83126f,3eb43958,3eb42000,352,1676500,1589
498,3c449ba6,3ea00000,3a83126f,3eb43958,3eb42000,352,1677667,1591
499,3c4447c3,3ea00000,3a83126f,3eb43958,3eb42000,352,1678834,1592
500,3c43f3e0,3ea00000,3a83126f,3eb43958,3eb42000,352,1672708,1585
501,3c43f3e0,3ea00000,00000000,3eb43958,3eb44000,352,1681750,1594
502,3c439ffd,3ea00000,3a83126f,3eb43958,3eb42000,352,1679709,1593
503,3c434c1b,3ea00000,3a83126f,3eb43958,3eb42000,352,1682333,1595
504,3c42f838,3ea00000,3a83126f,3eb43958,3eb42000,352,1680291,1592
505,3c42a455,3ea00000,3a83126f,3eb43958,3eb40000,352,1680000,1593
506,3c425072,3ea00000,3a83126f,3eb43958,3eb40000,352,1672416,1586
507,3c41fc8f,3ea00000,3a83126f,3eb43958,3eb40000,352,1677667,1590
508,3c41a8ac,3ea00000,3a83126f,3eb43958,3eb40000,352,1675625,1588
509,3c4154ca,3ea00000,3a83126f,3eb43958,3eb40000,352,1679417,1592
510,3c4100e7,3ea00000,3a83126f,3eb43958,3eb40000,352,1675625,1588
511,3c40ad04,3ea00000,3a83126f,3eb43958,3eb40000,352,1678541,1592
512,3c405921,3ea00000,3a83126f,3eb43958,3eb40000,352,1679417,1593
513,3c40053e,3ea00000,3a83126f,3eb43958,3eb40000,352,1680000,1593
514,3c3fb15b,3ea00000,3a83126f,3eb43958,3eb40000,352,1732792,1646
515,3c3fb15b,3ea00000,00000000,3eb43958,3eb40000,352,1678834,1591
516,3c3f5d79,3ea00000,3a83126f,3eb43958,3eb3e000,351,1673875,1587
517,3c3f0996,3ea00000,3a83126f,3eb3b646,3eb3e000,351,1678250,1590
518,3c3eb5b3,3ea00000,3a83126f,3eb3b646,3eb3e000,351,1676209,1589
519,3c3eb5b3,3ea00000,00000000,3eb3b646,3eb40000,352,1680292,1592
520,3c3e61d0,3ea00000,3a83126f,3eb43958,3eb3e000,351,1675042,1588
521,3c3e0ded,3ea00000,3a83126f,3eb3b646,3eb3e000,351,1682041,1595
522,3c3e0ded,3ea00000,00000000,3eb3b646,3eb3e000,351,1680000,1593
523,3c3dba0a,3ea00000,3a83126f,3eb3b646,3eb3c000,351,1680292,1593
524,3c3dba0a,3ea00000,00000000,3eb3b646,3eb3e000,351,1675917,1590
525,3c3d6627,3ea00000,3a83126f,3eb3b646,3eb3c000,351,1677667,1589
526,3c3d1245,3ea00000,3a83126f,3eb3b646,3eb3c000,351,1676500,1590
527,3c3d1245,3ea00000,00000000,3eb3b646,3eb3e000,351,1680291,1593
528,3c3cbe62,3ea00000,3a83126f,3eb3b646,3eb3c000,351,1675917,1589
529,3c3cbe62,3ea00000,00000000,3eb3b646,3eb3e000,351,1678541,1591
530,3c3c6a7f,3ea00000,3a83126f,3eb3b646,3eb3c000,351,1675625,1589
531,3c3c169c,3ea00000,3a83126f,3eb3b646,3eb3c000,351,1708000,1592
532,3c3c169c,3ea00000,00000000,3eb3b646,3eb3e000,351,1713250,1624
533,3c3bc2b9,3ea00000,3a83126f,3eb3b646,3eb3c000,351,1716167,1626
534,3c3bc2b9,3ea00000,00000000,3eb3b646,3eb3e000,351,1719958,1630
535,3c3b6ed6,3ea00000,3a83126f,3eb3b646,3eb3c000,351,1723167,1633
536,3c3b6ed6,3ea00000,00000000,3eb3b646,3eb3c000,351,1716167,1626
537,3c3b1af4,3ea00000,3a83126f,3eb3b646,3eb3c000,351,1719667,1630
538,3c3ac711,3ea00000,3a83126f,3eb3b646,3eb3c000,351,1713250,1624
539,3c3ac711,3ea00000,00000000,3eb3b646,3eb3c000,351,1717333,1629
540,3c3a732e,3ea00000,3a83126f,3eb3b646,3eb3a000,351,1717625,1630
541,3c3a732e,3ea00000,00000000,3eb3b646,3eb3c000,351,1717042,1630
542,3c3a1f4b,3ea00000,3a83126f,3eb3b646,3eb3a000,351,1723167,1636
543,3c3a1f4b,3ea00000,00000000,3eb3b646,3eb3c000,351,1718791,1631
544,3c39cb68,3ea00000,3a83126f,3eb3b646,3eb3a000,351,1740083,1629
545,3c39cb68,3ea00000,00000000,3eb3b646,3eb3c000,351,1747667,1657
546,3c397785,3ea00000,3a83126f,3eb3b646,3eb3a000,351,1748542,1659
547,3c3923a3,3ea00000,3a83126f,3eb3b646,3eb3a000,351,1755542,1666
548,3c3923a3,3ea00000,00000000,3eb3b646,3eb3c000,351,1751166,1661
549,3c38cfc0,3ea00000,3a83126f,3eb3b646,3eb3a000,351,1752917,1663
550,3c38cfc0,3ea00000,00000000,3eb3b646,3eb3c000,351,1748250,1658
551,3c387bdd,3ea00000,3a83126f,3eb3b646,3eb3a000,351,1751458,1662
552,3c387bdd,3ea00000,00000000,3eb3b646,3eb3c000,351,1757583,1669
553,3c3827fa,3ea00000,3a83126f,3eb3b646,3eb3a000,351,1759334,1671
554,3c3827fa,3ea00000,00000000,3eb3b646,3eb3a000,351,1749708,1662
555,3c37d417,3ea00000,3a83126f,3eb3b646,3eb3a000,351,1757292,1669
556,3c37d417,3ea00000,00000000,3eb3b646,3eb3a000,351,1745917,1659
557,3c378034,3ea00000,3a83126f,3eb3b646,3eb38000,351,1749417,1662
558,3c378034,3ea00000,00000000,3eb3b646,3eb3a000,351,1740667,1653
559,3c372c52,3ea00000,3a83126f,3eb3b646,3eb38000,351,1753792,1666
560,3c372c52,3ea00000,00000000,3eb3b646,3eb3a000,351,1752334,1665
561,3c36d86f,3ea00000,3a83126f,3eb3b646,3eb38000,351,1749708,1662
562,3c36d86f,3ea00000,00000000,3eb3b646,3eb3a000,351,1744750,1656
563,3c36848c,3ea00000,3a83126f,3eb3b646,3eb38000,351,1741250,1654
564,3c36848c,3ea00000,00000000,3eb3b646,3eb3a000,351,1728125,1623
565,3c3630a9,3ea00000,3a83126f,3eb3b646,3eb38000,351,1717916,1631
566,3c3630a9,3ea00000,00000000,3eb3b646,3eb3a000,351,1714125,1627
567,3c35dcc6,3ea00000,3a83126f,3eb3b646,3eb38000,351,1719958,1632
568,3c35dcc6,3ea00000,00000000,3eb3b646,3eb3a000,351,1710334,1623
569,3c3588e3,3ea00000,3a83126f,3eb3b646,3eb38000,351,1715292,1628
570,3c3588e3,3ea00000,00000000,3eb3b646,3eb3a000,351,1710334,1623
571,3c353501,3ea00000,3a83126f,3eb3b646,3eb38000,351,1710625,1623
572,3c353501,3ea00000,00000000,3eb3b646,3eb38000,351,1711500,1625
573,3c34e11e,3ea00000,3a83126f,3eb3b646,3eb38000,351,1714708,1627
574,3c34e11e,3ea00000,00000000,3eb3b646,3eb38000,351,1705667,1618
575,3c348d3b,3ea00000,3a83126f,3eb3b646,3eb36000,350,1704792,1617
576,3c348d3b,3ea00000,00000000,3eb33333,3eb38000,351,1698375,1610
577,3c343958,3ea00000,3a83126f,3eb3b646,3eb36000,350,1697500,1594
578,3c343958,3ea00000,00000000,3eb33333,3eb38000,351,1674167,1587
579,3c343958,3ea00000,00000000,3eb3b646,3eb38000,351,1680292,1593
580,3c33e575,3ea00000,3a83126f,3eb3b646,3eb36000,350,1675917,1589
581,3c33e575,3ea00000,00000000,3eb33333,3eb38000,351,1679125,1591
582,3c33e575,3ea00000,00000000,3eb3b646,3eb38000,351,1683500,1597
583,3c339192,3ea00000,3a83126f,3eb3b646,3eb36000,350,1681750,1593
584,3c339192,3ea00000,00000000,3eb33333,3eb38000,351,1676792,1590
585,3c333db0,3ea00000,3a83126f,3eb3b646,3eb36000,350,1679708,1592
586,3c333db0,3ea00000,00000000,3eb33333,3eb36000,350,1676208,1589
587,3c333db0,3ea00000,00000000,3eb33333,3eb36000,350,1678833,1591
588,3c333db0,3ea00000,00000000,3eb33333,3eb36000,350,1674750,1587
589,3c333db0,3ea00000,00000000,3eb33333,3eb36000,350,1677084,1590
590,3c32e9cd,3ea00000,3a83126f,3eb33333,3eb36000,350,1674459,1588
591,3c32e9cd,3ea00000,00000000,3eb33333,3eb36000,350,1680000,1593
592,3c32e9cd,3ea00000,00000000,3eb33333,3eb36000,350,1679417,1592
593,3c32e9cd,3ea00000,00000000,3eb33333,3eb36000,350,1680000,1593
594,3c32e9cd,3ea00000,00000000,3eb33333,3eb36000,350,1671833,1585
595,3c32e9cd,3ea00000,00000000,3eb33333,3eb36000,350,1678250,1590
596,3c3295ea,3ea00000,3a83126f,3eb33333,3eb34000,350,1678833,1591
597,3c3295ea,3ea00000,00000000,3eb33333,3eb36000,350,1679416,1593
598,3c3295ea,3ea00000,00000000,3eb33333,3eb36000,350,1675625,1589
599,3c3295ea,3ea00000,00000000,3eb33333,3eb36000,350,1678542,1591
600,3c3295ea,3ea00000,00000000,3eb33333,3eb36000,350,1676208,1589
601,3ed25edd,3f100000,3a83126f,3eb33333,3f800000,1000,1698375,1611
602,3ed081c3,3f100000,3e3a5e35,3f800000,3f800000,1000,1690792,1604
603,3ecea748,3f100000,3e395810,3f800000,3f800000,1000,1687291,1600
604,3ecccccd,3f100000,3e395810,3f800000,3f800000,1000,1681167,1594
605,3ecaf4f1,3f100000,3e3851ec,3f800000,3f800000,1000,1689333,1602
606,3ec91fb4,3f100000,3e374bc7,3f800000,3f800000,1000,1685250,1598
607,3ec74a77,3f100000,3e374bc7,3f800000,3f800000,1000,1686125,1598
608,3ec577d9,3f100000,3e3645a2,3f800000,3f800000,1000,1685250,1599
609,3ec3a7db,3f100000,3e353f7d,3f800000,3f800000,1000,1687000,1600
610,3ec1da7b,3f100000,3e343958,3f800000,3f800000,1000,1685250,1598
611,3ec00d1b,3f100000,3e343958,3f800000,3f800000,1000,1688459,1601
612,3ebe425b,3f100000,3e333333,3f800000,3f800000,1000,1690500,1603
613,3ebc7a3a,3f100000,3e322d0e,3f800000,3f800000,1000,1686708,1599
614,3ebab218,3f100000,3e322d0e,3f800000,3f800000,1000,1682625,1596
615,3eb8ec96,3f100000,3e3126e9,3f800000,3f800000,1000,1686125,1599
616,3eb729b3,3f100000,3e3020c5,3f800000,3f800000,1000,1686416,1598
617,3eb566cf,3f100000,3e3020c5,3f800000,3f800000,1000,1684959,1597
618,3eb3a92a,3f100000,3e2e147b,3f800000,3f800000,1000,1684084,1597
619,3eb1e8e6,3f100000,3e2f1aa0,3f800000,3f800000,1000,1691084,1603
620,3eb02de0,3f100000,3e2d0e56,3f800000,3f800000,1000,1683791,1596
621,3eae72da,3f100000,3e2d0e56,3f800000,3f800000,1000,1688750,1602
622,3eacba73,3f100000,3e2c0831,3f800000,3f800000,1000,1679708,1592
623,3eab020c,3f100000,3e2c0831,3f800000,3f800000,1000,1676792,1589
624,3ea94ee4,3f100000,3e29fbe7,3f800000,3f800000,1000,1676208,1590
625,3ea79bbb,3f100000,3e29fbe7,3f800000,3f800000,1000,1680875,1594
626,3ea5e892,3f100000,3e29fbe7,3f800000,3f800000,1000,1670666,1584
627,3ea43809,3f100000,3e28f5c3,3f800000,3f800000,1000,1679417,1592
628,3ea28a1e,3f100000,3e27ef9e,3f800000,3f800000,1000,1672417,1586
629,3ea0ded3,3f100000,3e26e979,3f800000,3f800000,1000,1677958,1591
630,3e9f3387,3f100000,3e26e979,3f800000,3f800000,1000,1674750,1587
631,3e9d8adb,3f100000,3e25e354,3f800000,3f7f4000,997,1678250,1592
632,3e9be4cd,3f100000,3e24dd2f,3f7f3b64,3f7e2000,993,1677083,1589
633,3e9a43fe,3f100000,3e22d0e5,3f7e353f,3f7d0000,988,1677084,1590
