sequence,timestamp_ns,deadline_ns,actual_ns,jitter_ns
173,1740433712,1757006864,1757440576,433712
174,1750426464,1767006864,1767433328,426464
175,1760128384,1777006864,1777135248,128384
176,1770342736,1787006864,1787349600,342736
177,1780423216,1797006864,1797430080,423216
178,1790254736,1807006864,1807261600,254736
179,1800218832,1817006864,1817225696,218832
180,1810476704,1827006864,1827483568,476704
181,1820368240,1837006864,1837375104,368240
182,1830247696,1847006864,1847254560,247696
183,1840377664,1857006864,1857384528,377664
184,1850364256,1867006864,1867371120,364256
185,1860298752,1877006864,1877305616,298752
186,1870247168,1887006864,1887254032,247168
187,1880467360,1897006864,1897474224,467360
188,1890245200,1907006864,1907252064,245200
189,1900327888,1917006864,1917334752,327888
190,1910381440,1927006864,1927388304,381440
191,1920354704,1937006864,1937361568,354704
192,1930320512,1947006864,1947327376,320512
193,1940321984,1957006864,1957328848,321984
194,1950367744,1967006864,1967374608,367744
195,1960288256,1977006864,1977295120,288256
196,1970318944,1987006864,1987325808,318944
197,1980378432,1997006864,1997385296,378432
198,1990216336,2007006864,2007223200,216336
199,2000318864,2017006864,2017325728,318864
200,2010368848,2027006864,2027375712,368848
201,2020358832,2037006864,2037365696,358832
202,2030205632,2047006864,2047212496,205632
203,2040350224,2057006864,2057357088,350224
204,2050488192,2067006864,2067495056,488192
205,2060335344,2077006864,2077342208,335344
206,2070328000,2087006864,2087334864,328000
207,2080393968,2097006864,2097400832,393968
208,2090242912,2107006864,2107249776,242912
209,2100316032,2117006864,2117322896,316032
210,2110462064,2127006864,2127468928,462064
211,2120211872,2137006864,2137218736,211872
212,2130279856,2147006864,2147286720,279856
213,2140397840,2157006864,2157404704,397840
214,2150460912,2167006864,2167467776,460912
215,2160238352,2177006864,2177245216,238352
216,2170254608,2187006864,2187261472,254608
217,2180395680,2197006864,2197402544,395680
218,2190230608,2207006864,2207237472,230608
219,2200204304,2217006864,2217211168,204304
220,2210411792,2227006864,2227418656,411792
221,2220216912,2237006864,2237223776,216912
222,2230325408,2247006864,2247332272,325408
223,2240376176,2257006864,2257383040,376176
224,2250343968,2267006864,2267350832,343968
225,2260292384,2277006864,2277299248,292384
226,2270183088,2287006864,2287189952,183088
227,2280458144,2297006864,2297465008,458144
228,2290260576,2307006864,2307267440,260576
229,2300318496,2317006864,2317325360,318496
230,2310494832,2327006864,2327501696,494832
231,2320522592,2337006864,2337529456,522592
232,2330111104,2347006864,2347117968,111104
233,2340368080,2357006864,2357374944,368080
234,2350241440,2367006864,2367248304,241440
235,2360304976,2377006864,2377311840,304976
236,2370349872,2387006864,2387356736,349872
237,2380412304,2397006864,2397419168,412304
238,2390480560,2407006864,2407487424,480560
239,2400201648,2417006864,2417208512,201648
240,2410424864,2427006864,2427431728,424864
241,2420376336,2437006864,2437383200,376336
242,2430189664,2447006864,2447196528,189664
243,2440387120,2457006864,2457393984,387120
244,2450436048,2467006864,2467442912,436048
245,2460286656,2477006864,2477293520,286656
246,2470431248,2487006864,2487438112,431248
247,2480463312,2497006864,2497470176,463312
248,2490373680,2507006864,2507380544,373680
249,2500235680,2517006864,2517242544,235680
250,2510397712,2527006864,2527404576,397712
251,2520390752,2537006864,2537397616,390752
252,2530285680,2547006864,2547292544,285680
253,2540246304,2557006864,2557253168,246304
254,2550417920,2567006864,2567424784,417920
255,2560294864,2577006864,2577301728,294864
256,2570332288,2587006864,2587339152,332288
257,2580407680,2597006864,2597414544,407680
258,2590345152,2607006864,2607352016,345152
259,2600351120,2617006864,2617357984,351120
260,2610494400,2627006864,2627501264,494400
261,2620426640,2637006864,2637433504,426640
262,2630256464,2647006864,2647263328,256464
263,2640222016,2657006864,2657228880,222016
264,2650370320,2667006864,2667377184,370320
265,2660274176,2677006864,2677281040,274176
266,2670207888,2687006864,2687214752,207888
267,2680461616,2697006864,2697468480,461616
268,2690304720,2707006864,2707311584,304720
269,2700378816,2717006864,2717385680,378816
270,2710463840,2727006864,2727470704,463840
271,2720236240,2737006864,2737243104,236240
272,2730295328,2747006864,2747302192,295328
273,2740375328,2757006864,2757382192,375328
274,2750390256,2767006864,2767397120,390256
275,2760321600,2777006864,2777328464,321600
276,2770394720,2787006864,2787401584,394720
277,2780430304,2797006864,2797437168,430304
278,2790371776,2807006864,2807378640,371776
279,2800425856,2817006864,2817432720,425856
280,2810449504,2827006864,2827456368,449504
281,2820421376,2837006864,2837428240,421376
282,2830348960,2847006864,2847355824,348960
283,2840385904,2857006864,2857392768,385904
284,2850400896,2867006864,2867407760,400896
285,2860175104,2877006864,2877181968,175104
286,2870369232,2887006864,2887376096,369232
287,2880443424,2897006864,2897450288,443424
288,2890342768,2907006864,2907349632,342768
289,2900189040,2917006864,2917195904,189040
290,2910455808,2927006864,2927462672,455808
291,2920259920,2937006864,2937266784,259920
292,2930219856,2947006864,2947226720,219856
293,2940298432,2957006864,2957305296,298432
294,2950517296,2967006864,2967524160,517296
295,2960301536,2977006864,2977308400,301536
296,2970307664,2987006864,2987314528,307664
297,2980498528,2997006864,2997505392,498528
298,2990393184,3007006864,3007400048,393184
299,3000109968,3017006864,3017116832,109968
