index,input0_f32_bits,input1_f32_bits,input2_f32_bits,input3_f32_bits,expected_output_f32_bits,expected_actuator_permille,rknn_output_f32_bits,rknn_actuator_permille,wall_ns,device_us
285,3d826aa9,3ec1a9fc,bf8e24dd,3eb8d4fe,3f2ddffc,679,3f2de000,679,149040,141
286,c004c836,3d38793e,bf755326,3f66a7f0,00000000,0,00000000,0,150498,143
287,3fa779a7,3fc5cac1,40904189,3f0e5604,3f800000,1000,3f800000,1000,149332,142
288,beed96a7,3f3eebee,c0621134,3f574bc7,3f800000,1000,3f800000,1000,149624,142
289,3fa350b1,3f60f766,411c5048,3f45a1cb,3f49ca0b,788,3f49a000,788,148749,140
290,3f3f559b,3fa21412,4051d639,3f68f5c3,3f800000,1000,3f800000,1000,151373,143
291,4014a81a,3f9f19ce,c0fa6595,3ea2d0e5,3f800000,1000,3f800000,1000,150498,142
292,404852e7,3fc71340,3f63126f,3f7c28f6,3f800000,1000,3f800000,1000,149916,142
293,3fdb6e2f,3fcb28f6,c07753f8,3f17ced9,3f800000,1000,3f800000,1000,148457,141
294,3f8a5f85,3fc9617c,40b53f7d,3d9db22d,3f800000,1000,3f800000,1000,148748,141
295,40413a93,3fb97732,c0cdd495,3f2e147b,3f800000,1000,3f800000,1000,153415,146
296,bf67ea60,3f86be77,c0c4cbfb,3f133333,3f800000,1000,3f800000,1000,150790,143
297,400539eb,3f81c01a,3ed24745,3f15c28f,3f800000,1000,3f800000,1000,151374,144
298,bf02ef0b,bedea7f0,3f366cf4,3f778d50,00000000,0,00000000,0,149040,141
299,3f6667b6,bd002752,40b6e148,3f760419,3e83cd51,257,3e838000,257,149915,142
300,c029dd6e,bf18cccd,40db8794,3eb43958,00000000,0,00000000,0,148749,141
301,bedf06f7,bf320831,41190553,3ebd70a4,00000000,0,00000000,0,149623,142
302,3fe14079,3ecb0553,40872b02,3f08f5c3,3f800000,1000,3f800000,1000,260456,250
303,4054816f,3fb095ea,402ede01,3f29374c,3f800000,1000,3f800000,1000,181999,170
304,bfca4c83,beb1b717,40ae56d6,3f578d50,00000000,0,00000000,0,157206,148
305,401b6018,3fc2b924,40f5e69b,3f3c28f6,3f800000,1000,3f800000,1000,151666,144
306,bf8f0c35,bef2a7f0,40bb7176,3e4bc6a8,00000000,0,00000000,0,150498,143
307,beb51d69,3fa79d49,40d73f7d,3f4f1aa0,00000000,0,00000000,0,149915,143
308,c0188ede,bf19e282,40a2e48f,3eec8b44,00000000,0,00000000,0,151665,144
309,bf621965,bf38a4a9,c101923a,3f1851ec,3f800000,1000,3f800000,1000,150499,143
310,3ea32f45,3ec178d5,bebb98c8,3e8e5604,3f5e40c0,868,3f5e4000,868,150790,143
311,400f2e49,3f98b08a,bd058794,3e27ef9e,3f800000,1000,3f800000,1000,150499,142
312,40080496,3f5c57a8,40f107c8,3f0b020c,3f800000,1000,3f800000,1000,149916,142
313,bfdba882,3daa36e3,c0f17cee,3e989375,3f1ffb80,625,3f202000,625,150790,143
314,bfaa5311,3f18ecc0,40800c4a,3d6147ae,00000000,0,00000000,0,149332,142
315,bd9e1b09,be454c98,c11a0275,3ec28f5c,3f800000,1000,3f800000,1000,158957,143
316,3ee307f2,bdb90ff9,3ee7381d,3e46a7f0,3f08d8cb,535,3f08c000,534,150207,142
317,c0070e2c,bf299e84,bf0f9097,3f789375,00000000,0,00000000,0,149332,141
318,bea3419e,3e5a0275,410981d8,3f3ef9db,00000000,0,00000000,0,152832,145
319,40171855,3f677e91,40b86f69,3ddd2f1b,3f800000,1000,3f800000,1000,150498,144
320,bfa54802,3f31126f,3f5f1412,3eee978d,00000000,0,00000000,0,154290,146
321,bf0523f6,3ee3afb8,bf5b645a,3e970a3d,3eb01a38,344,3eb00000,344,151666,143
322,c01ba7db,bebb74bc,3fb1652c,3ed4fdf4,00000000,0,00000000,0,151082,143
323,c0032618,be0c4674,402b4d6a,3f6c49ba,00000000,0,00000000,0,150206,142
324,3fa76556,3dd844d0,c0db205c,3ea0c49c,3f800000,1000,3f800000,1000,151666,143
325,bf2837b5,3f7f4f0e,4037381d,3a83126f,3d972cd6,74,3d95e000,73,150790,143
326,3fd23ec0,3f2ff6fd,3fa24a8c,3f36872b,3f800000,1000,3f800000,1000,141166,133
327,3fbb02b4,3f524c30,411cae7d,3e10624e,3f68fb5d,910,3f68e000,910,139998,133
328,bfefb353,3e800347,40df93de,3f29fbe7,00000000,0,00000000,0,138248,132
329,bec09fe8,3f4e5048,c08857a8,3f49374c,3f800000,1000,3f800000,1000,139999,132
330,3f0e7d56,3d8594af,c0f68c15,3f241893,3f800000,1000,3f800000,1000,139416,133
331,3ea8e608,3f8b3eab,3f00ded3,3f4b851f,3f800000,1000,3f800000,1000,139415,133
332,bfdf3e03,bdd985f0,c03bedfa,3f5a5e35,00000000,0,00000000,0,140291,133
333,bfbc99af,3cf851ec,c0a801a3,3ebf7cee,3e9603ba,293,3e962000,293,141165,134
334,bf1f8b59,bead2f1b,405695ea,3f2c0831,00000000,0,00000000,0,142916,135
335,bee3ec03,3fa3ba5e,405a8a72,3ece5604,3ebfa27a,374,3ebfa000,374,140582,133
336,bffd0dae,bf08a4a9,c08b645a,3f560419,00000000,0,00000000,0,142041,135
337,bfc2e925,3ed48b44,403d205c,3f5eb852,00000000,0,00000000,0,141457,134
338,bca3ad19,3e1d288d,41038db9,3e916873,00000000,0,00000000,0,145249,138
339,3f83482c,3f925461,401a7efa,3f58d4fe,3f800000,1000,3f800000,1000,139123,131
340,beffbe77,bc801a37,c080dfa4,3ef95810,3f0b3aac,544,3f0b4000,544,139998,132
341,3e6e09ff,3f36b924,c055f06f,3ede353f,3f800000,1000,3f800000,1000,139998,132
342,be96e2eb,bf2bc433,404b089a,3f6e147b,00000000,0,00000000,0,141165,134
343,bee96e59,3f0779a7,410d7dbf,3f439581,00000000,0,00000000,0,139124,133
344,400574e6,3f8f0000,c100e979,3f726e98,3f800000,1000,3f800000,1000,137082,129
345,bfa8198f,3e2a786c,c11847ae,3f170a3d,3f800000,1000,3f800000,1000,138249,131
346,bfc5c487,3df1ff2e,c0f1b15b,3ef3b646,3f42ccd8,761,3f430000,762,137374,130
347,3e86f3f5,3cd4c986,40df81d8,3f28b439,00000000,0,00000000,0,138541,131
348,c0371fde,bef80000,41100481,3e23d70a,00000000,0,00000000,0,138540,131
349,3f57d178,3fc1c63f,c0c97c1c,3ea7ef9e,3f800000,1000,3f800000,1000,138832,132
350,3f85273d,3fcc7732,c03a1134,3f028f5c,3f800000,1000,3f800000,1000,139416,133
351,bf341744,bf2445a2,bf5b22d1,3e50e560,00000000,0,00000000,0,135332,128
352,c0072a5a,bf269ad4,40af6d5d,3f1ba5e3,00000000,0,00000000,0,137374,131
353,c001dfb9,bddb0f28,40c50d84,3f2624dd,00000000,0,00000000,0,138540,131
354,c01b19a4,bdd90ff9,3d29fbe7,3e9a9fbe,00000000,0,00000000,0,136499,129
355,3f93afb8,3eef020c,40693a93,3d83126f,3f800000,1000,3f800000,1000,137957,130
356,3f1bea0c,3f4dd567,4060f27c,3eec8b44,3f72ec88,949,3f72c000,948,138249,131
357,bf31758e,3d0ebee0,41126d5d,3f441893,00000000,0,00000000,0,137082,130
358,3ee848bf,3f441a37,401bc505,3f21cac1,3f6c9f38,924,3f6c8000,924,137374,130
359,bf410625,3f8b3a2a,c0e5d14e,3f13f7cf,3f800000,1000,3f800000,1000,137082,130
360,4011c62a,3f86ce70,c11a46dc,3ea1cac1,3f800000,1000,3f800000,1000,136207,129
361,3e4e6080,3f2cebee,3fb08312,3f6e5604,3f3c1c7b,735,3f3c0000,734,135915,129
362,3fa59a95,3f9ec8b4,40522196,3f726e98,3f800000,1000,3f800000,1000,161873,155
363,3fba18bd,3ef24a8c,c0ea68dc,3dd4fdf4,3f800000,1000,3f800000,1000,140582,133
364,beb4bc6a,be93bcd3,c0de6738,3f5df3b6,3f800000,1000,3f800000,1000,137957,131
365,3f1ea9e7,be404b5e,411d3611,3deb851f,00000000,0,00000000,0,136790,130
366,3f8855da,3e19eecc,c0c8db8c,3f59db23,3f800000,1000,3f800000,1000,136499,130
367,bf98fda0,be2d1b71,c11f1d15,3ea6e979,3f800000,1000,3f800000,1000,138541,131
368,3e178d50,beeb559b,40a54880,3f79db23,00000000,0,00000000,0,137082,130
369,3e9f6018,3e950b0f,40b60275,3eb7ced9,00000000,0,00000000,0,136499,129
370,3f838a5d,3f61dbf5,401f98c8,3f256042,3f800000,1000,3f800000,1000,144082,136
371,40012ccf,3f4954ca,c07d02de,3ee7ef9e,3f800000,1000,3f800000,1000,139707,132
372,c0108755,3e247ae1,c0c0faad,3f604189,3e558ba8,209,3e564000,209,138249,131
373,3faf32df,3f89fec5,3f31a36e,3f6d9168,3f800000,1000,3f800000,1000,138249,130
374,3fe7a0f9,3ef1c433,4101d014,3e981062,3f800000,1000,3f800000,1000,136498,129
375,40627b0b,3fcd40b8,c10f00d2,3f67ae14,3f800000,1000,3f800000,1000,136498,129
376,400bbe23,3f5dd8ae,40755326,3f1d2f1b,3f800000,1000,3f800000,1000,138248,131
377,3e041dd2,3ead85f0,40d8a3d7,3d23d70a,00000000,0,00000000,0,137374,130
378,bfa875f7,be427efa,408bb22d,3f3c28f6,00000000,0,00000000,0,137957,131
379,bfe0e2c1,be093dd9,c08812d7,3f656042,00000000,0,00000000,0,136498,129
380,c044169c,bf0354ca,410ce5c9,3efd70a4,00000000,0,00000000,0,137957,130
381,3f6b3a69,3f53df3b,409bcb92,3f4b020c,3f800000,1000,3f800000,1000,137082,130
382,be7edfa4,bef1844d,bd144674,3ee0c49c,00000000,0,00000000,0,138248,131
383,bf8e94ee,3f459c0f,c0f5e0df,3f3ced91,3f800000,1000,3f800000,1000,136499,129
384,bfb0572a,bdef8a09,41089375,3e926e98,00000000,0,00000000,0,135916,129
385,3d19ae92,3fa52eb2,3fa53f7d,3f004189,3f800000,1000,3f800000,1000,140290,134
386,40003761,3f67e0df,3ffb4396,3dfbe76d,3f800000,1000,3f800000,1000,134749,127
387,bdaea748,3f8a5c29,c11f6c8b,3e3e76c9,3f800000,1000,3f800000,1000,140874,134
388,bf9bdd98,3f5836e3,bf53afb8,3f04dd2f,3ebe7980,372,3ebe8000,372,139415,132
389,c0484a62,bec68c15,41106113,3f5d2f1b,00000000,0,00000000,0,138540,131
390,bfbbe61d,bf0d62b7,4092d42c,3ea353f8,00000000,0,00000000,0,137082,130
391,406473ac,3fc7d7dc,c088a57a,3eb8d4fe,3f800000,1000,3f800000,1000,137957,131
392,c014663c,bf108659,40f3c01a,3f31a9fc,00000000,0,00000000,0,137082,130
393,bf354f37,3ec2c56d,bfadc91d,3f3020c5,3ea4936d,321,3ea4a000,322,137373,130
394,bf4389b5,be959ce0,3fe7df3b,3f2d9168,00000000,0,00000000,0,137373,131
395,3d89fe87,3f66c3ca,c034068e,3f36872b,3f800000,1000,3f800000,1000,137374,130
396,bf3b8130,3f5dd2f2,c10d15b5,3ef851ec,3f800000,1000,3f800000,1000,137082,130
397,c02575e2,bf11f141,410d013b,3f73f7cf,00000000,0,00000000,0,137082,130
398,c048826b,bebbb15b,c0748659,3f6fdf3b,00000000,0,00000000,0,136790,130
399,3ee80735,3f774952,c11adaba,3f1020c5,3f800000,1000,3f800000,1000,137082,130
400,bfa0e7ff,3f2a3bcd,41080481,3d2c0831,00000000,0,00000000,0,137374,130
401,bec96bba,3f574467,c033851f,3de147ae,3f800000,1000,3f800000,1000,138248,131
402,beaa2b17,3f344b5e,c04c4d01,3e6147ae,3f800000,1000,3f800000,1000,137082,130
403,4007458d,3f35096c,40254c98,3f54fdf4,3f800000,1000,3f800000,1000,137665,131
404,c03cb589,bf22d35b,c11f9724,3ead0e56,3ebff328,375,3ec04000,375,136499,130
405,4000f323,3facdb8c,40e6538f,3d591687,3f800000,1000,3f800000,1000,137082,130
406,3d495bff,3fb90ff9,408edfa4,3e7be76d,3f1b2701,606,3f1ae000,605,135040,128
407,400d119d,3f9c6320,410dfcb9,3f3851ec,3f800000,1000,3f800000,1000,136208,129
408,be19be4d,3f660b78,40db6a16,3f722d0e,00000000,0,00000000,0,137374,130
409,c0012fc2,3e672b02,4100bda5,3f0e978d,00000000,0,00000000,0,139124,133
410,3e89057d,3f574120,401e5604,3f449ba6,3f41925e,756,3f418000,756,135332,129
411,c03d2989,be8acd9f,c03d7247,3f45a1cb,00000000,0,00000000,0,136499,130
412,c01a9c78,bf2c72b0,40e217c2,3e93f7cf,00000000,0,00000000,0,137666,130
413,3f7b5200,3effdd98,c0785532,3eaf1aa0,3f800000,1000,3f800000,1000,136207,128
414,3f066ba5,3f927176,40e6e979,3f476c8b,3f02e4bd,511,3f02e000,511,136790,129
415,3f1e65bf,be952a30,4007295f,3da3d70a,3ee7895f,452,3ee76000,452,138248,131
416,3ff6f0ae,3f0240b8,c0948659,3e90624e,3f800000,1000,3f800000,1000,135915,129
417,c022594b,be638866,40bb5c29,3f424dd3,00000000,0,00000000,0,136208,129
418,3f48ce70,3fcc1d7e,c096db8c,3edeb852,3f800000,1000,3f800000,1000,139124,132
419,c02c2214,be893dd9,c109b8bb,3efbe76d,3e8c2ca6,274,3e8ca000,275,137374,130
420,3f4057d1,be8a4a8c,c0609eed,3f50a3d7,3f800000,1000,3f800000,1000,137082,129
421,bf454c98,3f4644d0,40b54467,3f649ba6,00000000,0,00000000,0,136499,129
422,3f81c2e3,3fc7f838,41093611,3ca3d70a,3f800000,1000,3f800000,1000,136499,129
423,400cf27c,3fada7f0,3f46c8b4,3f441893,3f800000,1000,3f800000,1000,136791,129
424,3f5fc8f3,3f3ccbfb,4082e632,3d6147ae,3f800000,1000,3f800000,1000,136499,129
425,3e9465e9,be410625,c0b7b08a,3dd91687,3f800000,1000,3f800000,1000,136498,130
426,404dae92,3fb143fe,c11670a4,3e1a9fbe,3f800000,1000,3f800000,1000,136207,129
427,bf89205c,3e8856d6,40652bd4,3d7df3b6,00000000,0,00000000,0,136790,129
428,bfeeb26c,3eb52bd4,c0d84674,3f283127,3f3034a1,688,3f302000,688,141457,133
429,be4c447c,bba7ef9e,4117aa65,3ef74bc7,00000000,0,00000000,0,137665,131
430,bf319264,3effbb30,3f3acd9f,3e333333,3c112fd2,9,3c0f4000,9,135916,129
431,3e974688,3fcfb6ae,c08bf213,3f5db22d,3f800000,1000,3f800000,1000,140874,134
432,40220568,3f87205c,4114e5c9,3edfbe77,3f800000,1000,3f800000,1000,138540,131
433,be772c52,bed6e979,bf9af4f1,3f4ac083,3e4921cd,196,3e494000,197,199790,193
434,3f52e0a0,3f498bac,bf33404f,3e3a5e35,3f800000,1000,3f800000,1000,137666,131
435,3f31c6d2,3f964d01,c04142c4,3ed9999a,3f800000,1000,3f800000,1000,137082,130
436,bf82d03e,bf07288d,c10a8ef3,3f15c28f,3f800000,1000,3f800000,1000,137665,130
437,3f9e1c58,3d8bb2ff,4098b5dd,3e2e147b,3f585f7f,845,3f584000,845,137374,131
438,bee137f4,3cac0831,40f4e8a7,3f245a1d,00000000,0,00000000,0,134748,128
439,4021805e,3f70978d,411f2196,3f7645a2,3f800000,1000,3f800000,1000,136207,130
440,3ea747d8,bf0138ef,3f6bd3c3,3f391687,3eb3d31c,351,3eb3c000,351,139707,133
441,bf45dcc6,be90816f,c11cb3d0,3f11a9fc,3f800000,1000,3f800000,1000,136791,129
442,c02884b6,bdd9ba5e,c0a2f1aa,3f400000,00000000,0,00000000,0,137082,130
443,be1930be,bd4cf41f,c0a0872b,3efb645a,3f65b37d,897,3f65c000,897,136790,130
444,bbba1f4b,3f475a86,3e116873,3f5f7cee,3f479ddc,780,3f47a000,780,135916,129
445,c044471b,bf3bbcd3,3fbd4c98,3e45a1cb,00000000,0,00000000,0,136790,129
446,c02552d2,beef7803,c0b72e49,3c54fdf4,00000000,0,00000000,0,137665,130
447,3e3c169c,3d07a0f9,3fcecbfb,3e010625,3c2a053b,10,3c29c000,10,137083,130
448,bff7e671,beb7b7e9,4085f62b,3f1db22d,00000000,0,00000000,0,136790,129
449,c02a69ad,bd90902e,3f94c986,3ef126e9,00000000,0,00000000,0,136499,130
450,bf71b9b6,3f51dbf5,41025254,3ed2f1aa,00000000,0,00000000,0,137374,130
451,3f247ae1,3fc92546,41016e2f,3ed91687,3f5b19d2,856,3f5b2000,856,138540,131
452,c0630ed4,bf3a8db9,c0302c3d,3ee147ae,00000000,0,00000000,0,136207,130
453,bff84dfd,bea1c77a,40f5b2ff,3e581062,00000000,0,00000000,0,136790,129
454,bff9f362,3e49e83e,411d27bb,3f7b645a,00000000,0,00000000,0,135915,129
455,bfc8850a,beb0b924,40994467,3f0b4396,00000000,0,00000000,0,137082,130
456,3fe56ffc,3f6ebee0,405ba787,3f1020c5,3f800000,1000,3f800000,1000,137957,131
457,40250b0f,3f8d07c8,c0d6b6ae,3dbe76c9,3f800000,1000,3f800000,1000,137666,131
458,bf232b56,3f037cee,c0f483e4,3e24dd2f,3f800000,1000,3f800000,1000,138249,131
459,3fd2a305,3fbd126f,40da0b78,3eb6c8b4,3f800000,1000,3f800000,1000,137957,131
460,c0061c58,3e3c4d01,3f811340,3e6f9db2,00000000,0,00000000,0,138249,130
461,bee122fb,3de2f838,c10bc711,3d851eb8,3f800000,1000,3f800000,1000,138249,131
462,bfc98f1d,3f05096c,c0cba1cb,3e45a1cb,3f5d7709,865,3f5d8000,865,136790,130
463,3fa6b11c,3f5979a7,408f26e9,3f3f7cee,3f800000,1000,3f800000,1000,136498,130
464,3fc73238,3fb7c84b,40ef9c0f,3f0f5c29,3f800000,1000,3f800000,1000,136790,130
465,3d34f616,3f8235a8,40cbb3d0,3d916873,00000000,0,00000000,0,137082,130
466,bfc71de7,3dfc3611,40e89e1b,3eef9db2,00000000,0,00000000,0,138248,131
467,3f567232,3e8fa0f9,40572618,3d656042,3f430f2d,762,3f430000,762,138248,131
468,3f8760bf,3d5c9eed,be9cc63f,3f34fdf4,3f800000,1000,3f800000,1000,137082,130
469,bfa25e35,3f26c7e3,400159b4,3f604189,00000000,0,00000000,0,136499,129
470,3ff20afa,3f8389a0,40f600d2,3f3ae148,3f800000,1000,3f800000,1000,135624,129
471,3e3e2d62,3ba0902e,c05e5604,3f0624dd,3f718d8a,944,3f71a000,944,137082,129
472,c03062f6,be7b1c43,c09cd773,3eb126e9,00000000,0,00000000,0,137083,130
473,bead6a16,3f81d70a,41124f76,3f1a5e35,00000000,0,00000000,0,137373,130
474,bfa5b0de,3f13e83e,408c52bd,3f1df3b6,00000000,0,00000000,0,135332,128
475,40166d9c,3f7f41f2,40912ca5,3f608312,3f800000,1000,3f800000,1000,137082,130
476,3ff51cc1,3f8d5cfb,408cc49c,3eac0831,3f800000,1000,3f800000,1000,137373,130
477,bf0cc78f,3eb2e2eb,40843611,3dae147b,00000000,0,00000000,0,137665,131
478,bf74c059,bf0b2bd4,40ecf5c3,3f451eb8,00000000,0,00000000,0,137957,130
479,3f439192,3f7e154d,40f514e4,3c03126f,3f075248,529,3f074000,528,137082,130
480,bf29fd37,3e7bafb8,c0a2594b,3e9d2f1b,3f5a6579,853,3f5a8000,854,135040,129
481,402f20da,3fb7f007,c013d567,3f0b851f,3f800000,1000,3f800000,1000,134749,128
482,bff9eecc,bd55182b,40508b44,3f1c28f6,00000000,0,00000000,0,136790,129
483,c0146152,be42f4f1,411aac71,3ed9999a,00000000,0,00000000,0,136791,130
484,4014284e,3fac5604,c00c5879,3ef8d4fe,3f800000,1000,3f800000,1000,137957,130
485,3f2a1dfc,be74cccd,406abd3c,3f4c49ba,3e9b60ae,303,3e9b4000,303,136791,129
486,bfdffac2,3d4b020c,bfd4f0d8,3ee56042,00000000,0,00000000,0,136207,129
487,bf25d4e9,3ee7ef9e,c0920b78,3f543958,3f800000,1000,3f800000,1000,137957,131
488,3fc7ad6d,3f3e7efa,4114bb99,3e71a9fc,3f800000,1000,3f800000,1000,136790,130
489,bff9e1b1,bf2c9eed,401db717,3f6fdf3b,00000000,0,00000000,0,138540,131
490,3f066a55,3f3401a3,c0989ba6,3cc49ba6,3f800000,1000,3f800000,1000,137374,130
491,bdd74928,3df3f7cf,3fec1893,3d1fbe77,00000000,0,00000000,0,137082,130
492,bed04d55,be8c0347,c06f1aa0,3e29fbe7,3f0172f0,506,3f018000,506,137082,130
493,bc89ca19,3f41a9fc,c029652c,3f6ac083,3f800000,1000,3f800000,1000,138249,131
494,bf3f01b8,be679a6b,c0bdad43,3dc08312,3f39285c,723,3f392000,723,137082,130
495,bf3b22d1,3eab6fd2,4104680a,3eaf1aa0,00000000,0,00000000,0,136791,130
496,3f3d9946,3db2d0e5,3fa425af,3edcac08,3f5fa7de,874,3f5fa000,874,136207,129
497,be1d6388,3e23c9ef,3f9e425b,3e72b021,00000000,0,00000000,0,137373,130
498,c029c726,bd5d2f1b,410da027,3f220c4a,00000000,0,00000000,0,137373,130
499,400fac71,3f4d7b4a,400695ea,3e2c0831,3f800000,1000,3f800000,1000,137665,130
500,3f385f07,3f1cb1c4,40c10481,3ed3f7cf,3eecf60e,463,3eece000,463,137082,130
501,c0140dc3,bf2bc77a,c0e11759,3e16872b,3e13a0cc,144,3e14a000,145,137666,130
502,3eeb1ee2,be516873,c112ba5e,3ec00000,3f800000,1000,3f800000,1000,137957,131
503,bfb4f180,3d20f909,40ae4a8c,3e22d0e5,00000000,0,00000000,0,135915,129
504,beecad58,bd2703b0,c0de9d49,3d978d50,3f800000,1000,3f800000,1000,137082,129
505,40104da9,3fb75461,40c58d50,3f353f7d,3f800000,1000,3f800000,1000,138540,131
506,bffd7d18,bf0e7454,bf75a1cb,3f6ccccd,00000000,0,00000000,0,138832,131
507,3cae5365,3f65999a,40c269ad,3ebdf3b6,00000000,0,00000000,0,137082,130
508,3f46a6a0,be8547ae,40e11f8a,3ec7ae14,00000000,0,00000000,0,136499,129
509,3ed7e133,3de0068e,c0ea3127,3f1db22d,3f800000,1000,3f800000,1000,136790,131
510,bf252696,3f7f020c,c10ce2eb,3f69ba5e,3f800000,1000,3f800000,1000,137665,130
511,c011450f,bf2c72b0,c03b58e2,3ef53f7d,00000000,0,00000000,0,137374,131
512,be9bc558,3f2bc433,c10c42c4,3f049ba6,3f800000,1000,3f800000,1000,136207,129
513,c00a046c,bf2000d2,c04ff488,3ced9168,00000000,0,00000000,0,138249,131
514,bf67913f,3e5a8c15,410c2eb2,3eb0a3d7,00000000,0,00000000,0,136207,129
515,bf2ee243,beabd3c3,40b54e3c,3f32f1aa,00000000,0,00000000,0,136790,130
516,3f48216c,3f463127,40abcac1,3e90624e,3f4b8050,795,3f4b8000,795,137374,130
517,bfb18549,bea63d71,40f4f838,3e7ef9db,00000000,0,00000000,0,138248,131
518,404af0ae,3fa1ff2e,4118b7e9,3f67ae14,3f800000,1000,3f800000,1000,137373,131
519,3f0aa8eb,3f1f97f6,4118c28f,3f40c49c,00000000,0,00000000,0,137083,131
520,3fea68b2,3f6538ef,3fcb6e2f,3ef3b646,3f800000,1000,3f800000,1000,141457,134
521,3f88a676,3fa663f1,c0f7b8bb,3f2f5c29,3f800000,1000,3f800000,1000,138249,132
522,3df2f987,3f5005bc,40eb2ca5,3f08f5c3,00000000,0,00000000,0,139998,133
523,3f28db8c,3fa385f0,bfe4bfb1,3f0d4fdf,3f800000,1000,3f800000,1000,137374,130
524,3f218a87,3f5c05bc,3f4a0903,3f6ccccd,3f800000,1000,3f800000,1000,136791,130
525,3eb12ec7,3ef0432d,c1111412,3f46a7f0,3f800000,1000,3f800000,1000,137082,130
526,bf2bff04,3f377cee,c0c90625,3f0147ae,3f800000,1000,3f800000,1000,137374,130
527,3f8947ae,3fc8bd3c,4114816f,3e25e354,3f800000,1000,3f800000,1000,136207,129
528,c01177d9,3d2cd9e8,c07f020c,3ee6e979,00000000,0,00000000,0,137957,130
529,bf9eac86,bf39d495,c0c3e426,3f13b646,3f0f4cf5,560,3f0f6000,560,183165,176
530,403191bc,3fc73611,c0fa2d0e,3f5a1cac,3f800000,1000,3f800000,1000,139416,132
531,3e38e4b8,3f226cf4,402fa0f9,3f158106,3ec7c839,390,3ec78000,390,138249,131
532,bf4dea89,3f04425b,c01c9eed,3ed58106,3f10a32c,565,3f10a000,565,136790,130
533,c027d60f,bf0ba858,c0940347,3f76c8b4,00000000,0,00000000,0,136790,129
534,3f1d07c8,3f9c42c4,40e2d014,3e50e560,3f292411,661,3f28e000,660,136790,130
535,3ef7af64,3dbab9f5,408bfb16,00000000,00000000,0,00000000,0,140873,132
536,3f56848c,3f43fb16,c0aacb29,3ee66666,3f800000,1000,3f800000,1000,137666,131
537,bf8d3cde,3f4bbc02,c103acda,3e2f1aa0,3f800000,1000,3f800000,1000,135915,128
538,3ead9e84,3d0a71de,3fcbc01a,3f591687,3e943cc1,290,3e942000,289,135623,128
539,bd43f3e0,bda7a787,406e353f,3f4c49ba,00000000,0,00000000,0,137082,130
540,3fdb5697,3f6ff06f,411d4c98,3f3eb852,3f800000,1000,3f800000,1000,137082,129
541,bf6014f9,bf0a7d56,3f933d08,3f4353f8,00000000,0,00000000,0,136207,129
542,bf06cf42,bee79097,40cfa5e3,3f3020c5,00000000,0,00000000,0,137373,130
543,40195d4f,3fc5154d,403c5048,3f2bc6a8,3f800000,1000,3f800000,1000,135916,129
544,3ebec02f,3fc96e2f,400b7e91,3f6353f8,3f800000,1000,3f800000,1000,136791,130
545,3f92ee63,3f315a86,beafb7e9,3f54fdf4,3f800000,1000,3f800000,1000,137374,130
546,be21a0cf,3f0aa64c,3ffa05bc,3ed2f1aa,3df1ec0a,118,3df18000,118,136207,129
547,3f90d1b7,3fbc4a8c,c10f4d6a,3e9d2f1b,3f800000,1000,3f800000,1000,135332,128
548,c04e4f76,bf334a23,c06d288d,3f6b851f,00000000,0,00000000,0,136790,130
549,bf809e99,3e8bdbf5,c10026e9,3f6ccccd,3f800000,1000,3f800000,1000,135915,128
550,40222196,3fcee7d5,411b5aee,3f18d4fe,3f800000,1000,3f800000,1000,137373,130
551,c0215fee,bf382a99,3e558106,3ee5e354,00000000,0,00000000,0,137082,130
552,be34299e,becbc361,411627bb,3e9a9fbe,00000000,0,00000000,0,142623,136
553,be2a8976,be56d289,41167732,3e7ae148,00000000,0,00000000,0,138540,132
554,be4ed3d8,bdcc7e28,c1091b71,3c1374bc,3f800000,1000,3f800000,1000,137957,131
555,bebdfb94,3f2b94af,c111f6fd,3dc8b439,3f800000,1000,3f800000,1000,137082,129
556,bf904a0e,3f46d35b,c110d97f,3e604189,3f800000,1000,3f800000,1000,138541,131
557,3e0d6f54,3e96a305,40c0c2f8,3e75c28f,00000000,0,00000000,0,139124,132
558,bc81450f,3f86d0e5,c0358adb,3f2bc6a8,3f800000,1000,3f800000,1000,138832,132
559,4019b9b6,3fbe84b6,3f13b646,3f147ae1,3f800000,1000,3f800000,1000,136791,130
560,c0164ae0,be91d7dc,411ec63f,3ca3d70a,00000000,0,00000000,0,137082,129
561,be78ca82,3eda52bd,40b3573f,3e0e5604,00000000,0,00000000,0,137082,130
562,3f77f0ed,3fc097f6,bcb295ea,3d75c28f,3f800000,1000,3f800000,1000,136790,129
563,bffadf50,3e9edaba,40b52bd4,3e010625,00000000,0,00000000,0,138832,132
564,c004b828,bf18dc5d,c11614e4,3f4e978d,3f409355,752,3f40c000,753,137082,131
565,c0340496,bede9446,40513261,3e9a9fbe,00000000,0,00000000,0,137082,130
566,be5dc726,3f1121ff,c101c711,3f33b646,3f800000,1000,3f800000,1000,137082,130
567,c00151d7,beeb4396,c08e1ff3,3e3851ec,00000000,0,00000000,0,138249,131
568,bfa8de2b,3f05a6b5,bfe74880,3de56042,3e2aab67,167,3e2a8000,167,136499,130
569,3ef3c0c2,3fa6faad,c0eab50b,3e8fdf3b,3f800000,1000,3f800000,1000,136499,129
