sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,5404,5771,108313,102909,367,102542,45000,20000,20266,951,951,24734
2,108840,108856,122060,13220,16,13204,45000,20266,20543,992,992,24457
3,209258,209275,212045,2787,17,2770,45000,20543,20817,986,986,24183
4,309304,309321,312083,2779,17,2762,45000,20817,21088,979,979,23912
5,409350,409367,422037,12687,17,12670,45000,21088,21356,972,972,23644
6,509397,509413,522071,12674,16,12658,45000,21356,21620,965,965,23380
7,609443,609460,622081,12638,17,12621,45000,21620,21882,958,958,23118
8,709488,709505,721079,11591,17,11574,45000,21882,22141,951,951,22859
9,809533,809550,821179,11646,17,11629,45000,22141,22397,944,944,22603
10,909580,909597,921211,11631,17,11614,45000,22397,22649,937,937,22351
11,1009629,1009646,1021255,11626,17,11609,45000,22649,22899,931,931,22101
12,1109693,1109709,1121310,11617,16,11601,45000,22899,23147,924,924,21853
13,1209740,1209757,1221360,11620,17,11603,45000,23147,23391,917,917,21609
14,1309805,1309822,1321441,11636,17,11619,45000,23391,23632,911,911,21368
15,1409851,1409868,1421476,11625,17,11608,45000,23632,23871,905,905,21129
16,1509901,1509918,1521526,11625,17,11608,45000,23871,24107,898,898,20893
17,1609966,1609983,1621615,11649,17,11632,45000,24107,24340,892,892,20660
18,1710011,1710028,1721643,11632,17,11615,45000,24340,24571,886,886,20429
19,1810091,1810107,1821704,11613,16,11597,45000,24571,24799,879,879,20201
20,1910122,1910139,1921744,11622,17,11605,45000,24799,25024,873,873,19976
21,2010185,2010201,2021837,11652,16,11636,45000,25024,25247,867,867,19753
22,2110230,2110247,2121861,11631,17,11614,45000,25247,25467,861,861,19533
23,2210292,2210308,2221905,11613,16,11597,45000,25467,25685,856,856,19315
24,2310357,2310373,2321998,11641,16,11625,45000,25685,25900,850,850,19100
25,2410402,2410418,2422032,11630,16,11614,45000,25900,26113,844,844,18887
26,2510450,2510467,2522074,11624,17,11607,45000,26113,26323,838,838,18677
27,2610514,2610531,2622086,11572,17,11555,45000,26323,26531,833,833,18469
28,2710559,2710576,2722077,11518,17,11501,45000,26531,26736,827,827,18264
29,2810604,2810620,2822096,11492,16,11476,45000,26736,26940,822,822,18060
30,2910665,2910682,2922086,11421,17,11404,45000,26940,27140,816,816,17860
31,3010710,3010727,3022072,11362,17,11345,45000,27140,27339,811,811,17661
32,3110755,3110772,3122103,11348,17,11331,45000,27339,27535,806,806,17465
