sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,5401,5769,107118,101717,368,101349,45000,20000,20266,951,951,24734
2,107987,108004,121729,13742,17,13725,45000,20266,20543,992,992,24457
3,208416,208433,211757,3341,17,3324,45000,20543,20817,986,986,24183
4,308464,308481,311859,3395,17,3378,45000,20817,21088,979,979,23912
5,408513,408530,411919,3406,17,3389,45000,21088,21356,972,972,23644
6,508560,508577,511987,3427,17,3410,45000,21356,21620,965,965,23380
7,608607,608624,612058,3451,17,3434,45000,21620,21882,958,958,23118
8,708654,708671,712135,3481,17,3464,45000,21882,22141,951,951,22859
9,808700,808717,812200,3500,17,3483,45000,22141,22397,944,944,22603
10,908747,908764,912257,3510,17,3493,45000,22397,22649,937,937,22351
11,1008796,1008812,1012323,3527,16,3511,45000,22649,22899,931,931,22101
12,1108862,1108879,1112365,3503,17,3486,45000,22899,23147,924,924,21853
13,1208927,1208944,1212359,3432,17,3415,45000,23147,23391,917,917,21609
14,1308974,1308990,1312372,3398,16,3382,45000,23391,23632,911,911,21368
15,1409020,1409037,1412364,3344,17,3327,45000,23632,23871,905,905,21129
16,1509065,1509082,1512369,3304,17,3287,45000,23871,24107,898,898,20893
17,1609111,1609128,1612365,3254,17,3237,45000,24107,24340,892,892,20660
18,1709157,1709173,1712370,3213,16,3197,45000,24340,24571,886,886,20429
19,1809203,1809236,1812364,3161,33,3128,45000,24571,24799,879,879,20201
20,1909250,1909266,1912362,3112,16,3096,45000,24799,25024,873,873,19976
21,2009295,2009312,2012372,3077,17,3060,45000,25024,25247,867,867,19753
22,2109340,2109356,2112365,3025,16,3009,45000,25247,25467,861,861,19533
23,2209386,2209402,2212367,2981,16,2965,45000,25467,25685,856,856,19315
24,2309431,2309448,2312371,2940,17,2923,45000,25685,25900,850,850,19100
25,2409477,2409493,2412374,2897,16,2881,45000,25900,26113,844,844,18887
26,2509523,2509539,2512362,2839,16,2823,45000,26113,26323,838,838,18677
27,2609568,2609585,2611371,1803,17,1786,45000,26323,26531,833,833,18469
28,2709614,2709631,2711488,1874,17,1857,45000,26531,26736,827,827,18264
29,2809660,2809677,2821651,11991,17,11974,45000,26736,26940,822,822,18060
30,2909706,2909722,2921753,12047,16,12031,45000,26940,27140,816,816,17860
31,3009751,3009768,3021342,11591,17,11574,45000,27140,27339,811,811,17661
32,3109797,3109813,3121468,11671,16,11655,45000,27339,27535,806,806,17465
33,3209843,3209859,3221496,11653,16,11637,45000,27535,27729,801,801,17271
34,3309908,3309924,3321581,11673,16,11657,45000,27729,27921,795,795,17079
35,3409954,3409970,3421580,11626,16,11610,45000,27921,28110,790,790,16890
36,3510000,3510016,3521654,11654,16,11638,45000,28110,28298,785,785,16702
37,3610045,3610077,3621679,11634,32,11602,45000,28298,28483,780,780,16517
38,3710109,3710126,3721730,11621,17,11604,45000,28483,28666,775,775,16334
39,3810174,3810191,3821785,11611,17,11594,45000,28666,28847,770,770,16153
40,3910221,3910238,3921836,11615,17,11598,45000,28847,29026,766,766,15974
41,4010286,4010303,4021919,11633,17,11616,45000,29026,29203,761,761,15797
42,4110332,4110348,4121952,11620,16,11604,45000,29203,29378,756,756,15622
43,4210397,4210413,4222007,11610,16,11594,45000,29378,29551,752,752,15449
44,4310444,4310461,4322058,11614,17,11597,45000,29551,29722,747,747,15278
45,4410509,4410526,4422152,11643,17,11626,45000,29722,29891,742,742,15109
46,4510554,4510571,4522186,11632,17,11615,45000,29891,30058,738,738,14942
47,4610620,4610636,4622242,11622,16,11606,45000,30058,30223,733,733,14777
