sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,5398,5766,110201,104803,368,104435,45000,20000,20266,951,951,24734
2,110744,110761,121486,10742,17,10725,45000,20266,20543,992,992,24457
3,211147,211164,221536,10389,17,10372,45000,20543,20817,986,986,24183
4,311195,311212,321532,10337,17,10320,45000,20817,21088,979,979,23912
5,411243,411260,421526,10283,17,10266,45000,21088,21356,972,972,23644
6,511291,511308,521523,10232,17,10215,45000,21356,21620,965,965,23380
7,611338,611355,621539,10201,17,10184,45000,21620,21882,958,958,23118
8,711386,711403,721537,10151,17,10134,45000,21882,22141,951,951,22859
9,811434,811450,821525,10091,16,10075,45000,22141,22397,944,944,22603
10,911481,911498,921534,10053,17,10036,45000,22397,22649,937,937,22351
11,1011529,1011546,1021540,10011,17,9994,45000,22649,22899,931,931,22101
12,1111577,1111593,1121529,9952,16,9936,45000,22899,23147,924,924,21853
13,1211625,1211642,1221533,9908,17,9891,45000,23147,23391,917,917,21609
14,1311673,1311689,1321537,9864,16,9848,45000,23391,23632,911,911,21368
15,1411720,1411737,1421536,9816,17,9799,45000,23632,23871,905,905,21129
16,1511768,1511785,1521531,9763,17,9746,45000,23871,24107,898,898,20893
17,1611830,1611847,1621522,9692,17,9675,45000,24107,24340,892,892,20660
18,1711877,1711894,1721533,9656,17,9639,45000,24340,24571,886,886,20429
19,1811924,1811941,1821530,9606,17,9589,45000,24571,24799,879,879,20201
20,1911970,1911986,1921533,9563,16,9547,45000,24799,25024,873,873,19976
21,2012016,2012033,2021537,9521,17,9504,45000,25024,25247,867,867,19753
22,2112063,2112079,2121539,9476,16,9460,45000,25247,25467,861,861,19533
23,2212109,2212126,2221528,9419,17,9402,45000,25467,25685,856,856,19315
24,2312155,2312172,2321543,9388,17,9371,45000,25685,25900,850,850,19100
25,2412204,2412221,2421532,9328,17,9311,45000,25900,26113,844,844,18887
26,2512251,2512267,2521528,9277,16,9261,45000,26113,26323,838,838,18677
27,2612298,2612315,2621532,9234,17,9217,45000,26323,26531,833,833,18469
28,2712345,2712362,2721537,9192,17,9175,45000,26531,26736,827,827,18264
29,2812393,2812409,2821540,9147,16,9131,45000,26736,26940,822,822,18060
30,2912441,2912457,2921530,9089,16,9073,45000,26940,27140,816,816,17860
31,3012487,3012504,3021523,9036,17,9019,45000,27140,27339,811,811,17661
32,3112536,3112552,3121598,9062,16,9046,45000,27339,27535,806,806,17465
33,3212583,3212600,3221572,8989,17,8972,45000,27535,27729,801,801,17271
34,3312630,3312647,3321564,8934,17,8917,45000,27729,27921,795,795,17079
35,3412677,3412694,3421532,8855,17,8838,45000,27921,28110,790,790,16890
36,3512724,3512741,3521524,8800,17,8783,45000,28110,28298,785,785,16702
37,3612772,3612788,3621521,8749,16,8733,45000,28298,28483,780,780,16517
38,3712820,3712837,3721534,8714,17,8697,45000,28483,28666,775,775,16334
39,3812867,3812884,3821537,8670,17,8653,45000,28666,28847,770,770,16153
40,3912916,3912932,3921526,8610,16,8594,45000,28847,29026,766,766,15974
41,4012963,4012980,4021541,8578,17,8561,45000,29026,29203,761,761,15797
42,4113011,4113028,4121536,8525,17,8508,45000,29203,29378,756,756,15622
43,4213058,4213075,4221539,8481,17,8464,45000,29378,29551,752,752,15449
44,4313105,4313122,4321527,8422,17,8405,45000,29551,29722,747,747,15278
45,4413153,4413170,4421532,8379,17,8362,45000,29722,29891,742,742,15109
46,4513201,4513217,4521529,8328,16,8312,45000,29891,30058,738,738,14942
47,4613247,4613263,4621536,8289,16,8273,45000,30058,30223,733,733,14777
48,4713295,4713312,4721530,8235,17,8218,45000,30223,30386,729,729,14614
49,4813342,4813359,4821534,8192,17,8175,45000,30386,30548,725,725,14452
50,4913390,4913406,4921539,8149,16,8133,45000,30548,30707,720,720,14293
51,5013437,5013453,5021525,8088,16,8072,45000,30707,30865,716,716,14135
52,5113485,5113501,5121534,8049,16,8033,45000,30865,31021,712,712,13979
53,5213533,5213549,5221531,7998,16,7982,45000,31021,31175,708,708,13825
54,5313580,5313597,5321537,7957,17,7940,45000,31175,31327,704,704,13673
55,5413627,5413644,5421532,7905,17,7888,45000,31327,31478,700,700,13522
56,5513674,5513690,5521531,7857,16,7841,45000,31478,31627,696,696,13373
57,5613722,5613739,5621528,7806,17,7789,45000,31627,31774,692,692,13226
58,5713769,5713786,5721534,7765,17,7748,45000,31774,31920,688,688,13080
59,5813816,5813833,5821538,7722,17,7705,45000,31920,32063,684,684,12937
60,5913863,5913880,5921531,7668,17,7651,45000,32063,32206,680,680,12794
61,6013911,6013927,6021528,7617,16,7601,45000,32206,32346,676,676,12654
62,6113958,6113975,6121525,7567,17,7550,45000,32346,32485,673,673,12515
63,6214005,6214021,6221546,7541,16,7525,45000,32485,32622,669,669,12378
64,6314053,6314069,6321541,7488,16,7472,45000,32622,32758,665,665,12242
65,6414100,6414117,6421544,7444,17,7427,45000,32758,32893,662,662,12107
66,6514147,6514164,6521532,7385,17,7368,45000,32893,33025,658,658,11975
67,6614195,6614212,6621525,7330,17,7313,45000,33025,33156,655,655,11844
68,6714242,6714259,6721535,7293,17,7276,45000,33156,33286,651,651,11714
69,6814290,6814307,6821532,7242,17,7225,45000,33286,33414,648,648,11586
70,6914337,6914354,6921527,7190,17,7173,45000,33414,33541,644,644,11459
71,7014385,7014401,7021536,7151,16,7135,45000,33541,33666,641,641,11334
72,7114433,7114450,7121530,7097,17,7080,45000,33666,33790,638,638,11210
73,7214480,7214496,7221541,7061,16,7045,45000,33790,33913,634,634,11087
74,7314528,7314544,7321529,7001,16,6985,45000,33913,34034,631,631,10966
75,7414574,7414591,7421526,6952,17,6935,45000,34034,34153,628,628,10847
76,7514622,7514638,7521544,6922,16,6906,45000,34153,34272,625,625,10728
77,7614670,7614687,7621531,6861,17,6844,45000,34272,34389,621,621,10611
78,7714717,7714734,7721522,6805,17,6788,45000,34389,34504,618,618,10496
79,7814765,7814782,7821531,6766,17,6749,45000,34504,34618,615,615,10382
80,7914813,7914830,7921538,6725,17,6708,45000,34618,34731,612,612,10269
81,8014861,8014878,8021528,6667,17,6650,45000,34731,34843,609,609,10157
82,8114908,8114925,8121523,6615,17,6598,45000,34843,34953,606,606,10047
83,8214956,8214972,8221544,6588,16,6572,45000,34953,35062,603,603,9938
84,8315005,8315021,8321531,6526,16,6510,45000,35062,35170,600,600,9830
85,8415052,8415068,8421523,6471,16,6455,45000,35170,35276,597,597,9724
86,8515099,8515116,8521532,6433,17,6416,45000,35276,35382,595,595,9618
87,8615147,8615164,8621539,6392,17,6375,45000,35382,35486,592,592,9514
88,8715196,8715212,8721527,6331,16,6315,45000,35486,35589,589,589,9411
89,8815242,8815259,8821521,6279,17,6262,45000,35589,35691,586,586,9309
90,8915291,8915307,8921540,6249,16,6233,45000,35691,35792,584,584,9208
91,9015351,9015368,9021543,6192,17,6175,45000,35792,35891,581,581,9109
92,9115397,9115414,9121530,6133,17,6116,45000,35891,35989,578,578,9011
93,9215444,9215461,9221539,6095,17,6078,45000,35989,36087,576,576,8913
94,9315490,9315507,9321526,6036,17,6019,45000,36087,36183,573,573,8817
95,9415536,9415553,9421548,6012,17,5995,45000,36183,36278,571,571,8722
96,9515584,9515600,9521536,5952,16,5936,45000,36278,36372,568,568,8628
97,9615629,9615646,9621529,5900,17,5883,45000,36372,36465,565,565,8535
98,9715676,9715693,9721528,5852,17,5835,45000,36465,36556,563,563,8444
99,9815722,9815738,9821518,5796,16,5780,45000,36556,36647,561,561,8353
100,9915768,9915785,9924285,8517,17,8500,45000,36647,36737,558,558,8263
101,10015818,10015835,10021481,5663,17,5646,45000,36737,36826,556,556,8174
102,10115864,10115881,10121526,5662,17,5645,45000,36826,36913,553,553,8087
103,10215913,10215930,10221531,5618,17,5601,45000,36913,37000,551,551,8000
104,10315959,10315976,10321527,5568,17,5551,45000,37000,37085,549,549,7915
105,10416006,10416022,10421529,5523,16,5507,45000,37085,37170,547,547,7830
106,10516052,10516069,10521534,5482,17,5465,45000,37170,37254,544,544,7746
107,10616099,10616115,10621529,5430,16,5414,45000,37254,37337,542,542,7663
108,10716145,10716161,10721527,5382,16,5366,45000,37337,37419,540,540,7581
109,10816191,10816207,10821537,5346,16,5330,45000,37419,37499,538,538,7501
110,10916237,10916253,10921530,5293,16,5277,45000,37499,37580,536,536,7420
111,11016283,11016300,11021531,5248,17,5231,45000,37580,37658,533,533,7342
112,11116330,11116347,11121537,5207,17,5190,45000,37658,37737,531,531,7263
113,11216377,11216394,11221524,5147,17,5130,45000,37737,37814,529,529,7186
114,11316424,11316440,11321534,5110,16,5094,45000,37814,37890,527,527,7110
115,11416470,11416487,11421529,5059,17,5042,45000,37890,37965,525,525,7035
116,11516516,11516533,11521524,5008,17,4991,45000,37965,38040,523,523,6960
117,11616562,11616579,11621516,4954,17,4937,45000,38040,38114,521,521,6886
118,11716609,11716626,11721534,4925,17,4908,45000,38114,38187,519,519,6813
119,11816655,11816672,11821537,4882,17,4865,45000,38187,38259,517,517,6741
120,11916702,11916718,11921522,4820,16,4804,45000,38259,38330,515,515,6670
121,12016748,12016764,12021541,4793,16,4777,45000,38330,38400,513,513,6600
122,12116795,12116812,12121536,4741,17,4724,45000,38400,38470,512,512,6530
123,12216841,12216858,12221531,4690,17,4673,45000,38470,38539,510,510,6461
124,12316887,12316904,12321530,4643,17,4626,45000,38539,38607,508,508,6393
125,12416934,12416951,12421517,4583,17,4566,45000,38607,38674,506,506,6326
126,12516981,12516998,12521536,4555,17,4538,45000,38674,38741,504,504,6259
127,12617027,12617044,12621537,4510,17,4493,45000,38741,38806,502,502,6194
128,12717073,12717090,12721538,4465,17,4448,45000,38806,38871,501,501,6129
129,12817119,12817136,12821528,4409,17,4392,45000,38871,38935,499,499,6065
130,12917166,12917182,12921523,4357,16,4341,45000,38935,38999,497,497,6001
131,13017212,13017229,13021543,4331,17,4314,45000,38999,39061,495,495,5939
132,13117260,13117276,13121530,4270,16,4254,45000,39061,39124,494,494,5876
133,13217305,13217322,13221525,4220,17,4203,45000,39124,39185,492,492,5815
134,13317352,13317368,13321528,4176,16,4160,45000,39185,39246,491,491,5754
135,13417399,13417415,13421531,4132,16,4116,45000,39246,39305,489,489,5695
136,13517445,13517461,13521525,4080,16,4064,45000,39305,39365,488,488,5635
137,13617491,13617508,13621522,4031,17,4014,45000,39365,39424,486,486,5576
138,13717537,13717554,13721536,3999,17,3982,45000,39424,39481,484,484,5519
139,13817584,13817600,13821539,3955,16,3939,45000,39481,39539,483,483,5461
140,13917630,13917647,13921525,3895,17,3878,45000,39539,39595,481,481,5405
141,14017676,14017693,14021542,3866,17,3849,45000,39595,39651,480,480,5349
142,14117723,14117739,14121531,3808,16,3792,45000,39651,39706,478,478,5294
143,14217769,14217786,14221527,3758,17,3741,45000,39706,39761,477,477,5239
144,14317816,14317832,14321522,3706,16,3690,45000,39761,39815,475,475,5185
145,14417862,14417879,14421535,3673,17,3656,45000,39815,39869,474,474,5131
146,14517909,14517925,14521540,3631,16,3615,45000,39869,39921,472,472,5079
147,14617955,14617971,14621526,3571,16,3555,45000,39921,39973,471,471,5027
148,14718000,14718017,14721540,3540,17,3523,45000,39973,40025,470,470,4975
149,14818046,14818063,14821533,3487,17,3470,45000,40025,40076,468,468,4924
150,14918093,14918109,14921524,3431,16,3415,45000,40076,40127,467,467,4873
151,15018139,15018156,15021522,3383,17,3366,45000,40127,40176,465,465,4824
152,15118185,15118202,15121556,3371,17,3354,45000,40176,40225,464,464,4775
153,15218251,15218267,15221558,3307,16,3291,45000,40225,40274,463,463,4726
154,15318298,15318314,15321546,3248,16,3232,45000,40274,40322,462,462,4678
155,15418344,15418361,15421538,3194,17,3177,45000,40322,40370,460,460,4630
156,15518391,15518408,15521527,3136,17,3119,45000,40370,40417,459,459,4583
157,15618438,15618455,15621533,3095,17,3078,45000,40417,40464,458,458,4536
158,15718485,15718502,15721531,3046,17,3029,45000,40464,40510,457,457,4490
159,15818531,15818548,15821540,3009,17,2992,45000,40510,40555,455,455,4445
160,15918578,15918594,15921529,2951,16,2935,45000,40555,40600,454,454,4400
161,16018623,16018639,16021525,2902,16,2886,45000,40600,40644,453,453,4356
162,16118669,16118686,16121544,2875,17,2858,45000,40644,40688,452,452,4312
163,16218717,16218734,16221715,2998,17,2981,45000,40688,40732,451,451,4268
164,16318762,16318779,16321799,3037,17,3020,45000,40732,40775,449,449,4225
