sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,1585,19606,122772,121187,18021,103166,45000,20000,20266,951,951,24734
2,123337,123594,130475,7138,257,6881,45000,20266,20543,992,992,24457
3,223421,223637,230588,7167,216,6951,45000,20543,20817,986,986,24183
4,323492,323699,330632,7140,207,6933,45000,20817,21088,979,979,23912
5,423565,423774,430698,7133,209,6924,45000,21088,21356,972,972,23644
6,523636,523840,530763,7127,204,6923,45000,21356,21620,965,965,23380
7,623710,623914,630853,7143,204,6939,45000,21620,21882,958,958,23118
8,723784,723988,730916,7132,204,6928,45000,21882,22141,951,951,22859
9,823858,824063,830980,7122,205,6917,45000,22141,22397,944,944,22603
10,923944,924146,931056,7112,202,6910,45000,22397,22649,937,937,22351
11,1024016,1024218,1031096,7080,202,6878,45000,22649,22899,931,931,22101
12,1124070,1124271,1131096,7026,201,6825,45000,22899,23147,924,924,21853
13,1224122,1224324,1231092,6970,202,6768,45000,23147,23391,917,917,21609
14,1324175,1324377,1331097,6922,202,6720,45000,23391,23632,911,911,21368
15,1424229,1424431,1431099,6870,202,6668,45000,23632,23871,905,905,21129
16,1524282,1524482,1531092,6810,200,6610,45000,23871,24107,898,898,20893
17,1624334,1624539,1631102,6768,205,6563,45000,24107,24340,892,892,20660
18,1724387,1724589,1731099,6712,202,6510,45000,24340,24571,886,886,20429
19,1824439,1824642,1831096,6657,203,6454,45000,24571,24799,879,879,20201
20,1924493,1924694,1931092,6599,201,6398,45000,24799,25024,873,873,19976
21,2024545,2024747,2031097,6552,202,6350,45000,25024,25247,867,867,19753
22,2124599,2124802,2131094,6495,203,6292,45000,25247,25467,861,861,19533
23,2224652,2224853,2231095,6443,201,6242,45000,25467,25685,856,856,19315
24,2324705,2324906,2331103,6398,201,6197,45000,25685,25900,850,850,19100
25,2424758,2424959,2431096,6338,201,6137,45000,25900,26113,844,844,18887
26,2524810,2525011,2531095,6285,201,6084,45000,26113,26323,838,838,18677
27,2624863,2625065,2631089,6226,202,6024,45000,26323,26531,833,833,18469
28,2724916,2725118,2731100,6184,202,5982,45000,26531,26736,827,827,18264
29,2824970,2825172,2831098,6128,202,5926,45000,26736,26940,822,822,18060
30,2925022,2925224,2931092,6070,202,5868,45000,26940,27140,816,816,17860
31,3025075,3025276,3031093,6018,201,5817,45000,27140,27339,811,811,17661
32,3125129,3125329,3131125,5996,200,5796,45000,27339,27535,806,806,17465
33,3225205,3225409,3231122,5917,204,5713,45000,27535,27729,801,801,17271
34,3325258,3325460,3331123,5865,202,5663,45000,27729,27921,795,795,17079
35,3425311,3425513,3431074,5763,202,5561,45000,27921,28110,790,790,16890
36,3525365,3525567,3531094,5729,202,5527,45000,28110,28298,785,785,16702
37,3625418,3625619,3631091,5673,201,5472,45000,28298,28483,780,780,16517
38,3725490,3725691,3731099,5609,201,5408,45000,28483,28666,775,775,16334
39,3825544,3825747,3831098,5554,203,5351,45000,28666,28847,770,770,16153
40,3925596,3925798,3931092,5496,202,5294,45000,28847,29026,766,766,15974
41,4025650,4025863,4031096,5446,213,5233,45000,29026,29203,761,761,15797
42,4125703,4125904,4131098,5395,201,5194,45000,29203,29378,756,756,15622
43,4225755,4225958,4231095,5340,203,5137,45000,29378,29551,752,752,15449
44,4325808,4326009,4331091,5283,201,5082,45000,29551,29722,747,747,15278
45,4425860,4426062,4431097,5237,202,5035,45000,29722,29891,742,742,15109
46,4525915,4526117,4531095,5180,202,4978,45000,29891,30058,738,738,14942
47,4625967,4626168,4631096,5129,201,4928,45000,30058,30223,733,733,14777
48,4726020,4726224,4731099,5079,204,4875,45000,30223,30386,729,729,14614
49,4826073,4826275,4831097,5024,202,4822,45000,30386,30548,725,725,14452
50,4926127,4926329,4931092,4965,202,4763,45000,30548,30707,720,720,14293
51,5026180,5026382,5031092,4912,202,4710,45000,30707,30865,716,716,14135
52,5126232,5126433,5131100,4868,201,4667,45000,30865,31021,712,712,13979
53,5226284,5226485,5231097,4813,201,4612,45000,31021,31175,708,708,13825
54,5326338,5326540,5331091,4753,202,4551,45000,31175,31327,704,704,13673
55,5426390,5426592,5431102,4712,202,4510,45000,31327,31478,700,700,13522
56,5526443,5526644,5531097,4654,201,4453,45000,31478,31627,696,696,13373
57,5626495,5626696,5631091,4596,201,4395,45000,31627,31774,692,692,13226
58,5726547,5726750,5731094,4547,203,4344,45000,31774,31920,688,688,13080
59,5826599,5826802,5831098,4499,203,4296,45000,31920,32063,684,684,12937
60,5926651,5926853,5931101,4450,202,4248,45000,32063,32206,680,680,12794
61,6026703,6026904,6031092,4389,201,4188,45000,32206,32346,676,676,12654
62,6126755,6126957,6131096,4341,202,4139,45000,32346,32485,673,673,12515
63,6226808,6227008,6231114,4306,200,4106,45000,32485,32622,669,669,12378
64,6326876,6327078,6331102,4226,202,4024,45000,32622,32758,665,665,12242
65,6426929,6427133,6431095,4166,204,3962,45000,32758,32893,662,662,12107
66,6526981,6527182,6531100,4119,201,3918,45000,32893,33025,658,658,11975
67,6627033,6627235,6631091,4058,202,3856,45000,33025,33156,655,655,11844
68,6727085,6727287,6731094,4009,202,3807,45000,33156,33286,651,651,11714
69,6827138,6827340,6831094,3956,202,3754,45000,33286,33414,648,648,11586
70,6927190,6927392,6931101,3911,202,3709,45000,33414,33541,644,644,11459
71,7027243,7027445,7031092,3849,202,3647,45000,33541,33666,641,641,11334
72,7127295,7127497,7131100,3805,202,3603,45000,33666,33790,638,638,11210
73,7227348,7227549,7231098,3750,201,3549,45000,33790,33913,634,634,11087
74,7327401,7327603,7331095,3694,202,3492,45000,33913,34034,631,631,10966
75,7427453,7427657,7431095,3642,204,3438,45000,34034,34153,628,628,10847
76,7527505,7527707,7531101,3596,202,3394,45000,34153,34272,625,625,10728
77,7627558,7627760,7631093,3535,202,3333,45000,34272,34389,621,621,10611
78,7727610,7727811,7731093,3483,201,3282,45000,34389,34504,618,618,10496
79,7827662,7827866,7831098,3436,204,3232,45000,34504,34618,615,615,10382
80,7927715,7927917,7931098,3383,202,3181,45000,34618,34731,612,612,10269
81,8027767,8027969,8031094,3327,202,3125,45000,34731,34843,609,609,10157
82,8127819,8128022,8131092,3273,203,3070,45000,34843,34953,606,606,10047
83,8227871,8228073,8231099,3228,202,3026,45000,34953,35062,603,603,9938
84,8327946,8328149,8331100,3154,203,2951,45000,35062,35170,600,600,9830
85,8427998,8428200,8431094,3096,202,2894,45000,35170,35276,597,597,9724
86,8528051,8528253,8530104,2053,202,1851,45000,35276,35382,595,595,9618
87,8628103,8628305,8630218,2115,202,1913,45000,35382,35486,592,592,9514
88,8728155,8728357,8740379,12224,202,12022,45000,35486,35589,589,589,9411
89,8828207,8828409,8840066,11859,202,11657,45000,35589,35691,586,586,9309
90,8928260,8928462,8940183,11923,202,11721,45000,35691,35792,584,584,9208
91,9028312,9028513,9040196,11884,201,11683,45000,35792,35891,581,581,9109
92,9128364,9128565,9140241,11877,201,11676,45000,35891,35989,578,578,9011
93,9228436,9228639,9240306,11870,203,11667,45000,35989,36087,576,576,8913
94,9328491,9328692,9340364,11873,201,11672,45000,36087,36183,573,573,8817
95,9428546,9428746,9440425,11879,200,11679,45000,36183,36278,571,571,8722
96,9528615,9528843,9540520,11905,228,11677,45000,36278,36372,568,568,8628
97,9628668,9628898,9640553,11885,230,11655,45000,36372,36465,565,565,8535
98,9728743,9728970,9740647,11904,227,11677,45000,36465,36556,563,563,8444
99,9828796,9829018,9840682,11886,222,11664,45000,36556,36647,561,561,8353
100,9928870,9929070,9942895,14025,200,13825,45000,36647,36737,558,558,8263
101,10028928,10029156,10040766,11838,228,11610,45000,36737,36826,556,556,8174
102,10128979,10129203,10140868,11889,224,11665,45000,36826,36913,553,553,8087
103,10229030,10229252,10240920,11890,222,11668,45000,36913,37000,551,551,8000
104,10329082,10329300,10340967,11885,218,11667,45000,37000,37085,549,549,7915
105,10429145,10429346,10441012,11867,201,11666,45000,37085,37170,547,547,7830
106,10529215,10529416,10541076,11861,201,11660,45000,37170,37254,544,544,7746
107,10629269,10629470,10641112,11843,201,11642,45000,37254,37337,542,542,7663
108,10729320,10729523,10741096,11776,203,11573,45000,37337,37419,540,540,7581
109,10829372,10829573,10841110,11738,201,11537,45000,37419,37499,538,538,7501
