sequence,cycle_started_us,command_sent_us,response_completed_us,full_loop_us,pre_send_us,transport_us,setpoint_milli_c,observed_milli_c,measured_milli_c,command_actuator_permille,status_actuator_permille,error_milli_c
1,1303,24313,141555,140252,23010,117242,45000,20000,20266,951,951,24734
2,142125,144161,150349,8224,2036,6188,45000,20266,20543,991,991,24457
3,242182,244141,250383,8201,1959,6242,45000,20543,20817,986,986,24183
4,342252,344106,350373,8121,1854,6267,45000,20817,21087,979,979,23913
5,442301,444118,450364,8063,1817,6246,45000,21087,21355,972,972,23645
6,542350,544103,550352,8002,1753,6249,45000,21355,21620,965,965,23380
7,642399,644121,650372,7973,1722,6251,45000,21620,21882,958,958,23118
8,742449,744171,750367,7918,1722,6196,45000,21882,22141,951,951,22859
9,842498,844218,850356,7858,1720,6138,45000,22141,22396,944,944,22604
10,942547,944267,950367,7820,1720,6100,45000,22396,22649,938,938,22351
11,1042619,1044336,1050369,7750,1717,6033,45000,22649,22899,931,931,22101
12,1142668,1144392,1150377,7709,1724,5985,45000,22899,23147,924,924,21853
13,1242717,1244435,1250364,7647,1718,5929,45000,23147,23391,917,917,21609
14,1342767,1344489,1350370,7603,1722,5881,45000,23391,23632,911,911,21368
15,1442816,1444561,1450364,7548,1745,5803,45000,23632,23871,904,904,21129
16,1542865,1544613,1550374,7509,1748,5761,45000,23871,24107,898,898,20893
17,1642915,1644667,1650366,7451,1752,5699,45000,24107,24340,892,892,20660
18,1742964,1744723,1750364,7400,1759,5641,45000,24340,24571,885,885,20429
19,1843013,1844770,1850373,7360,1757,5603,45000,24571,24798,879,879,20202
20,1943062,1944818,1950360,7298,1756,5542,45000,24798,25024,874,874,19976
21,2043111,2044866,2050374,7263,1755,5508,45000,25024,25247,867,867,19753
22,2143161,2144919,2150367,7206,1758,5448,45000,25247,25467,861,861,19533
23,2243209,2244961,2250356,7147,1752,5395,45000,25467,25684,855,855,19316
24,2343259,2345017,2350369,7110,1758,5352,45000,25684,25900,850,850,19100
25,2443308,2445066,2450370,7062,1758,5304,45000,25900,26112,844,844,18888
26,2543357,2545116,2550377,7020,1759,5261,45000,26112,26322,838,838,18678
27,2643407,2645164,2650366,6959,1757,5202,45000,26322,26530,833,833,18470
28,2743456,2745213,2750375,6919,1757,5162,45000,26530,26736,827,827,18264
29,2843505,2845267,2850378,6873,1762,5111,45000,26736,26939,822,822,18061
30,2943553,2945307,2950364,6811,1754,5057,45000,26939,27140,816,816,17860
31,3043602,3045359,3050358,6756,1757,4999,45000,27140,27338,811,811,17662
32,3143651,3145413,3150407,6756,1762,4994,45000,27338,27535,806,806,17465
33,3243704,3245469,3250399,6695,1765,4930,45000,27535,27728,800,800,17272
34,3343753,3345509,3350403,6650,1756,4894,45000,27728,27920,795,795,17080
35,3443803,3445560,3450370,6567,1757,4810,45000,27920,28110,790,790,16890
36,3543851,3545606,3550361,6510,1755,4755,45000,28110,28297,785,785,16703
37,3643900,3645658,3650361,6461,1758,4703,45000,28297,28482,780,780,16518
38,3743949,3745703,3750363,6414,1754,4660,45000,28482,28665,775,775,16335
39,3843998,3845755,3850367,6369,1757,4612,45000,28665,28847,771,771,16153
40,3944047,3945797,3950356,6309,1750,4559,45000,28847,29025,765,765,15975
41,4044096,4045850,4050364,6268,1754,4514,45000,29025,29202,761,761,15798
42,4144145,4145899,4150374,6229,1754,4475,45000,29202,29377,756,756,15623
43,4244194,4245942,4250362,6168,1748,4420,45000,29377,29550,751,751,15450
44,4344243,4345995,4350358,6115,1752,4363,45000,29550,29721,747,747,15279
45,4444293,4446045,4450369,6076,1752,4324,45000,29721,29890,742,742,15110
46,4544342,4546089,4550363,6021,1747,4274,45000,29890,30057,738,738,14943
47,4644391,4646135,4650360,5969,1744,4225,45000,30057,30222,733,733,14778
48,4744441,4746180,4750359,5918,1739,4179,45000,30222,30385,729,729,14615
49,4844490,4846226,4850370,5880,1736,4144,45000,30385,30547,725,725,14453
50,4944551,4946266,4950364,5813,1715,4098,45000,30547,30706,720,720,14294
51,5044599,5046315,5050364,5765,1716,4049,45000,30706,30864,716,716,14136
52,5144647,5146367,5150368,5721,1720,4001,45000,30864,31020,712,712,13980
53,5244696,5246415,5250363,5667,1719,3948,45000,31020,31174,708,708,13826
54,5344745,5346464,5350372,5627,1719,3908,45000,31174,31326,704,704,13674
55,5444794,5446512,5450366,5572,1718,3854,45000,31326,31477,700,700,13523
56,5544843,5546561,5550378,5535,1718,3817,45000,31477,31626,696,696,13374
